Dates,SPX Index,SHCOMP Index,SENSEX Index,MXLA Index,tg1,tg2,tg3,tg4
1992-11-18,422.85,407.61,2524.71,548.75,4.440892098500626e-16,0.6444294053982543,0.29321372295833853,0.06235687164340667
1992-11-19,423.61,398.95,2423.26,549.2,0.0,0.6444475967743488,0.24317917663764557,0.11237322658800569
1992-11-20,426.65,401.44,2479.56,547.5,0.0,0.6016745202786228,0.2032431176352114,0.19508236208616603
1992-11-23,425.12,410.39,2530.47,551.79,0.0,0.5727250488553712,0.2454974615492864,0.18177748959534265
1992-11-24,427.59,440.04,2546.86,555.86,1.6393136847980827e-16,0.5469899410890491,0.2827357762719999,0.1702742826389509
1992-11-25,429.19,571.63,2556.56,557.22,5.35595873207839e-16,0.5557385441150043,0.2497243902474405,0.19453706563755463
1992-11-26,429.19,562.01,2487.11,562.14,0.0,0.7196846779584677,0.22579435081868193,0.05452097122285042
1992-11-27,430.16,637.67,2486.41,565.93,0.0,0.7027651990519161,0.13762544666988932,0.1596093542781945
1992-11-30,431.35,724.6,2518.1,563.85,3.022755634368302e-16,0.7724369823050914,0.10677354260660875,0.12078947508829956
1992-12-01,430.78,716.74,2547.69,563.25,9.194034354176183e-17,0.8500265337505908,0.12278098869953459,0.02719247754987458
1992-12-02,429.89,722.2,2593.62,561.12,1.7759619839639898e-16,0.8107453736135722,0.18925462638642784,0.0
1992-12-03,429.91,808.2,2619.9,562.58,0.0,0.7895480904440547,0.21045190955594537,1.9099583022203245e-17
1992-12-04,432.06,807.02,2696.86,566.94,0.0,0.8384797454603272,0.16152025453967284,1.3877787807814457e-17
1992-12-07,435.31,793.25,2696.86,570.94,0.0,0.8351591463542252,0.16484085364577492,2.850712153532736e-17
1992-12-08,436.99,753.94,2696.86,574.56,8.553843147501775e-17,0.8229192671723177,0.17708073282768222,0.0
1992-12-09,435.65,676.45,2696.86,573.42,0.0,0.7902672270259571,0.20973277297404302,1.3986208025063007e-17
1992-12-10,434.64,625.23,2550.22,574.74,9.068705727911026e-17,0.7263068470979743,0.2736931529020255,0.0
1992-12-11,433.73,722.28,2536.87,574.5,0.0,0.69270460331476,0.10894981701447691,0.1983455796707633
1992-12-14,432.84,705.07,2469.45,578.25,0.0,0.7619196978482735,0.040934746247108716,0.19714555590461774
1992-12-15,432.57,682.24,2477.27,571.27,0.0,0.7494359419654861,0.0,0.25056405803451415
1992-12-16,431.52,685.82,2374.72,571.5,0.0,0.7361361381518703,0.008048072551363278,0.2558157892967666
1992-12-17,435.43,707.82,2400.16,573.21,2.0816681711721685e-17,0.7720584694827413,0.04032441564498472,0.18761711487227403
1992-12-18,441.28,698.13,2476.89,576.27,5.204170427930421e-17,0.7895615603225742,0.06067302073467466,0.149765418942751
1992-12-21,440.7,731.68,2542.1,579.75,0.0,0.7769402075573076,0.1491217037813674,0.07393808866132501
1992-12-22,440.31,725.78,2562.1,586.17,0.0,0.8030776461569713,0.19692235384302878,6.071532165918825e-17
1992-12-23,439.03,732.05,2571.36,596.57,7.915642158546388e-17,0.7872064639085546,0.2127935360914455,0.0
1992-12-24,439.77,758.59,2615.37,597.27,2.6861950225721593e-16,0.7760642757682079,0.2239357242317918,0.0
1992-12-25,439.77,764.28,2615.37,597.27,0.0,0.7796489318456313,0.2203510681543687,3.607767020935645e-17
1992-12-28,439.15,757.31,2615.37,606.46,0.0,0.7861344147794593,0.21386558522054067,6.091994365839816e-17
1992-12-29,437.98,768.91,2615.37,601.97,9.162699035499461e-17,0.7832592605841144,0.21674073941588554,6.178322839254057e-17
1992-12-30,438.82,767.52,2615.37,602.26,1.7520707107365752e-16,0.7929095255879739,0.20709047441202594,0.0
1992-12-31,435.71,780.39,2615.37,602.26,5.724587470723458e-17,0.8084972345295327,0.19150276547046732,0.0
1993-01-01,435.71,780.39,2615.37,602.26,0.0,0.8421017831536732,0.1578982168463267,0.0
1993-01-04,435.38,814.04,2539.67,601.79,1.1709383462843448e-16,0.860002164329094,0.13999783567090587,3.903127820947816e-17
1993-01-05,434.34,858.72,2501.52,621.24,0.0,0.9092308783275421,0.09076912167245804,2.3805788719633624e-17
1993-01-06,434.52,847.44,2447.5,624.32,0.0,0.9383185501434497,0.061681449856550295,2.912031924640035e-17
1993-01-07,430.73,868.97,2395.8,626.48,0.0,0.9292132632560971,0.07078673674390303,6.409158997789567e-18
1993-01-08,429.05,889.47,2420.67,626.72,1.6967985764009933e-16,0.9466198657911002,0.05338013420889978,0.0
1993-01-11,430.95,977.42,2420.67,626.5,0.0,0.9424398694341176,0.05756013056588255,3.229490793815644e-17
1993-01-12,431.04,987.26,2420.67,625.81,1.947231115843801e-16,0.9893047689196439,0.010695231080355971,1.8840800336382535e-17
1993-01-13,433.03,1024.05,2420.67,619.36,1.1455470689302125e-16,0.9878258996041229,0.012174100395876925,7.04404922254702e-17
1993-01-14,435.94,1086.43,2459.67,622.95,0.0,1.0,2.172741153660951e-16,2.074185282205618e-17
1993-01-15,437.15,1063.76,2525.54,621.83,1.0216991822895146e-16,1.0,0.0,0.0
1993-01-18,436.84,1055.32,2586.05,619.8,4.1039170109792324e-16,0.9999999999999997,4.85722573273506e-17,0.0
1993-01-19,435.13,991.83,2545.12,618.04,1.4068306221235577e-16,0.9999999999999999,0.0,0.0
1993-01-20,433.37,1043.31,2531.55,616.65,0.0,1.0,7.632783294297951e-17,0.0
1993-01-21,435.49,1074.26,2544.23,615.26,0.0,1.0,1.2967057982926633e-16,4.638410517707906e-18
1993-01-22,436.11,1100.31,2542.39,621.98,0.0,1.0,0.0,0.0
1993-01-25,440.01,1100.31,2555.85,621.73,0.0,1.0,4.163336342344337e-17,4.163336342344337e-17
1993-01-26,439.95,1100.31,2555.85,621.56,1.9428902786183632e-16,1.0,0.0,0.0
1993-01-27,438.11,1162.44,2595.13,606.74,9.020562007870972e-17,0.9999999999999998,1.1102230246251565e-16,1.249000902703301e-16
1993-01-28,438.66,1150.37,2654.25,595.86,1.1449174941446927e-16,0.9999999999999998,4.163336342344337e-17,0.0
1993-01-29,438.78,1198.48,2680.79,592.72,1.0061396160665481e-16,0.9999999999999998,1.3877787807814457e-17,4.163336342344337e-17
1993-02-01,442.52,1278.5,2634.43,589.36,4.5102810375396984e-17,1.0,0.0,0.0
1993-02-02,442.56,1310.58,2663.0,583.79,0.0,1.0,2.498001805406602e-16,0.0
1993-02-03,447.2,1300.56,2660.75,582.93,1.951563910473908e-16,1.0,0.0,0.0
1993-02-04,449.56,1371.58,2638.54,595.54,0.0,1.0,0.0,3.155028321932818e-17
1993-02-05,448.93,1332.96,2648.89,594.81,1.1709383462843448e-17,0.9999999999999999,2.0816681711721685e-16,6.852157730108388e-17
1993-02-08,447.85,1393.17,2712.56,591.62,0.0,1.0,1.3877787807814457e-17,1.474514954580286e-17
1993-02-09,445.33,1474.92,2771.68,592.15,0.0,1.0,0.0,0.0
1993-02-10,446.23,1454.46,2812.12,594.57,5.616810338858222e-18,1.0,0.0,5.077572993576561e-17
1993-02-11,447.66,1397.38,2785.83,599.58,0.0,1.0,9.71445146547012e-17,0.0
1993-02-12,444.58,1458.76,2745.48,589.76,7.424988212333738e-17,0.9999999999999999,4.163336342344337e-17,1.5028074539248947e-17
1993-02-15,444.58,1536.82,2640.4,592.61,1.0160759430900062e-16,1.0,2.0816681711721685e-17,2.7256003429037106e-17
1993-02-16,433.91,1513.48,2607.51,584.34,0.0,1.0,1.734723475976807e-16,4.893030905896512e-17
1993-02-17,433.3,1504.0,2638.85,583.39,1.3277869156445026e-17,1.0,8.326672684688674e-17,0.0
1993-02-18,431.9,1508.22,2671.37,579.34,3.8755273738825484e-17,1.0,0.0,8.112464908400933e-17
1993-02-19,434.22,1499.74,2671.37,590.81,5.083924387050232e-18,0.9999999999999998,2.0816681711721685e-16,1.9282368303878525e-17
1993-02-22,435.24,1456.29,2708.34,591.15,1.1644742694812624e-16,0.9999999999999998,2.7755575615628914e-17,7.148878299765861e-18
1993-02-23,434.8,1367.36,2741.38,587.28,2.1888127412342524e-16,0.9999999999999999,9.71445146547012e-17,1.221111190658402e-17
1993-02-24,440.87,1264.96,2753.67,580.65,0.0,0.9999999999999999,9.71445146547012e-17,2.3376332723929697e-17
1993-02-25,442.34,1410.36,2799.35,582.05,4.593339693526184e-17,1.0,2.0816681711721685e-16,0.0
1993-02-26,443.38,1339.88,2813.15,589.64,0.0,1.0,4.163336342344337e-17,0.0
1993-03-01,442.01,1199.73,2571.18,582.71,2.0702552886855408e-17,1.0,1.3877787807814457e-16,2.5031793427462075e-18
1993-03-02,447.9,1245.11,2543.82,583.44,1.4105722540169925e-17,0.9999999999999999,1.5265566588595902e-16,0.0
1993-03-03,449.26,1231.77,2565.32,590.74,1.1422319109083082e-16,0.9999999999999998,5.551115123125783e-17,5.4802266120004e-17
1993-03-04,447.34,1159.13,2532.67,589.63,3.8886657762607857e-17,1.0,0.0,0.0
1993-03-05,446.11,1133.46,2471.74,590.23,0.0,1.0,0.0,0.0
1993-03-08,454.71,1209.65,2471.74,593.46,1.6631094584568474e-16,1.0,0.0,8.3637573260368e-17
1993-03-09,454.4,1137.79,2336.96,598.44,1.7367065863786798e-16,0.9999999999999998,0.0,2.973802184995255e-17
1993-03-10,456.33,1188.97,2287.15,597.3,0.0,1.0,2.7755575615628914e-16,0.0
1993-03-11,453.72,1261.8,2330.09,600.44,0.0,1.0,1.1796119636642288e-16,0.0
1993-03-12,449.83,1236.37,2361.15,600.2,0.0,1.0,0.0,2.0950133965710657e-17
1993-03-15,451.43,1177.75,2421.27,607.8,0.0,1.0,1.4224732503009818e-16,0.0
1993-03-16,451.37,1222.55,2459.85,616.01,1.39494148894578e-16,0.9999999999999998,2.1510571102112408e-16,0.0
1993-03-17,448.31,1202.85,2409.23,612.36,0.0,1.0,0.0,0.0
1993-03-18,451.89,1184.48,2393.58,616.62,0.0,1.0,0.0,8.318802343681536e-17
1993-03-19,450.18,1174.99,2376.76,617.05,4.431029298418397e-17,0.9999999999999998,9.71445146547012e-17,2.4773446360062242e-18
1993-03-22,448.88,1036.92,2402.2,619.29,5.074066167232161e-17,1.0,0.0,0.0
1993-03-23,448.76,971.25,2378.55,613.96,1.491862189340054e-16,1.0,2.7755575615628914e-17,0.0
1993-03-24,448.07,956.97,2378.55,620.45,1.5612511283791264e-17,0.9999999999999999,6.938893903907228e-17,2.42861286636753e-17
1993-03-25,450.88,945.42,2378.55,619.92,1.491862189340054e-16,0.9999999999999999,1.3877787807814457e-17,2.7755575615628914e-17
1993-03-26,447.78,1039.76,2341.42,617.97,2.7755575615628914e-17,0.9999999999999999,0.0,0.0
1993-03-29,450.77,973.22,2276.9,628.52,2.1337098754514727e-16,1.0,0.0,0.0
1993-03-30,451.97,958.05,2225.08,628.59,8.673617379884035e-17,0.9999999999999999,5.551115123125783e-17,1.3877787807814457e-17
1993-03-31,451.67,925.91,2280.52,629.56,0.0,0.9999999999999999,3.0531133177191805e-16,0.0
1993-04-01,450.3,947.23,2280.52,622.33,0.0,1.0,0.0,0.0
1993-04-02,441.39,944.01,2311.44,619.0,0.0,1.0,0.0,0.0
1993-04-05,442.29,947.87,2311.44,613.82,0.0,1.0,1.3877787807814457e-17,0.0
1993-04-06,441.16,1059.62,2311.44,615.24,0.0,1.0,2.7755575615628914e-17,2.7755575615628914e-17
1993-04-07,442.73,1099.62,2408.68,618.56,0.0,1.0,0.0,0.0
1993-04-08,441.84,1235.87,2310.91,618.15,1.5871691705838054e-16,0.9999999999999999,7.632783294297951e-17,1.7653490328259716e-17
1993-04-09,441.84,1243.02,2310.91,618.14,0.0,1.0,0.0,0.0
1993-04-12,448.37,1203.54,2222.69,617.71,0.0,1.0,5.551115123125783e-17,0.0
1993-04-13,449.22,1297.36,2226.84,619.67,0.0,0.9999999999999999,5.551115123125783e-17,5.551115123125783e-17
1993-04-14,448.66,1272.39,2226.84,628.27,0.0,0.9999999999999999,0.0,0.0
1993-04-15,448.4,1278.84,2293.12,624.31,0.0,1.0,0.0,0.0
1993-04-16,448.94,1214.75,2299.78,623.38,0.0,1.0,0.0,5.551115123125783e-17
1993-04-19,447.46,1223.22,2268.15,619.32,0.0,0.9999999999999999,5.551115123125783e-17,0.0
1993-04-20,445.1,1235.52,2204.91,627.16,0.0,1.0,2.7755575615628914e-17,2.7755575615628914e-17
1993-04-21,443.63,1222.56,2189.51,626.79,5.551115123125783e-17,1.0,5.551115123125783e-17,0.0
1993-04-22,439.46,1267.35,2158.96,627.53,0.0,1.0,0.0,2.7755575615628914e-17
1993-04-23,437.03,1260.25,2100.67,618.09,5.551115123125783e-17,1.0,0.0,2.7755575615628914e-17
1993-04-26,433.54,1345.61,2036.81,617.3,5.551115123125783e-17,1.0,8.326672684688674e-17,0.0
1993-04-27,438.01,1363.44,2070.71,613.61,5.551115123125783e-17,1.0,2.7755575615628914e-17,0.0
1993-04-28,438.02,1372.5,2121.49,597.93,5.551115123125783e-17,1.0,5.551115123125783e-17,0.0
1993-04-29,438.89,1349.68,2144.27,593.38,5.551115123125783e-17,1.0,8.326672684688674e-17,0.0
1993-04-30,440.19,1358.78,2122.3,595.27,5.551115123125783e-17,1.0,5.551115123125783e-17,0.0
1993-05-03,442.46,1352.24,2084.42,584.22,5.551115123125783e-17,1.0,0.0,5.551115123125783e-17
1993-05-04,444.05,1241.16,2127.37,585.42,0.0,0.9999999999999999,8.326672684688674e-17,2.7755575615628914e-17
1993-05-05,444.52,1246.82,2168.7,583.39,5.551115123125783e-17,1.0,2.7755575615628914e-17,0.0
1993-05-06,443.26,1162.92,2168.7,587.75,5.551115123125783e-17,1.0,2.7755575615628914e-17,0.0
1993-05-07,442.31,1199.81,2219.24,587.68,1.8057543855685935e-18,1.0,6.245004513516506e-17,0.0
1993-05-10,442.8,1128.29,2226.92,580.84,1.1431920486278533e-17,0.9999999999999999,0.0,6.0744079084469e-17
1993-05-11,444.36,1136.74,2289.31,582.3,7.971776368572828e-17,0.9999999999999999,1.8041124150158794e-16,2.210569104438096e-17
1993-05-12,444.8,1140.05,2286.29,578.69,0.0,1.0,8.326672684688674e-17,0.0
1993-05-13,439.23,1177.28,2286.24,582.48,0.0,1.0,0.0,0.0
1993-05-14,439.56,1167.47,2356.63,582.43,3.454195034146087e-17,1.0,0.0,3.957459741893308e-17
1993-05-17,440.37,1140.04,2300.54,590.31,0.0,1.0,6.938893903907228e-18,0.0
1993-05-18,440.32,1130.26,2309.97,592.59,0.0,1.0,0.0,0.0
1993-05-19,447.57,1147.22,2309.97,595.25,0.0,0.9999999999999999,1.734723475976807e-16,0.0
1993-05-20,450.59,1165.4,2309.97,604.34,4.865384800508854e-17,1.0,6.245004513516506e-17,0.0
1993-05-21,445.84,1143.97,2357.71,603.38,2.80689802908914e-17,1.0,0.0,8.729517413105489e-18
1993-05-24,448.0,1026.13,2339.34,604.83,2.0679898208716703e-17,1.0,3.469446951953614e-17,9.479831043551275e-18
1993-05-25,448.85,997.95,2285.62,605.4,3.8110282343570666e-17,1.0,0.0,1.974958960760229e-17
1993-05-26,453.44,995.45,2251.69,607.26,0.0,0.9999999999999999,6.938893903907228e-17,3.3443349309039773e-17
1993-05-27,452.41,963.61,2215.96,601.53,2.786634036763302e-17,1.0,2.7755575615628914e-17,0.0
1993-05-28,450.19,972.77,2165.58,603.17,0.0,1.0,1.9081958235744878e-17,4.2623241909802237e-17
1993-05-31,450.19,935.48,2192.74,608.13,1.951563910473908e-17,0.9999999999999999,5.551115123125783e-17,0.0
1993-06-01,453.83,928.58,2192.74,610.9,0.0,0.9999999999999999,2.7755575615628914e-16,3.642919299551295e-17
1993-06-02,453.85,1081.2,2245.2,620.36,8.760353553682876e-17,0.9999999999999998,2.7755575615628914e-17,2.0816681711721685e-17
1993-06-03,452.49,1018.29,2253.38,619.65,5.23675602694129e-17,1.0,2.7755575615628914e-17,0.0
1993-06-04,450.06,1004.3,2336.62,619.03,0.0,1.0,4.163336342344337e-17,0.0
1993-06-07,447.69,1064.98,2405.85,616.71,0.0,1.0,1.1102230246251565e-16,0.0
1993-06-08,444.71,1074.58,2376.86,619.21,6.577777758281724e-17,0.9999999999999999,0.0,4.3026036581263616e-17
1993-06-09,445.78,1065.19,2351.03,617.08,7.6859096039267e-17,1.0,0.0,0.0
1993-06-10,445.38,1044.44,2396.01,616.92,3.473659732668325e-17,1.0,2.7755575615628914e-17,0.0
1993-06-11,447.26,1047.0,2404.0,623.2,0.0,1.0,0.0,1.2939198873641695e-17
1993-06-14,447.71,1000.43,2357.64,623.2,0.0,1.0,0.0,1.147030938297804e-16
1993-06-15,446.27,1001.61,2305.98,627.54,3.469446951953614e-17,1.0,8.326672684688674e-17,0.0
1993-06-16,447.43,1004.24,2291.65,636.14,8.57603918436034e-17,0.9999999999999999,2.0816681711721685e-16,0.0
1993-06-17,448.54,998.0,2234.38,636.19,6.071532165918825e-17,0.9999999999999998,2.498001805406602e-16,5.204170427930421e-18
1993-06-18,443.68,1005.98,2226.68,638.03,0.0,1.0,8.326672684688674e-17,0.0
1993-06-21,446.22,977.61,2218.88,637.39,0.0,1.0,1.3877787807814457e-17,0.0
1993-06-22,445.93,981.13,2249.29,636.51,8.500145032286355e-17,1.0,0.0,6.938893903907228e-18
1993-06-23,443.19,986.02,2235.06,634.57,5.204170427930421e-17,1.0,0.0,5.551115123125783e-17
1993-06-24,446.62,980.17,2227.8,634.57,0.0,1.0,1.3877787807814457e-17,6.938893903907228e-18
1993-06-25,447.6,1006.64,2203.96,647.05,7.45931094670027e-17,1.0,0.0,1.734723475976807e-17
1993-06-28,451.85,1002.42,2161.98,651.57,0.0,1.0,8.673617379884035e-18,1.249000902703301e-16
1993-06-29,450.69,1028.44,2211.14,648.78,0.0,1.0,0.0,0.0
1993-06-30,450.53,1007.05,2227.54,643.88,3.9898639947466563e-17,1.0,0.0,3.8163916471489756e-17
1993-07-01,449.02,997.53,2227.54,635.4,0.0,1.0,2.220446049250313e-16,0.0
1993-07-02,445.84,986.98,2233.86,632.38,0.0,1.0,1.457167719820518e-16,0.0
1993-07-05,445.84,952.31,2255.79,643.57,1.2836953722228372e-16,1.0,0.0,1.3877787807814457e-17
1993-07-06,441.43,897.64,2260.26,643.54,1.0408340855860843e-17,1.0,1.3183898417423734e-16,0.0
1993-07-07,442.83,903.79,2253.36,645.91,5.204170427930421e-17,1.0,0.0,0.0
1993-07-08,448.64,896.16,2221.68,651.71,2.7755575615628914e-17,1.0,2.0816681711721685e-17,0.0
1993-07-09,448.13,868.57,2214.83,656.79,6.938893903907235e-18,1.0,3.469446951953614e-17,1.6653345369377348e-16
1993-07-12,448.98,845.52,2181.1,659.46,0.0,1.0,0.0,8.326672684688674e-17
1993-07-13,448.09,870.05,2184.12,662.5,2.7755575615628914e-17,1.0,7.734454548594491e-18,2.42861286636753e-17
1993-07-14,450.08,836.39,2185.24,653.93,1.734723475976807e-17,1.0,0.0,0.0
1993-07-15,449.22,838.7,2158.83,649.25,0.0,1.0,8.151125320896788e-18,8.153200337090993e-17
1993-07-16,445.75,846.87,2131.21,646.63,2.341876690629985e-17,1.0,2.1783422479427e-18,2.7755575615628914e-17
1993-07-19,446.03,836.98,2098.27,649.13,1.3877787807814457e-17,1.0,1.4059293869976627e-18,8.673617379884035e-17
1993-07-20,447.31,808.33,2105.49,651.76,4.163336342344337e-17,1.0,7.82882709550397e-18,3.8163916471489756e-17
1993-07-21,447.18,811.91,2123.32,648.54,2.949029909160572e-17,1.0,7.990173300902854e-18,5.898059818321144e-17
1993-07-22,444.51,815.53,2159.77,642.95,0.0,1.0,0.0,0.0
1993-07-23,447.1,813.54,2159.77,656.41,0.0,1.0,1.244240923262495e-17,1.2836953722228372e-16
1993-07-26,449.09,787.81,2164.39,656.75,0.0,1.0,1.8120695565699024e-17,6.245004513516506e-17
1993-07-27,448.24,791.62,2164.88,656.09,1.6479873021779667e-17,0.9986014929537509,0.0,0.001398507046249109
1993-07-28,447.19,798.33,2149.73,655.22,0.0,1.0,0.0,6.591949208711867e-17
1993-07-29,450.24,806.67,2232.47,664.4,0.0,1.0,1.4553983144263498e-17,1.3010426069826053e-16
1993-07-30,448.13,881.07,2328.21,660.55,4.9439619065339e-17,0.9970774662262294,0.0,0.0029225337737706237
1993-08-02,450.15,843.27,2328.21,661.35,3.618079181206084e-17,1.0,0.0,9.922431310791239e-19
1993-08-03,449.27,832.72,2336.62,655.63,0.0,0.9909994997219796,0.009000500278020424,0.0
1993-08-04,448.54,850.54,2322.71,656.28,2.0268391773527935e-17,0.9779892371774137,0.022010762822586318,0.0
1993-08-05,448.13,849.3,2322.71,656.73,2.0816681815119268e-17,0.9994571242687988,0.0005428757312011881,3.469446951953614e-18
1993-08-06,448.68,855.52,2382.18,656.12,7.133126696711743e-18,0.9939178385759115,0.006082161424088542,0.0
1993-08-09,450.72,885.27,2382.18,654.2,0.0,0.9809080683353659,0.01909193166463417,0.0
1993-08-10,449.45,862.08,2380.96,654.2,1.1838208104277075e-17,0.9991480795260077,0.0008519204739923531,8.025228775167124e-18
1993-08-11,450.46,883.02,2380.96,660.49,0.0,0.9893377059006907,0.01066229409930938,3.8919404372359056e-18
1993-08-12,448.96,917.04,2483.8,661.71,0.0,1.0,2.42861286636753e-17,1.6430093365983224e-17
1993-08-13,450.14,947.26,2522.48,671.49,2.0786343297587463e-17,0.9999999999999999,3.469446951953614e-18,1.2070463408749158e-18
1993-08-16,452.38,1023.87,2527.24,677.97,0.0,1.0,9.367506770274758e-17,1.4046458311924596e-17
1993-08-17,453.13,974.11,2575.58,691.13,0.0,1.0,1.3877787807814457e-17,1.3877787807814457e-17
1993-08-18,456.04,947.93,2615.2,689.16,0.0,1.0,8.673617379884035e-17,2.312964634635744e-18
1993-08-19,456.43,968.51,2700.75,698.97,3.974572676064948e-17,0.9999999999999999,1.3010426069826053e-17,0.0
1993-08-20,456.16,946.54,2742.37,710.73,4.063451661790082e-18,0.991298327279497,0.008701672720503059,8.261851171337558e-18
1993-08-23,455.23,893.23,2742.37,714.05,5.712398919574329e-17,0.9751147604791667,0.02488523952083331,0.0
1993-08-24,459.77,894.44,2655.38,713.0,3.2429872408814646e-17,0.9449976602201894,0.055002339779810644,0.0
1993-08-25,460.13,911.4,2679.73,710.59,1.3877787807814457e-17,0.9633369511126293,0.03666304888737077,1.2848033563673601e-17
1993-08-26,461.04,903.91,2670.88,724.36,4.309107874584595e-17,0.961887752358501,0.03811224764149898,0.0
1993-08-27,460.54,894.59,2668.96,723.32,4.8879529942611155e-17,0.9825533918851731,0.01744660811482689,3.318726650681179e-18
1993-08-30,461.9,899.27,2633.79,721.53,5.9631119486702744e-18,0.9829802421903543,0.0005076157672563523,0.016512142042389384
1993-08-31,463.56,895.68,2633.79,716.69,0.0,0.9865598379770237,0.013440162022976248,8.267257387596147e-18
1993-09-01,463.15,893.99,2630.49,726.07,1.6243789362743568e-17,0.984648998103196,0.015351001896803981,1.3829443751243137e-17
1993-09-02,461.3,901.39,2684.34,739.49,3.2068652735481074e-17,0.9694015012315106,0.030598498768489458,0.0
1993-09-03,461.34,922.7,2664.06,739.67,6.090171581039452e-17,0.9472230754190277,0.05277692458097233,0.0
1993-09-06,461.34,947.53,2621.2,749.55,0.0,0.9599956899672235,0.04000431003277648,0.0
1993-09-07,458.52,909.04,2533.53,750.46,0.0,0.9761553734480848,0.02384462655191525,1.6931663709640638e-17
1993-09-08,456.65,909.13,2580.24,748.84,0.0,0.951131979070443,0.04886802092955694,5.204170427930421e-18
1993-09-09,457.5,901.66,2662.54,742.18,3.592574350050568e-17,0.9479815464590138,0.05201845354098625,0.0
1993-09-10,461.72,903.56,2705.07,744.36,2.1937431799990004e-17,0.9274903915924133,0.07250960840758675,1.17921622103988e-18
1993-09-13,462.06,879.24,2789.2,739.54,4.336808689942021e-18,0.9070739972588968,0.09292600274110323,1.4456028966473357e-18
1993-09-14,459.9,876.62,2807.64,733.84,0.0,0.872843611259223,0.127156388740777,2.415821098758475e-17
1993-09-15,461.6,880.78,2800.48,729.85,4.1790657060138236e-17,0.87701696027075,0.12298303972924993,0.0
1993-09-16,459.43,875.08,2746.44,735.14,8.564587233827759e-18,0.8758638630235942,0.12413613697640576,2.8226413105052176e-17
1993-09-17,458.83,881.41,2763.59,739.54,2.9237708329206532e-18,0.8787209129226572,0.1212790870773427,0.0
1993-09-20,455.05,875.0,2767.8,727.95,4.592090171134065e-18,0.8643256376420728,0.1356743623579271,1.146075158497371e-18
1993-09-21,452.95,890.23,2751.11,716.59,0.0,0.8619106920343165,0.13808930796568367,3.128133699169842e-17
1993-09-22,456.2,881.24,2759.15,722.5,2.7073319423323433e-17,0.872152460819401,0.12784753918059907,0.0
1993-09-23,457.74,884.02,2759.15,731.65,0.0,0.866436234160381,0.1335637658396191,0.0
1993-09-24,457.63,875.81,2722.52,730.22,0.0,0.8649183858025682,0.13508161419743192,4.163336342344337e-17
1993-09-27,461.8,880.98,2740.76,724.55,0.0,0.8641681202409879,0.1358318797590122,2.222975006744244e-17
1993-09-28,461.53,898.15,2750.04,728.32,0.0,0.8834207627104019,0.11657923728959813,2.267897041523451e-17
1993-09-29,460.11,886.12,2686.31,731.19,0.0,0.8808080669256743,0.11919193307432585,2.676766488391175e-17
1993-09-30,458.93,890.27,2709.64,728.71,5.394055785887072e-18,0.887832126367239,0.11216787363276119,1.0814666707590094e-17
1993-10-01,461.29,890.27,2662.84,728.17,0.0,0.8863352923428949,0.11366470765710501,1.9343111619846087e-18
1993-10-04,461.34,892.55,2641.88,727.1,0.0,0.8901576974238674,0.1098423025761327,0.0
1993-10-05,461.2,885.86,2638.16,734.94,0.0,0.887437880847058,0.06993972882369082,0.04262239032925111
1993-10-06,460.74,885.04,2626.18,738.77,4.423544863740858e-17,0.8750930555028009,0.04922695661666322,0.0756799878805358
1993-10-07,459.18,887.62,2652.14,742.71,3.469446951953614e-17,0.8669283762875472,0.013320736240294642,0.11975088747215831
1993-10-08,460.31,874.76,2671.08,751.58,7.589415207398531e-18,0.8638671653612858,0.06640282633567815,0.06973000830303604
1993-10-11,460.88,868.38,2691.19,768.57,0.0,0.8437700386280313,0.07750660312928682,0.07872335824268173
1993-10-12,461.12,871.42,2710.92,770.36,3.393552799879629e-17,0.8283932361392485,0.0956067159145652,0.0760000479461862
1993-10-13,461.49,859.7,2710.92,782.55,5.681219383824043e-17,0.8252047238802943,0.09646534925070015,0.07832992686900549
1993-10-14,466.83,855.04,2710.92,784.39,3.469446951953614e-18,0.812596579422032,0.049957527609255155,0.13744589296871282
1993-10-15,469.5,856.92,2710.92,785.92,0.0,0.8034447678823916,0.047589492324159786,0.1489657397934486
1993-10-18,468.45,835.25,2710.92,771.81,0.0,0.7863485132330779,0.0,0.21365148676692222
1993-10-19,466.21,839.6,2747.39,768.09,0.0,0.763381799911981,1.1774443976362841e-17,0.23661820008801915
1993-10-20,466.07,843.85,2738.25,760.39,1.951563910473908e-17,0.7617467849227433,0.0,0.23825321507725683
1993-10-21,465.36,832.25,2689.77,747.78,4.119968255444917e-17,0.7674052990114206,7.347300458240119e-17,0.23259470098857918
1993-10-22,463.27,818.81,2721.76,762.56,4.336808689942018e-18,0.7587565003772713,0.0,0.24124349962272884
1993-10-25,464.2,784.97,2737.33,741.45,3.989863966312324e-17,0.7298049192915231,1.0336465114752583e-16,0.27019508070847675
1993-10-26,464.3,783.23,2701.92,748.62,1.7238814277563243e-17,0.716553323367787,0.08290872120375177,0.2005379554284613
1993-10-27,464.61,778.33,2704.59,757.61,1.517883015630312e-18,0.7128877270978542,0.0355858303406808,0.251526442561465
1993-10-28,467.73,824.66,2696.52,746.95,1.0625181497153097e-17,0.7000369939816384,0.020618832751607197,0.2793441732667543
1993-10-29,467.83,814.74,2673.74,756.87,9.432558900623889e-18,0.738919478656321,0.0034189555182062366,0.25766156582547267
