Dates,SPX Index,SHCOMP Index,SENSEX Index,MXLA Index
2005-06-24,1191.57,1101.882,7148.62,1591.77
2005-06-27,1190.69,1124.64,7151.08,1613.67
2005-06-28,1201.57,1108.588,7049.0,1624.23
2005-06-29,1199.85,1104.992,7119.88,1629.86
2005-06-30,1191.33,1080.938,7193.85,1617.01
2005-07-01,1194.44,1055.594,7210.77,1634.5
2005-07-04,1194.44,1047.278,7277.31,1615.73
2005-07-05,1204.99,1039.043,7220.25,1626.13
2005-07-06,1194.94,1033.545,7287.6,1619.35
2005-07-07,1197.87,1038.597,7145.13,1615.0
2005-07-08,1211.86,1017.983,7212.08,1639.65
2005-07-11,1219.44,1011.499,7306.74,1651.65
2005-07-12,1222.21,1046.161,7303.95,1678.73
2005-07-13,1223.29,1037.394,7247.91,1681.33
2005-07-14,1226.5,1040.416,7187.7,1685.68
2005-07-15,1227.92,1026.115,7271.54,1662.48
2005-07-18,1221.13,1012.097,7347.1,1673.42
2005-07-19,1229.35,1014.355,7346.63,1683.62
2005-07-20,1235.2,1021.052,7342.89,1693.44
2005-07-21,1227.04,1020.632,7304.32,1710.97
2005-07-22,1233.67,1046.321,7423.25,1701.51
2005-07-25,1229.03,1045.4,7505.6,1653.15
2005-07-26,1231.16,1072.807,7552.77,1640.85
2005-07-27,1236.79,1089.909,7605.03,1674.85
2005-07-28,1243.72,1086.548,7605.03,1704.41
2005-07-29,1234.18,1083.033,7635.42,1718.69
2005-08-01,1235.35,1088.948,7669.45,1742.24
2005-08-02,1244.12,1104.038,7756.04,1777.66
2005-08-03,1245.05,1107.699,7756.47,1783.53
2005-08-04,1235.86,1102.589,7797.08,1781.24
2005-08-05,1226.42,1128.743,7754.0,1782.04
2005-08-08,1223.13,1138.882,7606.17,1797.74
2005-08-09,1231.38,1152.534,7595.57,1808.64
2005-08-10,1229.13,1165.033,7729.82,1836.67
2005-08-11,1237.81,1183.579,7816.51,1822.15
2005-08-12,1230.39,1167.915,7767.49,1797.04
2005-08-15,1233.87,1187.006,7767.49,1822.78
2005-08-16,1219.34,1177.278,7768.24,1801.88
2005-08-17,1220.24,1192.834,7859.53,1802.62
2005-08-18,1219.02,1148.035,7811.33,1782.28
2005-08-19,1219.71,1150.184,7780.76,1745.5
2005-08-22,1221.73,1158.597,7750.6,1785.75
2005-08-23,1217.57,1149.957,7615.99,1768.34
2005-08-24,1209.59,1167.137,7612.0,1758.23
2005-08-25,1212.39,1172.475,7660.42,1771.36
2005-08-26,1205.1,1171.86,7680.22,1758.29
2005-08-29,1212.28,1154.428,7634.43,1768.97
2005-08-30,1208.41,1146.385,7745.0,1776.69
2005-08-31,1220.33,1162.798,7805.43,1812.81
2005-09-01,1221.59,1184.933,7876.15,1831.68
2005-09-02,1218.02,1188.848,7899.77,1859.32
2005-09-05,1218.02,1196.224,7925.24,1876.38
2005-09-06,1233.39,1173.322,7946.78,1896.32
2005-09-07,1236.36,1194.309,7946.78,1902.22
2005-09-08,1231.67,1194.411,8052.56,1901.37
2005-09-09,1241.48,1189.625,8060.01,1921.78
2005-09-12,1240.56,1188.212,8138.42,1921.32
2005-09-13,1231.2,1207.164,8193.96,1894.82
2005-09-14,1227.16,1217.261,8189.48,1907.45
2005-09-15,1227.73,1217.281,8283.76,1934.85
2005-09-16,1237.91,1212.947,8380.96,1960.16
2005-09-19,1231.02,1220.627,8444.84,1978.16
2005-09-20,1221.35,1212.617,8500.28,1980.14
2005-09-21,1210.2,1187.988,8487.14,2024.34
2005-09-22,1214.62,1159.96,8221.64,2008.35
2005-09-23,1215.29,1151.98,8222.59,2023.73
2005-09-26,1215.63,1155.042,8478.91,2032.97
2005-09-27,1215.66,1133.237,8525.52,2032.66
2005-09-28,1216.89,1131.774,8606.03,2053.51
2005-09-29,1227.68,1155.485,8650.17,2057.92
2005-09-30,1228.81,1155.614,8634.48,2093.47
2005-10-03,1226.7,1155.614,8697.65,2097.89
2005-10-04,1214.47,1155.614,8799.96,2078.78
2005-10-05,1196.39,1155.614,8724.47,1998.66
2005-10-06,1191.49,1155.614,8528.7,1934.77
2005-10-07,1195.9,1155.614,8491.56,1969.95
2005-10-10,1187.33,1138.95,8483.86,1984.8
2005-10-11,1184.87,1157.192,8540.56,2000.58
2005-10-12,1177.68,1161.853,8540.56,1978.68
2005-10-13,1176.84,1152.607,8376.9,1924.63
2005-10-14,1186.57,1139.547,8201.73,1917.06
2005-10-17,1190.1,1131.375,8202.62,1969.73
2005-10-18,1178.14,1141.201,8122.25,1911.95
2005-10-19,1195.76,1134.608,7971.06,1908.21
2005-10-20,1177.8,1135.949,7935.12,1872.95
2005-10-21,1179.59,1141.318,8068.95,1893.63
2005-10-24,1199.38,1141.171,7920.8,1948.95
2005-10-25,1196.54,1121.918,7991.74,1935.09
2005-10-26,1191.38,1097.161,7974.69,1948.69
2005-10-27,1178.9,1097.782,7798.49,1902.46
2005-10-28,1198.41,1080.867,7685.64,1925.2
2005-10-31,1207.01,1092.817,7892.32,1979.03
2005-11-01,1202.76,1089.95,7944.1,2011.96
2005-11-02,1214.76,1104.792,8072.75,2022.21
2005-11-03,1219.94,1095.273,8072.75,2038.33
2005-11-04,1220.14,1100.045,8072.75,2019.3
2005-11-07,1222.81,1100.65,8206.83,2038.45
2005-11-08,1218.59,1110.147,8317.8,2036.77
2005-11-09,1220.65,1108.153,8308.78,2050.57
2005-11-10,1230.96,1088.301,8308.93,2047.86
2005-11-11,1234.71,1090.195,8471.04,2048.94
2005-11-14,1233.76,1088.653,8494.29,2035.05
2005-11-15,1229.01,1087.508,8494.29,2027.87
2005-11-16,1231.21,1095.89,8595.92,2052.31
2005-11-17,1242.8,1095.31,8649.52,2094.0
2005-11-18,1248.27,1116.999,8686.65,2086.12
2005-11-21,1254.85,1119.936,8610.74,2098.77
2005-11-22,1261.23,1098.655,8534.97,2101.1
2005-11-23,1265.61,1105.746,8638.34,2129.26
2005-11-24,1265.61,1113.374,8744.04,2126.18
2005-11-25,1268.25,1114.916,8853.21,2135.91
2005-11-28,1257.46,1110.823,8994.94,2121.33
2005-11-29,1257.48,1096.986,8931.16,2131.07
2005-11-30,1249.48,1099.261,8788.81,2135.92
2005-12-01,1264.67,1098.747,8944.78,2177.96
2005-12-02,1265.08,1094.287,8961.61,2204.27
2005-12-05,1262.09,1079.197,8823.31,2207.43
2005-12-06,1263.7,1087.794,8815.53,2247.38
2005-12-07,1257.37,1099.615,8895.81,2206.79
2005-12-08,1255.84,1098.323,8906.31,2170.83
2005-12-09,1259.37,1113.477,9067.28,2168.3
2005-12-12,1260.43,1116.367,9133.67,2169.9
2005-12-13,1267.42,1117.846,9263.9,2192.92
2005-12-14,1272.74,1125.387,9241.76,2186.2
2005-12-15,1270.94,1123.555,9170.4,2157.44
2005-12-16,1267.32,1127.508,9284.46,2144.23
2005-12-19,1259.92,1131.751,9394.27,2108.91
2005-12-20,1259.62,1136.342,9346.24,2115.74
2005-12-21,1262.8,1130.759,9339.17,2156.3
2005-12-22,1268.12,1135.238,9372.3,2156.02
2005-12-23,1268.66,1144.871,9256.91,2144.89
2005-12-26,1268.66,1156.823,9085.89,2136.72
2005-12-27,1256.54,1154.288,9283.16,2133.16
2005-12-28,1258.17,1157.034,9257.51,2124.16
2005-12-29,1254.42,1169.862,9323.25,2143.77
2005-12-30,1248.29,1161.057,9397.93,2149.97
2006-01-02,1248.29,1161.057,9390.14,2157.67
2006-01-03,1268.8,1161.057,9539.37,2217.52
2006-01-04,1273.46,1180.963,9648.08,2270.17
2006-01-05,1273.48,1197.269,9617.74,2277.27
2006-01-06,1285.45,1209.422,9640.29,2308.76
2006-01-09,1290.15,1215.668,9583.45,2324.09
2006-01-10,1289.69,1220.618,9445.3,2311.26
2006-01-11,1294.18,1211.053,9445.3,2354.14
2006-01-12,1286.06,1226.704,9380.88,2352.78
2006-01-13,1287.61,1221.459,9374.19,2351.88
2006-01-16,1287.61,1202.869,9311.19,2375.68
2006-01-17,1282.93,1208.438,9314.13,2332.14
2006-01-18,1277.93,1233.35,9237.53,2291.96
2006-01-19,1285.04,1251.576,9449.84,2344.14
2006-01-20,1261.48,1255.308,9520.96,2361.28
2006-01-23,1263.83,1255.774,9464.9,2369.16
2006-01-24,1266.86,1252.062,9549.92,2432.12
2006-01-25,1264.68,1258.046,9685.74,2429.91
2006-01-26,1273.83,1258.046,9685.74,2477.3
2006-01-27,1283.72,1258.046,9870.79,2477.16
2006-01-30,1285.19,1258.046,9849.03,2507.56
2006-01-31,1280.09,1258.046,9919.89,2514.45
2006-02-01,1282.46,1258.046,9859.26,2518.67
2006-02-02,1270.84,1258.046,9843.87,2457.94
2006-02-03,1264.03,1258.046,9742.58,2429.06
2006-02-06,1265.02,1287.626,9980.42,2469.68
2006-02-07,1254.78,1282.096,10082.28,2414.65
2006-02-08,1265.65,1290.055,10044.82,2395.53
2006-02-09,1263.78,1269.454,10044.82,2426.67
2006-02-10,1266.99,1282.656,10110.97,2426.8
2006-02-13,1262.86,1279.64,10173.25,2369.97
2006-02-14,1275.53,1286.327,10086.63,2396.91
2006-02-15,1280.0,1299.166,10113.18,2432.66
2006-02-16,1289.38,1270.633,10124.3,2492.44
2006-02-17,1287.24,1267.408,9981.11,2514.49
2006-02-20,1287.24,1267.542,10079.3,2520.34
2006-02-21,1283.03,1288.419,10168.11,2516.62
2006-02-22,1292.67,1284.226,10224.32,2509.24
2006-02-23,1287.79,1288.847,10244.05,2543.57
2006-02-24,1289.43,1296.866,10200.76,2549.85
2006-02-27,1294.12,1297.186,10282.09,2541.99
2006-02-28,1280.66,1299.03,10370.24,2534.21
2006-03-01,1291.24,1306.586,10565.47,2568.1
2006-03-02,1289.14,1285.666,10626.78,2575.47
2006-03-03,1287.23,1293.297,10595.43,2577.46
2006-03-06,1278.26,1288.955,10735.36,2526.39
2006-03-07,1275.88,1259.916,10725.67,2418.54
2006-03-08,1278.47,1250.384,10508.85,2398.23
2006-03-09,1272.23,1245.166,10573.54,2370.24
2006-03-10,1281.58,1245.653,10765.16,2395.94
2006-03-13,1284.13,1259.674,10803.71,2432.5
2006-03-14,1297.48,1259.044,10801.72,2477.17
2006-03-15,1303.02,1274.812,10801.72,2514.25
2006-03-16,1305.33,1274.19,10878.74,2538.63
2006-03-17,1307.25,1269.462,10860.04,2523.65
2006-03-20,1305.08,1288.418,10941.11,2523.68
2006-03-21,1297.23,1290.395,10905.2,2476.63
2006-03-22,1305.04,1296.706,10841.35,2484.88
2006-03-23,1301.67,1302.457,10840.59,2467.99
2006-03-24,1302.95,1294.704,10950.3,2473.93
2006-03-27,1301.61,1295.915,11079.02,2452.93
2006-03-28,1293.22,1298.791,11086.03,2385.99
2006-03-29,1302.89,1305.567,11183.48,2421.47
2006-03-30,1300.25,1294.718,11307.04,2463.16
2006-03-31,1294.83,1298.295,11279.96,2469.4
2006-04-03,1297.81,1319.471,11564.36,2528.72
2006-04-04,1305.93,1329.798,11638.01,2552.45
2006-04-05,1311.56,1340.162,11746.9,2563.09
2006-04-06,1309.04,1339.737,11746.9,2568.54
2006-04-07,1295.5,1342.965,11589.44,2525.07
2006-04-10,1296.61,1359.081,11662.55,2511.23
2006-04-11,1286.58,1362.229,11662.55,2485.26
2006-04-12,1288.13,1360.132,11355.73,2496.11
2006-04-13,1289.12,1332.33,11237.23,2482.52
2006-04-14,1289.12,1359.538,11237.23,2482.52
2006-04-17,1285.33,1378.614,11539.68,2518.55
2006-04-18,1307.64,1385.114,11821.57,2583.7
2006-04-19,1309.93,1396.702,11895.98,2617.36
2006-04-20,1311.46,1385.9,12039.55,2605.65
2006-04-21,1311.28,1416.793,12030.3,2621.7
2006-04-24,1308.11,1409.786,11915.24,2619.0
2006-04-25,1301.74,1399.767,11646.78,2621.64
2006-04-26,1305.41,1417.477,11938.53,2641.28
2006-04-27,1309.72,1416.732,11835.02,2605.0
2006-04-28,1310.61,1440.223,11851.93,2650.57
2006-05-01,1305.19,1440.223,12042.56,2661.9
2006-05-02,1313.21,1440.223,12218.78,2717.11
2006-05-03,1307.85,1440.223,12310.72,2718.06
2006-05-04,1312.25,1440.223,12347.63,2726.68
2006-05-05,1325.76,1440.223,12359.7,2763.06
2006-05-08,1324.66,1497.104,12462.47,2787.07
2006-05-09,1325.14,1531.161,12513.86,2814.08
2006-05-10,1322.85,1545.687,12612.38,2816.07
2006-05-11,1305.92,1537.377,12435.41,2751.59
2006-05-12,1291.24,1602.832,12285.11,2664.07
2006-05-15,1294.5,1664.088,11822.2,2553.42
2006-05-16,1292.08,1613.251,11873.73,2583.96
2006-05-17,1270.32,1625.146,12217.81,2489.25
2006-05-18,1261.81,1617.281,11391.43,2428.68
2006-05-19,1267.03,1659.545,10938.61,2432.02
2006-05-22,1262.07,1657.689,10481.77,2285.33
2006-05-23,1256.58,1604.552,10822.78,2313.58
2006-05-24,1258.57,1590.924,10573.15,2242.26
2006-05-25,1272.88,1591.425,10666.32,2314.21
2006-05-26,1280.16,1613.894,10809.35,2409.46
2006-05-29,1280.16,1648.538,10853.14,2412.08
2006-05-30,1259.84,1657.288,10786.63,2273.82
2006-05-31,1270.09,1641.3,10398.61,2274.68
2006-06-01,1285.71,1684.195,10071.42,2346.57
2006-06-02,1288.22,1669.399,10451.33,2382.42
2006-06-05,1265.29,1684.624,10213.48,2315.97
2006-06-06,1263.85,1679.126,9957.32,2265.38
2006-06-07,1256.15,1589.545,9756.76,2202.61
2006-06-08,1257.93,1591.49,9295.81,2181.05
2006-06-09,1252.3,1551.384,9810.46,2157.87
2006-06-12,1236.4,1552.798,9476.15,2071.59
2006-06-13,1223.69,1548.495,9062.65,1986.34
2006-06-14,1230.04,1531.327,8929.44,2016.16
2006-06-15,1256.16,1533.98,9545.06,2087.56
2006-06-16,1251.54,1574.467,9884.51,2151.91
2006-06-19,1240.14,1586.286,9997.84,2120.93
2006-06-20,1240.12,1592.332,9822.52,2111.26
2006-06-21,1252.2,1598.116,10040.14,2182.3
2006-06-22,1245.6,1596.066,10275.88,2182.03
2006-06-23,1244.5,1605.711,10401.3,2199.7
2006-06-26,1250.56,1633.449,10042.06,2211.55
2006-06-27,1239.2,1639.551,10151.01,2174.73
2006-06-28,1246.0,1639.286,10129.7,2195.86
2006-06-29,1272.87,1671.618,10162.16,2304.84
2006-06-30,1270.2,1672.211,10609.25,2368.2
2006-07-03,1280.19,1697.282,10695.26,2451.55
2006-07-04,1280.19,1681.547,10662.22,2463.81
2006-07-05,1270.9,1718.555,10919.64,2366.27
2006-07-06,1274.08,1741.47,10767.97,2397.5
2006-07-07,1265.48,1730.19,10509.53,2385.81
2006-07-10,1267.34,1734.329,10684.3,2383.57
2006-07-11,1272.52,1745.806,10614.35,2382.35
2006-07-12,1258.6,1740.0,10930.09,2361.25
2006-07-13,1242.29,1655.773,10858.5,2286.68
2006-07-14,1236.2,1665.208,10678.22,2268.14
2006-07-17,1234.49,1682.887,10293.22,2237.67
2006-07-18,1236.86,1684.252,10226.78,2266.09
2006-07-19,1259.81,1645.16,10007.34,2383.43
2006-07-20,1249.13,1655.122,10352.94,2337.06
2006-07-21,1240.29,1665.328,10085.91,2317.52
2006-07-24,1260.91,1665.944,10215.37,2371.89
2006-07-25,1268.88,1685.461,10415.61,2393.04
2006-07-26,1268.4,1686.654,10617.27,2376.28
2006-07-27,1263.2,1675.168,10741.59,2414.35
2006-07-28,1278.55,1662.031,10680.23,2439.96
2006-07-31,1276.66,1612.733,10743.88,2433.8
2006-08-01,1270.92,1600.614,10751.66,2397.98
2006-08-02,1278.55,1600.872,10876.19,2438.39
2006-08-03,1280.27,1601.058,10923.16,2448.31
2006-08-04,1279.36,1570.15,10866.51,2476.64
2006-08-07,1275.77,1547.436,10812.64,2465.16
2006-08-08,1271.48,1580.577,11014.97,2446.55
2006-08-09,1265.95,1578.566,11145.18,2439.62
2006-08-10,1271.81,1606.065,11149.17,2443.55
2006-08-11,1266.74,1605.926,11192.46,2439.96
2006-08-14,1268.21,1570.738,11312.99,2420.23
2006-08-15,1285.58,1595.657,11312.99,2464.0
2006-08-16,1295.43,1616.41,11448.31,2511.71
2006-08-17,1297.48,1603.332,11477.48,2511.65
2006-08-18,1302.3,1598.018,11465.72,2502.77
2006-08-21,1297.52,1601.15,11511.68,2482.38
2006-08-22,1298.82,1613.355,11502.62,2480.27
2006-08-23,1292.99,1612.396,11406.65,2421.19
2006-08-24,1296.06,1623.017,11531.95,2410.64
2006-08-25,1295.09,1623.034,11572.2,2422.01
2006-08-28,1301.79,1650.438,11619.52,2447.33
2006-08-29,1304.28,1651.024,11706.85,2455.67
2006-08-30,1304.27,1655.195,11723.92,2476.63
2006-08-31,1303.82,1658.638,11699.05,2455.97
2006-09-01,1311.01,1636.691,11778.02,2497.88
2006-09-04,1311.01,1657.52,11914.21,2534.39
2006-09-05,1313.25,1664.078,11904.6,2515.03
2006-09-06,1300.26,1672.121,11933.21,2459.82
2006-09-07,1294.02,1661.19,11853.85,2435.97
2006-09-08,1298.92,1667.984,11918.65,2420.31
2006-09-11,1299.54,1674.966,11550.69,2366.55
2006-09-12,1313.11,1695.862,11660.79,2404.6
2006-09-13,1318.07,1689.389,11893.79,2441.52
2006-09-14,1316.28,1689.692,11973.02,2436.43
2006-09-15,1319.87,1721.045,12009.59,2445.96
2006-09-18,1321.18,1732.987,12071.3,2481.11
2006-09-19,1318.31,1735.241,11970.47,2460.78
2006-09-20,1325.17,1732.453,12109.14,2435.07
2006-09-21,1318.03,1740.901,12274.27,2391.89
2006-09-22,1314.78,1725.361,12236.78,2350.28
2006-09-25,1326.37,1722.366,12173.91,2364.5
2006-09-26,1336.34,1712.637,12321.19,2413.73
2006-09-27,1336.59,1725.039,12366.91,2443.27
2006-09-28,1339.15,1736.963,12380.74,2461.13
2006-09-29,1335.85,1752.424,12454.42,2473.06
2006-10-02,1331.32,1752.424,12454.42,2482.37
2006-10-03,1334.11,1752.424,12366.39,2449.38
2006-10-04,1350.22,1752.424,12204.01,2505.77
2006-10-05,1353.22,1752.424,12389.41,2535.34
2006-10-06,1349.58,1752.424,12372.81,2530.23
2006-10-09,1350.66,1785.385,12365.83,2547.12
2006-10-10,1353.42,1784.862,12363.77,2573.41
2006-10-11,1349.95,1790.104,12353.49,2558.04
2006-10-12,1362.83,1778.181,12537.98,2579.95
2006-10-13,1365.62,1784.656,12736.42,2625.68
2006-10-16,1369.06,1771.299,12928.18,2649.86
2006-10-17,1364.05,1763.901,12883.83,2619.25
2006-10-18,1365.96,1787.185,12858.48,2636.09
2006-10-19,1366.96,1792.253,12723.59,2651.84
2006-10-20,1368.6,1790.364,12709.4,2637.77
2006-10-23,1377.02,1759.394,12623.28,2654.76
2006-10-24,1377.38,1805.181,12623.28,2668.66
2006-10-25,1382.22,1806.646,12623.28,2688.38
2006-10-26,1389.09,1810.646,12698.41,2698.02
2006-10-27,1377.34,1807.175,12906.81,2667.38
2006-10-30,1377.93,1809.656,13024.26,2619.44
2006-10-31,1377.94,1837.993,12961.9,2663.66
2006-11-01,1367.81,1855.713,13033.04,2673.55
2006-11-02,1367.34,1851.314,13091.12,2666.32
2006-11-03,1364.3,1866.362,13130.79,2687.33
2006-11-06,1379.78,1886.307,13186.89,2743.48
2006-11-07,1382.84,1889.53,13156.66,2739.01
2006-11-08,1385.72,1866.817,13072.51,2750.76
2006-11-09,1378.33,1896.482,13137.49,2750.0
2006-11-10,1380.9,1883.347,13282.91,2733.62
2006-11-13,1384.42,1863.765,13399.0,2721.09
2006-11-14,1393.22,1888.239,13425.5,2760.15
2006-11-15,1396.57,1922.935,13469.37,2766.9
2006-11-16,1399.76,1941.547,13505.89,2761.74
2006-11-17,1401.2,1971.793,13429.48,2735.42
2006-11-20,1400.5,2017.279,13430.71,2740.54
2006-11-21,1402.81,2037.552,13616.77,2767.77
2006-11-22,1406.09,2041.355,13706.53,2787.78
2006-11-23,1406.09,2062.363,13680.83,2791.43
2006-11-24,1400.95,2050.812,13703.33,2782.22
2006-11-27,1381.9,2047.277,13773.59,2732.92
2006-11-28,1386.72,2038.721,13601.95,2726.65
2006-11-29,1399.48,2054.091,13616.73,2789.24
2006-11-30,1400.63,2099.289,13696.31,2804.62
2006-12-01,1396.71,2102.049,13844.78,2780.48
2006-12-04,1409.12,2161.648,13874.33,2836.95
2006-12-05,1414.76,2173.285,13937.65,2887.74
2006-12-06,1412.9,2156.604,13949.0,2891.55
2006-12-07,1407.29,2156.75,13972.03,2889.9
2006-12-08,1409.84,2093.638,13799.49,2895.92
2006-12-11,1413.04,2180.496,13399.43,2907.91
2006-12-12,1411.56,2218.951,12995.02,2890.34
2006-12-13,1413.21,2223.455,13181.34,2903.05
2006-12-14,1425.49,2249.11,13487.16,2938.0
2006-12-15,1427.09,2273.908,13614.52,2942.7
2006-12-18,1422.48,2332.434,13731.09,2936.06
2006-12-19,1425.55,2364.177,13382.01,2917.11
2006-12-20,1423.53,2373.205,13340.21,2918.35
2006-12-21,1418.3,2342.938,13384.86,2910.08
2006-12-22,1410.77,2343.668,13471.74,2902.57
2006-12-25,1410.77,2435.762,13471.74,2902.57
2006-12-26,1416.9,2479.732,13708.34,2926.69
2006-12-27,1426.84,2536.39,13859.69,2975.56
2006-12-28,1424.73,2567.59,13846.34,2981.9
2006-12-29,1418.3,2675.474,13786.91,2995.67
2007-01-01,1418.3,2675.474,13786.91,2995.67
2007-01-02,1418.3,2675.474,13942.24,3039.15
2007-01-03,1416.6,2675.474,14014.92,3002.63
2007-01-04,1418.34,2715.719,13871.71,2968.18
2007-01-05,1409.71,2641.334,13860.52,2880.09
2007-01-08,1412.84,2707.199,13652.15,2903.84
2007-01-09,1412.11,2807.804,13566.33,2849.87
2007-01-10,1414.85,2825.576,13362.16,2859.72
2007-01-11,1423.83,2770.11,13630.71,2902.35
2007-01-12,1430.73,2668.11,14056.53,2926.08
2007-01-15,1430.73,2794.701,14129.64,2933.52
2007-01-16,1431.9,2821.017,14114.73,2908.26
2007-01-17,1430.62,2778.9,14131.34,2926.8
2007-01-18,1426.37,2756.983,14217.75,2901.66
2007-01-19,1430.5,2832.207,14182.71,2954.21
2007-01-22,1422.95,2933.19,14209.24,2965.56
2007-01-23,1427.99,2949.144,14041.24,3005.14
2007-01-24,1440.13,2975.129,14110.46,3050.37
2007-01-25,1423.9,2857.365,14282.72,3031.37
2007-01-26,1422.18,2882.558,14282.72,3008.45
2007-01-29,1420.62,2945.263,14211.96,2959.63
2007-01-30,1428.82,2930.562,14211.96,2994.49
2007-01-31,1438.24,2786.335,14090.92,3041.84
2007-02-01,1445.94,2785.432,14267.18,3080.11
2007-02-02,1448.39,2673.212,14403.77,3096.0
2007-02-05,1446.99,2612.537,14515.9,3105.7
2007-02-06,1448.0,2675.697,14478.19,3123.29
2007-02-07,1450.02,2716.175,14643.13,3111.97
2007-02-08,1448.31,2737.732,14652.09,3111.51
2007-02-09,1438.06,2730.386,14538.9,3081.5
2007-02-12,1433.37,2807.174,14190.7,3049.67
2007-02-13,1444.26,2831.872,14090.98,3112.62
2007-02-14,1455.3,2905.093,14009.9,3172.37
2007-02-15,1456.81,2993.008,14355.55,3172.06
2007-02-16,1455.54,2998.474,14355.55,3162.13
2007-02-19,1455.54,2998.474,14402.9,3166.05
2007-02-20,1459.68,2998.474,14253.38,3157.26
2007-02-21,1457.63,2998.474,14188.49,3166.7
2007-02-22,1456.38,2998.474,14021.31,3198.17
2007-02-23,1451.19,2998.474,13632.53,3152.57
2007-02-26,1449.38,3040.599,13649.52,3143.55
2007-02-27,1399.04,2771.791,13478.83,2933.25
2007-02-28,1406.82,2881.073,12938.09,2957.57
2007-03-01,1403.17,2797.19,13159.55,2925.88
2007-03-02,1387.17,2831.526,12886.13,2880.75
2007-03-05,1374.12,2785.306,12415.04,2797.08
2007-03-06,1395.41,2840.175,12697.09,2910.81
2007-03-07,1391.97,2896.594,12579.75,2901.26
2007-03-08,1401.89,2928.015,13049.35,2964.89
2007-03-09,1402.85,2937.91,12884.99,3004.1
2007-03-12,1406.6,2954.914,12902.63,3014.71
2007-03-13,1377.95,2964.794,12982.98,2930.81
2007-03-14,1387.17,2906.334,12529.62,2936.81
2007-03-15,1392.28,2951.698,12543.85,2962.38
2007-03-16,1386.94,2930.481,12430.4,2938.57
2007-03-19,1402.06,3014.442,12644.99,2990.89
2007-03-20,1410.94,3032.195,12705.94,3034.35
2007-03-21,1435.04,3057.38,12945.88,3116.79
2007-03-22,1434.54,3071.225,13308.03,3129.17
2007-03-23,1436.11,3074.286,13285.93,3124.7
2007-03-26,1437.5,3122.811,13124.32,3128.91
2007-03-27,1428.61,3138.826,13124.32,3100.66
2007-03-28,1417.23,3173.018,12884.34,3056.93
2007-03-29,1422.53,3197.537,12979.66,3133.76
2007-03-30,1420.86,3183.983,13072.1,3163.2
2007-04-02,1424.55,3252.595,12455.37,3171.79
2007-04-03,1437.77,3291.299,12624.58,3222.92
2007-04-04,1439.37,3291.542,12786.77,3241.17
2007-04-05,1443.76,3319.14,12856.08,3252.16
2007-04-06,1443.76,3323.585,12856.08,3252.16
2007-04-09,1444.61,3398.95,13177.74,3281.12
2007-04-10,1448.39,3444.291,13189.54,3290.47
2007-04-11,1438.87,3495.224,13183.24,3267.75
2007-04-12,1447.8,3531.029,13113.81,3287.61
2007-04-13,1452.85,3518.267,13384.08,3327.52
2007-04-16,1468.47,3596.441,13695.58,3367.8
2007-04-17,1471.48,3611.87,13607.04,3359.28
2007-04-18,1472.5,3612.396,13672.19,3345.35
2007-04-19,1470.73,3449.016,13619.7,3344.71
2007-04-20,1484.35,3584.204,13897.41,3389.19
2007-04-23,1480.93,3710.886,13928.33,3376.1
2007-04-24,1480.41,3720.532,14136.72,3345.73
2007-04-25,1495.42,3743.959,14217.77,3382.27
2007-04-26,1494.25,3783.063,14228.88,3364.98
2007-04-27,1494.07,3759.867,13908.58,3354.39
2007-04-30,1482.37,3841.272,13872.37,3320.98
2007-05-01,1486.3,3841.272,13872.37,3318.26
2007-05-02,1495.92,3841.272,13872.37,3361.02
2007-05-03,1502.39,3841.272,14078.21,3425.3
2007-05-04,1505.62,3841.272,13934.27,3448.6
2007-05-07,1509.48,3841.272,13879.25,3432.16
2007-05-08,1507.72,3950.011,13765.46,3422.18
2007-05-09,1512.58,4013.085,13781.51,3489.74
2007-05-10,1491.47,4049.701,13771.23,3438.93
2007-05-11,1505.85,4021.678,13796.16,3478.9
2007-05-14,1503.15,4046.392,13965.86,3447.21
2007-05-15,1501.19,3899.178,13929.33,3456.53
2007-05-16,1514.14,3986.043,14127.31,3563.95
2007-05-17,1512.75,4048.293,14299.71,3564.19
2007-05-18,1522.75,4030.258,14303.41,3595.95
2007-05-21,1525.1,4071.458,14418.6,3633.11
2007-05-22,1524.12,4110.379,14453.72,3621.85
2007-05-23,1522.28,4173.709,14363.26,3619.13
2007-05-24,1507.51,4151.133,14218.11,3506.58
2007-05-25,1515.73,4179.776,14338.45,3584.44
2007-05-28,1515.73,4272.111,14397.89,3610.98
2007-05-29,1518.11,4334.924,14508.21,3596.52
2007-05-30,1530.23,4053.088,14411.38,3627.72
2007-05-31,1530.62,4109.654,14544.46,3657.38
2007-06-01,1536.34,4000.742,14570.75,3763.03
2007-06-04,1539.18,3670.401,14495.77,3753.13
2007-06-05,1530.95,3767.101,14535.01,3743.88
2007-06-06,1517.38,3776.317,14255.93,3629.13
2007-06-07,1490.72,3890.803,14186.18,3595.79
2007-06-08,1507.67,3913.135,14063.81,3600.04
2007-06-11,1509.12,3995.68,14083.41,3658.42
2007-06-12,1493.0,4072.138,14130.95,3622.72
2007-06-13,1515.67,4176.48,14003.03,3681.54
2007-06-14,1522.97,4115.209,14203.72,3741.98
2007-06-15,1532.91,4132.869,14162.71,3816.26
2007-06-18,1531.05,4253.348,14080.14,3838.58
