Dates,SPX Index,SHCOMP Index,SENSEX Index,MXLA Index
1996-09-24,685.61,849.924,3337.73,892.7
1996-09-25,685.83,835.181,3343.92,887.46
1996-09-26,685.86,854.664,3307.05,888.98
1996-09-27,686.19,875.525,3254.73,887.54
1996-09-30,687.31,875.525,3239.48,886.41
1996-10-01,689.08,875.525,3226.8,894.15
1996-10-02,694.01,875.525,3226.8,906.06
1996-10-03,692.78,865.486,3195.77,909.05
1996-10-04,701.46,863.459,3101.27,915.72
1996-10-07,703.34,864.663,3002.86,915.24
1996-10-08,700.64,877.607,3027.35,919.13
1996-10-09,696.74,874.011,3037.63,917.18
1996-10-10,694.61,904.095,3126.34,913.24
1996-10-11,700.66,909.894,3160.52,908.52
1996-10-14,703.54,940.786,3099.34,904.41
1996-10-15,702.57,937.293,3118.95,905.64
1996-10-16,704.41,933.883,3104.66,898.15
1996-10-17,706.99,952.322,3112.02,903.39
1996-10-18,710.82,939.932,3130.21,907.82
1996-10-21,709.85,964.392,3130.21,902.27
1996-10-22,706.57,976.471,3227.13,891.59
1996-10-23,707.27,1010.834,3341.86,891.25
1996-10-24,702.29,1007.914,3250.94,892.01
1996-10-25,700.92,1012.672,3250.66,883.32
1996-10-28,697.26,1022.864,3264.52,878.48
1996-10-29,701.5,1017.518,3239.94,881.51
1996-10-30,700.9,958.939,3172.98,874.98
1996-10-31,705.27,976.71,3163.78,876.63
1996-11-01,703.77,930.789,3148.57,884.6
1996-11-04,706.73,945.117,3092.72,885.18
1996-11-05,714.14,928.029,3062.84,887.26
1996-11-06,724.59,915.051,3044.16,888.7
1996-11-07,727.65,928.141,3066.66,888.02
1996-11-08,730.82,919.674,3066.66,887.13
1996-11-11,731.87,933.969,3080.26,893.21
1996-11-12,729.56,943.003,3080.26,892.16
1996-11-13,731.13,940.522,3126.06,893.82
1996-11-14,735.88,953.19,3110.23,892.72
1996-11-15,737.62,950.827,3139.02,891.03
1996-11-18,737.02,1004.689,3171.59,889.81
1996-11-19,742.16,1015.958,3139.33,888.2
1996-11-20,743.95,1014.925,3062.5,887.4
1996-11-21,742.75,940.773,3043.3,886.85
1996-11-22,748.73,951.832,2965.66,885.01
1996-11-25,757.03,976.55,2994.98,882.78
1996-11-26,755.96,967.589,2948.44,882.19
1996-11-27,755.0,980.381,2883.57,878.65
1996-11-28,755.0,992.639,2871.02,879.74
1996-11-29,757.02,1032.947,2890.5,883.1
1996-12-02,756.56,1134.523,2851.43,886.24
1996-12-03,748.28,1122.989,2798.0,898.74
1996-12-04,745.1,1169.92,2745.06,895.58
1996-12-05,744.38,1212.081,2812.22,902.59
1996-12-06,739.6,1212.889,2826.2,891.83
1996-12-09,749.81,1247.658,2815.06,892.73
1996-12-10,747.54,1230.254,2798.57,893.73
1996-12-11,740.73,1244.9,2941.36,876.99
1996-12-12,729.33,1177.136,2880.26,870.92
1996-12-13,728.64,1110.038,2881.15,866.71
1996-12-16,720.98,1000.022,2958.65,865.5
1996-12-17,726.04,905.579,2984.02,877.14
1996-12-18,731.54,972.73,3001.24,884.93
1996-12-19,745.76,902.423,3035.91,889.62
1996-12-20,748.87,885.238,3110.19,893.0
1996-12-23,746.92,902.014,3093.04,893.89
1996-12-24,751.03,865.577,3085.2,894.35
1996-12-25,751.03,895.177,3085.2,894.33
1996-12-26,755.82,924.235,3085.2,900.02
1996-12-27,756.79,922.348,3085.2,903.9
1996-12-30,753.85,934.213,3085.2,906.97
1996-12-31,740.74,917.018,3085.2,907.5
1997-01-01,740.74,917.018,3260.56,907.5
1997-01-02,737.01,919.435,3225.24,904.29
1997-01-03,748.03,899.613,3264.0,913.02
1997-01-06,747.65,876.495,3252.31,929.38
1997-01-07,753.23,898.171,3264.12,943.75
1997-01-08,748.41,896.408,3288.88,955.15
1997-01-09,754.85,906.98,3362.39,955.46
1997-01-10,759.5,918.4,3418.32,958.31
1997-01-13,759.51,929.52,3453.16,956.73
1997-01-14,768.86,907.85,3492.26,977.78
1997-01-15,767.2,916.72,3646.73,987.83
1997-01-16,769.75,915.01,3455.88,984.53
1997-01-17,776.17,919.85,3422.35,995.33
1997-01-20,776.7,933.28,3389.49,998.96
1997-01-21,782.72,929.11,3382.74,997.85
1997-01-22,786.23,942.44,3427.09,990.19
1997-01-23,777.56,945.8,3427.09,994.15
1997-01-24,770.52,953.92,3435.62,981.17
1997-01-27,765.02,959.06,3562.74,976.2
1997-01-28,765.02,956.31,3604.2,983.4
1997-01-29,772.5,962.1,3525.97,975.23
1997-01-30,784.17,960.17,3510.05,985.44
1997-01-31,786.16,964.74,3382.47,995.68
1997-02-03,786.73,964.74,3324.22,1005.56
1997-02-04,789.26,964.74,3377.63,1008.99
1997-02-05,778.28,964.74,3354.72,1012.44
1997-02-06,780.15,964.74,3402.6,1010.34
1997-02-07,789.56,964.74,3407.22,1023.34
1997-02-10,785.43,964.74,3443.55,1024.41
1997-02-11,789.59,964.74,3502.27,1028.46
1997-02-12,802.77,964.74,3483.48,1056.23
1997-02-13,811.82,964.74,3492.65,1059.11
1997-02-14,808.48,964.74,3521.99,1062.99
1997-02-17,808.48,982.4,3580.29,1068.18
1997-02-18,816.29,894.85,3530.23,1073.5
1997-02-19,812.49,962.69,3528.44,1070.25
1997-02-20,802.8,965.08,3494.4,1063.98
1997-02-21,801.77,1017.13,3439.49,1068.46
1997-02-24,810.28,1009.56,3358.47,1080.91
1997-02-25,812.1,1017.96,3356.83,1094.49
1997-02-26,805.68,1031.51,3364.97,1080.71
1997-02-27,795.07,1025.3,3427.87,1061.52
1997-02-28,790.82,1040.27,3651.91,1060.76
1997-03-03,795.31,1063.05,3871.05,1057.09
1997-03-04,790.95,1068.16,3944.61,1055.79
1997-03-05,801.99,1052.15,3940.99,1057.76
1997-03-06,798.56,1079.13,3876.04,1061.78
1997-03-07,804.97,1077.72,3876.04,1069.8
1997-03-10,813.65,1099.68,3768.74,1083.26
1997-03-11,811.34,1109.73,3725.87,1083.23
1997-03-12,804.26,1126.16,3762.37,1064.42
1997-03-13,789.56,1117.28,3754.51,1059.95
1997-03-14,793.17,1125.8,3745.31,1071.76
1997-03-17,795.71,1125.8,3798.12,1057.89
1997-03-18,789.66,1162.63,3795.17,1055.66
1997-03-19,785.77,1161.27,3689.07,1055.46
1997-03-20,782.65,1120.72,3732.05,1059.62
1997-03-21,784.1,1167.17,3730.2,1060.31
1997-03-24,790.89,1191.73,3730.2,1063.06
1997-03-25,789.07,1197.84,3765.78,1066.33
1997-03-26,790.5,1215.31,3733.24,1062.8
1997-03-27,773.88,1214.26,3735.58,1063.19
1997-03-28,773.88,1202.67,3663.53,1063.16
1997-03-31,757.12,1234.62,3360.89,1041.3
1997-04-01,759.64,1241.03,3427.01,1043.21
1997-04-02,750.11,1233.85,3538.39,1046.97
1997-04-03,750.32,1246.03,3559.65,1048.63
1997-04-04,757.9,1260.96,3550.37,1062.87
1997-04-07,762.13,1276.41,3520.49,1077.41
1997-04-08,766.12,1247.26,3520.49,1074.42
1997-04-09,760.6,1286.85,3650.88,1081.69
1997-04-10,758.34,1281.89,3598.37,1079.33
1997-04-11,737.65,1278.53,3633.73,1062.36
1997-04-14,743.73,1316.92,3589.72,1058.94
1997-04-15,754.72,1324.96,3647.44,1063.48
1997-04-16,763.53,1327.78,3647.44,1071.87
1997-04-17,761.77,1323.37,3696.52,1061.44
1997-04-18,766.34,1338.03,3696.52,1060.31
1997-04-21,760.37,1362.08,3799.79,1056.15
1997-04-22,774.61,1365.5,3800.63,1067.23
1997-04-23,773.64,1378.84,3828.99,1076.7
1997-04-24,771.18,1380.28,3805.72,1077.07
1997-04-25,765.37,1364.98,3825.57,1077.28
1997-04-28,772.96,1352.0,3825.51,1074.6
1997-04-29,794.05,1376.77,3808.65,1082.47
1997-04-30,801.34,1393.75,3841.11,1086.49
1997-05-01,798.53,1393.75,3841.11,1086.83
1997-05-02,812.97,1393.75,3801.71,1096.33
1997-05-05,830.24,1448.93,3756.78,1094.16
1997-05-06,827.76,1482.99,3781.49,1102.87
1997-05-07,815.62,1495.46,3753.5,1096.16
1997-05-08,820.26,1405.18,3753.5,1108.96
1997-05-09,824.78,1467.23,3769.34,1113.53
1997-05-12,837.66,1500.4,3735.25,1123.13
1997-05-13,833.13,1464.28,3701.96,1121.59
1997-05-14,836.04,1379.22,3740.53,1106.43
1997-05-15,841.88,1417.67,3741.22,1111.15
1997-05-16,829.75,1315.92,3759.64,1114.73
1997-05-19,833.27,1344.61,3778.31,1117.45
1997-05-20,841.66,1381.12,3768.3,1126.2
1997-05-21,839.35,1354.88,3735.01,1132.78
1997-05-22,835.66,1235.22,3730.78,1135.65
1997-05-23,847.03,1254.27,3706.37,1137.37
1997-05-26,847.03,1251.55,3701.65,1141.53
1997-05-27,849.71,1281.74,3692.55,1145.91
1997-05-28,847.21,1270.35,3685.31,1148.06
1997-05-29,844.08,1263.35,3724.11,1149.96
1997-05-30,848.28,1285.18,3755.1,1161.01
1997-06-02,846.36,1336.28,3808.18,1171.13
1997-06-03,845.48,1338.76,3838.85,1167.65
1997-06-04,840.11,1361.19,3861.42,1165.71
1997-06-05,843.43,1360.23,3873.85,1164.2
1997-06-06,858.01,1275.3,3836.44,1174.07
1997-06-09,862.91,1274.92,3835.35,1175.87
1997-06-10,865.27,1241.74,3860.97,1180.44
1997-06-11,869.57,1220.4,3927.71,1190.72
1997-06-12,883.48,1220.4,3982.95,1213.9
1997-06-13,893.27,1243.98,4029.99,1217.92
1997-06-16,893.9,1261.47,4025.41,1223.06
1997-06-17,894.42,1245.93,4087.64,1230.66
1997-06-18,889.06,1232.68,4082.5,1233.9
1997-06-19,897.99,1230.74,4088.98,1239.94
1997-06-20,898.7,1291.2,4083.04,1243.16
1997-06-23,878.62,1283.5,4089.2,1246.3
1997-06-24,896.34,1303.93,4119.39,1259.44
1997-06-25,888.99,1297.59,4093.62,1274.48
1997-06-26,883.68,1284.46,4116.56,1271.5
1997-06-27,887.3,1250.27,4133.24,1266.36
1997-06-30,885.14,1250.27,4256.09,1259.31
1997-07-01,891.03,1250.27,4300.86,1278.12
1997-07-02,904.03,1199.06,4333.9,1292.86
1997-07-03,916.92,1150.62,4323.46,1300.38
1997-07-04,916.92,1159.34,4323.82,1314.76
1997-07-07,912.2,1096.82,4291.45,1325.55
1997-07-08,918.75,1109.67,4306.39,1340.63
1997-07-09,907.54,1120.84,4404.69,1341.83
1997-07-10,913.78,1120.15,4378.37,1347.8
1997-07-11,916.68,1154.79,4321.98,1331.98
1997-07-14,918.38,1185.72,4225.02,1307.95
1997-07-15,925.76,1200.11,4221.02,1243.25
1997-07-16,936.59,1190.83,4183.42,1284.64
1997-07-17,931.61,1197.23,4193.61,1250.34
1997-07-18,915.3,1209.86,4124.81,1216.58
1997-07-21,912.94,1193.53,4154.28,1207.93
1997-07-22,933.98,1208.25,4186.29,1257.26
1997-07-23,936.56,1198.86,4251.13,1278.6
1997-07-24,940.3,1174.22,4226.57,1290.88
1997-07-25,938.79,1170.86,4189.81,1296.27
1997-07-28,936.45,1141.78,4181.48,1306.14
1997-07-29,942.29,1153.23,4217.58,1317.55
1997-07-30,952.29,1179.42,4244.89,1326.31
1997-07-31,954.29,1189.76,4305.76,1327.19
1997-08-01,947.14,1192.83,4347.32,1299.57
1997-08-04,950.3,1200.33,4465.37,1297.23
1997-08-05,952.37,1196.27,4548.02,1296.4
1997-08-06,960.32,1171.94,4523.01,1328.86
1997-08-07,951.19,1199.24,4447.06,1315.88
1997-08-08,933.54,1206.05,4397.54,1298.41
1997-08-11,937.0,1184.08,4481.3,1292.19
1997-08-12,926.53,1146.81,4425.03,1287.15
1997-08-13,922.02,1120.13,4370.13,1286.19
1997-08-14,924.77,1168.11,4320.97,1286.75
1997-08-15,900.81,1143.06,4320.97,1259.08
1997-08-18,912.49,1134.63,4320.97,1250.12
1997-08-19,926.01,1132.91,4165.37,1258.75
1997-08-20,939.35,1144.64,4234.63,1252.42
1997-08-21,925.05,1164.55,4156.16,1254.54
1997-08-22,923.55,1171.83,4047.67,1246.62
1997-08-25,920.16,1184.1,4047.67,1253.83
1997-08-26,913.02,1194.04,4107.24,1259.08
1997-08-27,913.7,1198.51,4097.56,1267.95
1997-08-28,903.67,1213.89,3963.15,1241.64
1997-08-29,899.47,1221.06,3876.08,1197.64
1997-09-01,899.47,1229.87,3943.67,1169.6
1997-09-02,927.58,1226.3,3950.03,1221.07
1997-09-03,927.86,1240.82,3965.39,1239.79
1997-09-04,930.87,1251.3,4007.04,1250.57
1997-09-05,929.05,1251.55,4032.35,1273.4
1997-09-08,931.2,1255.23,4087.3,1273.11
1997-09-09,933.62,1231.03,4031.55,1273.23
1997-09-10,919.03,1256.04,4045.61,1248.47
1997-09-11,912.59,1242.71,4010.07,1226.76
1997-09-12,923.91,1208.7,3995.94,1243.78
1997-09-15,919.77,1179.29,4018.42,1223.24
1997-09-16,945.64,1187.22,4012.59,1242.34
1997-09-17,943.0,1167.56,3928.33,1270.63
1997-09-18,947.29,1172.37,3884.77,1282.99
1997-09-19,950.51,1184.52,3825.12,1285.63
1997-09-22,955.43,1103.97,3770.99,1295.71
1997-09-23,951.93,1041.97,3822.42,1286.91
1997-09-24,944.48,1110.01,3825.91,1285.54
1997-09-25,937.91,1117.01,3887.56,1282.03
1997-09-26,945.22,1109.63,3925.24,1291.97
1997-09-29,953.34,1084.07,3912.83,1297.68
1997-09-30,947.28,1097.38,3902.03,1310.71
1997-10-01,955.41,1097.38,3905.51,1330.79
1997-10-02,960.46,1097.38,3905.51,1339.32
1997-10-03,965.03,1097.38,3847.73,1341.25
1997-10-06,972.69,1098.9,3857.34,1343.32
1997-10-07,983.12,1102.57,3909.46,1335.77
1997-10-08,973.84,1134.87,3930.23,1324.89
1997-10-09,970.62,1122.47,3979.96,1332.66
1997-10-10,966.98,1130.79,4057.37,1334.05
1997-10-13,968.1,1119.82,4066.05,1332.9
1997-10-14,970.28,1117.93,4012.4,1345.15
1997-10-15,965.72,1125.78,4034.55,1344.5
1997-10-16,955.23,1150.31,4077.05,1334.67
1997-10-17,944.16,1176.49,4106.26,1319.89
1997-10-20,955.61,1187.37,4154.84,1335.39
1997-10-21,972.28,1191.87,4116.99,1352.52
1997-10-22,968.49,1177.52,4082.7,1346.68
1997-10-23,950.69,1173.36,4009.77,1271.3
1997-10-24,941.64,1178.31,3957.46,1232.1
1997-10-27,876.99,1235.83,3934.33,1066.04
1997-10-28,921.85,1177.92,3934.33,1139.11
1997-10-29,919.16,1184.09,3934.33,1119.44
1997-10-30,903.68,1174.85,3803.24,1049.69
1997-10-31,914.62,1180.39,3803.24,1060.7
1997-11-03,938.99,1180.85,3790.82,1125.57
1997-11-04,940.76,1184.7,3805.95,1141.88
1997-11-05,942.76,1194.04,3778.23,1128.63
1997-11-06,938.03,1181.12,3763.96,1102.63
1997-11-07,927.51,1195.14,3747.32,1052.14
1997-11-10,921.13,1185.78,3721.05,1051.12
1997-11-11,923.78,1186.63,3723.4,1041.93
1997-11-12,905.96,1174.19,3633.18,974.37
1997-11-13,916.66,1185.02,3554.1,989.94
1997-11-14,928.35,1197.83,3569.77,1027.47
1997-11-17,946.2,1191.33,3578.1,1054.32
1997-11-18,938.23,1183.35,3518.9,1048.66
1997-11-19,944.59,1181.63,3454.65,1069.31
1997-11-20,958.98,1172.43,3466.86,1066.88
1997-11-21,963.09,1158.56,3523.44,1092.51
1997-11-24,946.67,1124.94,3403.07,1063.37
1997-11-25,950.82,1125.53,3479.89,1069.47
1997-11-26,951.64,1143.82,3535.52,1087.89
1997-11-27,951.64,1122.52,3628.07,1104.33
1997-11-28,955.4,1139.63,3560.29,1095.99
1997-12-01,974.78,1133.09,3569.65,1116.98
1997-12-02,971.68,1130.17,3553.48,1136.87
1997-12-03,976.77,1122.55,3562.37,1137.9
1997-12-04,973.1,1135.87,3527.1,1145.1
1997-12-05,983.79,1136.2,3469.08,1144.12
1997-12-08,982.37,1139.36,3468.19,1146.27
1997-12-09,975.78,1148.17,3391.59,1135.27
1997-12-10,969.79,1157.84,3347.33,1107.34
1997-12-11,954.94,1159.17,3329.14,1078.57
1997-12-12,953.39,1153.84,3329.27,1079.88
1997-12-15,963.39,1168.03,3367.56,1107.43
1997-12-16,968.04,1174.8,3424.87,1122.44
1997-12-17,965.54,1146.52,3487.02,1131.3
1997-12-18,955.3,1154.17,3472.35,1110.14
1997-12-19,946.78,1160.77,3540.91,1085.63
1997-12-22,953.7,1169.01,3616.34,1096.53
1997-12-23,939.13,1171.25,3641.11,1096.01
1997-12-24,932.7,1169.66,3607.69,1098.97
1997-12-25,932.7,1181.28,3607.69,1098.97
1997-12-26,936.46,1191.92,3633.38,1114.51
1997-12-29,953.35,1186.61,3706.79,1141.4
1997-12-30,970.84,1181.14,3637.71,1162.53
1997-12-31,970.43,1194.1,3658.98,1164.66
1998-01-01,970.43,1194.1,3694.62,1164.66
1998-01-02,975.04,1194.1,3719.85,1174.32
1998-01-05,977.07,1220.473,3739.21,1174.94
1998-01-06,966.58,1233.62,3719.62,1134.77
1998-01-07,964.0,1244.07,3683.31,1107.76
1998-01-08,956.05,1237.164,3598.16,1074.17
1998-01-09,927.69,1239.901,3530.2,1014.08
1998-01-12,939.21,1226.966,3395.04,1023.58
1998-01-13,952.12,1167.647,3431.72,1037.8
1998-01-14,957.94,1202.322,3400.79,1035.98
1998-01-15,950.73,1215.43,3365.75,1018.05
1998-01-16,961.51,1213.962,3382.32,1046.07
1998-01-19,961.51,1213.13,3480.86,1068.81
1998-01-20,978.6,1203.715,3455.95,1051.0
1998-01-21,970.81,1200.203,3418.34,1029.78
1998-01-22,963.04,1204.43,3380.3,1030.09
1998-01-23,957.59,1222.913,3351.21,1016.42
1998-01-26,956.95,1222.913,3351.21,1017.03
1998-01-27,969.02,1222.913,3276.21,1027.98
1998-01-28,977.46,1222.913,3209.55,1028.19
1998-01-29,985.49,1222.913,3224.36,1024.72
1998-01-30,980.28,1222.913,3224.36,1033.76
1998-02-02,1001.27,1222.913,3354.8,1060.65
1998-02-03,1006.0,1222.913,3354.88,1070.83
1998-02-04,1006.9,1222.913,3319.19,1069.84
1998-02-05,1003.54,1222.913,3357.48,1071.82
1998-02-06,1012.46,1222.913,3366.7,1071.13
1998-02-09,1010.74,1248.04,3348.35,1074.98
1998-02-10,1019.01,1236.513,3317.7,1081.33
1998-02-11,1020.01,1250.238,3292.91,1089.55
1998-02-12,1024.14,1246.295,3293.89,1077.31
1998-02-13,1020.09,1245.911,3373.53,1073.17
1998-02-16,1020.09,1236.236,3449.77,1063.37
1998-02-17,1022.76,1238.5,3413.36,1066.73
1998-02-18,1032.08,1229.831,3401.88,1061.61
1998-02-19,1028.28,1232.584,3437.64,1063.78
1998-02-20,1034.21,1226.02,3417.3,1064.8
1998-02-23,1038.14,1208.6,3478.4,1060.36
1998-02-24,1030.56,1208.218,3484.69,1061.62
1998-02-25,1042.9,1194.673,3484.69,1077.26
1998-02-26,1048.67,1206.674,3571.63,1082.82
1998-02-27,1049.34,1206.53,3622.22,1087.26
1998-03-02,1047.7,1188.306,3772.61,1103.4
1998-03-03,1052.02,1201.789,3646.0,1104.48
1998-03-04,1047.33,1213.253,3743.93,1098.11
1998-03-05,1035.05,1207.541,3714.62,1092.73
1998-03-06,1055.69,1206.452,3708.58,1110.32
1998-03-09,1052.31,1200.834,3807.21,1104.74
1998-03-10,1064.25,1199.832,3798.25,1103.07
1998-03-11,1068.47,1190.037,3752.09,1112.76
1998-03-12,1069.92,1178.97,3716.5,1116.91
1998-03-13,1068.61,1184.961,3716.5,1129.7
1998-03-16,1079.27,1188.482,3785.23,1127.51
1998-03-17,1080.45,1202.835,3791.17,1132.24
1998-03-18,1085.52,1193.909,3825.02,1134.42
1998-03-19,1089.74,1188.715,3820.87,1134.49
1998-03-20,1099.16,1187.501,3840.4,1149.69
1998-03-23,1095.55,1179.869,3963.81,1169.22
1998-03-24,1105.65,1194.017,3927.67,1159.53
1998-03-25,1101.93,1191.553,3949.57,1149.15
1998-03-26,1100.8,1188.865,3891.75,1157.49
1998-03-27,1095.44,1223.565,3908.6,1158.02
1998-03-30,1093.55,1248.155,3897.98,1154.73
1998-03-31,1101.75,1242.225,3892.75,1158.82
1998-04-01,1108.15,1253.826,3969.57,1155.04
1998-04-02,1120.01,1267.537,3992.72,1156.27
1998-04-03,1122.7,1285.228,4076.05,1139.75
1998-04-06,1121.38,1306.378,4170.22,1146.16
1998-04-07,1109.54,1303.14,4194.27,1133.4
1998-04-08,1101.65,1322.793,4183.57,1138.47
1998-04-09,1110.67,1297.225,4183.57,1139.48
1998-04-10,1110.67,1311.514,4118.29,1139.48
1998-04-13,1109.69,1318.748,4085.93,1143.64
1998-04-14,1115.75,1313.721,4085.93,1154.15
1998-04-15,1119.32,1324.707,4192.5,1155.6
1998-04-16,1108.17,1316.246,4134.32,1144.32
1998-04-17,1122.72,1298.107,4186.76,1148.41
1998-04-20,1123.65,1296.005,4210.73,1152.43
1998-04-21,1126.67,1305.223,4280.96,1153.02
1998-04-22,1130.54,1332.182,4179.44,1139.67
1998-04-23,1119.58,1324.559,4092.23,1130.57
1998-04-24,1107.9,1315.167,4050.98,1129.31
1998-04-27,1086.54,1310.378,4082.83,1086.29
1998-04-28,1085.11,1332.99,4082.83,1106.82
1998-04-29,1094.63,1332.499,3970.28,1113.91
1998-04-30,1111.75,1343.448,4006.81,1127.96
1998-05-01,1121.0,1343.448,4006.81,1127.8
1998-05-04,1122.07,1352.926,4135.81,1122.95
1998-05-05,1115.5,1352.52,4147.29,1120.86
1998-05-06,1104.92,1348.412,4069.79,1097.3
1998-05-07,1095.14,1327.873,4069.79,1091.61
1998-05-08,1108.14,1357.595,4022.2,1094.91
1998-05-11,1106.64,1357.701,4022.2,1074.73
1998-05-12,1115.79,1349.649,3945.13,1060.09
1998-05-13,1118.86,1369.262,3782.76,1050.93
1998-05-14,1117.37,1367.127,3897.94,1050.3
1998-05-15,1108.73,1368.087,3849.8,1059.3
1998-05-18,1105.82,1368.183,3908.48,1014.68
1998-05-19,1109.52,1362.292,3924.42,1017.2
1998-05-20,1119.06,1357.431,3956.93,1014.15
1998-05-21,1114.64,1366.656,3908.79,1010.69
1998-05-22,1110.47,1375.817,3897.1,1007.79
1998-05-25,1110.47,1389.366,3908.11,996.57
1998-05-26,1094.02,1390.416,3875.06,955.95
1998-05-27,1092.23,1399.542,3777.19,966.58
1998-05-28,1097.6,1397.895,3721.93,982.39
1998-05-29,1090.82,1411.206,3686.39,978.04
1998-06-01,1090.98,1415.575,3642.68,954.21
1998-06-02,1093.22,1413.08,3573.21,980.42
1998-06-03,1082.73,1420.0,3597.98,969.22
1998-06-04,1094.83,1406.303,3546.21,991.2
1998-06-05,1113.86,1408.614,3417.89,998.66
1998-06-08,1115.72,1403.73,3416.73,1000.84
1998-06-09,1118.41,1369.65,3468.07,990.92
1998-06-10,1112.28,1368.297,3311.41,956.74
1998-06-11,1094.58,1347.677,3335.76,940.99
1998-06-12,1098.84,1383.388,3347.41,923.57
1998-06-15,1077.01,1365.341,3152.96,891.22
1998-06-16,1087.59,1348.588,3161.08,892.31
1998-06-17,1107.11,1348.942,3400.95,938.34
1998-06-18,1106.37,1370.685,3292.33,914.86
1998-06-19,1100.65,1391.34,3143.1,926.74
1998-06-22,1103.21,1399.356,3078.51,920.59
1998-06-23,1119.49,1396.798,3037.34,938.99
1998-06-24,1132.88,1401.742,3143.64,933.93
1998-06-25,1129.28,1382.036,3208.54,909.23
1998-06-26,1133.2,1385.618,3168.82,898.33
1998-06-29,1138.49,1361.432,3289.56,904.52
1998-06-30,1133.84,1339.202,3250.69,919.75
1998-07-01,1148.56,1316.441,3230.6,940.31
1998-07-02,1146.42,1331.65,3180.73,939.6
1998-07-03,1146.42,1335.125,3089.02,946.97
1998-07-06,1157.33,1315.283,3178.31,941.15
1998-07-07,1154.66,1324.4,3195.94,956.21
1998-07-08,1166.38,1338.984,3245.88,968.13
1998-07-09,1158.56,1343.232,3331.98,965.08
1998-07-10,1164.33,1360.619,3401.74,965.93
1998-07-13,1165.19,1358.813,3322.17,975.47
1998-07-14,1177.58,1336.558,3371.5,990.72
1998-07-15,1174.81,1335.466,3365.72,991.1
1998-07-16,1183.99,1325.633,3488.77,1006.93
1998-07-17,1186.75,1314.715,3470.8,1023.96
1998-07-20,1184.1,1287.073,3384.75,1016.56
1998-07-21,1165.07,1313.01,3353.3,1005.07
1998-07-22,1164.08,1299.148,3344.33,998.58
1998-07-23,1139.75,1316.271,3227.52,981.79
1998-07-24,1140.8,1326.821,3171.3,980.01
1998-07-27,1147.27,1321.899,3085.17,975.45
1998-07-28,1130.24,1317.946,3166.84,954.28
1998-07-29,1125.21,1311.94,3219.93,961.09
1998-07-30,1142.95,1315.302,3212.1,975.0
1998-07-31,1120.67,1316.919,3211.31,959.66
1998-08-03,1112.44,1302.102,3112.95,943.18
1998-08-04,1072.12,1293.457,3119.54,912.03
1998-08-05,1081.43,1307.44,3133.42,906.98
1998-08-06,1089.63,1294.162,3096.33,896.17
1998-08-07,1089.45,1271.069,3062.25,870.59
1998-08-10,1083.14,1234.581,3020.71,849.62
1998-08-11,1068.98,1207.672,2970.64,819.38
1998-08-12,1084.22,1190.554,2950.8,795.21
1998-08-13,1074.91,1204.18,2990.22,809.79
1998-08-14,1062.75,1168.026,2968.75,813.17
1998-08-17,1083.67,1070.41,2917.07,800.3
1998-08-18,1101.2,1071.3,2867.99,803.54
1998-08-19,1098.06,1126.081,2884.59,795.35
1998-08-20,1091.6,1149.907,2989.6,757.41
1998-08-21,1081.24,1177.623,2922.61,725.97
1998-08-24,1088.14,1178.554,2950.44,719.73
1998-08-25,1092.85,1179.066,2993.36,717.4
1998-08-26,1084.19,1160.288,2993.36,692.89
1998-08-27,1042.59,1145.216,2974.83,636.45
1998-08-28,1027.14,1129.722,2908.1,645.47
1998-08-31,957.28,1150.223,2933.85,620.14
1998-09-01,994.26,1143.125,2862.55,647.08
1998-09-02,990.47,1136.89,2886.91,656.43
1998-09-03,982.26,1147.197,2918.89,618.06
1998-09-04,973.89,1163.527,2975.1,592.58
1998-09-07,973.89,1178.375,3051.93,605.53
1998-09-08,1023.46,1167.597,3096.1,603.78
1998-09-09,1006.2,1190.683,3097.12,584.78
1998-09-10,980.19,1213.674,3108.67,522.22
1998-09-11,1009.06,1218.005,3083.56,551.82
1998-09-14,1029.72,1239.605,3167.22,581.71
1998-09-15,1037.68,1230.126,3162.18,662.92
1998-09-16,1045.48,1252.138,3138.66,653.02
1998-09-17,1018.87,1233.703,3121.3,635.16
1998-09-18,1020.09,1207.001,3090.72,650.05
1998-09-21,1023.89,1222.379,3080.91,641.8
1998-09-22,1029.63,1222.634,3095.25,657.12
1998-09-23,1066.09,1229.862,3135.42,716.58
1998-09-24,1042.72,1199.061,3225.3,688.01
1998-09-25,1044.75,1221.578,3223.57,685.5
1998-09-28,1048.69,1230.211,3206.92,695.75
1998-09-29,1049.02,1231.747,3146.83,693.96
1998-09-30,1017.01,1242.896,3102.29,681.34
1998-10-01,986.39,1242.896,3102.29,635.11
1998-10-02,1002.6,1242.896,3102.29,665.75
1998-10-05,988.56,1234.779,2878.07,643.19
1998-10-06,984.59,1217.457,2919.74,650.88
1998-10-07,970.68,1213.785,3008.63,637.17
1998-10-08,959.44,1228.71,2896.14,634.24
1998-10-09,984.39,1236.932,2916.66,657.26
1998-10-12,997.71,1247.146,2872.48,663.14
1998-10-13,994.8,1244.068,2832.03,668.91
1998-10-14,1005.53,1240.595,2890.72,665.83
1998-10-15,1047.49,1254.814,2857.27,698.92
1998-10-16,1056.42,1251.525,2848.11,699.6
1998-10-19,1062.39,1246.236,2853.27,704.0
1998-10-20,1063.93,1243.645,2764.16,714.48
