Dates,SPX Index,SXXP Index,NKY Index,SHCOMP Index,TWSE Index,KOSPI Index,SENSEX Index,MXMU Index,MXLA Index
1990/12/19,330.2,90.77,24876.78,99.98,3827.09,697.54,1058.41,161.02,221.7
1990/12/20,330.12,89.32,24524.94,104.39,3928.9,698.04,1058.41,156.05,222.08
1990/12/21,331.75,89.83,24119.6,109.13,3979.46,708.24,1034.97,154.85,222.02
1990/12/24,329.9,89.16,24119.6,114.55,4093.61,693.76,1048.29,148.09,222.13
1990/12/25,329.9,89.6,23767.88,120.25,4093.61,693.76,1048.29,145.72,222.13
1990/12/26,330.85,89.32,23887.56,125.27,4279.33,696.11,1048.29,146.16,219.49
1990/12/27,328.29,89.45,23940.7,125.28,4530.16,696.11,1048.29,148.45,220.82
1990/12/28,328.72,89.24,23848.71,126.45,4530.16,696.11,1048.29,150.63,221.14
1990/12/31,330.22,88.91,23848.71,127.61,4530.16,696.11,1048.29,151.51,220.82
1991/1/1,330.22,88.91,23848.71,127.61,4530.16,696.11,1048.29,151.51,220.82
1991/1/2,326.45,88.19,23848.71,128.84,4530.16,696.11,999.26,151.62,218.86
1991/1/3,321.91,88.2,23848.71,130.14,4258.93,679.75,982.35,153.35,220.32
1991/1/4,321,88.78,24069.18,131.44,4367.99,697.62,982.35,157.8,226.11
1991/1/7,315.44,87.74,23736.57,132.06,4191.07,676.65,1010.77,151.06,221.81
1991/1/8,314.9,87.21,22897.84,132.68,3975.53,659.68,1010.77,148.7,218.95
1991/1/9,311.49,88.32,22969.27,133.34,4052.78,660.39,1008.52,151.72,220.87
1991/1/10,314.53,87.23,23047.36,133.97,3802.21,635.46,1008.52,143.28,217.23
1991/1/11,315.23,87.11,23241.02,134.6,3655.91,627.7,1034.3,147.54,215.2
1991/1/14,312.49,85.53,23213.23,134.67,3591.31,652.25,1017.72,147.03,208.39
1991/1/15,313.73,85.47,23213.23,134.74,3352.33,624.62,1017.72,147.87,209.73
1991/1/16,316.17,85.2,22442.7,134.24,3316.26,613.34,1017.72,147.55,208.8
1991/1/17,327.97,88.55,23446.81,134.25,3538.32,641.42,1017.72,160.81,221.18
1991/1/18,332.23,88.21,23808.3,134.24,3776.08,667.35,1017.72,165.56,221.74
1991/1/21,331.06,87.42,23352.19,134.24,4134.1,636.91,1017.72,164.81,223.43
1991/1/22,328.31,86.92,23253.65,133.72,4075.94,632.92,1017.72,157.78,224.94
1991/1/23,330.21,86.52,23050.1,133.17,3832.25,625.22,1001.38,152.68,224.11
1991/1/24,334.78,87.54,23269.01,132.61,4089.84,638.02,971.8,156.68,230.23
1991/1/25,336.07,88.04,23573.25,132.05,4113.83,632.95,956.11,159.45,231.69
1991/1/28,336.03,88.43,23569.44,131.46,4148.15,633.93,956.11,163.13,240.34
1991/1/29,335.84,88.18,23460.12,130.95,4110.55,635.65,956.11,162.75,241.01
1991/1/30,340.91,89.58,23409.61,130.44,4058.82,638.09,956.11,161.91,247.64
1991/1/31,343.93,89.88,23293.14,129.97,4023.72,635.4,982.32,165.73,250.45
1991/2/1,343.05,89.89,23156.7,129.51,4002.45,632.53,1021.95,170.06,248.47
1991/2/4,348.34,90.47,23287.36,129.05,4124.32,632.79,1052.04,175.02,265.82
1991/2/5,351.26,91.47,23821.57,128.58,4314.27,631.93,1070.29,183.58,266.36
1991/2/6,358.07,91.33,23952.04,129.14,4236.88,635.66,1061.87,183.94,268.81
1991/2/7,356.52,92.55,24104.43,129.79,4384.19,634.31,1039.45,182.53,269.59
1991/2/8,359.35,93.07,24296.08,130.38,4460.04,628.85,1030.23,182.32,264.31
1991/2/11,368.58,94.53,24296.08,130.97,4729.65,629.57,1013.5,187.86,265.24
1991/2/12,365.5,93.99,24935.01,131.35,4729.65,648.11,1013.5,187.98,265.41
1991/2/13,369.02,94.55,25139.47,131.92,4729.65,644.91,1004.94,186.1,266.31
1991/2/14,364.22,95.5,25356.37,132.53,4729.65,644.91,1024.23,190,272.19
1991/2/15,369.06,96.5,25343.74,132.53,4729.65,644.91,1039.6,191.79,275.74
1991/2/18,369.06,97.82,26230.01,132.53,4729.65,674.09,1039.6,196.57,278.11
1991/2/19,369.39,98.04,26166.98,133.13,5048.48,669.45,1149.89,204.87,277.55
1991/2/20,365.14,97.29,26198.79,133.67,4950.68,669.91,1148.33,202.36,273.67
1991/2/21,364.97,97.83,26024.37,134.28,5181.98,672.1,1153.29,198.85,270.71
1991/2/22,365.65,98.79,25902.81,134.87,4873.67,676.1,1179.33,204.36,270.76
1991/2/25,367.26,99.99,26462.76,134.4,5012.46,692.8,1177.87,202.54,271.38
1991/2/26,362.81,98.83,26282.96,133.93,4839.46,677.27,1205.2,206.68,273.02
1991/2/27,367.74,99.23,26094.25,133.47,4869.82,671.71,1221.55,203.38,276.42
1991/2/28,367.07,100.13,26409.22,133.01,5033.37,675.57,1220.41,205,282.9
1991/3/1,370.47,99.7,25881.57,132.53,4955.33,675.57,1220.41,200.61,283.09
1991/3/4,369.33,100.16,25976.02,131.99,4624.84,670.42,1225.44,199.95,282.21
1991/3/5,376.72,101.38,25913.48,131.46,4527.51,669.83,1245.93,195.12,288.96
1991/3/6,376.17,102.85,26382.99,130.94,4487.84,676.37,1245.93,196.01,290.9
1991/3/7,375.91,102.8,26397.96,130.41,4622.4,674.87,1151.05,196.32,290.08
1991/3/8,374.95,103.73,26607.52,129.89,4588.44,675.94,1191.05,194.21,290.95
1991/3/11,372.96,103.37,26669.37,129.31,4838.4,681.38,1174.72,188.82,289.65
1991/3/12,370.03,103.28,26727.42,128.77,4875.79,683.83,1165.9,187.29,289.7
1991/3/13,374.57,102.82,26418.32,126.15,4734.94,679.21,1160.08,188.65,291.21
1991/3/14,373.5,104.48,26542.33,125.63,4801.24,677.11,1196.48,188.49,291.3
1991/3/15,373.59,104.13,26843.1,125.17,4909.22,682.97,1206.75,186.87,290.31
1991/3/18,372.11,104.13,27146.91,124.71,4818.84,678.15,1171.08,183.26,291.88
1991/3/19,366.59,103.03,27006.66,124.22,4837.6,672.16,1171.08,178.14,295.38
1991/3/20,367.92,102.27,26449.35,123.66,4759.31,669.36,1171.92,174.37,298.34
1991/3/21,366.58,103.23,26449.35,123.12,4735.17,663.37,1165.2,171.75,301.54
1991/3/22,367.48,102.43,26613.19,122.62,4775.48,659.83,1171.59,179.44,306.02
1991/3/25,369.83,102.72,26645.79,122.12,4820.76,664.05,1155.46,177.95,307.49
1991/3/26,376.3,102.82,26339.38,121.62,4880.76,664.05,1170.59,175.5,310.58
1991/3/27,375.35,103.35,26104.65,121.12,4951.91,655.18,1167.97,175.21,313.28
1991/3/28,375.22,103.98,26206.92,120.61,5139.94,651.98,1167.97,173.18,315.44
1991/3/29,375.22,104.21,26292.04,120.19,5139.94,648.84,1167.97,171.98,315.44
1991/4/1,371.3,104.58,26007.4,120.73,5297.92,650.05,1193.61,169.28,320.77
1991/4/2,379.5,104.91,26252,121.21,5185.3,643.56,1209.23,170.14,324.24
1991/4/3,378.94,105.82,26780.06,121.71,5344.84,649.43,1202.9,174.18,331.44
1991/4/4,379.77,106.18,26689.81,121.72,5344.84,654.14,1197.12,173.82,333.64
1991/4/5,375.36,106.89,26767.33,121.54,5344.84,654.14,1218.12,173.84,336.35
1991/4/8,378.66,106.35,26607.65,121.09,5279.97,646.46,1238.7,170.43,335.35
1991/4/9,373.56,106.44,26317.39,120.62,5349.76,646.04,1240.53,170.3,335.82
1991/4/10,373.15,105.43,26268.86,120.16,5363.68,645.75,1240.53,170.86,335.38
1991/4/11,377.63,106.08,26425.19,119.64,5454.61,641.46,1259.28,169.58,332.58
1991/4/12,380.4,106.4,26582.5,119.21,5586.46,639.44,1288.02,170.94,336.05
1991/4/15,381.19,106.52,26695.53,118.77,5671.45,634.52,1302.5,169.88,338.18
1991/4/16,387.62,105.78,26813.3,118.34,5313.31,635.41,1274.97,169.75,342.68
1991/4/17,390.45,106.57,26980.37,117.9,5451.06,632.55,1274.97,169.11,349.37
1991/4/18,388.46,106.79,26798.9,117.45,5690.11,625.89,1271.62,168.16,351
1991/4/19,384.2,106.19,26541.97,117.08,5739.26,628.33,1283.94,166.05,344
1991/4/22,380.95,105.02,26237.01,116.63,5824,615.61,1287.27,161.09,337.27
1991/4/23,381.76,105.5,26491.57,116.19,5732.09,637.84,1276.94,159.95,341.14
1991/4/24,382.76,105.12,26330.21,115.79,5806.74,632.63,1274.56,158.49,347.6
1991/4/25,379.25,105.16,26038.86,115.36,5913.83,626.36,1296.54,156.63,342.4
1991/4/26,379.02,103.58,26123.68,115.56,5941.15,634.29,1286.59,154.3,341.03
1991/4/29,373.66,104.92,26123.68,114.75,5728,644.6,1267.46,146.46,338.16
1991/4/30,375.35,104.66,26111.25,113.94,5921.29,645.61,1235.11,147.76,337.13
1991/5/1,380.29,104.9,26489,113.94,5851.64,644.39,1235.11,152.91,337.23
1991/5/2,380.52,106.08,26477.86,113.16,5777.07,652.27,1235.11,154.87,339.28
1991/5/3,380.8,105.98,26477.86,112.41,5852.95,649.1,1272.09,149.58,339.79
1991/5/6,380.08,106.02,26477.86,111.61,6112.09,640.62,1255.42,143.1,338.33
1991/5/7,377.32,106.28,26342.14,110.82,6172.57,635.17,1255.04,145.92,341.63
1991/5/8,378.51,105.75,26309.79,110.03,6172.65,631.12,1266.34,144.1,348.56
1991/5/9,383.25,106.07,26438.5,109.29,6305.22,634.72,1260.29,140.29,357.27
1991/5/10,375.74,106.5,26274.29,108.53,6301.89,629.83,1288.35,141.17,357.58
1991/5/13,376.76,105.17,26093.2,107.84,6102.09,630.84,1289.13,140.07,361.34
1991/5/14,371.62,104.79,26030.08,107.19,6125.79,638.61,1292.83,139.58,363.96
1991/5/15,368.57,104.31,25822.47,106.57,5728.72,632.17,1292.83,139.07,362.72
1991/5/16,372.19,104.49,25520.27,105.77,5789.05,635.45,1291.5,135.74,365.87
1991/5/17,372.39,104.28,25701.94,106.75,6018.04,636.55,1297.69,135.54,369.91
1991/5/20,372.28,104.62,25523.03,107.82,6110.07,628.71,1284.25,133.97,372.22
1991/5/21,375.35,105.3,25481.21,108.81,6142.21,628.71,1320.54,138.16,374.2
1991/5/22,376.19,105.3,25398.66,108.25,6168.9,624.32,1320.54,140.07,377.16
1991/5/23,374.97,105.67,25643.65,109.08,6158.17,624.89,1314.89,139.53,380.27
1991/5/24,377.49,105.27,25529.14,110.08,6089.6,619.29,1314.89,141.52,384.36
1991/5/27,377.49,105.49,25425.88,110.66,5901.45,617.3,1317.9,139.97,387.64
1991/5/28,381.94,105.93,25390.67,111.68,5939.17,613.82,1317.9,138.13,387.88
1991/5/29,382.79,106.21,25495.41,112.75,5713.59,612.33,1327.33,137.03,399
1991/5/30,386.96,106.12,25647.4,113.82,5597.24,613.74,1335.48,134.32,398.67
1991/5/31,389.83,106.89,25789.62,114.83,5610.72,611.35,1307.34,134.5,405.58
1991/6/3,388.06,107.63,25912.61,115.97,5709.27,605.11,1287.95,132.35,409.5
1991/6/4,387.74,107.31,25556.86,117.12,5585.44,601.19,1290.07,131.48,410.68
1991/6/5,385.09,107.71,25289.57,118.17,5676.19,613.31,1284.81,132.16,410.56
1991/6/6,383.63,107.38,24984.12,119.35,5695.71,613.31,1272.97,132.74,406.67
1991/6/7,379.43,106.91,25035.11,120.47,5805.56,604.07,1248.31,131.35,409.25
1991/6/10,378.57,106.98,24598.38,121.67,5852.63,606.55,1248.31,131.16,408.33
1991/6/11,381.05,107.76,24662.59,122.89,5851.16,607.85,1261.64,132.02,404.61
1991/6/12,376.65,106.82,24482.69,124.11,5753.98,610.96,1288.25,133.13,400.11
1991/6/13,377.63,106.76,24808.17,125.34,5775.55,610.05,1275.15,132.45,399.15
1991/6/14,382.29,107.32,25093.89,124.53,5817.74,613.71,1292.81,131,404.56
1991/6/17,380.13,106.55,24943.09,125.77,5925.19,608.77,1307.22,130.17,403.57
1991/6/18,378.59,106.27,24685.47,127.03,6024.4,606.79,1335.21,127.2,397.73
1991/6/19,375.09,105.53,23996.75,128.29,6029.78,604.27,1325.46,124.74,396.2
1991/6/20,375.42,105.23,24082.26,129.57,5976.14,604.27,1336.75,125.91,399.31
1991/6/21,377.75,105.78,24275.08,130.86,6033.24,597.69,1361.72,126.08,404.36
1991/6/24,370.94,104.5,23765.46,132.17,6090.19,593.05,1305.33,125.28,395.97
1991/6/25,370.65,104.39,23907.42,133.49,5872.74,595.21,1301.85,125,398.81
1991/6/26,371.59,103.64,23766.38,134.83,6023.18,597.6,1272.54,124.68,397.54
1991/6/27,374.4,103.87,23543.03,136.19,5931.26,602.61,1289.94,123.34,402.84
1991/6/28,371.16,102.92,23290.96,137.56,5900.7,602.6,1269.91,123.72,397.79
1991/7/1,377.92,103.25,24108.76,136.85,5768.08,616.9,1275.23,122.32,399.79
1991/7/2,377.47,103.46,23995.76,135.96,5613.1,611.65,1293.67,120.17,403.69
1991/7/3,373.33,102.83,23373.47,135.27,5604.69,602.83,1312.87,119.35,403.09
1991/7/4,373.33,103.12,23135.61,136.63,5607.21,603.37,1298.66,119.65,406.93
1991/7/5,374.08,104.2,22898.34,135.96,5591.96,614.58,1357.32,121.55,408.91
1991/7/8,377.94,102.97,22176.17,135.28,5318.01,617.18,1363.99,121.85,406.03
1991/7/9,376.11,103.66,22608.96,134.64,5303.88,614.42,1369.06,123.55,413.55
1991/7/10,375.74,104.67,23121.3,133.99,5456.8,614.15,1388.8,121.77,417.87
1991/7/11,376.97,104.13,22937.92,133.38,5312.32,621.74,1420.75,120.82,420.07
1991/7/12,380.25,104.21,23137.78,132.8,5327.1,631.78,1441.85,121.27,424.86
1991/7/15,382.39,104.98,23459.04,133.14,5283.19,635.21,1407.35,121.14,426.31
1991/7/16,381.54,105.48,23375.15,134.47,5173.75,636.14,1431.75,120.86,423.41
1991/7/17,381.18,105.19,23060.7,135.81,5225.76,636.14,1442.54,121.26,423.24
1991/7/18,385.37,105.02,22908.71,137.17,5229.99,651.27,1442.54,121.08,426.24
1991/7/19,384.22,105.24,22866.36,136.7,5229.99,650.06,1455.48,122.43,435.57
1991/7/22,382.88,105.35,22705.29,138.07,4895.84,659.49,1419.31,120.59,438.99
1991/7/23,379.42,105.98,22758.98,139.39,4822.98,658.27,1419.31,118.14,435.93
1991/7/24,378.64,105.59,23297.47,140.68,5005.91,666.1,1485.76,118.76,435.65
1991/7/25,380.96,105.34,23332.71,140.19,5054.58,664.32,1555.43,117.7,440.69
1991/7/26,380.93,105.19,23519.07,140.66,4957.09,674.34,1599.98,118.96,437.61
1991/7/29,383.15,105.29,23443.58,141.52,5185.59,714.27,1637.7,117.02,436.88
1991/7/30,386.69,105.65,23872.63,142.39,5227.83,734.48,1647,115.57,443.73
1991/7/31,387.81,105.63,24120.75,143.8,5178.06,717.03,1632.67,117.42,446.87
1991/8/1,387.12,105.75,24072.73,145.24,5141.41,714.95,1649.01,120.41,451.69
1991/8/2,387.18,105.91,24027.97,146.68,5012.45,733.03,1680.62,119.68,451.71
1991/8/5,385.06,105.82,23833.25,148.15,4881.65,758.18,1680.69,120.71,451.81
1991/8/6,390.62,104.98,23464.96,149.62,4887.03,763.1,1680.69,123.39,447.81
1991/8/7,390.56,105.8,23691.02,151.12,4838.2,741.67,1657.44,122.57,438.97
1991/8/8,389.32,105.7,23482.46,152.61,4866.22,738.1,1632.9,122.18,436.76
1991/8/9,387.12,105.4,23434.62,154.1,5142,745.13,1663.57,122.28,440.38
1991/8/12,388.02,105.29,22985.67,155.54,5157.66,706.06,1664.06,126.15,437.05
1991/8/13,389.62,105.75,22872,157.07,5104.43,709.67,1687.24,126.53,431.69
1991/8/14,389.9,106.31,23393.3,158.63,5089.95,693.12,1705.63,128.21,441.26
1991/8/15,389.33,106.45,23018.68,160.21,4967.9,693.12,1705.63,129.03,447.27
1991/8/16,385.58,106.58,22814.37,161.6,4897.35,702.25,1727.07,125.56,448.88
1991/8/19,376.47,101.25,21456.76,163.21,4650.35,669.62,1749.91,115.3,431.22
1991/8/20,379.43,102.59,21687.06,164.84,4410.09,686.1,1709.43,116.69,439.4
1991/8/21,390.59,104.39,22051.6,166.49,4393.18,690.06,1707.77,119.15,457.39
1991/8/22,391.33,105.94,22515.77,168.16,4690.42,716.95,1752.3,125.98,462.34
1991/8/23,394.17,106.64,22065.34,169.81,4527.37,701.68,1802.81,123.94,463.04
1991/8/26,393.85,106.94,21592.27,171.51,4516.52,701,1844.82,121.51,464.9
1991/8/27,393.06,106.7,21641.3,173.19,4411.6,690.34,1813.68,121.31,469.22
1991/8/28,396.64,106.71,21621.63,174.92,4352.92,692.28,1827.59,119.71,475.2
1991/8/29,396.47,107.02,22002.17,176.66,4358.95,685.44,1827.59,120.43,476.01
1991/8/30,395.43,107.35,22335.87,178.43,4542.93,686.21,1795.99,120.07,476.24
1991/9/2,395.43,108.06,22469.01,180.22,4673.68,675.12,1795.99,117,483.09
1991/9/3,392.15,107.95,22469.8,181.97,4625.59,675.67,1764.36,117.2,483.03
1991/9/4,389.97,107.86,22402.69,183.69,4508.26,683.54,1762.62,116.04,480.79
1991/9/5,389.14,107.92,22499.65,185.51,4515.37,674.81,1810.21,114.89,479.71
1991/9/6,389.1,108.09,22692.6,187.36,4624.83,674.94,1811.54,115.28,484.63
1991/9/9,388.57,107.43,22573.98,189.24,4707.8,689.25,1811.54,114.87,492.32
1991/9/10,384.56,106.7,22411.58,188.33,4722,688.69,1810.71,114.62,490.98
1991/9/11,385.09,106.41,22504.79,187.22,4668.49,690.71,1810.71,115.67,495.04
1991/9/12,387.34,106.89,22530.2,186.22,4663.02,683.31,1810.71,112.57,503.01
1991/9/13,383.59,106.64,23134.43,187.79,4544.47,680.85,1861.74,110.76,504.2
1991/9/16,385.78,106.39,23134.43,189.66,4565.99,685.34,1912.35,110.92,492.66
1991/9/17,385.5,106.07,23443.61,188.65,4532.25,682.95,1878.55,110.64,491.63
1991/9/18,386.94,106.01,23317.78,187.63,4639.35,685.49,1876.62,110.85,493.13
1991/9/19,387.56,105.91,23332.31,186.88,4593.32,683.7,1876.62,110.25,497.63
1991/9/20,387.92,106.18,23192.74,185.92,4653.27,689.04,1833.44,110.03,501.76
1991/9/23,385.92,105.64,23192.74,185,4741.45,689.04,1833.44,111.2,491.83
1991/9/24,387.71,105.83,23333.7,184.08,4814.19,683.93,1817.26,109.45,484.16
1991/9/25,386.88,105.77,23577.42,183.19,4790.68,680.3,1818.52,108.76,487.65
1991/9/26,386.49,105.57,23968.08,182.33,4842.33,679.48,1786.92,108.25,483.72
1991/9/27,385.9,105.5,23969.47,181.82,4851.5,685.21,1870.04,107.05,484.37
1991/9/30,387.86,106.02,23916.44,180.92,4867.13,705.08,1885.28,107.35,467.99
1991/10/1,389.2,106.36,24377.01,180.92,4858.44,706.63,1858.45,106.22,478.88
1991/10/2,388.26,106.19,24375.11,180.92,4830.13,705.18,1858.45,105.4,474.22
1991/10/3,384.47,105.76,24711.44,182.48,4726.15,705.18,1815.62,106.82,476.24
1991/10/4,381.24,105.46,24596.9,184.29,4742.71,720.53,1773.15,107.31,485.79
1991/10/7,379.5,104.75,24330.83,186,4817.65,713.88,1780.25,107.68,491.86
1991/10/8,380.67,104.47,24155.62,187.49,4846.55,707.75,1780.25,106.38,500.4
1991/10/9,376.8,103.86,24485.26,189.12,4825.48,709.38,1716.53,104.37,498.14
1991/10/10,380.55,103.82,24485.26,191.01,4825.48,715.41,1752.5,102.52,489.73
1991/10/11,381.45,103.44,24157.72,192.85,4813.2,708.3,1764.5,101.12,504.31
1991/10/14,386.47,103.73,23860.67,194.67,4554.5,703.81,1729.3,101.07,503.7
1991/10/15,391.01,104.13,24307.65,196.61,4568.61,700.18,1724.06,100.56,505.39
1991/10/16,392.8,104.04,24334.67,198.57,4309.23,692.06,1773.47,99.71,510.88
1991/10/17,391.92,104.28,24439.85,200.51,4304.04,695.76,1773.47,99.57,515.85
1991/10/18,392.5,104.47,24894.82,202.51,4334.3,696.53,1778.91,100.79,514.34
1991/10/21,390.02,104.02,25016.81,204.53,4296.56,716.67,1740.53,100.4,507.48
1991/10/22,387.83,103.96,24954.66,206.53,4088.65,709.89,1764.24,100.48,503.61
1991/10/23,387.94,103.89,24799.94,208.25,4135.64,714.36,1776.25,101.25,508.99
1991/10/24,385.07,103.19,24949.26,210.07,4253.73,711.29,1793.78,100.62,503.19
1991/10/25,384.2,102.58,24906.43,211.86,4253.73,708.07,1793.78,100.78,504.66
1991/10/28,389.52,103.69,24901.72,213.98,4381.69,693.09,1805.52,100.47,495.92
1991/10/29,391.48,103.68,25140.61,215.78,4364.45,694.45,1893.16,101.15,495.29
1991/10/30,392.96,103.78,24981.18,216.43,4389.86,700.38,1861.85,102.26,497.94
1991/10/31,392.46,104.04,25222.28,218.6,4389.86,695.94,1889.84,103.22,500.33
1991/11/1,391.32,103.46,25044.24,220.72,4332.58,689.32,1909.8,103.23,502.45
1991/11/4,390.28,103.09,25044.24,222.77,4278.84,669.92,1909.8,104.69,498.91
1991/11/5,388.71,103.54,24950.86,224.65,4423.43,667.04,1917.96,103.71,490.93
1991/11/6,389.97,102.98,24750.2,226.88,4430.59,679.2,1917.96,103.85,492.23
1991/11/7,393.72,103.41,24446.76,228.93,4424.85,679.42,1917.96,103.34,489.95
1991/11/8,392.89,104.16,24486.49,231.22,4439.49,682.03,1910.81,102.57,495.87
1991/11/11,393.12,103.98,24232.99,233.55,4491.68,679.58,1895.53,103.65,495.44
1991/11/12,396.74,104.4,24667.73,235.8,4491.68,677.53,1878.82,104.75,501.33
1991/11/13,397.41,104.03,24416.23,236.67,4469.73,675.85,1881.5,103.3,499.54
1991/11/14,397.15,104.22,24176.54,237.45,4491.52,673.35,1894.67,104.62,501.38
1991/11/15,382.62,103.99,24099.18,238.25,4511.36,667.84,1879.69,106.39,497.74
1991/11/18,385.24,102.02,23400.12,240.62,4420.69,663.75,1871.32,109.15,483.87
1991/11/19,379.42,100.87,23326.86,242.24,4480.94,656.01,1924.15,109.28,469.36
1991/11/20,378.53,101.05,23199.86,244.5,4478.71,668.13,1910.59,110.37,467.53
1991/11/21,380.06,100.66,23177.84,246.31,4496.89,664.68,1910.59,110.87,469.05
1991/11/22,376.14,100.32,23117.39,248.53,4543.84,660.64,1886.56,114.62,464.08
1991/11/25,375.34,99.89,22868.69,250.85,4534.62,656.38,1886.56,119.17,459.22
1991/11/26,377.96,100.29,23112.09,252.97,4529.62,649.32,1855.94,123.89,461.67
1991/11/27,376.55,100.01,22973.28,255.45,4471,649.03,1864.39,121.62,465.82
1991/11/28,376.55,99.54,22780.42,257.35,4453.58,660.73,1856.34,117.9,465.65
1991/11/29,375.22,99.56,22687.35,259.6,4391.61,652.47,1903.31,115.13,471.12
1991/12/2,381.4,98.43,21992.29,262.19,4355.02,651.44,1904.26,119.57,466.19
1991/12/3,380.96,98.75,22166.83,264.81,4343.24,643.93,1892.84,117.84,473.25
1991/12/4,380.07,98.76,22669.44,265.77,4378.13,631.59,1885.44,117.46,476.29
1991/12/5,377.4,98.34,22459.17,266.66,4340.09,621.04,1876.73,117.19,476.15
1991/12/6,379.09,97.61,22445.06,269.35,4399.88,635.17,1899.11,120.6,475.88
1991/12/9,378.26,97.51,22352.88,270.27,4473.82,615.7,1879.73,119.86,475.8
1991/12/10,377.9,96.71,21953.06,272.91,4455.76,635.76,1872.45,116.61,467.29
1991/12/11,377.7,96.63,21502.9,273.71,4401.79,641.15,1860.75,117.65,459.46
1991/12/12,381.55,97.69,21712.57,274.41,4439.97,653.4,1837.88,115.34,467.48
1991/12/13,384.47,98.81,22754.9,277,4417.06,647.37,1837.88,114.3,479.38
1991/12/16,384.46,98.46,22836.67,277.85,4391.53,630.45,1825.45,115.07,485.74
1991/12/17,382.74,98.09,22736.29,278.68,4400.3,623.4,1814.67,114.35,494.52
1991/12/18,383.48,98.34,22629.9,279.51,4457.62,607.69,1834.78,113.32,493.88
1991/12/19,382.52,97.21,21991.19,280.17,4466.57,607.39,1875.67,116.38,496.41
1991/12/20,387.04,95.9,21777.12,282.83,4448.04,612.25,1873.28,118.31,500.73
1991/12/23,396.82,95.87,21777.12,285.65,4459.75,586.51,1915.12,123.47,512.04
1991/12/24,399.33,97.05,21664.53,286.22,4449.58,610.59,1908.85,121.09,517.09
1991/12/25,399.33,97.05,22461.17,287.15,4449.58,610.59,1908.85,121.09,517.09
1991/12/26,404.84,97.02,22555.07,288.03,4529.58,610.92,1908.85,121.69,518.48
1991/12/27,406.46,98.12,22437.32,290.85,4540.55,610.92,1908.85,120.24,529.34
1991/12/30,415.14,98.73,22983.77,291.71,4600.27,610.92,1908.85,121.52,539.75
1991/12/31,417.09,100,22983.77,292.75,4600.27,610.92,1908.85,122.35,539.62
1992/1/1,417.09,100,22983.77,292.75,4600.27,610.92,1957.33,122.35,539.62
1992/1/2,417.26,100.36,22983.77,293.75,4600.27,610.92,1969.16,121.09,554.52
1992/1/3,419.34,100.03,22983.77,296.52,4600.27,624.23,1996.5,119.3,566.76
1992/1/6,417.96,101.36,23801.18,297.68,4692.17,650.1,1967.55,121.45,578.86
1992/1/7,417.4,101.15,23566.39,298.77,4718.81,645.27,1963.53,121.34,573.32
1992/1/8,418.1,99.93,22715,299.66,4772.61,625.85,1949.31,123.86,570.71
1992/1/9,417.61,100.2,23113.64,300.62,4803.51,637.11,1972.53,123.62,574.77
1992/1/10,415.1,101.18,22381.9,301.83,4782.82,619.47,1972.53,120.49,580.31
1992/1/13,414.34,101.58,21696.86,303.06,4904.43,609.9,1998.88,120.14,586.86
1992/1/14,420.44,102.48,21775.13,305.74,4947.16,616.12,1998.07,118.79,586.55
1992/1/15,420.77,103.94,21775.13,306.63,4939.07,604.63,2020.18,117.02,574.68
1992/1/16,418.21,104.47,21612.19,306.85,5022.96,610.19,2002.6,121.76,581.54
1992/1/17,418.86,104.22,21321.37,307.38,5045.94,616.72,2115.89,119.94,584.79
1992/1/20,416.36,104.65,20913.82,307.39,5102.64,633.87,2107.07,120.59,592.95
1992/1/21,412.64,104.64,20858.3,307.87,5135.35,630,2115.71,121.02,591.89
1992/1/22,418.13,104,21534.12,307.95,5131.42,646.28,2132.82,120.87,592.35
1992/1/23,414.96,103.55,21580.72,308.53,5122.01,667.47,2150.41,120.8,618.62
1992/1/24,415.48,103.37,21072.15,309.05,5243.6,658.04,2139.33,121.39,634.67
1992/1/27,414.99,105.09,21007.11,311.61,5341.49,675.11,2172.11,123.93,644.37
1992/1/28,414.96,105.06,21390.52,311.84,5312.67,665.96,2172.11,123.98,650.76
1992/1/29,410.34,105,21362.26,312.42,5390.05,659.28,2214.22,124.65,642.55
1992/1/30,411.63,105.1,21557.67,312.73,5391.63,664.13,2299.77,124.15,618.37
1992/1/31,408.79,104.93,22023.05,313.24,5391.63,680.51,2302.54,124.62,622.41
1992/2/3,409.53,105.81,22139.59,314.18,5391.63,691.37,2272.81,124.19,609.36
1992/2/4,413.85,104.73,21999.6,314.18,5391.63,691.37,2278.72,123.38,614.35
1992/2/5,413.84,105.87,21936.37,314.18,5391.63,691.37,2288.43,122.68,603.05
1992/2/6,413.82,105.31,22104.92,314.18,5391.63,690.84,2309.36,122.48,602.27
1992/2/7,411.09,105.84,22107.12,314.72,5237.37,690.9,2194.48,124.78,612.28
1992/2/10,413.77,104.16,21819.52,315.56,5204.55,687.18,2273.47,121.77,615.8
1992/2/11,413.76,104.52,21819.52,316.43,5072.04,674.32,2273.47,116.66,621.77
1992/2/12,417.13,104.48,21541.64,316.44,5061.6,664.23,2305.38,117.44,630.65
1992/2/13,413.69,104.68,21391.02,317.04,5088.1,656.49,2322.79,117.51,615.95
1992/2/14,412.48,104.52,20883.86,319.68,5023.41,658.63,2322.79,116.52,623.05
1992/2/17,412.48,104.68,21324.98,319.77,4859.48,640.14,2437.3,115.58,623.1
