Dates,SPX Index,SXXP Index,NKY Index,SHCOMP Index,TWSE Index,KOSPI Index,SENSEX Index,MXMU Index,MXLA Index
1993/3/23,448.76,107.21,18491.62,971.25,4647.23,666.95,2378.55,89.04,613.96
1993/3/24,448.07,107.21,18450.69,956.97,4654.68,666.66,2378.55,88.56,620.45
1993/3/25,450.88,107.33,18764.92,945.42,4652.68,662.69,2378.55,88.48,619.92
1993/3/26,447.78,107.76,18788.7,1039.76,4602.71,659.02,2341.42,89.61,617.97
1993/3/29,450.77,108.01,19048.38,973.22,4606.65,653.21,2276.9,90.33,628.52
1993/3/30,451.97,108.08,18963.16,958.05,4750.7,665.02,2225.08,90.67,628.59
1993/3/31,451.67,108.78,18591.45,925.91,4825.29,666.75,2280.52,91.62,629.56
1993/4/1,450.3,108.28,19099.09,947.23,4795.17,665.61,2280.52,92.69,622.33
1993/4/2,441.39,107.94,19446.94,944.01,4948.62,681.37,2311.44,94.26,619
1993/4/5,442.29,107.22,19759.46,947.87,4982.61,689.24,2311.44,94.76,613.82
1993/4/6,441.16,107.66,19486.8,1059.62,4982.61,697.11,2311.44,95.15,615.24
1993/4/7,442.73,107.55,19829.23,1099.62,4795.17,699.49,2408.68,94.98,618.56
1993/4/8,441.84,108.04,19967.27,1235.87,4925.15,695.07,2310.91,94.93,618.15
1993/4/9,441.84,108.04,19892.18,1243.02,4847.13,702.93,2310.91,94.8,618.14
1993/4/12,448.37,107.97,19882.14,1203.54,4682.27,720.96,2222.69,95.87,617.71
1993/4/13,449.22,108.95,20740.29,1297.36,4597.66,720.52,2226.84,97.21,619.67
1993/4/14,448.66,108.94,20533.38,1272.39,4575.85,704.92,2226.84,97.26,628.27
1993/4/15,448.4,108.79,20675.84,1278.84,4695.49,716.76,2293.12,97.31,624.31
1993/4/16,448.94,108.51,20297.86,1214.75,4534.19,706.86,2299.78,98.11,623.38
1993/4/19,447.46,108.7,20112.34,1223.22,4577.48,725.76,2268.15,94.96,619.32
1993/4/20,445.1,109.01,19828.43,1235.52,4448.43,721.66,2204.91,95.36,627.16
1993/4/21,443.63,108.75,19773.01,1222.56,4482.63,733.58,2189.51,96.27,626.79
1993/4/22,439.46,109.56,19591.31,1267.35,4631.69,737.59,2158.96,95.87,627.53
1993/4/23,437.03,109.17,19704.15,1260.25,4569.25,735.7,2100.67,96.08,618.09
1993/4/26,433.54,108.51,19623.63,1345.61,4547.78,730.92,2036.81,97.4,617.3
1993/4/27,438.01,108.71,20206.71,1363.44,4506.11,722.96,2070.71,97.5,613.61
1993/4/28,438.02,107.93,20454.57,1372.5,4527.07,728.41,2121.49,97.9,597.93
1993/4/29,438.89,107.39,20454.57,1349.68,4527.47,724.76,2144.27,100.77,593.38
1993/4/30,440.19,108.06,20919.18,1358.78,4563.52,721.57,2122.3,99.86,595.27
1993/5/3,442.46,108.02,20919.18,1352.24,4473.8,718.59,2084.42,99.93,584.22
1993/5/4,444.05,108.1,20919.18,1241.16,4448.18,719.83,2127.37,98.96,585.42
1993/5/5,444.52,107.88,20919.18,1246.82,4449.32,719.83,2168.7,98.99,583.39
1993/5/6,443.26,107.88,20622.03,1162.92,4492.48,710.8,2168.7,96.11,587.75
1993/5/7,442.31,107.57,20811.36,1199.81,4573.42,703.85,2219.24,97.04,587.68
1993/5/10,442.8,107.72,21054.71,1128.29,4687.12,704.22,2226.92,98.49,580.84
1993/5/11,444.36,108.02,20940.37,1136.74,4678.51,701.36,2289.31,98,582.3
1993/5/12,444.8,108.44,20615.2,1140.05,4718.23,700.08,2286.29,98.48,578.69
1993/5/13,439.23,108.8,20532.78,1177.28,4664.58,710.61,2286.24,98.38,582.48
1993/5/14,439.56,108.65,20474.15,1167.47,4575.8,707.01,2356.63,99.13,582.43
1993/5/17,440.37,108.66,20565.51,1140.04,4460.11,717.17,2300.54,99.62,590.31
1993/5/18,440.32,109.03,20229.39,1130.26,4495.39,722.61,2309.97,98.9,592.59
1993/5/19,447.57,108.94,20380.79,1147.22,4446.54,724.76,2309.97,98.92,595.25
1993/5/20,450.59,108.87,20330.39,1165.4,4346.63,727.37,2309.97,98.76,604.34
1993/5/21,445.84,108.75,20557.47,1143.97,4300.25,727.99,2357.71,98.79,603.38
1993/5/24,448,109.29,20476.16,1026.13,4258.92,733.91,2339.34,98.3,604.83
1993/5/25,448.85,109.87,20631.76,997.95,4227.05,727.27,2285.62,99.33,605.4
1993/5/26,453.44,109.98,20895.99,995.45,4245.28,729.91,2251.69,98.84,607.26
1993/5/27,452.41,110.06,20852.63,963.61,4209.95,737.22,2215.96,99.82,601.53
1993/5/28,450.19,109.46,20843.69,972.77,4356.1,737.22,2165.58,102.97,603.17
1993/5/31,450.19,109.44,20552.35,935.48,4267.9,752.31,2192.74,103.96,608.13
1993/6/1,453.83,108.95,20591.41,928.58,4316.43,751.97,2192.74,103.64,610.9
1993/6/2,453.85,109.27,20691.7,1081.2,4302.24,759.81,2245.2,102.86,620.36
1993/6/3,452.49,109.45,21076,1018.29,4342.73,763.15,2253.38,102.76,619.65
1993/6/4,450.06,108.83,20882.24,1004.3,4391.5,760.15,2336.62,102.4,619.03
1993/6/7,447.69,109.33,20844.19,1064.98,4317,766.28,2405.85,102.8,616.71
1993/6/8,444.71,109.43,20575.24,1074.58,4277.42,768.19,2376.86,103.61,619.21
1993/6/9,445.78,110.41,20575.24,1065.19,4269.72,777.25,2351.03,103.78,617.08
1993/6/10,445.38,110.65,20493.32,1044.44,4223.01,773.39,2396.01,103.73,616.92
1993/6/11,447.26,110.72,20500.95,1047,4219.14,768.48,2404,104.99,623.2
1993/6/14,447.71,111.06,20397.35,1000.43,4177.2,759.47,2357.64,108.52,623.2
1993/6/15,446.27,110.54,20045.88,1001.61,4198.3,757.84,2305.98,107.87,627.54
1993/6/16,447.43,110.94,19902.42,1004.24,4188.9,759.26,2291.65,106,636.14
1993/6/17,448.54,111.27,19925.51,998,4129.85,762.54,2234.38,107,636.19
1993/6/18,443.68,111.65,19804.54,1005.98,4150.26,762.09,2226.68,108.86,638.03
1993/6/21,446.22,112.01,19212.43,977.61,4074.37,766.06,2218.88,110.85,637.39
1993/6/22,445.93,113.02,19538.3,981.13,4062.49,770.62,2249.29,111.93,636.51
1993/6/23,443.19,112.03,19492.52,986.02,4132.17,762.53,2235.06,112.27,634.57
1993/6/24,446.62,112.23,19685.07,980.17,4132.17,762.95,2227.8,112.2,634.57
1993/6/25,447.6,112.49,19659.57,1006.64,4182.28,760.01,2203.96,111.22,647.05
1993/6/28,451.85,113.38,19886.76,1002.42,4044.46,734.22,2161.98,109.37,651.57
1993/6/29,450.69,113.37,19543.42,1028.44,4067.83,745.69,2211.14,110.74,648.78
1993/6/30,450.53,113.63,19590,1007.05,3995.51,748.87,2227.54,109.4,643.88
1993/7/1,449.02,113.87,19924.61,997.53,3995.51,753.26,2227.54,110.8,635.4
1993/7/2,445.84,112.87,19621.46,986.98,3921.85,746.88,2233.86,113.14,632.38
1993/7/5,445.84,112.62,19623.06,952.31,3907.33,752.78,2255.79,112.46,643.57
1993/7/6,441.43,112.92,19829.78,897.64,4047.42,750,2260.26,111.01,643.54
1993/7/7,442.83,112.88,19720.67,903.79,4020.38,753.11,2253.36,111.03,645.91
1993/7/8,448.64,114.08,19688.67,896.16,4017.59,760.68,2221.68,108.77,651.71
1993/7/9,448.13,114.39,19877.39,868.57,4068.47,770.46,2214.83,105.88,656.79
1993/7/12,448.98,114.52,19980,845.52,4078.71,769.07,2181.1,107.94,659.46
1993/7/13,448.09,114.92,20180.42,870.05,4013.18,762.94,2184.12,107.2,662.5
1993/7/14,450.08,115.11,20139.11,836.39,4022.47,762.96,2185.24,107.14,653.93
1993/7/15,449.22,115.37,20158.02,838.7,3969.17,762.4,2158.83,108.64,649.25
1993/7/16,445.75,114.88,20331.53,846.87,3914.04,759.17,2131.21,108.92,646.63
1993/7/19,446.03,115.22,20150.92,836.98,3917.81,749.38,2098.27,109.6,649.13
1993/7/20,447.31,114.86,20038,808.33,3907.84,749.86,2105.49,108.59,651.76
1993/7/21,447.18,114.24,20080.91,811.91,3906.97,751.94,2123.32,108.54,648.54
1993/7/22,444.51,114.81,20115.81,815.53,3932.15,746.56,2159.77,106.33,642.95
1993/7/23,447.1,115.46,19734.57,813.54,4027.58,741.81,2159.77,105.55,656.41
1993/7/26,449.09,116.18,19822.08,787.81,4083.87,745.07,2164.39,103.54,656.75
1993/7/27,448.24,116.53,19891.39,791.62,4070.44,750.48,2164.88,102.24,656.09
1993/7/28,447.19,116.68,19829.58,798.33,4019.63,749.03,2149.73,104.44,655.22
1993/7/29,450.24,118.14,20456.85,806.67,4022.62,743.21,2232.47,105.57,664.4
1993/7/30,448.13,120.44,20380.14,881.07,3994.2,730.5,2328.21,106,660.55
1993/8/2,450.15,121.21,20343.53,843.27,3946.56,719.45,2328.21,108.38,661.35
1993/8/3,449.27,120.56,20357.64,832.72,3949.29,721.54,2336.62,109.39,655.63
1993/8/4,448.54,120.66,20497.55,850.54,4046.21,720.02,2322.71,108.4,656.28
1993/8/5,448.13,120.6,20425.64,849.3,4055.52,732.05,2322.71,107.44,656.73
1993/8/6,448.68,120.82,20357.94,855.52,4025.93,721.48,2382.18,107.84,656.12
1993/8/9,450.72,122.25,20493.05,885.27,4092.73,709.59,2382.18,108.39,654.2
1993/8/10,449.45,121.19,20493.75,862.08,4093.31,719.44,2380.96,107.7,654.2
1993/8/11,450.46,123.13,20732.57,883.02,4115.04,723.65,2380.96,108.56,660.49
1993/8/12,448.96,122.45,20765.28,917.04,4140.75,725.94,2483.8,107.46,661.71
1993/8/13,450.14,122.51,20745.17,947.26,4122.12,693.57,2522.48,109.59,671.49
1993/8/16,452.38,122.91,20901.49,1023.87,4118.6,691.67,2527.24,112.42,677.97
1993/8/17,453.13,123.11,20841.98,974.11,4122.16,688.94,2575.58,112.73,691.13
1993/8/18,456.04,125.46,20773.18,947.93,4104.75,713.18,2615.2,113.06,689.16
1993/8/19,456.43,125.38,20687.47,968.51,4093.41,737.97,2700.75,115.91,698.97
1993/8/20,456.16,124.51,20607.26,946.54,4045.61,729.86,2742.37,116.5,710.73
1993/8/23,455.23,123.74,20414.14,893.23,4006.57,727.06,2742.37,115.84,714.05
1993/8/24,459.77,123.6,20431.84,894.44,3977.37,715.03,2655.38,117.54,713
1993/8/25,460.13,124.8,20521.45,911.4,3976.69,705.1,2679.73,118.54,710.59
1993/8/26,461.04,125.16,20591.76,903.91,3984.67,695.74,2670.88,121.43,724.36
1993/8/27,460.54,125.38,20791.68,894.59,3919.96,685.87,2668.96,123.47,723.32
1993/8/30,461.9,125.67,20912.69,899.27,3923.45,672.12,2633.79,123.62,721.53
1993/8/31,463.56,125.7,21026.6,895.68,3892.04,664.88,2633.79,124.69,716.69
1993/9/1,463.15,124.9,20953.3,893.99,3859.09,674.86,2630.49,123.87,726.07
1993/9/2,461.3,124.39,20983.2,901.39,3862.7,678.03,2684.34,123.83,739.49
1993/9/3,461.34,124.6,21116.21,922.7,3817.12,680.36,2664.06,122.69,739.67
1993/9/6,461.34,123.52,21060.81,947.53,3815.54,675.77,2621.2,124.21,749.55
1993/9/7,458.52,123.16,20962.1,909.04,3874.03,690.95,2533.53,124.48,750.46
1993/9/8,456.65,122.78,20918.19,909.13,3865.19,683.6,2580.24,127.45,748.84
1993/9/9,457.5,122.54,20825.58,901.66,3841.32,696.14,2662.54,126.43,742.18
1993/9/10,461.72,122.42,20817.98,903.56,3873.06,696.76,2705.07,127.47,744.36
1993/9/13,462.06,121.95,21148.11,879.24,3841.29,700.75,2789.2,129.57,739.54
1993/9/14,459.9,122.52,20947.79,876.62,3826.5,695.37,2807.64,127.03,733.84
1993/9/15,461.6,120.87,20947.79,880.78,3782.1,691.44,2800.48,129.33,729.85
1993/9/16,459.43,120.47,20502.15,875.08,3765.01,686.39,2746.44,128.74,735.14
1993/9/17,458.83,121.35,20391.04,881.41,3941.49,688.34,2763.59,129.92,739.54
1993/9/20,455.05,121.84,20266.03,875,3927.81,695.12,2767.8,129.53,727.95
1993/9/21,452.95,121.49,20466.65,890.23,3904.38,694.66,2751.11,129.81,716.59
1993/9/22,456.2,121.13,20174.62,881.24,3888.74,697.56,2759.15,128.41,722.5
1993/9/23,457.74,121.21,20174.62,884.02,3879.99,703.49,2759.15,130.57,731.65
1993/9/24,457.63,121.06,20307.53,875.81,3881.72,702.2,2722.52,130.45,730.22
1993/9/27,461.8,122.28,20094.11,880.98,3848.46,717.83,2740.76,134.03,724.55
1993/9/28,461.53,122.23,20172.72,898.15,3848.46,718.87,2750.04,136.1,728.32
1993/9/29,460.11,121.88,20077.41,886.12,3832.69,718.87,2686.31,133.56,731.19
1993/9/30,458.93,122.29,20105.71,890.27,3832.69,718.87,2709.64,131.47,728.71
1993/10/1,461.29,122.65,20283.13,890.27,3805.4,718.87,2662.84,134.94,728.17
1993/10/4,461.34,123.28,20264.43,892.55,3808.24,715.05,2641.88,137.06,727.1
1993/10/5,461.2,124.67,20321.93,885.86,3813.26,717.71,2638.16,135.04,734.94
1993/10/6,460.74,125.67,20500.25,885.04,3814.62,716.9,2626.18,134.43,738.77
1993/10/7,459.18,125.59,20265.63,887.62,3894.94,717.82,2652.14,134.4,742.71
1993/10/8,460.31,127.02,20378.64,874.76,3863.19,714.58,2671.08,135.08,751.58
1993/10/11,460.88,125.46,20378.64,868.38,3885.66,722.09,2691.19,132.11,768.57
1993/10/12,461.12,124.85,20137.31,871.42,3942.25,723.57,2710.92,136.4,770.36
1993/10/13,461.49,124.71,20038.4,859.7,3994.51,740.39,2710.92,137.91,782.55
1993/10/14,466.83,124.77,20082.81,855.04,4014.87,737.77,2710.92,135.98,784.39
1993/10/15,469.5,125.74,20174.42,856.92,4025.27,734.67,2710.92,136.27,785.92
1993/10/18,468.45,126.56,20072.21,835.25,4061.47,747.19,2710.92,134.62,771.81
1993/10/19,466.21,126.43,20069.91,839.6,3970.18,741.24,2747.39,133.91,768.09
1993/10/20,466.07,127.2,20173.42,843.85,3958.32,738.63,2738.25,133.21,760.39
1993/10/21,465.36,128.48,20179.42,832.25,3967.1,741.1,2689.77,132.87,747.78
1993/10/22,463.27,128.97,20264.83,818.81,4052.38,736.99,2721.76,130.38,762.56
1993/10/25,464.2,129.36,20309.33,784.97,4100.09,742.48,2737.33,128.93,741.45
1993/10/26,464.3,128.68,20023.6,783.23,4091.17,747.97,2701.92,127.15,748.62
1993/10/27,464.61,127.91,19838.78,778.33,4103.63,744.86,2704.59,129.24,757.61
1993/10/28,467.73,128.28,19479.45,824.66,4065.87,742.83,2696.52,128.53,746.95
1993/10/29,467.83,128.84,19702.97,814.74,4086.17,742.72,2673.74,129.53,756.87
1993/11/1,469.1,129.06,19438.24,816.71,4131.68,761.76,2621.28,124.54,772.83
1993/11/2,468.44,129.33,19381.24,812.67,4227.85,759.42,2612.25,123.24,771.77
1993/11/3,463.02,129.27,19381.24,805.71,4283.34,756.87,2630.98,123.72,761.51
1993/11/4,457.49,128.38,18949.79,804.26,4260.56,766.55,2635.07,125.17,756.26
1993/11/5,459.57,126.01,18590.46,814.39,4246.01,773.3,2664.72,125.54,744.59
1993/11/8,460.21,125.73,18625.16,836.99,4195.82,775.47,2718.92,128.31,746
1993/11/9,460.33,126.26,18125.71,846.15,4172.44,780.2,2758.44,126.87,734.42
1993/11/10,463.72,125.95,18121.71,833.17,4191.41,777.89,2793.23,127.16,765.89
1993/11/11,462.64,125.94,18158.52,848.27,4271.14,783.35,2793.23,128.22,770.84
1993/11/12,465.39,126.1,18493.55,865.97,4271.14,791.47,2793.23,127.37,782.6
1993/11/15,463.75,126.57,18074.61,890.46,4329.05,810.72,2786.41,129.77,787.64
1993/11/16,466.74,126.62,18246.12,880.33,4301.25,802.65,2852.12,129.03,801.25
1993/11/17,464.81,127.3,18108.71,887.65,4306.91,810.17,2877.62,129.84,814.01
1993/11/18,463.62,127.92,18166.32,903.07,4316.21,822.63,2933.36,131.01,816.4
1993/11/19,462.6,127.41,17941.19,924.67,4226.32,840.36,2972.86,133.42,816.51
1993/11/22,459.13,125.17,17384.84,949.77,4216.94,834.58,3043.58,135.04,807.69
1993/11/23,461.03,125.05,17384.84,957.95,4234.75,817.9,3041.44,133.08,805.63
1993/11/24,462.36,125.13,17067.11,953.23,4189.88,828.98,3053.35,134.72,806.6
1993/11/25,462.36,126.19,17222.92,986.69,4198.52,819.42,3077.52,134.97,818.01
1993/11/26,463.06,126.51,16726.37,965.39,4163.99,810.04,3233.14,134.72,828.66
1993/11/29,461.9,126.83,16078.71,972.96,4384.51,804.54,3233.14,137.98,818.01
1993/11/30,461.79,127.57,16406.54,984.93,4353.9,811.06,3233.14,139.87,806.22
1993/12/1,461.89,129.65,17125.31,974.8,4468.34,808.75,3292.85,139.88,801.93
1993/12/2,463.11,130.19,17458.75,972.8,4579.24,801.17,3283.36,139.94,807.29
1993/12/3,464.89,130.87,17459.35,980.67,4581.2,806.86,3219.23,136.85,824.34
1993/12/6,466.43,131.05,16840.38,995.72,4708.17,826.49,3149.8,139.09,840.14
1993/12/7,466.76,130.98,16903.49,1022.34,4683.6,823.17,3231.71,137.5,834.43
1993/12/8,466.29,132.14,16507.95,1009.67,4692.11,836.71,3310.24,138.78,837.92
1993/12/9,464.18,132.64,17061.91,984.9,4680.26,843.95,3328.58,137.92,829.52
1993/12/10,463.93,131.81,17257.43,978.57,4644.03,861.72,3401.9,136.95,834.63
1993/12/13,465.7,132.11,17327.33,950.77,4929.81,850.03,3454.81,135.39,836.21
1993/12/14,463.06,131.52,17308.73,925.2,5102.96,857.2,3454.81,137.29,835.59
1993/12/15,461.84,131.44,17489.15,940.61,5161.8,865.86,3454.81,138.55,835.62
1993/12/16,463.34,132.49,17789.28,908.08,5331.87,870.72,3454.81,138.4,841.26
1993/12/17,466.38,133.4,18051.91,901.7,5274.76,874.1,3454.81,140.75,847.96
1993/12/20,465.85,134.4,17404.24,783.79,5204.02,848.63,3454.81,140.38,854.77
1993/12/21,465.3,134.65,17315.43,840.34,5245.87,865.79,3454.81,140.65,863.9
1993/12/22,467.32,135.48,17445.74,821.19,5474.75,868.6,3454.81,142.32,877.08
1993/12/23,467.38,136.63,17445.74,833.77,5257.96,858.37,3454.81,142.02,893.54
1993/12/24,467.38,136.98,17141.11,834.39,5320.38,861.42,3346.06,142.18,895.8
1993/12/27,470.54,137.66,16819.88,845.98,5491.68,873.88,3346.06,140.92,904.58
1993/12/28,470.94,137.39,17131.21,839.57,5501.75,866.18,3346.06,141.62,901
1993/12/29,470.58,137.82,17272.03,821.16,5538.07,866.18,3346.06,141.92,907.67
1993/12/30,468.64,137.82,17417.24,826.23,5813.55,866.18,3346.06,143.38,907.4
1993/12/31,466.45,138.03,17417.24,833.8,6070.56,866.18,3346.06,143.12,907.4
1994/1/3,465.44,138.48,17417.24,833.9,6070.56,879.32,3465.86,148.55,895.38
1994/1/4,466.89,138.57,17369.74,832.69,6375.15,877.3,3479.92,151.37,911.75
1994/1/5,467.55,137.99,17783.48,846.98,6416.84,886.93,3454.08,151.44,939.55
1994/1/6,467.12,138.91,17881.99,869.33,6454.52,893.17,3509.47,153.61,950.92
1994/1/7,469.9,139.97,18124.01,879.64,6200.59,895.25,3662.2,158.78,959.81
1994/1/10,475.27,140.32,18443.44,900.3,6343.83,873.04,3821.56,164.26,950.19
1994/1/11,474.13,140.42,18485.25,891.79,6240.39,881.02,3780.1,164.22,955.51
1994/1/12,474.17,139.36,18793.88,888.04,6215.21,886.31,3903.79,169.2,978.8
1994/1/13,472.47,138.48,18577.26,897.46,5851.4,898.66,3928.59,172.36,978.04
1994/1/14,474.91,139.43,18973.7,849.23,5743.77,879.03,3938.74,170.91,961.11
1994/1/17,473.3,139.9,18725.37,859.28,6054.93,863.25,4020.87,166.69,986.99
1994/1/18,474.25,140.66,18514.55,835.06,5876.43,873.06,3951.02,160.31,994.36
1994/1/19,474.3,142.03,19039.4,807.5,5910.33,887.16,3825.91,150.32,1013.13
1994/1/20,474.98,141.33,19183.92,802.61,5809.65,878.29,3752.51,162.69,1039.81
1994/1/21,474.72,141.28,19307.43,812.88,5944.87,870.2,3752.51,160.53,1044.65
1994/1/24,471.97,141.24,18353.24,839.2,5957.88,887.96,3865.44,156.02,1041.53
1994/1/25,470.92,141.22,18648.36,815.89,5835.51,892.06,3982.49,145.17,1029.28
1994/1/26,473.2,141.33,19138.21,812.41,5845.5,894.34,3982.49,145.19,1031.28
1994/1/27,477.05,141.34,18891.79,818.6,6022.39,907.44,4069.39,137.21,1032.2
1994/1/28,478.7,142.43,18757.88,799.26,6016.08,926.75,4053.94,133.86,1029.81
1994/1/31,481.61,144.44,20229.12,770.25,6115.12,945.71,3994.86,137.1,1055.9
1994/2/1,479.62,143.87,20416.34,755.15,6176.91,960.1,3947.86,142.05,1092.26
1994/2/2,482,144.68,20250.03,772.2,6259.21,974.26,4036.64,136.99,1094.11
1994/2/3,480.71,143.68,20174.82,780.17,6362.08,955.02,4000.96,134.39,1088.26
1994/2/4,469.81,143.45,20301.43,797.86,6256.33,964.42,3917.57,133.97,1101.88
1994/2/7,471.76,141.16,20014.4,797.86,6294.13,914.88,4144.49,130.23,1098.29
1994/2/8,471.05,142.06,20251.23,797.86,6294.13,923,4162.08,128.78,1122.43
1994/2/9,472.77,141.09,19841.38,797.86,6294.13,923,4018.92,122.97,1117.01
1994/2/10,468.93,140.49,19990.7,797.86,6294.13,923,4039.9,119.33,1130.05
1994/2/11,470.18,139.52,19990.7,797.86,6294.13,923,3991.38,119.22,1135.24
1994/2/14,470.23,138.7,19459.25,779.91,6015.26,901.38,3911.69,120.89,1131.63
1994/2/15,472.52,139.3,18974.6,772.76,5985.01,901.81,3900.13,125.09,1134.1
1994/2/16,472.79,140.13,19052.11,776.1,5862.63,920.43,3807.42,129.72,1144.37
1994/2/17,470.34,140.71,18931.39,768.57,5905.49,920.38,3867.39,133.86,1127.44
1994/2/18,467.69,139.86,18959.6,769.18,5845.47,925.39,3915.04,136.47,1080.32
1994/2/21,467.69,138.44,19393.94,754.41,5783.89,946,4129.52,131.13,1071.62
1994/2/22,471.46,137.86,19342.63,768.17,5733.91,953.22,4084.89,126.48,1090.28
1994/2/23,470.69,138.83,19341.83,759.71,5769.19,950.01,4028.78,125.56,1064.68
1994/2/24,464.26,136.22,19765.48,758.84,5670.71,932.15,4132.33,126.23,1022.12
1994/2/25,466.07,135.94,19803.38,787.42,5666.58,919.76,4236.96,123.91,1015.53
1994/2/28,467.14,136.98,19997.2,770.98,5414.64,918.88,4286.2,119.81,1024.39
1994/3/1,464.44,135.49,20216.62,757.29,5452.44,918.88,4147.72,117.31,1000.97
1994/3/2,464.81,133.51,19744.77,742.06,5429.37,906.66,4066.2,117.43,980.02
1994/3/3,463.01,134.37,19605.86,734.45,5457.74,902.16,3981.72,117.53,986.87
1994/3/4,464.74,135.71,19966,726.3,5672.87,896.55,3801.56,118.43,1001.79
1994/3/7,466.91,137.4,19811.88,717.01,5647.59,895.62,3744.61,117.1,1021.16
1994/3/8,465.88,136.7,19898.39,711.27,5456.68,884.85,3847.39,115.94,1014.02
1994/3/9,467.06,135.75,19839.18,716.11,5466.69,877.85,3807.72,113.78,1016.92
1994/3/10,463.9,135.59,20090.71,698.89,5366.03,878.58,3807.72,114.42,1008.77
1994/3/11,466.44,134.08,20115.31,717.38,5327.57,901.87,3747.22,119.76,1009.87
1994/3/14,467.39,135.74,20526.15,788.46,5333.87,912.83,3747.22,119.52,1004.85
1994/3/15,467.01,136.92,20508.85,772.76,5274.24,911.43,3758.28,119.75,990.26
1994/3/16,469.42,136.35,20677.77,793.82,5331.34,906.53,3791.96,117.01,1004.48
1994/3/17,470.9,136.62,20592.16,776.94,5397.06,898.56,3792.98,116.34,1003.35
1994/3/18,471.06,135.71,20469.45,765.55,5274.81,893.07,3801.86,112.71,973.94
1994/3/21,468.54,134.56,20469.45,731.62,5220.73,885.65,3820.73,114.75,946.59
1994/3/22,468.8,134.37,20253.53,739.31,5261.84,877.95,3791.78,111.54,982.93
1994/3/23,468.54,134.13,19962.1,725.21,5331.27,879.78,3726.82,109.76,997.02
1994/3/24,464.35,132.54,20037.9,724.28,5326.99,875.72,3681.47,108.29,978
1994/3/25,460.58,131.88,19836.48,719.06,5352.87,868.03,3678.16,110.11,987.61
1994/3/28,460,132.73,19941.79,702.23,5331.9,883.24,3713.18,109.06,969.82
1994/3/29,452.48,132.21,19709.74,706.91,5331.9,875.62,3779.68,108.3,959.38
1994/3/30,445.55,130.98,19559.91,706.34,5320.06,865.68,3776.19,106.34,955.46
1994/3/31,445.77,130.82,19111.92,704.46,5249.22,867.22,3778.99,106.11,954.44
1994/4/1,445.77,130.82,19277.16,698.84,5308.87,862.61,3778.99,105.26,954.44
1994/4/4,438.92,131.02,19122.22,694.38,5420.98,860.47,3780.85,104.03,889.34
1994/4/5,448.29,131.93,19563.21,682.75,5420.98,860.47,3812.15,103.25,900.41
1994/4/6,448.05,133.39,19696.74,679.74,5481.86,863.04,3842.38,99.65,903.54
1994/4/7,450.88,133.75,19890.98,677.31,5475.68,863.36,3835.83,101.04,913.3
1994/4/8,447.1,134.12,19934.99,678.86,5528.47,872.53,3878.55,105.36,915.16
1994/4/11,449.87,135.09,19898.08,659.05,5488.48,894.47,3878.55,106.59,926.79
1994/4/12,447.57,135.85,19648.33,665.61,5475.34,880.87,3915.12,103.62,924.28
1994/4/13,446.26,135.16,20060.41,656.79,5453.14,882.33,3944.53,104.46,898.38
1994/4/14,446.38,134.49,19987.2,636.08,5461.99,883.52,3944.53,105.39,883.55
1994/4/15,446.18,135.36,20164.63,626.79,5592.9,889.48,3895.18,107.16,871.31
1994/4/18,442.46,134.8,20277.36,604.15,5690.13,892.15,3866.91,108.89,845.34
1994/4/19,442.54,133.49,20192.34,572.73,5675.75,885.85,3830.29,109.69,818.35
1994/4/20,441.96,133.04,19882.18,540.24,5692.32,880.84,3830.29,110.23,786.65
1994/4/21,448.73,132.62,19799.36,582.43,5741.47,881.97,3778.93,108.75,803.54
1994/4/22,447.63,134.07,19964.39,566.07,5837.03,884.85,3806.74,104.56,839.55
1994/4/25,452.71,133.01,19709.14,560.8,5918.55,892.7,3813.27,101.12,855.69
1994/4/26,451.87,134.62,19628.93,579.72,5851.16,887.64,3780.52,99.43,873.55
1994/4/27,451.87,135.44,19729.15,598.5,5882.98,897.43,3753.08,101.2,887.69
1994/4/28,449.1,135.17,19725.25,599.63,5887.86,909.39,3740.4,100.5,885.51
1994/4/29,450.91,134.74,19725.25,592.56,5729.12,900.14,3746.1,98.88,880.42
1994/5/2,453.02,134.92,19570.21,592.56,5777.48,919.26,3720.72,96.99,866.49
1994/5/3,453.03,134.15,19570.21,605.77,5800.35,917.55,3672.14,97.2,855.58
1994/5/4,451.72,133.05,19570.21,619.68,5907.54,922.33,3600.48,96.83,841.88
1994/5/5,451.38,133.46,19570.21,590.92,5916.77,922.33,3623.65,96.69,826.66
1994/5/6,447.82,133.63,19862.47,585.8,5953.27,927.84,3715.04,98.54,812.64
1994/5/9,442.32,132.38,19786.96,581.7,5996.8,940.15,3752.56,96.47,794.07
1994/5/10,446.01,133.81,19917.78,595.38,5937.37,947.4,3774.6,94.21,818.9
1994/5/11,441.49,133.99,20150.13,591.18,6024.47,948.91,3781.1,93.88,808.77
1994/5/12,443.75,134.28,20224.24,582.16,6004.38,952.45,3781.1,95.18,825.36
1994/5/13,444.14,134.51,20270.75,590.39,6061.95,950.45,3808.5,93.84,821.52
1994/5/16,444.49,134.58,20188.44,592.58,6114.78,941.66,3844.09,96.14,818.64
1994/5/17,449.37,134.89,20133.53,592.02,6015.83,946.87,3802.5,95.16,832.35
1994/5/18,453.69,134.57,20152.73,583.32,5983.25,946.87,3807.01,94.87,864.13
