Dates,SPX Index,SXXP Index,NKY Index,SHCOMP Index,HSCEI Index,TWSE Index,KOSPI Index,SENSEX Index,MXSO Index,MXMU Index,MXLA Index,G0Q0 Index,G0BC Index,H0A0 Index,IP00 Index,DXY Index,EURUSD curncy,JPYUSD curncy,HKDUSD CURNCY,TWDUSD CURNCY,KRWUSD CURNCY,INRUSD CURNCY,SGDUSD CURNCY,THBUSD CURNCY,MYRUSD CURNCY,IDRUSD CURNCY,PHPUSD CURNCY,RUBUSd CURNCY,TRYUSD CURNCY,BRLUSD CURNCY,MXNUSD CURNCY
2010-01-15,1136.03,256.44,10982.1,3224.152,12356.88,8356.89,1701.8,17554.3,646.07,493.01,4124.63,1268.38,224.544,700.605,733.797,77.323,1.4386999999999999,0.011015,0.12886,0.031448,0.08904,0.02192,0.719,0.030414,0.2992,0.108255,0.021813,0.03384,0.68688,0.5644,0.07876
2010-01-18,1136.03,258.21,10855.08,3237.098,12290.26,8337.82,1711.78,17641.08,645.2,499.41,4159.41,1268.715,224.882,701.086,734.495,77.064,1.4384000000000001,0.011016,0.12882,0.03147,0.08892,0.021908,0.7197,0.030437,0.2994,0.108372,0.021814,0.03378,0.68897,0.5669,0.07899
2010-01-19,1150.23,260.26,10764.9,3246.874,12600.76,8249.0,1710.22,17486.06,644.83,502.23,4173.26,1266.934,223.887,700.165,734.756,77.5,1.4288,0.010972,0.12881,0.031459,0.08865,0.021853,0.7188,0.030432,0.2988,0.108284,0.021779,0.03377,0.68665,0.5646,0.07911
2010-01-20,1138.04,256.3,10737.52,3151.85,12282.09,8220.93,1714.38,17474.49,639.05,492.71,4050.41,1269.897,223.168,699.928,732.999,78.338,1.4106,0.010959,0.12872,0.031404,0.08784,0.021711,0.7138,0.030335,0.2967,0.107469,0.021685,0.0336,0.67843,0.5591,0.0784
2010-01-21,1116.48,252.76,10868.41,3158.863,11957.83,8127.87,1722.01,17051.14,630.76,483.91,3938.34,1272.97,223.025,699.326,730.63,78.32,1.4083999999999999,0.011057,0.12867,0.031336,0.08721,0.021631,0.7118,0.030326,0.2963,0.107701,0.021732,0.03359,0.67318,0.5546,0.07713
2010-01-22,1091.76,249.91,10590.55,3128.588,11975.65,7927.31,1684.35,16859.68,622.98,473.42,3886.08,1273.937,223.418,696.734,729.621,78.277,1.4139,0.011132,0.12866,0.031279,0.08693,0.021666,0.7118,0.030266,0.293,0.107066,0.02161,0.03348,0.67081,0.5503,0.07707
2010-01-25,1096.79,248.29,10512.69,3094.412,11858.46,7872.99,1670.2,16780.46,620.48,473.77,3871.89,1272.248,223.326,694.914,731.534,78.19,1.4151,0.011077,0.12871,0.031284,0.08724,0.021697,0.7151,0.030308,0.2943,0.107377,0.021624,0.03321,0.67265,0.549,0.07778
2010-01-26,1092.17,249.41,10325.28,3019.394,11410.12,7598.81,1637.34,16780.46,606.21,463.41,3816.48,1272.253,222.887,694.605,729.905,78.432,1.4072,0.011154,0.1286,0.031204,0.08622,0.021697,0.7123,0.030262,0.2927,0.10661,0.021462,0.03296,0.67092,0.5462,0.0777
2010-01-27,1097.5,247.31,10252.08,2986.607,11372.69,7560.03,1625.48,16289.82,598.04,463.6,3757.95,1271.496,222.747,694.77,728.327,78.675,1.4024,0.011113,0.12859,0.031187,0.0862,0.021566,0.712,0.030248,0.2919,0.106276,0.021395,0.03298,0.66622,0.5392,0.07715
2010-01-28,1084.53,244.61,10414.29,2994.143,11636.03,7694.58,1642.43,16306.87,608.38,466.4,3782.97,1271.59,222.099,694.918,725.687,78.904,1.3971,0.011121,0.12874,0.031299,0.08668,0.021598,0.7118,0.030198,0.2928,0.107268,0.02142,0.03294,0.66834,0.5346,0.07653
2010-01-29,1073.87,246.96,10198.04,2989.292,11498.2,7640.44,1602.43,16357.96,606.41,470.76,3749.65,1274.888,221.878,695.204,725.519,79.462,1.3862999999999999,0.011078,0.12879,0.031319,0.08631,0.021659,0.7107,0.030139,0.2927,0.106867,0.021503,0.03292,0.66789,0.5294,0.07637
2010-02-01,1089.19,248.42,10205.02,2941.36,11621.64,7524.67,1606.44,16356.03,602.13,473.39,3797.48,1272.585,221.393,694.603,725.709,79.242,1.3931,0.011036,0.12873,0.031216,0.08622,0.021601,0.7094,0.030184,0.2924,0.107997,0.021453,0.03301,0.67517,0.5386,0.07766
2010-02-02,1103.32,250.8,10371.09,2934.713,11570.35,7429.61,1595.81,16163.44,600.63,479.59,3877.5,1273.673,222.071,695.149,727.436,79.014,1.3963999999999999,0.011064,0.12877,0.031201,0.08673,0.02168,0.7098,0.030175,0.2925,0.106878,0.021575,0.03323,0.67243,0.5466,0.07774
2010-02-03,1097.28,249.4,10404.33,3003.834,11838.72,7547.98,1615.02,16496.05,610.02,478.3,3867.68,1269.95,221.332,695.942,727.113,79.372,1.3893,0.010992,0.12875,0.031309,0.0868,0.021775,0.7078,0.030271,0.293,0.107654,0.021688,0.03329,0.66941,0.5428,0.07722
2010-02-04,1063.11,242.7,10355.98,2995.308,11605.88,7542.04,1616.42,16224.95,603.29,457.82,3653.71,1275.947,221.011,694.88,722.602,79.916,1.3723,0.011228,0.12869,0.031235,0.08507,0.021629,0.7035,0.030166,0.2924,0.107009,0.021596,0.0328,0.65561,0.5318,0.07595
2010-02-05,1066.19,237.46,10057.09,2939.402,11131.78,7217.83,1567.12,15790.93,587.73,440.94,3609.73,1280.342,220.714,691.088,718.549,80.441,1.3678,0.011206,0.1287,0.031183,0.08506,0.021394,0.7032,0.030193,0.2904,0.105848,0.021497,0.03278,0.65407,0.5313,0.0761
2010-02-08,1056.74,238.91,9951.82,2935.174,10989.19,7215.88,1552.79,15935.61,585.67,431.24,3631.79,1277.91,220.508,689.185,720.632,80.302,1.3649,0.011204,0.12868,0.031145,0.08536,0.021356,0.7022,0.030125,0.2906,0.106355,0.021486,0.03273,0.65658,0.5346,0.07566
2010-02-09,1070.52,239.19,9932.9,2948.842,11200.33,7361.04,1570.49,16042.18,590.91,438.73,3716.37,1275.174,220.222,687.298,720.776,79.863,1.3797,0.011149,0.1287,0.031164,0.08647,0.021429,0.7057,0.030198,0.2919,0.10725,0.021587,0.03307,0.66248,0.5419,0.07686
2010-02-10,1068.13,240.91,9963.99,2982.499,11345.64,7441.84,1570.12,15922.17,592.0,437.2,3733.6,1271.449,219.533,684.374,722.226,80.028,1.3737,0.011118,0.1287,0.031188,0.08614,0.021568,0.7052,0.030139,0.2916,0.106758,0.021563,0.033,0.65977,0.5389,0.07616
2010-02-11,1078.47,241.74,9963.99,2985.499,11582.31,7441.84,1597.81,16152.59,597.42,438.2,3776.09,1270.16,218.867,682.875,723.572,79.994,1.3693,0.011141,0.12872,0.031211,0.0867,0.021547,0.708,0.030157,0.2919,0.106752,0.021645,0.03318,0.66157,0.5406,0.07725
2010-02-12,1075.51,241.02,10092.19,3018.133,11536.36,7441.84,1593.66,16152.59,600.23,434.01,3778.47,1272.37,219.17,682.539,722.995,80.218,1.3632,0.011115,0.1287,0.031192,0.08626,0.021547,0.7084,0.03013,0.2915,0.107066,0.021589,0.03308,0.66031,0.5371,0.07728
2010-02-15,1075.51,241.92,10013.3,3018.133,11536.36,7441.84,1593.66,16038.35,598.24,438.01,3794.0,1272.706,219.176,683.023,723.26,80.332,1.3598,0.01111,0.12866,0.031172,0.08653,0.021587,0.7079,0.03012,0.2921,0.106952,0.021617,0.03307,0.65932,0.5371,0.0773
2010-02-16,1094.87,244.38,10034.25,3018.133,11536.36,7441.84,1601.05,16226.68,602.73,450.38,3833.04,1274.473,219.983,683.734,724.695,79.7,1.377,0.011094,0.1287,0.031179,0.08717,0.02164,0.712,0.030175,0.2921,0.107394,0.021727,0.03338,0.66425,0.544,0.07787
2010-02-17,1099.51,247.69,10306.83,3018.133,11708.34,7441.84,1627.43,16428.91,610.07,452.47,3902.24,1269.476,219.256,687.557,724.695,80.376,1.3607,0.010958,0.12875,0.031211,0.08734,0.021687,0.7106,0.030139,0.2952,0.10773,0.021707,0.03319,0.66081,0.5455,0.07763
2010-02-18,1106.75,249.14,10335.69,3018.133,11601.67,7441.84,1621.19,16327.84,605.23,447.27,3951.91,1266.322,218.794,690.282,724.023,80.398,1.3527,0.010896,0.12877,0.031184,0.08696,0.02161,0.7089,0.03013,0.294,0.1074,0.021669,0.03326,0.65684,0.5482,0.07767
2010-02-19,1109.17,250.3,10123.58,3018.133,11263.83,7441.84,1593.9,16191.63,602.03,449.91,3946.94,1266.965,217.829,692.772,723.591,80.643,1.3613,0.010927,0.12877,0.031179,0.08681,0.021598,0.7082,0.030085,0.2932,0.107095,0.021624,0.03336,0.66096,0.554,0.07814
2010-02-22,1108.02,249.67,10400.47,3003.398,11519.56,7560.04,1627.1,16237.05,607.14,451.72,3932.86,1266.87,218.68,694.953,725.357,80.507,1.3596,0.010972,0.12882,0.031211,0.08715,0.021685,0.7091,0.03018,0.2941,0.10762,0.021656,0.03342,0.65368,0.5518,0.07807
2010-02-23,1094.6,246.74,10352.1,2982.575,11619.68,7597.44,1628.9,16286.32,612.45,446.39,3860.88,1273.137,219.56,694.791,725.212,80.85,1.3507,0.011085,0.12883,0.031211,0.08635,0.02161,0.7088,0.030193,0.2945,0.107614,0.021669,0.03334,0.64445,0.5476,0.07733
2010-02-24,1105.24,247.22,10198.83,3022.177,11493.41,7529.67,1612.83,16255.97,610.64,440.9,3854.14,1272.972,219.913,695.061,727.038,80.849,1.3538000000000001,0.011093,0.12877,0.031192,0.08669,0.021584,0.7091,0.030303,0.294,0.107021,0.021668,0.0333,0.64654,0.5493,0.07809
2010-02-25,1102.94,243.29,10101.96,3060.618,11388.5,7426.96,1587.51,16254.2,607.3,430.81,3836.58,1276.665,219.746,694.905,728.316,80.787,1.3548,0.011224,0.12879,0.031158,0.08595,0.021563,0.7096,0.030225,0.2936,0.106981,0.021603,0.03332,0.64641,0.5482,0.0781
2010-02-26,1104.49,245.8,10126.03,3051.943,11543.73,7436.1,1594.58,16429.55,609.5,441.4,3903.23,1279.917,220.895,695.806,732.882,80.362,1.3631,0.011246,0.12883,0.03118,0.08666,0.021698,0.7111,0.030257,0.2945,0.107239,0.021666,0.03344,0.64729,0.5536,0.0783
2010-03-01,1115.71,248.69,10172.06,3087.842,11913.45,7577.75,1594.58,16429.55,614.22,448.39,3949.45,1279.399,219.627,697.679,736.013,80.658,1.3559999999999999,0.011219,0.12879,0.031231,0.08675,0.021718,0.7113,0.030469,0.2955,0.107759,0.021676,0.03342,0.65087,0.5565,0.07854
2010-03-02,1118.31,250.65,10221.84,3073.108,12017.55,7597.62,1615.12,16772.56,617.8,455.38,4009.56,1279.36,220.453,700.09,737.589,80.521,1.3615,0.011255,0.12883,0.031216,0.08718,0.021775,0.7126,0.030581,0.2959,0.107527,0.02174,0.03353,0.65178,0.5578,0.07854
2010-03-03,1118.79,252.6,10253.14,3097.005,12048.25,7629.52,1622.44,17000.01,619.61,460.16,4021.1,1278.953,221.333,701.332,738.612,79.977,1.3697,0.011305,0.12883,0.031259,0.08746,0.021882,0.7145,0.030586,0.297,0.107759,0.021725,0.03357,0.64937,0.5585,0.07877
2010-03-04,1122.97,253.0,10145.72,3023.374,11775.06,7569.8,1618.2,16971.7,616.88,459.78,4001.82,1279.568,221.054,702.501,739.104,80.561,1.3580999999999999,0.011231,0.12882,0.031293,0.08736,0.021832,0.7136,0.030633,0.2978,0.107701,0.021654,0.03349,0.64464,0.5593,0.07867
2010-03-05,1138.7,257.09,10368.96,3031.065,11927.37,7666.26,1634.57,16994.49,622.22,470.73,4082.2,1274.901,220.54,704.241,740.848,80.432,1.3626,0.011075,0.12882,0.031323,0.08795,0.021925,0.7134,0.030647,0.2975,0.108519,0.021775,0.03359,0.65041,0.5623,0.07917
2010-03-08,1138.51,256.87,10585.92,3053.232,12202.8,7762.27,1660.04,17102.6,632.73,473.68,4065.88,1273.796,220.821,706.838,744.044,80.432,1.3634,0.011073,0.12889,0.031382,0.08834,0.021968,0.7145,0.03059,0.2996,0.108873,0.02186,0.03361,0.65287,0.5593,0.07886
2010-03-09,1140.45,256.73,10567.65,3069.141,12210.34,7770.59,1660.83,17052.54,632.87,471.63,4091.4,1274.523,220.801,708.465,745.124,80.592,1.3602,0.011115,0.12888,0.031414,0.08814,0.021947,0.7144,0.030576,0.2992,0.108578,0.021839,0.03362,0.652,0.563,0.07923
2010-03-10,1145.61,258.24,10563.92,3048.927,12217.33,7779.08,1662.24,17098.33,637.84,474.44,4152.39,1273.097,221.06,710.085,746.615,80.445,1.3657,0.011046,0.12889,0.031486,0.08863,0.022041,0.715,0.030595,0.3018,0.10917,0.021884,0.03386,0.65249,0.5654,0.0794
2010-03-11,1150.24,257.6,10664.95,3051.282,12170.04,7749.66,1656.62,17167.96,639.15,471.83,4146.28,1272.951,221.135,709.877,746.907,80.323,1.3681,0.011049,0.12888,0.031461,0.08842,0.021924,0.7155,0.03059,0.3012,0.108939,0.021908,0.03395,0.6537,0.5669,0.07959
2010-03-12,1149.99,258.4,10751.26,3013.412,12173.28,7748.33,1662.74,17166.62,640.16,478.76,4134.96,1273.467,221.977,710.843,749.332,79.833,1.3769,0.011043,0.12892,0.031496,0.08861,0.022007,0.7172,0.030736,0.3033,0.10923,0.021911,0.03414,0.65456,0.5672,0.07979
2010-03-15,1150.51,256.65,10751.98,2976.939,11971.49,7634.92,1649.5,17164.99,636.05,471.46,4119.31,1274.096,221.496,711.019,749.495,80.251,1.3677000000000001,0.011046,0.12888,0.031412,0.08812,0.021939,0.7158,0.030722,0.3012,0.109111,0.021884,0.03398,0.65451,0.5669,0.07973
2010-03-16,1159.46,259.03,10721.71,2992.841,11940.47,7695.63,1648.01,17383.18,641.78,482.92,4173.02,1277.524,222.816,711.397,750.973,79.753,1.3766,0.011073,0.12885,0.03143,0.08829,0.021939,0.7168,0.030836,0.3014,0.108992,0.021873,0.03414,0.65718,0.5662,0.07982
2010-03-17,1166.21,261.34,10846.98,3050.479,12231.47,7847.84,1682.86,17490.08,654.32,488.93,4166.56,1277.662,223.14,712.729,752.387,79.638,1.3738000000000001,0.011074,0.12884,0.031531,0.08861,0.022046,0.7181,0.030979,0.3036,0.109709,0.021973,0.03428,0.66072,0.5659,0.08029
2010-03-18,1165.83,261.2,10744.03,3046.089,12208.36,7886.34,1675.17,17519.26,650.56,481.87,4125.97,1275.717,222.219,713.902,751.688,80.225,1.3608,0.011064,0.12885,0.031528,0.08818,0.022019,0.7167,0.03096,0.3028,0.109589,0.021935,0.03412,0.65521,0.5582,0.07985
2010-03-19,1159.9,260.2,10824.72,3067.75,12262.36,7897.91,1686.11,17578.23,651.12,477.1,4066.2,1274.695,221.573,714.35,751.046,80.724,1.353,0.011043,0.12888,0.031506,0.08815,0.021977,0.715,0.030865,0.303,0.10983,0.021993,0.03411,0.65087,0.5552,0.07946
2010-03-22,1165.81,260.13,10824.72,3074.576,12008.65,7835.98,1672.67,17410.57,643.17,475.15,4069.33,1276.591,222.03,714.301,750.039,80.651,1.3558,0.011094,0.12885,0.031451,0.08812,0.02198,0.7135,0.030921,0.301,0.109589,0.021894,0.03386,0.65028,0.5586,0.07977
2010-03-23,1174.17,261.85,10774.15,3053.126,12020.85,7811.87,1681.82,17451.02,650.02,476.08,4119.32,1275.968,222.018,714.873,751.152,80.896,1.3498999999999999,0.011062,0.12883,0.031422,0.08799,0.022014,0.7139,0.030917,0.3012,0.109709,0.021894,0.03389,0.65126,0.5631,0.08014
2010-03-24,1167.72,262.19,10815.03,3056.807,12048.63,7822.71,1681.01,17451.02,651.21,472.78,4085.77,1267.132,219.631,715.057,748.434,81.838,1.3315000000000001,0.010834,0.12884,0.03143,0.0877,0.022014,0.7111,0.030855,0.3008,0.109529,0.021872,0.03367,0.64454,0.5552,0.07946
2010-03-25,1165.73,264.79,10828.85,3019.175,11902.49,7838.1,1688.39,17558.85,652.77,478.58,4041.32,1263.746,219.16,715.681,748.486,82.12,1.3273,0.010784,0.12884,0.031405,0.08734,0.021985,0.7104,0.030821,0.3017,0.109529,0.021908,0.03374,0.64777,0.5498,0.07958
2010-03-26,1166.59,263.58,10996.37,3059.716,12050.33,7876.86,1697.72,17644.76,656.05,478.06,4020.44,1266.399,219.678,716.738,748.085,81.676,1.341,0.010808,0.12883,0.031372,0.08765,0.022099,0.7123,0.030861,0.3027,0.109589,0.021954,0.03379,0.65091,0.5493,0.08002
2010-03-29,1173.22,263.89,10986.47,3123.798,12215.48,7947.45,1691.99,17711.35,659.85,484.63,4096.04,1266.747,220.445,717.774,749.378,81.358,1.3483,0.010815,0.1288,0.031443,0.08845,0.022274,0.7148,0.030912,0.3061,0.110072,0.022121,0.03388,0.65413,0.5571,0.08043
2010-03-30,1173.27,263.87,11097.14,3128.468,12414.2,7962.22,1700.19,17590.17,662.9,487.4,4132.83,1266.693,220.315,718.101,749.009,81.47,1.3414,0.010778,0.12879,0.031447,0.08839,0.022178,0.7144,0.030922,0.3058,0.109951,0.022117,0.03387,0.65349,0.5586,0.08085
2010-03-31,1169.43,263.57,11089.94,3109.105,12397.59,7920.06,1692.85,17527.77,657.25,490.18,4170.73,1269.246,221.391,718.001,750.78,81.073,1.351,0.0107,0.1288,0.031486,0.08833,0.022306,0.7148,0.030921,0.3067,0.109951,0.022176,0.03397,0.65913,0.5625,0.08087
2010-04-01,1178.1,267.62,11244.4,3147.415,12696.05,8013.09,1719.17,17692.62,667.92,503.47,4234.98,1267.952,221.528,718.004,751.448,80.776,1.3589,0.010658,0.12876,0.031481,0.08892,0.022306,0.7158,0.030917,0.3075,0.110254,0.022176,0.03421,0.65904,0.5668,0.08115
2010-04-02,1178.1,267.62,11286.09,3157.957,12696.05,8025.93,1723.49,17692.62,668.42,504.1,4234.98,1267.952,221.528,718.004,751.448,81.173,1.3504,0.010569,0.12874,0.031497,0.08894,0.022306,0.714,0.030912,0.3079,0.11026,0.022222,0.03419,0.66028,0.5666,0.08128
2010-04-05,1187.44,267.62,11339.3,3157.957,12696.05,8025.93,1724.99,17935.68,676.96,507.61,4279.37,1259.695,220.658,719.138,752.258,81.094,1.3484,0.010597,0.12877,0.031531,0.08905,0.02253,0.7157,0.030879,0.31,0.110375,0.02222,0.03428,0.66301,0.5681,0.08164
2010-04-06,1189.44,269.37,11282.32,3158.681,12696.05,8089.65,1726.09,17941.37,678.55,508.32,4276.35,1261.012,219.995,720.032,751.465,81.387,1.3399,0.010662,0.12878,0.031571,0.08909,0.022487,0.7162,0.030893,0.3111,0.110546,0.022272,0.03413,0.66487,0.5705,0.08185
2010-04-07,1182.45,268.61,11292.83,3148.222,12987.82,8121.78,1726.6,17970.02,681.38,504.36,4258.78,1267.483,220.562,721.315,751.324,81.443,1.3344,0.010714,0.12886,0.031675,0.08908,0.022449,0.7165,0.030912,0.3113,0.110461,0.022283,0.03411,0.6666,0.5616,0.08135
2010-04-08,1186.44,266.28,11168.2,3118.709,12855.31,8057.6,1733.78,17714.4,671.09,499.14,4258.23,1266.206,220.676,721.167,751.642,81.534,1.3361,0.01071,0.12888,0.031746,0.08901,0.02254,0.7171,0.030965,0.3127,0.110522,0.022249,0.03399,0.668,0.5627,0.08185
2010-04-09,1194.37,269.74,11204.34,3145.347,13046.72,8092.03,1724.47,17933.14,674.1,508.94,4272.48,1266.646,221.225,722.213,753.035,81.093,1.35,0.010732,0.12894,0.031701,0.08971,0.022581,0.7195,0.031119,0.314,0.11084,0.022346,0.03432,0.67177,0.5661,0.08205
2010-04-12,1196.48,269.36,11251.9,3129.263,12953.45,8117.75,1710.3,17853.0,673.66,514.39,4260.02,1269.73,222.56,724.077,756.16,80.562,1.3592,0.010725,0.1289,0.031731,0.08964,0.02254,0.7189,0.030902,0.3117,0.110889,0.022353,0.03447,0.67236,0.57,0.08226
2010-04-13,1197.3,268.69,11161.23,3161.251,12839.85,8029.73,1710.59,17821.96,670.66,510.56,4246.82,1271.609,222.695,725.3,757.616,80.507,1.3614,0.01073,0.12886,0.031686,0.08927,0.022478,0.7179,0.030907,0.3103,0.110739,0.022366,0.03443,0.67253,0.5715,0.08211
2010-04-14,1210.65,270.44,11204.9,3166.183,12842.47,8097.13,1735.33,17821.96,681.63,522.82,4311.88,1269.144,223.119,726.697,759.919,80.19,1.3653,0.010726,0.12884,0.03186,0.09007,0.022478,0.7283,0.031037,0.3125,0.111074,0.022513,0.03454,0.67815,0.5724,0.08196
2010-04-15,1211.67,272.14,11273.79,3164.966,12813.88,8171.94,1743.91,17639.26,682.68,523.79,4287.68,1270.192,223.078,728.93,761.668,80.482,1.3573,0.010749,0.12886,0.031883,0.09006,0.022502,0.7278,0.031027,0.3125,0.110914,0.022486,0.03447,0.67999,0.5719,0.08219
2010-04-16,1192.13,267.92,11102.18,3130.302,12557.4,8111.57,1734.49,17591.18,678.68,512.12,4201.54,1275.056,223.324,729.98,761.411,80.824,1.3503,0.010852,0.12885,0.031903,0.08984,0.022558,0.727,0.031014,0.3135,0.111012,0.022561,0.0344,0.67494,0.5686,0.08146
2010-04-19,1197.52,266.13,10908.77,2980.297,12253.78,7854.22,1705.3,17400.68,666.65,498.99,4168.84,1272.843,222.812,729.032,760.524,81.0,1.3489,0.010822,0.12881,0.031786,0.08939,0.022356,0.7256,0.031042,0.3108,0.110675,0.022389,0.03429,0.67074,0.5703,0.08171
2010-04-20,1207.17,269.73,10900.68,2979.532,12436.56,7900.42,1718.03,17460.58,679.28,505.12,4206.26,1272.994,222.875,730.157,761.408,81.049,1.3435000000000001,0.010727,0.1288,0.031834,0.08979,0.022468,0.7273,0.031085,0.3124,0.11108,0.022495,0.03432,0.67231,0.5717,0.08182
2010-04-21,1205.94,268.23,11090.05,3033.278,12370.98,7990.53,1747.58,17472.56,680.2,501.74,4201.64,1276.416,223.05,731.422,760.267,81.161,1.339,0.010732,0.1288,0.031903,0.09015,0.022442,0.7286,0.03107,0.3127,0.111019,0.022497,0.03433,0.67472,0.5711,0.08211
2010-04-22,1208.67,265.32,10949.09,2999.484,12330.89,7978.69,1739.52,17573.99,681.8,492.5,4179.18,1274.287,222.35,731.696,758.557,81.567,1.3295,0.010697,0.12885,0.031847,0.09013,0.02245,0.7284,0.030969,0.3118,0.110896,0.022526,0.03419,0.67245,0.5665,0.0819
2010-04-23,1217.28,267.42,10914.46,2983.537,12168.18,8004.89,1737.03,17694.2,681.98,501.11,4193.63,1271.535,222.095,732.183,758.488,81.352,1.3384,0.010642,0.12881,0.031923,0.09027,0.022502,0.7296,0.031046,0.3141,0.11126,0.022549,0.03434,0.67472,0.5694,0.08211
2010-04-26,1212.05,270.1,11165.79,2969.503,12380.71,8158.14,1752.2,17745.28,687.08,507.78,4192.61,1272.193,222.106,733.7,758.346,81.481,1.3383,0.010642,0.12881,0.031949,0.09054,0.022523,0.7314,0.031104,0.3142,0.111019,0.022622,0.03443,0.67818,0.5727,0.08229
2010-04-27,1183.71,261.65,11212.66,2907.928,12171.01,8146.44,1749.55,17690.62,683.36,497.87,4054.58,1280.106,222.75,734.168,757.416,82.146,1.3175,0.010722,0.12879,0.031916,0.08947,0.0225,0.728,0.030993,0.3133,0.111019,0.022399,0.034,0.6651,0.5645,0.08077
2010-04-28,1191.36,258.24,10924.79,2900.331,11987.67,8081.55,1733.91,17380.08,668.62,485.27,4041.32,1275.239,221.208,732.922,752.515,82.381,1.3221,0.010635,0.12873,0.031769,0.08963,0.022399,0.728,0.030938,0.3109,0.110528,0.022309,0.03408,0.66782,0.5716,0.08101
2010-04-29,1206.78,261.74,10924.79,2868.432,11881.4,8054.05,1728.42,17503.47,675.9,495.93,4152.92,1278.653,221.882,733.638,752.945,82.003,1.3233,0.010634,0.12877,0.031888,0.09004,0.022472,0.7301,0.030984,0.314,0.110957,0.022461,0.0342,0.67401,0.5792,0.08193
2010-04-30,1186.69,259.91,11057.4,2870.611,12181.2,8004.25,1741.56,17558.71,682.37,491.96,4138.16,1282.649,222.772,734.077,753.787,81.866,1.3294000000000001,0.010654,0.1288,0.031939,0.08996,0.022542,0.7296,0.031006,0.3135,0.110926,0.022482,0.03422,0.67153,0.5754,0.08123
