Dates,SPX Index,SXXP Index,NKY Index,SHCOMP Index,HSCEI Index,TWSE Index,KOSPI Index,SENSEX Index,MXSO Index,MXMU Index,MXLA Index
1994-12-30,459.27,125.06,19723.06,647.87,4644.88,7111.1,1027.37,3926.9,1000.0,107.74,898.56
1995-01-02,459.27,124.84,19723.06,647.87,4644.88,7124.66,1027.37,3932.09,1000.42,104.96,904.84
1995-01-03,459.11,124.89,19723.06,639.88,4436.49,7124.66,1013.57,3916.29,1001.98,104.73,869.66
1995-01-04,460.71,124.96,19684.04,653.81,4433.97,7124.66,997.01,3886.34,998.28,105.4,836.39
1995-01-05,460.34,124.18,19616.11,646.89,4412.44,7051.49,976.06,3827.41,1003.08,106.26,852.83
1995-01-06,460.68,124.71,19519.46,640.76,4306.31,6919.31,975.32,3765.62,994.53,105.6,825.56
1995-01-09,460.83,123.92,19444.92,626.0,4170.61,6869.08,998.32,3709.02,987.79,106.23,799.0
1995-01-10,461.68,123.7,19501.45,610.3,4054.5,6756.88,993.44,3623.06,962.17,105.7,731.75
1995-01-11,461.66,123.52,19548.47,613.13,3906.42,6777.24,999.08,3600.79,955.5,105.39,760.07
1995-01-12,461.64,123.61,19410.01,602.12,3896.78,6609.5,1000.77,3574.9,926.39,104.79,809.74
1995-01-13,465.97,123.79,19331.17,597.84,3753.01,6582.4,976.59,3603.66,908.9,103.97,859.19
1995-01-16,469.38,124.88,19331.17,588.81,3830.08,6536.65,957.88,3653.17,925.34,101.99,850.89
1995-01-17,470.05,124.42,19241.32,587.94,4160.54,6515.79,956.96,3636.3,938.64,101.13,868.69
1995-01-18,469.72,124.43,19223.31,593.64,4184.42,6623.52,966.66,3654.35,926.91,101.08,847.62
1995-01-19,466.95,124.01,19075.74,571.72,4062.05,6598.02,974.9,3656.08,918.98,100.44,813.85
1995-01-20,464.78,122.88,18840.22,571.24,3983.5,6372.01,973.06,3600.53,897.0,100.57,808.29
1995-01-23,465.81,121.52,17785.49,553.44,3859.35,6431.99,935.38,3483.93,855.96,98.91,792.9
1995-01-24,465.86,121.85,18060.73,547.57,3828.13,6167.79,916.83,3411.04,849.54,98.32,799.97
1995-01-25,467.44,122.01,18159.48,555.77,3859.48,6299.62,916.85,3450.68,870.79,97.77,798.76
1995-01-26,468.32,122.87,18070.84,553.11,3914.19,6307.85,927.85,3450.68,878.65,97.74,808.03
1995-01-27,470.39,122.97,18104.35,562.59,3909.9,6307.85,907.05,3505.81,886.23,98.33,788.49
1995-01-30,468.51,122.36,18752.88,562.59,3888.92,6307.85,925.56,3575.79,892.71,97.53,742.59
1995-01-31,470.42,121.92,18649.82,562.59,3888.92,6307.85,925.56,3618.54,890.01,97.59,799.39
1995-02-01,470.4,123.32,18739.47,562.59,3888.92,6307.85,925.56,3569.66,896.34,97.73,816.41
1995-02-02,472.78,123.55,18604.3,562.59,3888.92,6307.85,943.35,3599.29,900.95,98.99,804.13
1995-02-03,478.64,124.27,18538.97,562.59,3898.21,6307.85,940.64,3638.13,929.95,98.29,812.87
1995-02-06,481.14,125.15,18667.23,533.72,4097.31,6417.28,945.27,3590.24,965.71,97.96,798.61
1995-02-07,480.81,125.16,18500.55,532.49,4179.6,6531.82,942.52,3581.47,964.7,98.19,782.96
1995-02-08,481.19,124.75,18290.25,533.75,4379.17,6526.74,958.35,3548.27,959.66,97.89,771.48
1995-02-09,480.19,125.76,18099.55,553.36,4450.74,6543.42,963.77,3555.57,959.95,98.82,747.89
1995-02-10,481.46,126.01,18291.35,541.38,4408.09,6554.78,955.31,3522.14,962.11,99.0,746.24
1995-02-13,481.65,125.36,18313.86,548.84,4566.94,6498.21,957.1,3506.04,963.55,100.23,733.37
1995-02-14,482.55,125.08,18138.47,548.11,4535.8,6504.59,941.49,3515.48,960.53,101.3,717.49
1995-02-15,484.54,125.09,17991.0,542.84,4603.41,6576.25,926.09,3485.14,966.83,101.82,688.28
1995-02-16,485.22,123.87,17780.59,538.37,4553.04,6646.55,923.49,3409.69,975.77,101.83,663.23
1995-02-17,481.97,123.48,18020.51,533.76,4532.5,6646.25,910.22,3383.89,975.0,102.35,686.19
1995-02-20,481.97,122.27,17956.48,534.96,4313.56,6612.97,929.23,3356.73,970.8,102.88,685.74
1995-02-21,482.74,122.63,18096.25,541.14,4449.17,6633.03,917.75,3280.83,961.74,102.85,664.5
1995-02-22,485.07,122.34,18106.65,594.64,4326.67,6603.88,919.48,3233.31,945.15,103.12,663.31
1995-02-23,486.91,123.3,17830.02,589.13,4357.24,6552.95,907.86,3371.23,950.84,103.25,693.07
1995-02-24,488.11,122.88,17472.94,558.43,4461.46,6596.07,892.89,3454.89,964.73,103.68,690.32
1995-02-27,483.81,122.09,16808.7,561.27,4411.91,6388.57,894.6,3454.89,947.48,103.94,675.89
1995-02-28,487.39,121.82,17053.43,549.26,4460.85,6509.33,885.69,3421.47,966.99,102.87,681.87
1995-03-01,485.65,122.72,16618.71,556.96,4399.8,6337.83,885.69,3459.81,965.01,103.36,675.98
1995-03-02,485.13,122.9,16963.18,560.85,4413.35,6450.39,903.42,3508.33,964.07,103.69,644.29
1995-03-03,485.42,122.25,17039.62,577.22,4354.25,6516.83,907.96,3528.36,961.27,105.04,634.99
1995-03-06,485.63,120.82,17040.72,616.3,4340.83,6530.74,933.44,3540.76,946.66,107.31,609.85
1995-03-07,482.12,120.11,16955.28,632.96,4286.94,6480.76,936.13,3498.42,945.45,107.1,579.78
1995-03-08,483.14,119.06,16621.31,620.81,4157.71,6426.07,940.08,3480.99,926.7,107.77,546.06
1995-03-09,483.16,118.38,16763.08,605.59,4144.56,6388.36,943.75,3473.06,935.63,107.16,518.47
1995-03-10,489.57,119.0,16358.38,586.29,4051.37,6453.52,944.37,3515.19,918.59,106.75,593.53
1995-03-13,490.05,118.53,16477.64,586.23,4124.19,6503.18,953.16,3410.11,915.45,106.85,601.93
1995-03-14,492.89,119.7,16245.82,588.24,4122.37,6480.31,956.65,3465.13,905.62,106.41,640.32
1995-03-15,491.88,119.35,16666.83,572.6,4218.2,6555.19,953.71,3399.19,912.9,106.28,626.25
1995-03-16,495.41,120.0,16355.68,579.88,4176.56,6564.66,954.16,3367.65,912.39,106.25,637.45
1995-03-17,495.52,120.75,16251.23,593.52,4186.89,6594.26,952.25,3367.65,930.18,108.28,626.98
1995-03-20,496.15,121.23,16129.96,585.45,4139.95,6541.58,956.87,3367.65,936.9,109.06,613.51
1995-03-21,495.07,121.51,16129.96,591.95,4155.63,6524.87,946.07,3367.65,932.62,109.49,625.48
1995-03-22,495.67,121.59,15904.85,613.7,4154.11,6479.01,941.77,3367.65,935.28,110.37,625.57
1995-03-23,495.95,120.4,15813.41,611.13,4151.42,6441.85,947.27,3293.77,933.47,110.37,637.25
1995-03-24,500.97,121.3,15749.77,611.77,4231.4,6433.44,953.62,3280.1,926.95,111.1,671.52
1995-03-27,503.2,121.62,16096.25,629.36,4405.49,6470.28,953.84,3299.19,929.16,112.22,682.02
1995-03-28,503.9,120.71,16681.73,626.55,4406.66,6464.76,947.9,3317.01,941.47,111.84,673.6
1995-03-29,503.12,120.55,16460.73,637.15,4455.73,6464.76,936.44,3292.34,956.18,114.3,665.4
1995-03-30,502.22,122.42,16512.22,630.93,4488.9,6514.46,926.93,3288.32,947.99,115.68,670.94
1995-03-31,500.71,121.27,16139.95,646.92,4455.73,6524.0,931.78,3260.96,953.78,118.48,656.71
1995-04-03,501.85,121.27,15381.29,656.88,4379.95,6573.54,922.53,3316.64,938.67,120.29,653.75
1995-04-04,505.24,122.43,15630.53,660.16,4395.89,6573.54,911.61,3394.42,941.74,120.76,678.53
1995-04-05,505.57,122.73,15882.49,649.7,4395.89,6573.54,911.61,3439.94,960.61,122.1,687.98
1995-04-06,506.08,123.1,15815.87,659.06,4348.73,6575.71,905.78,3484.25,954.03,123.24,698.67
1995-04-07,506.42,122.97,15719.5,673.72,4349.38,6518.83,914.3,3472.06,945.42,124.12,697.14
1995-04-10,507.01,123.05,16163.09,667.39,4392.24,6528.98,899.39,3464.76,941.42,123.56,687.07
1995-04-11,505.53,122.66,16268.88,641.08,4405.88,6497.06,893.27,3464.76,942.42,123.22,674.99
1995-04-12,507.17,123.0,16344.92,644.74,4380.87,6462.34,893.47,3464.76,949.52,122.88,669.75
1995-04-13,509.23,122.99,16438.79,632.76,4387.86,6417.58,891.2,3464.76,950.86,124.74,669.24
1995-04-14,509.23,122.99,16047.89,640.04,4387.86,6356.55,906.06,3464.76,951.66,125.85,669.73
1995-04-17,506.13,122.98,16304.15,631.26,4387.86,6112.07,918.89,3460.46,951.09,128.6,677.0
1995-04-18,505.37,122.06,16225.11,625.52,4358.11,6106.56,917.06,3421.89,946.08,129.72,679.01
1995-04-19,504.92,122.4,16376.08,631.51,4325.11,6109.6,909.86,3384.52,939.21,131.89,687.92
1995-04-20,505.29,122.84,16643.06,645.2,4239.78,6136.54,908.73,3356.32,939.89,133.26,704.12
1995-04-21,508.49,123.71,16968.24,635.99,4270.96,5943.21,903.16,3362.79,954.34,134.68,715.96
1995-04-24,512.89,123.46,16804.05,619.73,4240.13,5963.86,876.89,3309.0,955.27,131.72,739.21
1995-04-25,512.1,124.51,16910.54,619.84,4137.43,5803.14,878.78,3272.53,956.18,133.96,757.59
1995-04-26,512.66,125.12,16826.49,601.83,4028.88,5735.23,880.73,3264.79,943.34,132.84,767.83
1995-04-27,513.55,125.46,16883.99,573.31,4022.67,5898.53,893.88,3210.71,939.42,130.84,761.86
1995-04-28,514.71,125.25,16806.75,579.93,4029.31,5825.99,896.84,3133.28,951.22,130.13,750.27
1995-05-01,514.26,125.93,16811.46,579.93,3996.61,5789.98,897.0,3133.28,951.18,130.18,750.56
1995-05-02,514.86,126.84,17088.66,580.61,4056.58,5771.81,906.04,3015.07,955.74,129.88,759.27
1995-05-03,520.48,127.17,17088.66,580.38,4142.04,5779.68,920.73,3069.25,959.56,132.29,784.73
1995-05-04,520.54,127.6,17088.66,571.2,4167.01,5699.14,922.05,3104.23,970.45,137.11,788.27
1995-05-05,520.12,126.9,17088.66,574.17,4196.45,5574.99,922.05,3203.81,972.05,137.68,789.42
1995-05-08,523.96,126.69,17103.69,571.51,4278.47,5674.53,910.39,3199.18,974.64,140.3,781.55
1995-05-09,523.56,127.37,16958.22,578.5,4373.09,5775.15,903.01,3207.42,985.89,139.29,798.41
1995-05-10,524.36,128.25,16826.49,565.14,4512.09,5765.42,891.87,3187.81,986.2,137.96,803.65
1995-05-11,524.37,129.73,16461.73,568.06,4613.57,5776.18,884.79,3187.81,1026.23,137.25,795.89
1995-05-12,525.55,130.22,16420.76,584.84,4576.84,5740.02,886.11,3154.18,1033.8,135.87,804.67
1995-05-15,527.74,129.65,16609.7,582.04,4596.03,5828.21,887.11,3117.27,1035.07,132.11,800.98
1995-05-16,528.19,130.29,16388.9,578.85,4611.14,5799.88,885.33,3149.77,1045.61,131.17,797.43
1995-05-17,527.07,130.41,16471.35,582.89,4604.98,5771.46,886.2,3229.29,1039.91,132.44,813.5
1995-05-18,519.58,129.58,16312.56,763.51,4552.74,5758.53,880.4,3276.52,1034.1,128.55,815.12
1995-05-19,519.19,128.5,16140.85,855.81,4648.49,5757.65,876.01,3327.68,1028.1,129.18,804.67
1995-05-22,523.65,129.44,15789.12,897.42,4649.48,5705.5,864.13,3279.13,1027.25,124.11,814.56
1995-05-23,528.59,129.37,15916.15,750.3,4730.51,5705.03,856.89,3252.09,1048.06,125.3,812.09
1995-05-24,528.61,130.43,15970.75,741.93,4725.48,5645.71,848.63,3229.36,1058.43,126.46,810.78
1995-05-25,528.59,130.19,15579.44,696.85,4726.47,5618.99,862.18,3213.02,1067.1,129.77,799.03
1995-05-26,523.65,128.2,15694.25,727.62,4732.29,5561.15,850.76,3235.55,1069.02,131.11,781.11
1995-05-29,523.65,128.03,15574.03,710.59,4628.47,5597.44,887.5,3249.55,1061.2,132.15,781.84
1995-05-30,523.58,128.73,15762.97,711.0,4672.33,5647.07,881.8,3276.31,1061.0,131.31,760.44
1995-05-31,533.4,129.27,15436.79,700.51,4689.0,5674.55,882.5,3351.48,1071.57,130.51,763.79
1995-06-01,533.49,130.55,15594.57,708.67,4697.51,5714.33,891.43,3409.85,1090.46,131.52,771.27
1995-06-02,532.51,130.38,15849.13,716.82,4697.51,5714.33,894.24,3384.99,1098.8,132.93,791.79
1995-06-05,535.6,130.94,15897.32,691.64,4665.77,5671.18,899.04,3367.55,1103.77,136.05,803.5
1995-06-06,535.55,131.1,15660.99,689.13,4649.7,5678.31,899.04,3399.36,1098.17,137.12,789.47
1995-06-07,533.13,131.16,15679.62,716.45,4640.45,5681.58,899.36,3388.48,1086.02,138.3,773.45
1995-06-08,532.35,130.68,15442.3,695.93,4644.66,5641.02,890.68,3359.27,1079.65,136.84,772.48
1995-06-09,527.94,129.6,15044.18,702.62,4636.41,5609.79,886.83,3337.71,1075.17,138.63,759.2
1995-06-12,530.88,129.4,14813.46,698.72,4575.58,5620.94,884.4,3318.54,1064.43,138.47,764.75
1995-06-13,536.05,129.43,14599.68,698.95,4614.44,5513.7,887.32,3299.47,1062.8,137.64,776.12
1995-06-14,536.47,129.34,14660.49,689.22,4610.4,5413.74,886.56,3324.86,1073.79,137.07,764.51
1995-06-15,537.12,129.76,14867.26,646.85,4612.92,5360.09,880.91,3315.88,1072.41,134.46,766.28
1995-06-16,539.83,129.38,14703.17,646.54,4632.77,5443.43,879.24,3349.47,1071.2,136.34,769.43
1995-06-19,545.22,130.07,14700.06,638.96,4632.77,5249.88,886.31,3373.73,1066.88,135.37,761.13
1995-06-20,544.98,129.89,14665.7,640.66,4615.35,5317.04,884.35,3384.32,1071.79,135.53,747.19
1995-06-21,543.98,129.87,14951.21,651.81,4561.99,5238.79,878.82,3376.94,1073.02,135.39,752.06
1995-06-22,551.07,131.08,14926.37,644.47,4544.44,5361.21,871.18,3355.63,1070.14,135.53,755.2
1995-06-23,549.71,130.39,15265.18,650.14,4578.36,5490.79,871.96,3315.81,1066.48,136.3,750.63
1995-06-26,544.13,129.25,15145.36,653.4,4539.97,5646.83,868.77,3259.77,1060.29,135.29,751.19
1995-06-27,542.43,128.8,14759.05,649.93,4486.73,5593.01,868.77,3252.96,1053.35,134.98,762.5
1995-06-28,544.73,127.82,14618.07,647.64,4476.05,5495.88,872.68,3295.28,1043.61,133.34,774.84
1995-06-29,543.87,128.07,14507.17,643.92,4460.38,5444.63,883.9,3284.85,1046.77,130.06,772.54
1995-06-30,544.75,127.88,14517.4,630.58,4474.66,5444.97,894.41,3247.36,1053.13,130.19,773.14
1995-07-03,547.09,128.48,14485.41,613.18,4422.6,5312.94,914.1,3182.4,1049.07,129.41,775.03
1995-07-04,547.09,129.7,14755.74,620.62,4416.86,5320.25,907.68,3164.24,1061.03,129.38,771.19
1995-07-05,547.26,130.05,14830.44,636.03,4445.26,5482.32,904.98,3164.46,1076.31,131.3,785.51
1995-07-06,553.99,129.83,15256.89,637.77,4484.82,5478.18,914.95,3166.58,1073.13,132.34,808.45
1995-07-07,556.37,132.33,16213.08,666.78,4498.46,5598.74,942.39,3191.04,1089.14,129.11,830.94
1995-07-10,557.19,132.85,16242.66,666.24,4615.35,5569.83,961.84,3198.54,1096.43,129.09,844.85
1995-07-11,554.78,133.36,16588.19,649.19,4738.5,5594.87,959.99,3214.25,1084.38,129.06,835.36
1995-07-12,560.89,133.52,16605.74,648.91,4770.42,5624.69,962.22,3253.45,1090.85,128.51,845.86
1995-07-13,561.0,133.46,16505.67,656.31,4698.86,5593.0,977.29,3287.53,1092.37,130.84,851.28
1995-07-14,559.89,132.67,16517.7,652.8,4633.85,5549.7,972.02,3331.98,1090.97,131.28,849.5
1995-07-17,562.72,133.23,16842.47,695.45,4621.65,5429.4,966.48,3385.02,1084.81,131.69,848.45
1995-07-18,558.46,133.01,16574.35,715.47,4629.21,5416.94,961.01,3380.23,1080.58,131.5,832.77
1995-07-19,550.98,131.61,16422.44,690.98,4531.59,5187.79,950.11,3402.25,1063.66,130.49,814.15
1995-07-20,553.54,131.2,16453.42,690.3,4569.45,5047.72,961.41,3440.71,1065.95,131.26,821.73
1995-07-21,553.62,131.56,16589.09,693.56,4542.97,5058.7,964.56,3443.19,1061.63,131.69,818.69
1995-07-24,556.63,132.41,16591.5,709.92,4521.08,5134.4,965.36,3443.19,1056.19,133.82,817.0
1995-07-25,561.1,133.15,16148.4,703.58,4555.3,4994.7,953.53,3539.55,1061.45,134.54,814.84
1995-07-26,561.61,133.31,16387.25,691.12,4618.39,5001.6,945.99,3554.89,1062.51,135.15,804.75
1995-07-27,565.22,133.37,16625.19,697.72,4649.53,5279.32,940.75,3556.95,1062.91,135.69,804.97
1995-07-28,562.93,133.32,16649.45,695.42,4663.29,5297.11,932.82,3452.88,1063.68,135.72,801.55
1995-07-31,562.06,132.95,16677.53,695.55,4635.07,5180.42,933.57,3386.97,1064.64,135.39,795.8
1995-08-01,559.64,132.85,16358.57,715.4,4597.94,5199.63,944.6,3390.73,1058.97,134.8,794.53
1995-08-02,558.8,134.95,16720.75,699.99,4598.59,5042.79,935.7,3438.34,1062.56,134.39,806.95
1995-08-03,558.75,134.15,16893.71,703.44,4678.19,5051.15,922.95,3371.9,1064.2,133.79,816.31
1995-08-04,558.94,134.56,16741.2,709.88,4669.98,5071.89,917.47,3395.17,1054.73,132.69,831.42
1995-08-07,560.03,134.74,16615.46,718.08,4638.8,4919.11,907.84,3394.0,1038.99,129.91,846.06
1995-08-08,560.39,134.45,16838.97,712.53,4566.55,4917.09,901.87,3388.27,1037.07,129.98,834.87
1995-08-09,559.71,133.88,16789.33,717.46,4529.38,4729.37,924.41,3422.79,1037.3,127.27,834.06
1995-08-10,557.45,134.24,16728.97,735.15,4413.87,4769.85,916.01,3422.79,1038.29,126.33,839.36
1995-08-11,555.11,134.08,16792.34,744.99,4341.83,4551.89,914.23,3404.6,1034.9,124.87,824.06
1995-08-14,559.74,133.27,16916.57,776.13,4271.96,4503.37,908.69,3409.11,1029.33,124.33,810.01
1995-08-15,558.57,134.4,17452.72,751.48,4342.05,4591.41,908.69,3409.11,1015.7,123.66,813.74
1995-08-16,559.97,134.83,18158.73,767.66,4390.55,4792.39,904.44,3425.67,1004.01,124.16,814.7
1995-08-17,559.04,134.95,18149.7,769.45,4358.55,4825.78,902.82,3446.18,1007.3,122.43,813.82
1995-08-18,559.21,135.7,18032.49,757.43,4349.04,4830.34,906.9,3446.18,1010.92,121.96,816.56
1995-08-21,558.11,136.48,17871.05,739.06,4337.27,4773.38,913.31,3452.44,1005.72,120.2,820.33
1995-08-22,559.52,136.18,17877.77,739.86,4284.94,4807.21,917.79,3447.32,1008.02,119.83,814.55
1995-08-23,557.14,136.09,17731.98,729.89,4307.48,4753.37,925.81,3447.32,1012.75,120.26,814.54
1995-08-24,557.46,135.58,17921.99,733.85,4308.52,4654.39,927.82,3415.56,1013.15,120.32,808.04
1995-08-25,560.1,135.7,17770.68,727.58,4141.6,4670.61,921.1,3370.28,1015.89,120.1,807.4
1995-08-28,559.05,135.0,17847.29,725.62,4141.6,4730.56,922.44,3328.61,1015.23,121.26,807.72
1995-08-29,560.0,134.79,18135.16,722.08,3987.88,4768.4,916.46,3328.61,1010.25,120.11,798.68
1995-08-30,560.92,135.06,17983.86,715.73,4027.49,4832.48,914.71,3328.61,1004.65,120.6,793.77
1995-08-31,561.88,134.33,18117.22,723.87,4028.31,4809.93,914.06,3346.76,1004.52,119.98,802.95
1995-09-01,563.84,134.79,18120.73,728.84,4008.64,4785.29,911.36,3356.09,1001.35,120.96,811.81
1995-09-04,563.84,135.51,17748.52,737.89,4019.97,4937.02,922.49,3337.07,991.2,122.42,821.34
1995-09-05,569.17,136.06,17794.04,739.53,4122.67,4965.27,928.96,3316.19,984.21,122.51,824.52
1995-09-06,570.17,136.92,17620.38,753.75,4171.61,5111.82,944.52,3348.23,984.4,121.83,824.07
1995-09-07,570.29,136.72,17621.18,753.84,4147.73,5133.44,953.81,3344.11,980.11,121.8,827.24
1995-09-08,572.68,136.99,18279.55,751.08,4193.71,5182.51,953.81,3366.25,979.23,122.5,826.2
1995-09-11,573.91,136.8,18486.11,775.45,4180.16,5063.82,950.98,3373.26,985.33,122.1,831.66
1995-09-12,576.51,137.1,18472.17,763.69,4159.28,5067.75,952.28,3361.64,982.71,122.22,832.1
1995-09-13,578.77,138.48,18614.26,763.18,4226.58,4986.99,968.32,3350.23,995.59,120.19,831.15
1995-09-14,583.61,138.24,18758.55,758.13,4249.08,4956.02,965.72,3361.18,993.26,120.96,836.93
1995-09-15,583.35,138.63,18758.55,755.93,4226.8,4995.53,985.64,3371.66,996.64,121.42,834.93
1995-09-18,582.77,137.49,18319.16,757.4,4130.83,5040.15,1000.21,3370.36,996.76,120.06,834.52
1995-09-19,584.2,138.27,18474.38,736.74,4103.09,5045.25,992.57,3375.1,987.66,120.0,835.8
1995-09-20,586.77,137.92,18198.64,726.14,4057.93,4994.39,1009.47,3401.01,990.84,118.88,827.96
1995-09-21,583.0,137.63,18034.79,731.17,4022.62,4980.03,1012.29,3424.1,993.28,120.48,819.52
1995-09-22,581.73,135.0,17713.93,730.01,4009.47,4980.03,997.73,3444.4,1001.18,122.19,811.19
1995-09-25,581.81,135.16,17566.43,723.35,3951.06,5160.16,985.2,3488.6,995.83,121.36,795.77
1995-09-26,581.41,135.97,17921.98,728.86,3988.75,5094.42,983.82,3518.11,992.02,119.84,783.54
1995-09-27,581.04,134.5,18262.43,708.46,4019.32,5078.42,980.78,3466.39,990.76,119.23,774.97
1995-09-28,585.87,133.85,18022.86,711.19,3931.65,5078.42,985.88,3456.52,988.08,119.03,784.83
1995-09-29,584.41,135.28,17913.06,722.43,3895.7,5013.43,987.1,3493.21,994.88,119.85,795.83
1995-10-02,581.72,135.76,17739.84,722.43,3962.57,5045.62,975.79,3493.21,982.94,120.38,776.05
1995-10-03,582.34,135.91,18142.99,722.43,3990.45,5035.79,975.79,3493.21,979.52,119.61,766.99
1995-10-04,581.47,136.21,18145.08,717.79,3965.09,5086.45,982.89,3531.49,989.66,120.33,761.75
1995-10-05,582.63,136.18,18220.41,724.88,3906.86,5100.47,989.05,3562.81,994.17,120.83,774.44
1995-10-06,582.49,135.65,18506.28,719.96,3927.35,5213.73,1002.07,3598.37,995.66,121.06,782.12
1995-10-09,578.37,134.89,18176.27,706.29,3917.19,5260.78,1008.29,3582.9,991.62,121.4,767.1
1995-10-10,577.52,133.21,18176.27,708.63,3892.05,5260.78,1004.16,3557.8,985.68,119.86,761.38
1995-10-11,579.46,133.95,17891.19,710.89,3861.83,5165.36,1011.0,3572.22,983.03,120.07,770.16
1995-10-12,583.1,134.72,17971.4,704.4,3836.9,5108.93,1016.66,3561.4,985.49,118.53,768.74
1995-10-13,584.5,135.82,17880.83,702.98,3832.04,5115.82,1014.3,3581.97,985.71,118.02,768.28
1995-10-16,583.03,135.35,18016.44,701.34,3879.89,5038.98,1007.48,3583.76,981.35,122.24,774.68
1995-10-17,586.78,135.3,17916.6,702.4,3934.21,5081.0,1005.78,3568.86,978.31,123.19,778.79
1995-10-18,587.44,135.76,17895.97,716.83,3927.66,5033.07,1006.7,3567.45,977.17,123.71,779.73
1995-10-19,590.65,135.12,17955.36,702.79,3853.58,4941.42,1000.22,3540.37,976.96,124.36,778.26
1995-10-20,587.46,133.84,18157.33,726.29,3849.36,4953.56,994.89,3514.42,981.14,125.08,780.74
1995-10-23,585.06,132.12,18156.24,723.09,3819.14,4975.44,976.39,3486.2,983.62,125.45,767.68
1995-10-24,586.54,132.59,18014.25,723.57,3768.73,4995.79,992.76,3486.2,972.27,124.8,767.85
1995-10-25,582.47,133.51,17970.81,760.41,3788.05,4995.79,997.88,3486.2,975.33,123.72,744.63
1995-10-26,576.72,132.94,17726.68,731.47,3766.81,4990.57,1001.15,3408.67,976.31,122.94,709.62
1995-10-27,579.7,131.78,17337.19,722.37,3741.28,4936.77,1001.37,3444.12,973.12,122.64,727.11
1995-10-30,583.25,133.41,17509.17,722.78,3717.66,4817.04,982.87,3419.45,966.7,121.65,736.46
1995-10-31,581.5,134.51,17654.64,717.32,3715.92,4817.04,990.26,3423.47,967.54,121.06,730.76
1995-11-01,584.22,134.64,17474.49,723.39,3715.92,4801.66,997.52,3488.5,958.92,118.89,722.54
1995-11-02,589.72,135.43,18028.8,721.7,3695.86,4826.64,994.68,3461.35,945.64,119.93,720.88
1995-11-03,590.57,135.44,18028.8,727.79,3625.12,4819.99,989.74,3469.4,947.25,118.99,720.92
1995-11-06,588.46,134.88,18036.97,736.15,3443.66,4862.59,992.77,3425.88,950.42,117.54,711.09
1995-11-07,586.32,135.3,18021.22,729.69,3434.45,4825.19,987.72,3425.88,944.99,117.85,709.6
1995-11-08,591.71,135.57,17863.29,711.61,3356.2,4773.7,980.84,3364.71,942.44,116.9,699.01
1995-11-09,593.26,135.97,17821.04,711.2,3283.82,4717.48,970.91,3316.0,933.01,116.5,707.14
1995-11-10,592.72,135.17,17843.56,708.76,3260.19,4694.96,965.95,3287.12,923.31,115.86,697.17
1995-11-13,592.3,134.7,17789.46,688.7,3268.1,4817.6,954.04,3193.77,913.54,114.21,675.65
1995-11-14,589.29,134.94,17802.51,688.87,3239.83,4630.97,948.34,3138.79,911.69,114.9,676.53
1995-11-15,593.96,135.2,17682.74,692.2,3173.74,4608.7,937.04,3158.98,912.12,115.55,677.17
1995-11-16,597.34,136.32,17939.52,682.44,2973.86,4639.28,933.95,3143.18,911.42,114.63,692.9
1995-11-17,600.07,136.14,18151.16,676.19,2999.96,4566.08,952.37,3103.03,911.85,114.41,708.18
1995-11-20,596.85,136.93,18383.82,674.74,3026.27,4565.72,931.64,3111.23,914.41,113.08,702.43
1995-11-21,600.24,136.56,18384.32,678.42,3024.23,4621.67,917.97,3062.69,928.81,113.31,712.88
1995-11-22,598.4,137.2,18239.84,663.32,3156.54,4629.27,921.03,3001.52,941.7,112.58,723.99
1995-11-23,598.4,136.83,18239.84,658.37,3278.04,4574.83,932.58,2944.18,938.62,112.78,730.17
1995-11-24,599.97,137.39,18215.23,659.37,3270.96,4586.75,944.85,3042.2,935.63,111.69,724.39
1995-11-27,601.32,138.13,18543.14,645.03,3267.71,4769.04,949.23,3023.28,937.75,110.05,721.5
1995-11-28,606.45,137.37,18688.42,652.57,3292.54,4766.69,952.89,2960.22,946.71,108.74,723.0
1995-11-29,607.64,137.58,18533.98,641.59,3282.34,4700.88,948.31,2922.16,951.35,108.02,736.48
1995-11-30,605.37,137.85,18744.42,641.14,3401.02,4777.2,930.92,2994.29,955.74,108.58,742.92
1995-12-01,606.98,138.29,18833.1,633.81,3421.77,4809.94,939.0,3037.99,973.33,109.6,747.59
1995-12-04,613.68,137.65,18897.37,634.92,3385.3,4745.89,934.95,3036.23,993.75,111.17,750.83
1995-12-05,617.68,138.18,18879.53,637.22,3390.77,4772.97,946.98,3007.24,996.34,112.5,742.42
1995-12-06,620.18,138.72,19067.86,628.43,3352.29,4722.93,954.61,3069.92,1002.56,111.14,742.62
1995-12-07,616.17,138.17,19412.32,631.84,3332.54,4748.64,960.57,3132.19,998.53,111.38,740.36
1995-12-08,617.48,138.33,19286.97,636.78,3284.03,4836.04,958.62,3083.32,991.4,110.84,738.48
1995-12-11,619.52,138.85,19226.78,619.26,3277.61,4958.13,947.75,3044.23,991.69,109.43,736.49
1995-12-12,618.78,139.61,19312.77,629.45,3316.04,4959.4,943.22,3033.83,989.93,108.69,744.49
1995-12-13,621.69,139.4,19283.48,613.8,3272.96,5018.01,929.46,3068.16,988.6,107.53,745.4
1995-12-14,616.92,140.12,19499.3,614.75,3274.48,5064.99,908.67,3053.42,999.07,109.25,732.45
1995-12-15,616.34,139.36,19346.55,603.89,3241.87,5053.9,899.55,3049.4,998.83,109.45,740.89
