Dates,SPX Index,SXXP Index,NKY Index,SHCOMP Index,HSCEI Index,TWSE Index,KOSPI Index,SENSEX Index,MXSO Index,MXMU Index,MXLA Index
2005-06-09,1200.93,271.98,11160.88,1131.052,4664.77,6145.92,987.58,6832.53,373.34,326.71,1528.3
2005-06-10,1198.11,273.63,11304.23,1108.286,4732.84,6192.35,990.79,6781.99,375.82,329.81,1544.25
2005-06-13,1200.82,274.72,11311.51,1106.291,4716.45,6231.05,990.49,6832.68,374.36,328.78,1551.64
2005-06-14,1203.91,275.1,11335.92,1093.464,4647.66,6205.76,983.75,6860.18,374.67,330.75,1581.93
2005-06-15,1206.58,273.99,11415.88,1072.836,4668.92,6252.1,1001.94,6906.98,378.48,332.76,1587.62
2005-06-16,1210.96,275.51,11416.38,1086.01,4723.76,6282.41,1003.14,6900.41,378.09,334.2,1610.8
2005-06-17,1216.96,275.87,11514.03,1085.61,4707.7,6293.56,1003.68,6906.52,379.68,337.59,1640.68
2005-06-20,1216.1,275.78,11483.35,1115.62,4762.87,6296.89,994.65,6984.55,377.9,338.3,1640.75
2005-06-21,1213.61,277.1,11488.74,1101.486,4771.31,6278.46,989.99,7076.52,377.81,338.39,1630.76
2005-06-22,1213.88,277.42,11547.28,1102.033,4838.08,6357.83,1002.15,7145.34,379.32,341.87,1632.38
2005-06-23,1200.73,278.59,11576.75,1093.702,4842.62,6373.86,1010.8,7119.76,381.24,341.43,1597.0
2005-06-24,1191.57,276.32,11537.03,1101.882,4842.97,6340.69,1002.43,7148.62,380.07,339.88,1591.77
2005-06-27,1190.69,273.64,11414.28,1124.64,4832.78,6302.99,991.11,7151.08,376.68,337.77,1613.67
2005-06-28,1201.57,275.97,11513.83,1108.588,4896.23,6316.84,994.74,7049.0,376.15,338.73,1624.23
2005-06-29,1199.85,276.79,11577.44,1104.992,4882.75,6231.65,999.08,7119.88,375.18,339.22,1629.86
2005-06-30,1191.33,275.92,11584.01,1080.938,4861.87,6241.94,1008.16,7193.85,374.36,343.2,1617.01
2005-07-01,1194.44,278.07,11630.13,1055.594,4861.87,6272.14,1018.02,7210.77,374.86,347.71,1634.5
2005-07-04,1194.44,278.76,11651.55,1047.278,4900.79,6271.2,1021.71,7277.31,374.61,349.13,1615.73
2005-07-05,1204.99,278.14,11616.7,1039.043,4880.12,6232.04,1018.81,7220.25,373.17,346.79,1626.13
2005-07-06,1194.94,279.78,11603.53,1033.545,4915.29,6222.05,1019.01,7287.6,374.14,353.38,1619.35
2005-07-07,1197.87,274.69,11590.14,1038.597,4847.33,6212.6,1026.82,7145.13,370.28,350.08,1615.0
2005-07-08,1211.86,278.47,11565.99,1017.983,4809.99,6201.4,1021.95,7212.08,370.27,355.36,1639.65
2005-07-11,1219.44,279.93,11674.79,1011.499,4851.2,6298.86,1040.43,7306.74,374.59,355.95,1651.65
2005-07-12,1222.21,278.86,11692.14,1046.161,4853.38,6358.81,1043.88,7303.95,377.25,359.45,1678.73
2005-07-13,1223.29,280.46,11659.84,1037.394,4914.08,6377.09,1050.16,7247.91,376.93,361.21,1681.33
2005-07-14,1226.5,281.74,11764.26,1040.416,4890.88,6418.35,1061.93,7187.7,379.51,361.9,1685.68
2005-07-15,1227.92,281.23,11758.68,1026.115,4865.83,6410.59,1059.6,7271.54,378.84,358.89,1662.48
2005-07-18,1221.13,280.57,11758.68,1012.097,4886.38,6410.59,1062.43,7347.1,377.67,356.76,1673.42
2005-07-19,1229.35,281.67,11764.84,1014.355,4892.06,6416.34,1075.48,7346.63,380.29,358.89,1683.62
2005-07-20,1235.2,281.06,11789.35,1021.052,4982.25,6423.81,1074.4,7342.89,383.41,363.08,1693.44
2005-07-21,1227.04,281.46,11786.73,1020.632,5090.68,6394.03,1074.65,7304.32,388.87,364.07,1710.97
2005-07-22,1233.67,281.66,11695.05,1046.321,5139.1,6380.73,1074.22,7423.25,393.12,366.25,1701.51
2005-07-25,1229.03,282.83,11762.65,1045.4,5173.67,6420.45,1089.7,7505.6,393.59,367.61,1653.15
2005-07-26,1231.16,283.0,11737.96,1072.807,5161.38,6366.16,1090.6,7552.77,393.11,364.7,1640.85
2005-07-27,1236.79,283.79,11835.08,1089.909,5204.74,6327.25,1093.03,7605.03,393.66,369.17,1674.85
2005-07-28,1243.72,285.2,11858.31,1086.548,5194.34,6375.64,1104.72,7605.03,395.54,375.05,1704.41
2005-07-29,1234.18,285.03,11899.6,1083.033,5263.41,6311.98,1111.29,7635.42,397.66,377.68,1718.69
2005-08-01,1235.35,285.3,11946.92,1088.948,5298.39,6307.93,1115.98,7669.45,398.91,381.55,1742.24
2005-08-02,1244.12,287.44,11940.2,1104.038,5377.68,6343.54,1118.83,7756.04,402.76,385.8,1777.66
2005-08-03,1245.05,287.09,11981.8,1107.699,5323.18,6455.57,1117.11,7756.47,403.71,384.22,1783.53
2005-08-04,1235.86,284.93,11883.31,1102.589,5303.77,6446.01,1111.39,7797.08,401.54,388.46,1781.24
2005-08-05,1226.42,283.85,11766.48,1128.743,5312.58,6446.01,1089.36,7754.0,398.88,388.82,1782.04
2005-08-08,1223.13,285.62,11778.98,1138.882,5374.16,6380.03,1086.64,7606.17,399.47,393.78,1797.74
2005-08-09,1231.38,287.36,11900.32,1152.534,5337.0,6380.0,1099.77,7595.57,398.74,393.49,1808.64
2005-08-10,1229.13,289.76,12098.08,1165.033,5421.55,6356.84,1104.86,7729.82,399.79,394.32,1836.67
2005-08-11,1237.81,288.85,12263.32,1183.579,5432.95,6353.71,1123.77,7816.51,395.04,389.56,1822.15
2005-08-12,1230.39,288.2,12261.68,1167.915,5481.99,6350.9,1130.22,7767.49,394.12,382.65,1797.04
2005-08-15,1233.87,288.08,12256.55,1187.006,5539.39,6245.13,1130.22,7767.49,387.86,384.42,1822.78
2005-08-16,1219.34,287.4,12315.67,1177.278,5499.34,6242.4,1116.93,7768.24,388.13,392.43,1801.88
2005-08-17,1220.24,286.66,12273.12,1192.834,5459.21,6241.92,1113.25,7859.53,385.35,390.25,1802.62
2005-08-18,1219.02,285.75,12307.37,1148.035,5300.24,6205.09,1092.71,7811.33,384.34,386.27,1782.28
2005-08-19,1219.71,288.48,12291.73,1150.184,5200.75,6158.94,1089.88,7780.76,384.4,388.28,1745.5
2005-08-22,1221.73,288.68,12452.51,1158.597,5250.56,6206.65,1116.68,7750.6,386.6,393.22,1785.75
2005-08-23,1217.57,287.03,12472.93,1149.957,5209.7,6195.18,1115.84,7615.99,384.53,394.49,1768.34
2005-08-24,1209.59,285.63,12502.26,1167.137,5141.07,6127.24,1094.21,7612.0,382.14,395.72,1758.23
2005-08-25,1212.39,283.68,12405.16,1172.475,5133.79,6109.66,1097.29,7660.42,381.95,398.45,1771.36
2005-08-26,1205.1,281.82,12439.48,1171.86,5199.68,6136.55,1086.55,7680.22,382.2,403.47,1758.29
2005-08-29,1212.28,282.61,12309.83,1154.428,5120.06,6049.44,1063.16,7634.43,375.08,404.12,1768.97
2005-08-30,1208.41,282.54,12453.14,1146.385,5122.75,6032.12,1072.61,7745.0,377.7,406.11,1776.69
2005-08-31,1220.33,284.82,12413.6,1162.798,5069.99,6033.47,1083.33,7805.43,379.4,413.43,1812.81
2005-09-01,1221.59,286.84,12506.97,1184.933,5150.42,6033.47,1106.37,7876.15,383.03,424.52,1831.68
2005-09-02,1218.02,286.71,12600.0,1188.848,5157.39,6116.05,1115.83,7899.77,383.32,431.09,1859.32
2005-09-05,1218.02,288.33,12634.88,1196.224,5157.07,6098.78,1114.5,7925.24,382.75,428.62,1876.38
2005-09-06,1233.39,290.73,12599.43,1173.322,5175.85,6140.14,1122.65,7946.78,381.28,423.29,1896.32
2005-09-07,1236.36,291.83,12607.59,1194.309,5162.54,6141.14,1142.99,7946.78,383.27,417.53,1902.22
2005-09-08,1231.67,291.55,12533.89,1194.411,5129.26,6149.88,1145.26,8052.56,385.65,420.55,1901.37
2005-09-09,1241.48,292.45,12692.04,1189.625,5137.44,6119.06,1152.5,8060.01,387.52,431.34,1921.78
2005-09-12,1240.56,293.12,12896.43,1188.212,5155.43,6164.98,1158.36,8138.42,389.89,431.59,1921.32
2005-09-13,1231.2,291.09,12901.95,1207.164,5106.61,6169.08,1158.12,8193.96,386.27,428.39,1894.82
2005-09-14,1227.16,292.05,12834.25,1217.261,5078.28,6148.7,1170.77,8189.48,386.47,430.0,1907.45
2005-09-15,1227.73,292.13,12986.78,1217.281,5062.3,6082.56,1169.59,8283.76,385.55,438.49,1934.85
2005-09-16,1237.91,293.88,12958.68,1212.947,5062.21,6031.24,1174.13,8380.96,384.53,446.18,1960.16
2005-09-19,1231.02,294.6,12958.68,1220.627,5062.21,6035.59,1174.13,8444.84,384.52,453.11,1978.16
2005-09-20,1221.35,294.93,13148.57,1212.617,5120.71,6105.35,1190.93,8500.28,386.37,452.29,1980.14
2005-09-21,1210.2,291.89,13196.57,1187.988,5100.71,6067.34,1196.67,8487.14,385.25,458.14,2024.34
2005-09-22,1214.62,290.84,13159.36,1159.96,5048.31,5972.06,1199.97,8221.64,383.72,455.6,2008.35
2005-09-23,1215.29,292.21,13159.36,1151.98,5012.22,5925.54,1175.88,8222.59,382.73,450.98,2023.73
2005-09-26,1215.63,295.75,13392.63,1155.042,5008.11,5930.2,1206.41,8478.91,385.14,450.41,2032.97
2005-09-27,1215.66,294.81,13310.04,1133.237,4998.51,5945.05,1209.63,8525.52,384.48,460.51,2032.66
2005-09-28,1216.89,297.33,13435.91,1131.774,5029.88,5931.38,1228.57,8606.03,382.7,455.86,2053.51
2005-09-29,1227.68,296.32,13617.24,1155.485,5218.21,6009.99,1231.22,8650.17,383.88,458.18,2057.92
2005-09-30,1228.81,297.4,13574.3,1155.614,5227.28,6118.61,1221.01,8634.48,386.53,462.61,2093.47
2005-10-03,1226.7,299.75,13525.28,1155.614,5248.23,6123.92,1221.01,8697.65,384.32,472.35,2097.89
2005-10-04,1214.47,300.61,13738.84,1155.614,5240.83,6142.12,1242.78,8799.96,386.64,477.36,2078.78
2005-10-05,1196.39,297.52,13689.89,1155.614,5158.0,6135.01,1227.4,8724.47,388.68,462.65,1998.66
2005-10-06,1191.49,293.42,13359.51,1155.614,5047.28,6095.81,1202.49,8528.7,385.47,442.53,1934.77
2005-10-07,1195.9,292.07,13227.74,1155.614,5055.08,6081.84,1201.01,8491.56,385.87,440.43,1969.95
2005-10-10,1187.33,292.87,13227.74,1138.95,5104.89,6081.84,1227.18,8483.86,389.25,445.17,1984.8
2005-10-11,1184.87,293.54,13556.71,1157.192,5104.89,6066.59,1244.27,8540.56,389.45,454.74,2000.58
2005-10-12,1177.68,291.44,13463.74,1161.853,5029.51,5987.4,1217.06,8540.56,386.71,442.07,1978.68
2005-10-13,1176.84,288.44,13449.24,1152.607,5044.68,5960.11,1193.44,8376.9,385.48,421.97,1924.63
2005-10-14,1186.57,288.91,13420.54,1139.547,4941.78,5969.07,1190.17,8201.73,384.33,413.08,1917.06
2005-10-17,1190.1,288.83,13400.29,1131.375,4963.45,5826.27,1176.36,8202.62,382.06,419.27,1969.73
2005-10-18,1178.14,288.26,13352.24,1141.201,5021.25,5830.79,1186.22,8122.25,381.51,417.41,1911.95
2005-10-19,1195.76,283.26,13129.49,1134.608,4901.21,5694.16,1153.13,7971.06,372.95,401.67,1908.21
2005-10-20,1177.8,284.56,13190.46,1135.949,4910.94,5748.0,1162.23,7935.12,373.33,406.47,1872.95
2005-10-21,1179.59,283.28,13199.95,1141.318,4877.51,5738.76,1183.48,8068.95,374.49,408.46,1893.63
2005-10-24,1199.38,286.61,13106.18,1141.171,4832.59,5717.28,1184.6,7920.8,372.63,415.85,1948.95
2005-10-25,1196.54,285.77,13280.62,1121.918,4835.61,5721.31,1181.28,7991.74,372.21,417.34,1935.09
2005-10-26,1191.38,286.91,13395.02,1097.161,4800.84,5700.72,1179.0,7974.69,373.29,418.31,1948.69
2005-10-27,1178.9,283.11,13417.08,1097.782,4776.21,5661.18,1166.36,7798.49,371.88,412.54,1902.46
2005-10-28,1198.41,283.52,13346.54,1080.867,4712.5,5632.97,1140.72,7685.64,370.47,415.72,1925.2
2005-10-31,1207.01,290.29,13606.5,1092.817,4770.37,5764.3,1158.11,7892.32,372.61,424.27,1979.03
2005-11-01,1202.76,290.45,13867.86,1089.95,4878.43,5798.41,1188.95,7944.1,373.96,427.44,2011.96
2005-11-02,1214.76,291.55,13894.78,1104.792,4888.33,5870.37,1208.38,8072.75,378.31,439.76,2022.21
2005-11-03,1219.94,295.88,13894.78,1095.273,4920.5,5858.01,1217.97,8072.75,379.07,444.37,2038.33
2005-11-04,1220.14,295.51,14075.96,1100.045,4947.75,5911.74,1221.98,8072.75,378.96,441.49,2019.3
2005-11-07,1222.81,296.67,14061.6,1100.65,4901.69,5860.39,1218.47,8206.83,377.66,440.42,2038.45
2005-11-08,1218.59,296.81,14036.73,1110.147,4876.87,5849.63,1226.71,8317.8,377.36,436.99,2036.77
2005-11-09,1220.65,296.52,14072.2,1108.153,4920.8,5971.06,1227.59,8308.78,377.66,437.59,2050.57
2005-11-10,1230.96,296.72,14080.88,1088.301,4949.79,5988.37,1234.43,8308.93,375.28,434.73,2047.86
2005-11-11,1234.71,299.85,14155.06,1090.195,4935.34,6075.26,1256.12,8471.04,374.91,430.0,2048.94
2005-11-14,1233.76,299.91,14116.04,1088.653,4935.04,6083.62,1257.63,8494.29,372.53,434.64,2035.05
2005-11-15,1229.01,299.02,14091.77,1087.508,4979.88,6030.74,1253.86,8494.29,370.95,431.38,2027.87
2005-11-16,1231.21,296.74,14170.87,1095.89,4975.53,6046.2,1267.16,8595.92,371.97,435.05,2052.31
2005-11-17,1242.8,298.03,14411.79,1095.31,5024.43,6020.94,1269.35,8649.52,372.9,444.88,2094.0
2005-11-18,1248.27,299.87,14623.12,1116.999,5046.52,6106.74,1272.25,8686.65,377.94,443.24,2086.12
2005-11-21,1254.85,300.72,14680.43,1119.936,5051.3,6103.42,1268.8,8610.74,378.36,446.25,2098.77
2005-11-22,1261.23,300.96,14708.32,1098.655,5039.79,6059.19,1244.5,8534.97,378.07,441.37,2101.1
2005-11-23,1265.61,302.19,14708.32,1105.746,5104.32,6123.52,1282.02,8638.34,379.17,446.8,2129.26
2005-11-24,1265.61,301.43,14742.58,1113.374,5112.25,6111.89,1291.71,8744.04,380.68,453.79,2126.18
2005-11-25,1268.25,302.31,14784.29,1114.916,5072.3,6128.2,1293.22,8853.21,379.52,455.49,2135.91
2005-11-28,1257.46,300.28,14986.94,1110.823,5110.03,6203.84,1293.74,8994.94,380.47,457.42,2121.33
2005-11-29,1257.48,300.95,14927.7,1096.986,5035.38,6139.51,1279.38,8931.16,380.26,457.34,2131.07
2005-11-30,1249.48,299.47,14872.15,1099.261,5032.21,6203.47,1297.44,8788.81,380.94,458.99,2135.92
2005-12-01,1264.67,304.31,15130.5,1098.747,5080.37,6179.82,1305.98,8944.78,379.81,462.87,2177.96
2005-12-02,1265.08,306.68,15421.6,1094.287,5105.6,6228.95,1310.12,8961.61,382.54,468.43,2204.27
2005-12-05,1262.09,305.49,15551.31,1079.197,5110.64,6348.31,1315.15,8823.31,383.13,470.19,2207.43
2005-12-06,1263.7,307.1,15423.38,1087.794,5064.93,6350.52,1321.06,8815.53,383.05,467.47,2247.38
2005-12-07,1257.37,306.78,15484.66,1099.615,5163.11,6329.52,1324.75,8895.81,387.95,467.57,2206.79
2005-12-08,1255.84,306.92,15183.36,1098.323,5175.09,6249.19,1324.2,8906.31,388.69,467.49,2170.83
2005-12-09,1259.37,306.86,15404.05,1113.477,5174.81,6264.36,1317.42,9067.28,391.37,464.54,2168.3
2005-12-12,1260.43,306.8,15738.7,1116.367,5203.13,6266.29,1333.23,9133.67,392.01,473.05,2169.9
2005-12-13,1267.42,307.22,15778.86,1117.846,5203.7,6261.18,1336.48,9263.9,392.84,471.21,2192.92
2005-12-14,1272.74,306.31,15464.58,1125.387,5204.52,6235.35,1334.27,9241.76,392.82,474.78,2186.2
2005-12-15,1270.94,305.67,15254.44,1123.555,5233.72,6258.47,1337.68,9170.4,391.04,470.63,2157.44
2005-12-16,1267.32,307.82,15173.07,1127.508,5219.35,6350.69,1321.04,9284.46,389.97,472.19,2144.23
2005-12-19,1259.92,307.45,15391.48,1131.751,5276.99,6431.42,1339.4,9394.27,392.23,474.13,2108.91
2005-12-20,1259.62,308.59,15641.26,1136.342,5279.09,6427.84,1341.0,9346.24,393.25,472.98,2115.74
2005-12-21,1262.8,310.18,15957.57,1130.759,5286.09,6471.89,1354.16,9339.17,393.21,474.19,2156.3
2005-12-22,1268.12,309.55,15941.37,1135.238,5278.72,6417.2,1350.87,9372.3,392.94,476.34,2156.02
2005-12-23,1268.66,309.7,15941.37,1144.871,5308.42,6512.63,1359.53,9256.91,393.39,477.76,2144.89
2005-12-26,1268.66,309.7,16107.67,1156.823,5308.42,6534.77,1367.57,9085.89,393.71,478.19,2136.72
2005-12-27,1256.54,310.54,15969.4,1154.288,5308.42,6531.59,1373.55,9283.16,394.95,478.1,2133.16
2005-12-28,1258.17,310.11,16194.61,1157.034,5302.67,6524.4,1368.16,9257.51,394.68,475.73,2124.16
2005-12-29,1254.42,311.86,16344.2,1169.862,5338.34,6575.53,1379.37,9323.25,396.56,478.36,2143.77
2005-12-30,1248.29,310.03,16111.43,1161.057,5330.34,6548.34,1379.37,9397.93,397.21,476.34,2149.97
2006-01-02,1248.29,311.19,16111.43,1161.057,5330.34,6462.06,1389.27,9390.14,397.68,478.13,2157.67
2006-01-03,1268.8,313.04,16111.43,1161.057,5412.99,6591.77,1394.87,9539.37,403.05,488.31,2217.52
2006-01-04,1273.46,316.14,16361.54,1180.963,5569.99,6616.44,1402.11,9648.08,410.26,497.37,2270.17
2006-01-05,1273.48,315.04,16425.37,1197.269,5603.94,6709.87,1395.51,9617.74,412.89,498.68,2277.27
2006-01-06,1285.45,317.1,16428.21,1209.422,5677.93,6694.82,1412.78,9640.29,416.94,501.61,2308.76
2006-01-09,1290.15,317.71,16428.21,1215.668,5804.81,6742.39,1408.33,9583.45,421.87,503.93,2324.09
2006-01-10,1289.69,315.7,16124.35,1220.618,5761.62,6707.4,1396.29,9445.3,421.68,513.02,2311.26
2006-01-11,1294.18,317.55,16363.59,1211.053,5735.73,6735.89,1394.09,9445.3,422.3,518.33,2354.14
2006-01-12,1286.06,318.68,16445.19,1226.704,5781.74,6725.61,1402.58,9380.88,421.99,523.27,2352.78
2006-01-13,1287.61,316.87,16454.95,1221.459,5884.21,6682.35,1416.28,9374.19,420.67,519.68,2351.88
2006-01-16,1287.61,317.57,16268.03,1202.869,5961.48,6724.18,1421.79,9311.19,416.85,537.35,2375.68
2006-01-17,1282.93,315.23,15805.95,1208.438,5872.06,6711.04,1389.58,9314.13,414.65,532.54,2332.14
2006-01-18,1277.93,312.51,15341.18,1233.35,5942.21,6498.92,1352.91,9237.53,411.0,524.31,2291.96
2006-01-19,1285.04,314.35,15696.28,1251.576,6103.43,6512.29,1360.64,9449.84,415.69,538.37,2344.14
2006-01-20,1261.48,312.46,15696.69,1255.308,6097.34,6486.63,1324.78,9520.96,416.64,547.67,2361.28
2006-01-23,1263.83,311.7,15360.65,1255.774,6071.21,6381.97,1297.43,9464.9,414.43,548.0,2369.16
2006-01-24,1266.86,311.0,15648.89,1252.062,6131.54,6451.94,1326.83,9549.92,414.58,551.43,2432.12
2006-01-25,1264.68,314.49,15651.0,1258.046,6128.15,6532.18,1342.59,9685.74,420.38,558.46,2429.91
2006-01-26,1273.83,317.54,15891.02,1258.046,6110.82,6532.18,1352.75,9685.74,421.59,556.27,2477.3
2006-01-27,1283.72,321.22,16460.68,1258.046,6277.05,6532.18,1384.56,9870.79,423.4,562.7,2477.16
2006-01-30,1285.19,321.07,16551.23,1258.046,6277.05,6532.18,1384.56,9849.03,422.37,550.94,2507.56
2006-01-31,1280.09,321.04,16649.82,1258.046,6277.05,6532.18,1399.83,9919.89,424.52,546.06,2514.45
2006-02-01,1282.46,324.48,16480.09,1258.046,6431.9,6532.18,1375.97,9859.26,425.39,552.1,2518.67
2006-02-02,1270.84,321.56,16710.55,1258.046,6363.86,6532.18,1374.44,9843.87,423.53,547.68,2457.94
2006-02-03,1264.03,321.77,16659.64,1258.046,6202.28,6594.6,1333.5,9742.58,424.03,535.73,2429.06
2006-02-06,1265.02,322.13,16747.76,1287.626,6403.51,6719.96,1341.64,9980.42,426.99,544.95,2469.68
2006-02-07,1254.78,321.1,16720.99,1282.096,6471.47,6720.08,1332.28,10082.28,426.97,543.73,2414.65
2006-02-08,1265.65,320.56,16272.68,1290.055,6285.01,6624.11,1310.99,10044.82,421.17,541.66,2395.53
2006-02-09,1263.78,324.3,16439.67,1269.454,6271.42,6630.13,1321.66,10044.82,423.74,549.02,2426.67
2006-02-10,1266.99,323.09,16257.83,1282.656,6318.52,6594.92,1335.23,10110.97,424.24,546.44,2426.8
2006-02-13,1262.86,324.7,15877.66,1279.64,6314.68,6562.29,1320.79,10173.25,424.68,544.2,2369.97
2006-02-14,1275.53,324.12,16184.87,1286.327,6451.85,6612.97,1328.21,10086.63,423.55,540.54,2396.91
2006-02-15,1280.0,324.51,15932.83,1299.166,6454.59,6598.49,1303.84,10113.18,422.42,544.44,2432.66
2006-02-16,1289.38,326.34,16043.67,1270.633,6347.43,6683.93,1314.32,10124.3,423.22,548.41,2492.44
2006-02-17,1287.24,327.31,15713.45,1267.408,6379.95,6673.75,1332.73,9981.11,424.09,567.12,2514.49
2006-02-20,1287.24,328.08,15437.93,1267.542,6526.34,6686.55,1348.25,10079.3,424.57,578.49,2520.34
2006-02-21,1283.03,329.18,15894.94,1288.419,6568.46,6631.51,1346.49,10168.11,423.06,574.57,2516.62
2006-02-22,1292.67,331.05,15781.78,1284.226,6717.19,6530.7,1340.58,10224.32,420.72,574.94,2509.24
2006-02-23,1287.79,330.45,16096.1,1288.847,6691.28,6474.69,1361.23,10244.05,423.57,578.07,2543.57
2006-02-24,1289.43,331.49,16101.91,1296.866,6599.4,6538.22,1365.82,10200.76,424.27,581.04,2549.85
2006-02-27,1294.12,332.48,16192.95,1297.186,6580.42,6561.63,1374.88,10282.09,430.21,595.51,2541.99
2006-02-28,1280.66,327.88,16205.43,1299.03,6506.18,6561.63,1371.59,10370.24,431.06,572.78,2534.21
2006-03-01,1291.24,330.74,15964.46,1306.586,6486.2,6613.39,1371.59,10565.47,432.39,578.3,2568.1
2006-03-02,1289.14,327.75,15909.76,1285.666,6505.38,6642.96,1367.7,10626.78,434.15,583.31,2575.47
2006-03-03,1287.23,327.59,15663.34,1293.297,6545.59,6553.66,1328.95,10595.43,434.04,585.95,2577.46
2006-03-06,1278.26,329.41,15901.16,1288.955,6568.87,6575.78,1344.76,10735.36,434.36,581.26,2526.39
2006-03-07,1275.88,327.56,15726.02,1259.916,6400.05,6494.15,1316.67,10725.67,429.02,550.8,2418.54
2006-03-08,1278.47,324.92,15627.49,1250.384,6230.5,6459.57,1314.05,10508.85,426.06,539.12,2398.23
2006-03-09,1272.23,327.5,16036.91,1245.166,6206.9,6486.47,1311.21,10573.54,428.79,536.12,2370.24
2006-03-10,1281.58,330.1,16115.63,1245.653,6174.4,6490.68,1320.07,10765.16,429.29,529.65,2395.94
2006-03-13,1284.13,332.61,16361.51,1259.674,6274.83,6544.63,1338.28,10803.71,430.97,544.28,2432.5
2006-03-14,1297.48,333.26,16238.36,1259.044,6309.43,6460.01,1326.3,10801.72,432.13,534.14,2477.17
2006-03-15,1303.02,334.0,16319.04,1274.812,6405.59,6518.7,1333.98,10801.72,432.96,543.67,2514.25
2006-03-16,1305.33,334.16,16096.21,1274.19,6395.45,6504.98,1335.98,10878.74,434.72,553.88,2538.63
2006-03-17,1307.25,334.41,16339.73,1269.462,6409.29,6528.57,1341.12,10860.04,437.0,564.63,2523.65
2006-03-20,1305.08,335.13,16624.8,1288.418,6460.97,6516.52,1346.69,10941.11,440.15,562.61,2523.68
2006-03-21,1297.23,335.48,16624.8,1290.395,6562.39,6458.03,1336.65,10905.2,437.29,553.59,2476.63
2006-03-22,1305.04,336.44,16495.48,1296.706,6479.15,6391.26,1309.83,10841.35,434.51,554.69,2484.88
2006-03-23,1301.67,336.17,16489.37,1302.457,6562.57,6364.6,1312.26,10840.59,436.01,560.6,2467.99
2006-03-24,1302.95,337.86,16560.87,1294.704,6600.25,6376.62,1321.23,10950.3,436.99,555.46,2473.93
2006-03-27,1301.61,335.23,16650.1,1295.915,6701.64,6421.85,1330.34,11079.02,438.92,555.84,2452.93
2006-03-28,1293.22,333.22,16690.24,1298.791,6659.46,6453.85,1331.31,11086.03,440.28,547.09,2385.99
2006-03-29,1302.89,333.98,16938.41,1305.567,6621.12,6498.03,1332.72,11183.48,438.7,541.2,2421.47
2006-03-30,1300.25,336.64,17045.34,1294.718,6703.48,6546.06,1338.14,11307.04,439.72,556.63,2463.16
2006-03-31,1294.83,334.44,17059.66,1298.295,6703.78,6613.97,1359.6,11279.96,441.56,557.93,2469.4
2006-04-03,1297.81,337.2,17333.31,1319.471,6826.85,6660.76,1379.75,11564.36,444.34,567.69,2528.72
2006-04-04,1305.93,335.55,17292.91,1329.798,6854.8,6665.6,1385.64,11638.01,445.81,569.75,2552.45
2006-04-05,1311.56,336.75,17243.98,1340.162,6854.8,6665.6,1388.77,11746.9,452.33,573.41,2563.09
2006-04-06,1309.04,337.54,17489.33,1339.737,6964.44,6760.82,1397.0,11746.9,453.23,574.24,2568.54
2006-04-07,1295.5,336.02,17563.37,1342.965,6898.94,6781.94,1402.36,11589.44,455.11,581.49,2525.07
2006-04-10,1296.61,337.65,17456.58,1359.081,6846.46,6780.64,1398.29,11662.55,453.04,581.31,2511.23
2006-04-11,1286.58,333.74,17418.13,1362.229,6852.71,6757.17,1386.08,11662.55,452.16,582.1,2485.26
2006-04-12,1288.13,333.08,17162.55,1360.132,6743.82,6808.5,1383.59,11355.73,452.03,584.11,2496.11
2006-04-13,1289.12,334.36,17199.15,1332.33,6776.86,6855.74,1405.72,11237.23,452.29,576.32,2482.52
2006-04-14,1289.12,334.36,17233.82,1359.538,6776.86,6952.54,1432.72,11237.23,452.49,579.65,2482.52
2006-04-17,1285.33,334.36,17000.36,1378.614,6776.86,7000.09,1422.63,11539.68,454.78,587.27,2518.55
2006-04-18,1307.64,334.04,17232.86,1385.114,7023.78,6989.46,1427.0,11821.57,457.7,597.05,2583.7
2006-04-19,1309.93,337.88,17350.12,1396.702,7123.03,7038.78,1437.84,11895.98,464.5,605.23,2617.36
2006-04-20,1311.46,338.72,17317.53,1385.9,7245.52,7102.74,1434.15,12039.55,466.13,611.22,2605.65
2006-04-21,1311.28,341.1,17403.96,1416.793,7194.76,7093.05,1451.31,12030.3,467.31,616.11,2621.7
2006-04-24,1308.11,339.3,16914.4,1409.786,7051.94,7096.04,1430.94,11915.24,467.1,620.26,2619.0
2006-04-25,1301.74,339.06,16970.29,1399.767,6856.09,7059.94,1431.15,11646.78,466.57,619.33,2621.64
2006-04-26,1305.41,339.7,17055.93,1417.477,6900.88,7168.98,1451.22,11938.53,470.16,623.67,2641.28
2006-04-27,1309.72,337.84,17114.54,1416.732,6847.97,7136.21,1452.53,11835.02,471.21,606.25,2605.0
2006-04-28,1310.61,336.48,16906.23,1440.223,6835.15,7171.77,1419.73,11851.93,471.07,614.21,2650.57
2006-05-01,1305.19,337.32,16925.71,1440.223,6835.15,7171.77,1419.73,12042.56,472.56,615.19,2661.9
2006-05-02,1313.21,339.89,17153.77,1440.223,7008.16,7199.6,1434.9,12218.78,475.3,628.81,2717.11
2006-05-03,1307.85,337.2,17153.77,1440.223,7100.88,7242.37,1435.17,12310.72,479.92,632.61,2718.06
2006-05-04,1312.25,338.76,17153.77,1440.223,7153.17,7345.04,1441.02,12347.63,476.91,636.46,2726.68
