,Observation,Next State,Current Weight,Action,# Rebalance,Trading Cost,Trace Error,Daily Return,Total Cost,Total Error,Total UE,Total Return,Reward
1135,[-0.00031688  0.00170162  0.00175815  0.0055801 ],[0.08       0.23999999 0.17000002 0.50999999],[0.07997897 0.23284681 0.16827358 0.515881  ],[-0.00024704  0.00151573  0.00088444 -0.00215313],123,2.168679631759999e-05,0.009356741107992145,0.997963717660792,0.028105867148145863,11.536371932384988,9.80049209824947,1.5439968148365724,0.9885734922083614
1136,[-0.00022087  0.00979065  0.00281564 -0.00366243],[0.08       0.23999999 0.17000002 0.50999999],[0.08025349 0.24571889 0.1712759  0.51140728],[-0.00031722 -0.00164109  0.00015928  0.00179902],123,1.7657933697731325e-05,0.016489594325160825,0.9969803510496924,0.028133048133024422,11.55286152671015,9.808158655756735,1.539307222681987,0.980463575739653
1137,[ 0.00043552 -0.00026761  0.00179275  0.00676231],[0.08       0.23999999 0.17000002 0.50999999],[0.08011496 0.24048838 0.1724084  0.50916531],[-0.00022121  0.00644794  0.00121677 -0.00744351],124,6.890238533501815e-05,0.009258197495958617,1.0086555540172424,0.028240020789355717,11.562119724206108,9.817019064226297,1.552524717557636,0.9992903838649525
1138,[ 5.94107013e-05  3.37673443e-03 -4.34992500e-04  5.72182249e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08020962 0.24082821 0.17025081 0.51342065],[ 0.00043519 -0.00361032  0.00019388  0.00298124],124,3.273381491958475e-05,0.009592960127294825,1.0021770573023034,0.028290949820759675,11.571712684333402,9.825882870967122,1.5558538327742388,0.9925331681436047
1139,[0.00016667 0.0036433  0.00214608 0.00276692],[0.08       0.23999999 0.17000002 0.50999999],[0.08017222 0.24159236 0.17120869 0.51221633],[ 5.90764399e-05  3.40293153e-05 -2.03385549e-03  1.94074974e-03],124,1.8479990061692146e-05,0.008722975126826099,1.00470928280838,0.028319836854855743,11.580435659460228,9.834291016580176,1.5631520363179072,0.9959574206474577
1140,[0.00024202 0.00299764 0.00127411 0.00420921],[0.08       0.23999999 0.17000002 0.50999999],[0.08009214 0.24005908 0.17000002 0.50996869],[ 0.00016634  0.0003006   0.00054721 -0.00101415],124,9.257972983938125e-06,0.008722975126826071,1.0051896071945328,0.02833438344221965,11.589158634587054,9.842880692990477,1.571249709752409,0.9964520854803428
1141,[-8.22051979e-05  3.31240920e-03  1.61924741e-03  3.87352371e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08013344 0.24006674 0.17187389 0.51435116],[ 0.00024169 -0.00034507 -0.00032476  0.00042813],124,6.146353007330402e-06,0.008887385522675886,1.0001199226996216,0.028344041996388444,11.59804602010973,9.85150836723133,1.571428480804003,0.9912228786227769
1142,[0.00037848 0.0048086  0.00082227 0.00271363],[0.08       0.23999999 0.17000002 0.50999999],[0.08008876 0.24199219 0.1701914  0.51255033],[-8.25394593e-05 -3.02959111e-05  2.03844164e-05  9.24509540e-05],124,1.0355062532556443e-06,0.008722975126825974,1.006425232437561,0.028345679674014405,11.606768995236557,9.859874628499991,1.581523646828154,0.9977006196331092
1143,[0.00029596 0.00251196 0.00222432 0.00369074],[0.08       0.23999999 0.17000002 0.50999999],[0.08004463 0.24007238 0.16931553 0.51126367],[ 0.00037814  0.00146589 -0.00077659 -0.00106744],124,1.7031697344754373e-05,0.008722975126826071,1.0048226773129594,0.0283727451511353,11.615491970363383,9.868366593879706,1.5891238890075245,0.9960726367090124
1144,[1.13925839e-05 3.43734004e-03 2.40114684e-03 2.87309566e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08002978 0.24204601 0.17029603 0.51150444],[ 2.95621816e-04 -8.30745545e-04  6.25458891e-04 -9.03351626e-05],124,8.548074317135022e-06,0.008722975126825988,1.0006962089462892,0.028386338441387955,11.624214945490209,9.876826100238164,1.5902166673267113,0.9919596405292106
1145,[0.00027957 0.0022313  0.00196041 0.00425169],[0.08       0.23999999 0.17000002 0.50999999],[0.08000703 0.23927612 0.17038335 0.50898376],[ 1.10583226e-05  9.46349259e-05  8.02283848e-04 -9.07977096e-04],124,8.432261021157659e-06,0.008722975126826085,1.0038762607603633,0.028399799427591344,11.632937920617035,9.885399724535697,1.5963673526727264,0.9951398246473339
1146,[-0.00011484  0.00374318  0.00098524  0.00410938],[0.08       0.23999999 0.17000002 0.50999999],[0.08005836 0.24114384 0.17011243 0.51244175],[ 0.00027923 -0.0011114   0.00036155  0.00047062],124,1.0361361768203889e-05,0.008952646444702492,0.9986502753448824,0.02841631747069064,11.641890567061738,9.894077396948001,1.5941961557585431,0.9896811108570805
1147,[0.00024158 0.0031013  0.00212307 0.00325703],[0.08       0.23999999 0.17000002 0.50999999],[0.08930564 0.22937224 0.17003725 0.51053605],[-0.00011517  0.00040048 -0.00061362  0.00032831],124,6.785094873235615e-06,0.008722975126825988,1.0037563793369464,0.02842717480136063,11.650613542188564,9.902529386320367,1.6001737444849105,0.9950225468794505
1148,[-0.00937223  0.01379857  0.00143421  0.00286243],[0.08926773 0.23073226 0.17000002 0.50999999],[0.08001834 0.24021029 0.17075439 0.51002549],[ 0.00950898 -0.00950914  0.0005242  -0.00052404],125,9.37601984165335e-05,0.027467429897715556,0.9992511769934957,0.028577080994188955,11.67808097208628,9.913531598459222,1.5988254649628522,0.9716338409029519
1149,[6.26063922e-05 3.37442372e-03 1.01652240e-03 4.26942261e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08000991 0.23884193 0.170499   0.50913814],[-0.00937256  0.01045586 -0.00016466 -0.00091865],126,9.762785359768287e-05,0.00872297512682603,1.001008513938559,0.02873331307272707,11.686803947213106,9.922181726992246,1.6002818128311684,0.9921293067331948
1150,[-0.00013066  0.00413933  0.00084186  0.00387244],[0.08       0.23999999 0.17000002 0.50999999],[0.08001264 0.23945246 0.17000002 0.5116934 ],[ 6.22721308e-05  3.17186083e-05 -5.82340586e-04  4.88349847e-04],126,5.442348843753002e-06,0.008984286643268807,0.9984889811094902,0.028742009157297264,11.695788233856375,9.930835288155103,1.5978550474899678,0.9894959983816513
1151,[8.02778582e-05 4.16732902e-03 1.79558379e-03 2.67978445e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.0800292  0.24080925 0.17146426 0.50999999],[-1.30990020e-04  7.96628590e-04 -7.57005281e-04  9.13667101e-05],126,8.286304592121079e-06,0.008722975126826002,1.0011585216939194,0.02875526470039211,11.7045112089832,9.939261243403273,1.5996929569126062,0.9924222910239986
1152,[0.00015499 0.00308669 0.00052854 0.00495276],[0.08       0.23999999 0.17000002 0.50999999],[0.07996925 0.24297739 0.17096076 0.50972251],[ 7.99435968e-05  8.24623909e-04  1.96720802e-04 -1.10128831e-03],126,1.0288463193274387e-05,0.008722975126826057,1.0023027072247879,0.028771760812003777,11.713234184110027,9.947983358027034,1.6033601230598236,0.9935632359863501
1153,[0.00032031 0.0012441  0.00125645 0.00590211],[0.08       0.23999999 0.17000002 0.50999999],[0.07993626 0.2409152  0.17075849 0.50960264],[ 0.00015465 -0.00025601 -0.00107032  0.00117168],126,1.2419322365249638e-05,0.008722975126825974,1.0036299110492908,0.028791745492072664,11.721957159236853,9.956772057907449,1.609160265040275,0.9948869512423959
1154,[0.00016088 0.00271928 0.0010472  0.00479561],[0.08       0.23999999 0.17000002 0.50999999],[0.07988441 0.23920393 0.16966171 0.50921742],[ 0.00031998 -0.0020986  -0.00034241  0.00212104],126,2.2939442911594318e-05,0.00872297512682603,1.001212596650894,0.02882870264621024,11.730680134363679,9.965463523346054,1.611074614148379,0.9924526643699304
1155,[-4.67772835e-05  3.65159141e-03  1.59162768e-03  3.52653332e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.07983037 0.23988517 0.16962827 0.51256831],[ 0.00016055 -0.00062343 -0.00055166  0.00101454],126,1.1056045798906817e-05,0.008816529693803393,0.9979674698873583,0.028846478360338625,11.739496664057482,9.974037058706163,1.6077822443666903,0.9891331644794266
1156,[0.00032232 0.00391534 0.00229434 0.00219098],[0.08       0.23999999 0.17000002 0.50999999],[0.08002012 0.240558   0.17184395 0.50843268],[-4.71115449e-05  3.08886290e-04 -7.23530858e-06 -2.54539436e-04],126,2.9002718506167824e-06,0.008722975126826085,1.0019121182297586,0.028851150268617884,11.748219639184308,9.982326014355834,1.6108518511000405,0.9931844711946533
1157,[ 4.85482645e-05  2.99014359e-03 -9.83133987e-05  5.78259667e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.07987787 0.240673   0.1696607  0.50666206],[ 0.00032198  0.00057264  0.00069548 -0.0015901 ],126,1.4958638397784638e-05,0.008919601924243972,1.0008547583175345,0.028875266654910227,11.757139241108552,9.991195019363804,1.612204643967731,0.9919110400069981
1158,[-0.00012804  0.00191491  0.00140609  0.00553002],[0.08       0.23999999 0.17000002 0.50999999],[0.07974733 0.24060391 0.16870369 0.51185949],[ 4.82140031e-05 -3.52561527e-04 -1.69717639e-03  2.00152391e-03],126,1.929884640417827e-05,0.008979063551306302,0.9968736237382414,0.02890628247114675,11.766118304659859,10.000053692096014,1.6071331719499373,0.9878635443706986
1159,[0.00032586 0.0029586  0.00304931 0.0023892 ],[0.08       0.23999999 0.17000002 0.50999999],[0.07989445 0.24183046 0.16961336 0.51044976],[-0.00012838 -0.0014278  -0.00019277  0.00174895],126,1.641500600347007e-05,0.008722975126826016,1.0009144214525287,0.028932687262211147,11.774841279786685,10.008354831446754,1.6085763878987729,0.9921650415346384
1160,[0.00024848 0.00194387 0.00228825 0.00424237],[0.08       0.23999999 0.17000002 0.50999999],[0.07995182 0.24058969 0.17041041 0.50695906],[ 0.00032553 -0.00038411  0.00145045 -0.00139187],126,1.6683672309293397e-05,0.008722975126826044,1.0017880310091303,0.028959571761131314,11.783564254913511,10.016930147598964,1.6114257353995507,0.993038171383384
1161,[-0.00011886  0.00224936  0.00083174  0.00576074],[0.08       0.23999999 0.17000002 0.50999999],[0.07996786 0.23999999 0.16846417 0.50963782],[ 0.00024815 -0.00139884  0.00068938  0.0004613 ],126,1.3164060686343388e-05,0.008960693473980944,0.9979109850824921,0.028980740073978228,11.792524948387491,10.025825890474698,1.6080382300936726,0.9889291232956643
1162,[-0.00012218  0.00287857  0.00280892  0.00315766],[0.08       0.23999999 0.17000002 0.50999999],[0.07991566 0.23944681 0.16794574 0.51381703],[-0.00011919 -0.00109334 -0.00076713  0.00197967],126,1.8590922514981028e-05,0.008967329501716484,0.9980698478221279,0.029010576730607366,11.801492277889208,10.034351524237287,1.6049045766876189,0.9890726816637823
1163,[0.0001745  0.00416503 0.0038419  0.00054155],[0.08       0.23999999 0.17000002 0.50999999],[0.08008398 0.23965519 0.17089056 0.51066078],[-0.00012251 -0.00046413  0.00121006 -0.00062341],126,1.1341424527734706e-05,0.00872297512682596,1.0011252404703466,0.029028798909821726,11.810215253016034,10.042440301708272,1.6066922783642215,0.9923840431643063
1164,[1.95713147e-05 3.99638734e-03 9.28573905e-04 3.77844256e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08013615 0.2427023  0.17306995 0.51249448],[ 0.00017416  0.00082232  0.00224304 -0.00323952],126,3.039668715796847e-05,0.008722975126825933,1.0012904968846752,0.02907769857329415,11.81893822814286,10.051039739425583,1.6087168716215376,0.9925186220943768
1165,[ 5.31945297e-04  2.66280775e-03 -2.89063589e-05  5.55712844e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08006673 0.243788   0.16986339 0.50975657],[ 1.92370534e-05  6.53682228e-04 -6.70289085e-04 -2.63019588e-06],126,6.322013747345136e-06,0.008780787844720209,1.0084028853468985,0.029087954299293586,11.827719015987581,10.05974808355732,1.6222245647192166,0.9996118417761788
1166,[0.00021085 0.00039886 0.00232367 0.0057896 ],[0.08       0.23999999 0.17000002 0.50999999],[0.07994623 0.23830497 0.17072996 0.50591319],[ 0.00053161 -0.0006799  -0.00162777  0.00177606],126,2.1862353189892624e-05,0.008722975126826099,1.0034746859443653,0.02912354240230132,11.836441991114407,10.068533852199435,1.6278258199664635,0.9947161227145315
1167,[-3.56166916e-04  3.81478380e-03 -7.23935876e-06  5.27159760e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.07979581 0.23999999 0.16730662 0.50705398],[ 0.00021051 -0.00294385  0.00072481  0.00200853],126,2.7985710123144892e-05,0.00944978767629652,0.9948943453347361,0.029168864396419792,11.845891778790703,10.077444014423877,1.619469147612986,0.9853992356643211
1168,[-0.00026452  0.001932    0.00330884  0.00374665],[0.08       0.23999999 0.17000002 0.50999999],[0.07979477 0.23943057 0.1698032  0.51399455],[-0.0003565   0.00047208 -0.0016061   0.00149052],126,1.8561715020114945e-05,0.009252006510640023,0.9941564088326067,0.0291987483041744,11.855143785301342,10.086076129079109,1.6099755718813271,0.984874518414212
1169,[0.00044607 0.00463377 0.00230747 0.00133568],[0.08       0.23999999 0.17000002 0.50999999],[0.07969492 0.24306823 0.16824355 0.50175393],[-2.64849953e-04 -1.41070543e-03  1.70997717e-03 -3.44217805e-05],126,1.6077645382947488e-05,0.008722975126825905,1.0030230892862797,0.02922471075583691,11.863866760428168,10.094220470978662,1.6148167871675336,0.9942741517077913
1170,[-0.00027574 -0.00149802  0.00212847  0.00836827],[0.08       0.23999999 0.17000002 0.50999999],[0.07968389 0.23788525 0.17101456 0.51437366],[ 0.00044573  0.00129106  0.0007086  -0.00244539],126,2.3061370363861177e-05,0.012270498369698749,0.9927606396489324,0.029261680192064057,11.876137258797867,10.103475420491504,1.603089306656276,0.9804531718430065
1171,[0.0005514  0.00615889 0.00108858 0.0009241 ],[0.08       0.23999999 0.17000002 0.50999999],[0.07979339 0.24119453 0.16981352 0.5087011 ],[-0.00027607 -0.00484073  0.00052961  0.00458719],127,4.7903703556031866e-05,0.008722975126825974,1.0029573571810586,0.02933869753530678,11.884860233924693,10.111558288457273,1.607753420414274,0.9941573647109899
1172,[0.00016723 0.00202812 0.00170084 0.00482678],[0.08       0.23999999 0.17000002 0.50999999],[0.08030128 0.23798237 0.1702135  0.50857917],[ 0.00055107  0.00281619 -0.00051028 -0.00285697],127,3.161608022478154e-05,0.008722975126826085,0.9995025449305751,0.029389501503286133,11.893583209051519,10.12024118125853,1.6069028044637823,0.9907287658357696
1173,[-0.00053641  0.00466251  0.00088627  0.00371061],[0.08       0.23999999 0.17000002 0.50999999],[0.08012731 0.23864563 0.16960091 0.50324323],[ 0.0001669  -0.00131458  0.00010198  0.00104571],127,1.2336448956261692e-05,0.009795797429759001,0.9970763143533211,0.02940926677555215,11.903379006481277,10.12898229761177,1.6021849023243386,0.9872607516512961
1174,[-0.00080435  0.00267961  0.0005642   0.00628352],[0.08       0.23999999 0.17000002 0.50999999],[0.08002525 0.23372834 0.17000002 0.51000261],[-5.36745413e-04  1.31980186e-03 -7.12591865e-04 -7.04645804e-05],127,1.2349069010071652e-05,0.010331684238039263,0.9916170763510453,0.029428886162877272,11.913710690719316,10.138135059141314,1.5887341231247203,0.9812657727256809
1175,[-0.00052772  0.00814585  0.00053075  0.0005741 ],[0.08       0.23999999 0.17000002 0.50999999],[0.0802735  0.240715   0.17000002 0.51569441],[-0.00080469 -0.0006631  -0.00103466  0.00250245],127,2.3218265886690557e-05,0.009778417164063122,0.9937562164830436,0.029465542639194816,11.923489107883379,10.146472507735629,1.578777523542634,0.9839411428426629
1176,[0.00025973 0.0042257  0.00272742 0.00151012],[0.08       0.23999999 0.17000002 0.50999999],[0.08022968 0.24278521 0.17000002 0.50920178],[-0.00052806  0.00480314 -0.00106811 -0.00320697],127,4.4285255192393517e-05,0.008722975126825988,1.0066829228384246,0.029535923355456482,11.932212083010205,10.154682689426755,1.5892584553459865,0.997889566995337
1177,[-5.18984886e-05  1.09447718e-03  1.97486674e-03  5.70552969e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.07987612 0.23838217 0.16810588 0.5022857 ],[ 0.0002594   0.000883    0.00112855 -0.00227095],127,2.1077279434393656e-05,0.008826772103958935,1.0022166894055828,0.029569494146969626,11.941038855114163,10.163534145926844,1.592747850482128,0.9933563465101107
1178,[-0.0007928   0.0022238   0.00156307  0.00572891],[0.08       0.23999999 0.17000002 0.50999999],[0.0798025  0.23714365 0.16983708 0.51890542],[-5.22327499e-05 -2.24822793e-03  3.76003752e-04  1.92445693e-03],127,2.1398074221128766e-05,0.010308582510230133,0.9886498677106641,0.02960318832218583,11.951347437624394,10.172595108381497,1.5746358699388803,0.9783075910252178
1179,[ 0.00064924  0.00754044  0.00272248 -0.00218918],[0.08       0.23999999 0.17000002 0.50999999],[0.07985412 0.23819876 0.17252921 0.49946268],[-7.93137953e-04 -1.11890495e-03 -3.57922237e-05  1.94783512e-03],127,1.79120453419905e-05,0.013101339260881806,1.0056886540986683,0.02963155321427627,11.964448776885275,10.180220104040105,1.5835652237852185,0.992558949945696
1180,[-0.00065674  0.00274877 -0.00266517  0.00929612],[0.08       0.23999999 0.17000002 0.50999999],[0.07961459 0.23723422 0.16783076 0.50415996],[ 0.0006489   0.00419774  0.00112361 -0.00597025],128,5.5213041456662506e-05,0.015366808701330337,0.9900447761571639,0.029718111419570124,11.979815585586605,10.189778181179447,1.5677130440603557,0.9745914092505397
1181,[-0.00051282  0.00343095  0.00187391  0.00393094],[0.08       0.23999999 0.17000002 0.50999999],[0.08004511 0.23999999 0.17056043 0.50160135],[-0.00065708 -0.00059393 -0.00426403  0.00551505],129,5.0492705763362564e-05,0.009748624222699842,0.98883954164742,0.02979638205573787,11.989564209809306,10.198525068126187,1.5501374898498685,0.9790126467885525
1182,[-0.00067348  0.00145767 -0.00030118  0.00823997],[0.08       0.23999999 0.17000002 0.50999999],[0.07973732 0.23428977 0.16977618 0.51080522],[-5.13158809e-04  8.82474449e-05  2.75044749e-04  1.49866615e-04],129,4.645525577910193e-06,0.01067230587353872,0.9922068854436297,0.029803527105840152,12.000236515682845,10.207911058474574,1.538049889609986,0.9815274345199887
1183,[-0.00016923  0.00778291  0.00090239  0.0002069 ],[0.08       0.23999999 0.17000002 0.50999999],[0.07955877 0.24220147 0.17000002 0.50586882],[-0.00067382 -0.00188504 -0.00190005  0.0044589 ],129,4.0050785731147387e-05,0.009061426222473273,0.9946084909453041,0.029864792627747713,12.009297941905318,10.216098046295224,1.5296958795970073,0.9854857992009233
1184,[0.00025249 0.00056562 0.00119485 0.00671002],[0.08       0.23999999 0.17000002 0.50999999],[0.08010815 0.23466391 0.16774196 0.51007392],[-0.00016956  0.0044402  -0.00069647 -0.00357417],129,3.966621779297652e-05,0.008722975126826057,0.9976290742065391,0.02992532360957091,12.018020917032144,10.225010950883567,1.5260084069300028,0.9888455680978898
1185,[-0.00070602  0.00692646  0.00260432 -0.00010179],[0.08       0.23999999 0.17000002 0.50999999],[0.08085277 0.2366476  0.17071397 0.51657089],[ 0.00025216 -0.00277708 -0.00040402  0.00292894],129,2.8349608868949432e-05,0.010338592296984014,0.9925879428790347,0.02996826346608575,12.028359509329128,10.23327405979532,1.5146542837092971,0.9822064107255359
1186,[-0.00046739  0.00782212  0.00169793 -0.00032968],[0.08       0.23999999 0.17000002 0.50999999],[0.0800945  0.24955738 0.17209222 0.51466275],[-0.00070635  0.00358376  0.00100546 -0.00388286],129,4.0594278447548294e-05,0.010317109304033859,1.0047852337905496,0.030030041494148146,12.038676618633161,10.241458420136421,1.5218407722709588,0.9944063464584534
1187,[ 0.00119872 -0.00218632  0.00228457  0.00742601],[0.08       0.23999999 0.17000002 0.50999999],[0.08049122 0.23512494 0.17093782 0.51998297],[-4.67719540e-04  4.47941113e-03  9.90629759e-05 -4.11075457e-03],129,4.0691418076856426e-05,0.013095622141999538,1.0164068450454555,0.030092980841382747,12.051772240775161,10.250191199669098,1.546747452146354,1.0032482835562213
1188,[ 3.18613526e-05  9.74477525e-03  1.77121632e-03 -2.82487779e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08010152 0.24634665 0.17135346 0.50627734],[ 0.00119839 -0.00552903  0.00068571  0.00364493],130,4.994374386622565e-05,0.014372730716125548,1.006536960328067,0.030170732324315698,12.066144971491287,10.257915854979052,1.5567812285199978,0.9920864781290084
1189,[ 0.00022422 -0.00200319  0.00094153  0.00956042],[0.08       0.23999999 0.17000002 0.50999999],[0.08006072 0.23910274 0.17040504 0.51627472],[ 3.15270913e-05  6.40207014e-03  1.72353327e-04 -6.60595055e-03],131,6.005867574566757e-05,0.012729349974561446,1.0040789696279036,0.03026460630434271,12.078874321465848,10.26721072977484,1.5630377936494104,0.9912557456733151
1190,[0.00040471 0.00562897 0.00218377 0.00050552],[0.08       0.23999999 0.17000002 0.50999999],[0.08000411 0.24242045 0.17000002 0.51359725],[ 0.00022388 -0.00534589 -0.00065734  0.00577935],132,5.479831431785036e-05,0.008722975126825933,1.0058432214278354,0.030350753929718786,12.087597296592675,10.27526048485272,1.5720853177414724,0.9970340986756334
1191,[0.00047511 0.00237332 0.00261645 0.0032581 ],[0.08       0.23999999 0.17000002 0.50999999],[0.07997213 0.24152365 0.16937861 0.50923418],[ 0.00040438  0.00228626  0.00058491 -0.00327555],132,3.007275220222478e-05,0.008722975126825946,1.0060218228036928,0.03039831413348093,12.0963202717195,10.283641464168095,1.5815048600249975,0.9972512874731047
1192,[3.68839717e-05 1.84526735e-03 2.23865930e-03 4.60216450e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08001457 0.2390828  0.17081288 0.51608891],[ 0.00047478 -0.00096938  0.00101758 -0.00052298],132,1.3783415617827592e-05,0.008722975126826016,1.0001085654050537,0.030420114738377142,12.105043246846327,10.292321330255238,1.5816547582019331,0.9913637896733314
1193,[0.00046292 0.00568564 0.00180462 0.00076979],[0.08       0.23999999 0.17000002 0.50999999],[0.08001554 0.24350686 0.17137458 0.50929346],[ 3.65497103e-05 -1.49743776e-03  6.39796313e-04  8.21091739e-04],132,1.3831628642398235e-05,0.008722975126826127,1.0059991603250382,0.030442122539838537,12.113766221973153,10.300396047658396,1.59112148181399,0.9972541773967507
1194,[0.00031869 0.00085198 0.00093944 0.00661287],[0.08       0.23999999 0.17000002 0.50999999],[0.07996907 0.24160921 0.17155685 0.51317736],[ 0.00046258  0.00234293  0.00020576 -0.00301128],132,2.7981253431346335e-05,0.008722975126826016,1.004190449259096,0.030486829432886168,12.122489197099979,10.309282765603427,1.5977444740751665,0.9954227672392224
1195,[0.0005329  0.00324908 0.00111819 0.00382281],[0.08       0.23999999 0.17000002 0.50999999],[0.08008722 0.25158079 0.17322952 0.51598299],[ 0.00031836 -0.00249072 -0.00065943  0.00283179],132,2.9393531267516583e-05,0.008722975126826155,1.0063124832349333,0.03053408785999678,12.131212172226805,10.317746508805348,1.6077832459293173,0.9975422496809965
1196,[ 0.00155117 -0.0030924   0.0019125   0.0083517 ],[0.08       0.23999999 0.17000002 0.50999999],[0.08002337 0.23999999 0.16996677 0.50993934],[ 5.32567690e-04 -9.36289368e-05 -4.80672040e-04  4.17332863e-05],132,5.392372689320391e-06,0.014907766420815566,1.0208805231148004,0.030542938608970952,12.14611993864762,10.326510750998994,1.6413459313930676,1.0059639059450107
1197,[-2.86789001e-05  3.32577607e-03  1.62012254e-03  3.80575542e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.07980572 0.24656098 0.17000002 0.50855679],[ 0.00155084 -0.0064351   0.00031364  0.00457063],133,6.168340249745226e-05,0.008780332927002213,0.9999294672793156,0.030644169024631667,12.154900271574624,10.335115191255351,1.6411289189972185,0.9910479039366528
1198,[ 0.00058562 -0.00201028  0.00243176  0.00771588],[0.08       0.23999999 0.17000002 0.50999999],[0.08006307 0.24106532 0.17033867 0.51290725],[-2.90131615e-05 -1.69290466e-05  2.12595450e-05  2.46826631e-05],133,4.403189839976478e-07,0.012743538772129179,1.0049235019983398,0.030644895202353795,12.167643810346753,10.344048322858065,1.6492082978892164,0.9921792370484885
1199,[0.00028596 0.00332728 0.00200208 0.00310766],[0.08       0.23999999 0.17000002 0.50999999],[0.079984   0.23794763 0.17000002 0.5119255 ],[ 0.00058528 -0.00535299  0.00083289  0.00393481],134,5.155663238750278e-05,0.008722975126826099,1.0043743112898205,0.03073029038186455,12.17636678547358,10.35247097982037,1.6563374207399941,0.9955659409834836
1200,[4.90505610e-06 5.36107467e-03 1.57457364e-03 1.78242176e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08001002 0.24125627 0.16971228 0.51017826],[ 2.85622540e-04 -1.54221851e-05  4.03216211e-04 -6.73416566e-04],134,6.663144500987891e-06,0.008722975126826071,0.9998571419122821,0.03074132514726288,12.185089760600405,10.360804410270683,1.6560897631278748,0.9911231320200578
1201,[8.27649782e-05 2.36519737e-03 2.08270305e-03 4.19230973e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08002086 0.23858036 0.17003723 0.51159129],[ 4.57079473e-06  2.01836955e-03 -2.42893472e-05 -1.99865100e-03],134,1.956499747806278e-05,0.008722975126826099,1.001156825170602,0.03077376338811464,12.193812735727231,10.369421300295835,1.6579731680585983,0.9924014118029242
1202,[-2.14603314e-06  4.81713943e-03  1.60070749e-03  2.30727424e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08001487 0.24491398 0.17021548 0.51035529],[ 8.24307168e-05 -9.77507751e-04  4.83840060e-04  4.11236974e-04],134,9.464780673521538e-06,0.008727267193107,1.0002297366151647,0.03078945919709615,12.202540002920339,10.377824344022164,1.6583383728498637,0.9914867736130761
1203,[ 0.0004231  -0.00023171  0.0023144   0.00621718],[0.08       0.23999999 0.17000002 0.50999999],[0.07998632 0.24102227 0.17060205 0.50964243],[-2.48029451e-06  1.47443431e-03  1.84450398e-06 -1.47379852e-03],134,1.4297311677592393e-05,0.009186389825323396,1.0054996257939672,0.03081329903361444,12.211726392745662,10.386608607376802,1.667434903559731,0.9962893961321255
1204,[0.00011411 0.00262207 0.00121034 0.00477645],[0.08       0.23999999 0.17000002 0.50999999],[0.07993609 0.24273172 0.16958571 0.51027022],[ 0.00042277 -0.00357441  0.00071553  0.00243611],134,3.480698460657468e-05,0.008722975126825933,1.0012530796000803,0.030871408121205354,12.220449367872488,10.395307461445409,1.6694662938408227,0.9924719953856634
1205,[0.00026547 0.00122203 0.00244008 0.00479539],[0.08       0.23999999 0.17000002 0.50999999],[0.07982727 0.24135283 0.17064508 0.51012253],[ 0.00011378 -0.00072064 -0.00038852  0.00099538],134,1.0813951607185175e-05,0.008722975126826113,1.002523744468256,0.030889507016177493,12.229172342999314,10.403947474996027,1.6736615466371316,0.9937826704464577
1206,[0.00032824 0.00245904 0.00128552 0.00465017],[0.08       0.23999999 0.17000002 0.50999999],[0.0798802  0.23290558 0.17079538 0.51037502],[ 0.00026514 -0.00212067  0.00084122  0.00101432],134,2.0727852554732245e-05,0.00872297512682585,1.0019477113487099,0.03092426527571679,12.23789531812614,10.412570992659674,1.6768866648156506,0.9931899779623448
1207,[-0.00036558  0.00902092 -0.00023504  0.00030267],[0.08       0.23999999 0.17000002 0.50999999],[0.07982844 0.24523526 0.16991199 0.5126183 ],[ 0.0003279  -0.00088366 -0.00031334  0.0008691 ],134,1.1722279508148811e-05,0.009924216727480159,0.9939561884032486,0.030943803176674365,12.24781953485362,10.420842301955496,1.6667322208102116,0.9840124337748108
1208,[ 7.73539221e-04 -4.42839493e-05  2.96747184e-03  5.02624801e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.07980542 0.23923464 0.16921265 0.50923442],[-0.00036592  0.00567822 -0.0018339  -0.0034784 ],135,5.527016027035256e-05,0.008811543025469534,1.0075939939859997,0.03103661820508399,12.25663107787909,10.429366618860263,1.6792972547143443,0.9986896359321206
