,Observation,Next State,Current Weight,Action,# Rebalance,Trading Cost,Trace Error,Daily Return,Total Cost,Total Error,Total UE,Total Return,Reward
732,[-0.00029347  0.00625808  0.0005428   0.00221556],[0.08       0.23999999 0.17000002 0.50999999],[0.08005029 0.23915569 0.16898307 0.5122583 ],[ 0.00066999 -0.00459139  0.00093563  0.00298577],79,3.1955720728951246e-05,0.009309913215254845,0.9969397603328399,0.01389861379626694,7.423340449332375,6.3130373134791515,1.1880833818337928,0.9875918810568325
733,[-1.41613282e-05  4.29394925e-03  2.69137014e-03  1.75181707e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08011143 0.23500411 0.17038321 0.5107688 ],[-0.0002938   0.00291538 -0.00105606 -0.00156551],79,2.0228088608100522e-05,0.008751297783288814,1.0004473414632733,0.013922656716857258,7.432091747115664,6.321353265919636,1.1885908281363915,0.9916720007593942
734,[-0.00041122  0.00745816  0.00057734  0.0010987 ],[0.08       0.23999999 0.17000002 0.50999999],[0.08007379 0.24306391 0.16912712 0.5100034 ],[-1.44955896e-05  9.51244133e-04  1.09250715e-03 -2.02925569e-03],79,1.4186434741782795e-05,0.009545425073523656,0.996267546393963,0.013939455407732162,7.441637172189188,6.329726668799978,1.1841376061475932,0.9867053226295645
735,[0.00010775 0.00082887 0.00285451 0.00493185],[0.08       0.23999999 0.17000002 0.50999999],[0.08005468 0.24690971 0.17153374 0.51277718],[-0.00041156  0.00411546 -0.00102152 -0.00268238],79,2.8459894040696306e-05,0.008722975126825974,1.0022682246675263,0.013973231319570486,7.450360147316014,6.338419973392501,1.1867897958448022,0.993511473628862
736,[ 0.00083823 -0.00081407  0.00197767  0.00672114],[0.08       0.23999999 0.17000002 0.50999999],[0.0800164  0.23775213 0.16999849 0.50905665],[ 0.00010742 -0.00251383  0.00125564  0.00115077],79,1.742301727256048e-05,0.010351113658371686,1.0112753044315337,0.013994141563065018,7.460711260974386,6.347163460727696,1.2001505346300783,1.0009032805296674
737,[-0.00027103  0.00483298  0.00105869  0.00310233],[0.08       0.23999999 0.17000002 0.50999999],[0.07986223 0.24094032 0.16904911 0.51260408],[ 0.0008379  -0.00415677  0.00037881  0.00294006],79,2.913432917854846e-05,0.009265042601506013,0.9968236778711725,0.014028995063158151,7.469976303575892,6.355751224308264,1.196303504348269,0.9875237817695734
738,[0.00033374 0.00299261 0.0029639  0.00243272],[0.08       0.23999999 0.17000002 0.50999999],[0.07985811 0.24546026 0.17011992 0.50801119],[-0.00027137  0.00149028 -0.00054017 -0.00067874],79,1.0411697762250556e-05,0.008722975126826002,1.0024557369254172,0.014041481071549256,7.4786992787027184,6.364057317016721,1.199228855487384,0.9937202757902002
739,[ 0.00041674 -0.00127376  0.00206377  0.00751623],[0.08       0.23999999 0.17000002 0.50999999],[0.07979634 0.24053359 0.16906508 0.5086927 ],[ 0.00033341 -0.00035009  0.00136503 -0.00134835],79,1.1895030475959686e-05,0.011270499397166164,1.0034494829178264,0.014055794972055885,7.489969778099884,6.37301615865418,1.2033513100751687,0.9921646696201536
740,[5.11028131e-05 2.34825599e-03 2.20987972e-03 4.11373660e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.0800344  0.24113507 0.1690277  0.51512685],[ 0.00041641 -0.00461647  0.0004649   0.00373516],79,3.244255437962516e-05,0.008722975126826057,0.9980877174459236,0.014094758840710339,7.4986927532267105,6.38162925326048,1.201011122568172,0.9893257784504431
741,[0.00038978 0.00348464 0.00346632 0.00138223],[0.08       0.23999999 0.17000002 0.50999999],[0.07990802 0.24147992 0.1697422  0.50411526],[ 5.07685517e-05 -9.94449124e-04  6.11016728e-04  3.32663844e-04],79,6.974971637632559e-06,0.008722975126826016,1.0053240146745401,0.014103180400166776,7.5074157283535365,6.389775461038708,1.2073969463904946,0.9965926179882577
742,[-0.00028944  0.00070915  0.00104577  0.00725749],[0.08       0.23999999 0.17000002 0.50999999],[0.07991845 0.23545101 0.16921359 0.51531238],[ 0.00038945  0.00014193  0.00186746 -0.00239884],79,1.691470220708767e-05,0.009301846866656444,0.9952454018787198,0.014123505712500472,7.516717575220193,6.398907935568222,1.2016358363777528,0.9859232296997297
743,[ 7.35222531e-05  7.86706975e-03  2.36759523e-03 -1.58521210e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.07999086 0.24905584 0.16982621 0.51028008],[-0.00028977 -0.00263356 -0.00055309  0.00347642],79,2.439593386321984e-05,0.011893399326209753,0.9998954306558131,0.01415281696027163,7.528610974546403,6.406772374194553,1.2014808670779993,0.9879727200818322
744,[ 0.00073498 -0.00345421  0.00331299  0.00812921],[0.08       0.23999999 0.17000002 0.50999999],[0.0799128  0.23776659 0.16948585 0.50907923],[ 7.31879918e-05  4.52436463e-03  7.68732237e-04 -5.36628486e-03],80,3.7653333341004336e-05,0.015631392971836702,1.0091529962902852,0.014198469095786518,7.5442423675182395,6.415704231680288,1.212432777237622,0.9934759511829336
745,[-0.00021371  0.0046798   0.00147412  0.00278276],[0.08       0.23999999 0.17000002 0.50999999],[0.07996591 0.23569093 0.16917043 0.51288553],[ 0.00073465 -0.00679691  0.00171413  0.00434814],81,4.812627996606922e-05,0.009150393590666148,0.9962444695619661,0.014256597032153586,7.553392761108905,6.424228123567034,1.2078210991593588,0.9870359480349329
746,[-0.0001489   0.00711147  0.00204063 -0.00028023],[0.08       0.23999999 0.17000002 0.50999999],[0.08004175 0.23999999 0.16978888 0.50969089],[-0.00021404  0.0013371  -0.00012475 -0.00099831],81,9.431465483157336e-06,0.009581219142067193,0.9977127966136998,0.014267962392991385,7.562973980250972,6.432327383823032,1.20504717512831,0.9881202121107948
747,[-7.97377659e-05  3.22781256e-03  1.72872112e-03  3.84617921e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08001712 0.24464714 0.17087768 0.51081356],[-0.00014923  0.00376876  0.00044177 -0.0040613 ],81,2.9631494892634006e-05,0.00888245065859089,0.9995215100786868,0.01430365159853773,7.5718564309095635,6.440949015566868,1.204434864851089,0.9906033702145496
748,[0.00048855 0.0002406  0.00180035 0.00619348],[0.08       0.23999999 0.17000002 0.50999999],[0.08012185 0.23751516 0.17040883 0.51030208],[-8.00720272e-05 -1.14892553e-04  1.29858126e-04  6.51064546e-05],81,1.3713612884684802e-06,0.008722975126826168,1.0063555157475363,0.014305313809123676,7.58057940603639,6.449721150187214,1.2120880178861837,0.9976308784101242
749,[-0.0002541   0.0054345   0.00090805  0.00263453],[0.08       0.23999999 0.17000002 0.50999999],[0.08004149 0.24119174 0.16903853 0.51035222],[ 0.00048821 -0.00310211  0.00020149  0.00241241],81,2.195857709776668e-05,0.009231175266948471,0.9983479103747793,0.014331884981301779,7.589810581303338,6.458246123609231,1.2100589241187896,0.9890901639356527
750,[8.75246944e-06 2.30136446e-03 2.66576417e-03 3.74709403e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08004197 0.23716748 0.1697469  0.50946699],[-0.00025443  0.00209179 -0.00069081 -0.00114655],81,1.4782147403582448e-05,0.008722975126826002,1.0006239729943365,0.014349783147445908,7.598533556430164,6.4668154109256655,1.210796080939612,0.9918830997013663
751,[-0.00032895  0.0053239   0.00124268  0.00248534],[0.08       0.23999999 0.17000002 0.50999999],[0.08004825 0.24502688 0.17028757 0.50999999],[ 8.41820808e-06 -1.04134066e-03  1.06690118e-03 -3.39787319e-05],81,7.603636215524305e-06,0.009380869119659588,0.9964233375576759,0.014358956601999612,7.607914425549824,6.475335591950245,1.2064562656186715,0.9870332949834626
752,[ 0.00037907 -0.00037719  0.00221964  0.00650146],[0.08       0.23999999 0.17000002 0.50999999],[0.0800333  0.23925251 0.17117374 0.51374163],[-0.00032928  0.0019812  -0.00035619 -0.00129573],81,1.3958939310546417e-05,0.009477353951557674,1.0053626894597725,0.014375887528959488,7.617391779501381,6.484170212538623,1.2129092750681887,0.9958684045812549
753,[0.00030186 0.00509113 0.00114127 0.00218873],[0.08       0.23999999 0.17000002 0.50999999],[0.08005184 0.2420247  0.17006088 0.50367388],[ 0.00037874 -0.00371989  0.00062078  0.00272038],81,2.6349464320526934e-05,0.008722975126825988,1.0042011776678077,0.014407980464089263,7.626114754628207,6.492483634716833,1.2179729629180147,0.9954461096058519
754,[-0.00038823  0.00029997  0.00082267  0.00798857],[0.08       0.23999999 0.17000002 0.50999999],[0.079915   0.23666942 0.16725314 0.5067854 ],[ 0.00030152  0.00174842 -0.0004576  -0.00159234],81,1.4581159742140903e-05,0.009499442252980703,0.99581129625701,0.014425665274360084,7.635614196881188,6.501741379049072,1.2128534755510454,0.9862941691937586
755,[-0.00067113  0.00443302  0.00276256  0.00219853],[0.08       0.23999999 0.17000002 0.50999999],[0.08005476 0.24163004 0.16992656 0.51447397],[-0.00038857 -0.00304274 -0.00077619  0.0042075 ],81,2.9801981308432016e-05,0.010065229395130396,0.9906229515757673,0.014461470696253306,7.645679426276319,6.51029113255987,1.201444344342696,0.9805219167587437
756,[0.00042978 0.00317417 0.00270012 0.0024189 ],[0.08       0.23999999 0.17000002 0.50999999],[0.08013769 0.24582992 0.17012921 0.5006621 ],[-0.00067146  0.00109031  0.0011637  -0.00158254],81,1.5815081072003335e-05,0.008722975126826016,1.0060853402483456,0.014480586962644353,7.654402401403145,6.518573960130539,1.2087365410277626,0.9973432488551286
757,[-0.00039793 -0.00328657  0.00091648  0.011491  ],[0.08       0.23999999 0.17000002 0.50999999],[0.07993396 0.23457317 0.16721632 0.51311583],[ 0.00042945 -0.00016854  0.00110126 -0.00136217],81,1.0805298378820436e-05,0.016091971656543497,0.9967589219192963,0.014493605249566473,7.670494373059688,6.528287544515226,1.2048058707603047,0.9806539319758306
758,[-0.00034828  0.00755268  0.00351512 -0.00199655],[0.08       0.23999999 0.17000002 0.50999999],[0.08008322 0.23695041 0.17122724 0.51649023],[-0.00039827 -0.00662927 -0.00068239  0.00770992],82,5.4247539752800666e-05,0.01341263353483041,0.9948392843469464,0.014558622165651553,7.683907006594518,6.536193053124675,1.1985228524898126,0.9813616338960308
759,[ 0.0002958   0.00751274  0.00118131 -0.00026687],[0.08       0.23999999 0.17000002 0.50999999],[0.08011734 0.24651268 0.16741821 0.50955929],[-0.00034862  0.00420997  0.00191626 -0.00577762],83,4.287981523413073e-05,0.009256719256048832,1.0047511038883805,0.014610256571236175,7.693163725850567,6.544188590410278,1.2041657666361212,0.9954427502267471
760,[ 0.00017098 -0.00228388  0.00478247  0.00605341],[0.08       0.23999999 0.17000002 0.50999999],[0.0800113  0.24097624 0.17051358 0.51118519],[ 0.00029547  0.00417003 -0.00041756 -0.00404794],83,3.140286601979387e-05,0.01329073701484218,1.0036075175717891,0.014648206055589282,7.70645446286541,6.552978322456544,1.2084720015423727,0.9902788310725938
761,[0.00020339 0.00301206 0.00154213 0.0039654 ],[0.08       0.23999999 0.17000002 0.50999999],[0.08006518 0.24094933 0.16963555 0.51235146],[ 0.00017064 -0.00562659  0.0031836   0.00227234],84,3.970949883015234e-05,0.00872297512682603,1.0026863167333973,0.01469632087802585,7.715177437992236,6.561542274998851,1.2116703522844263,0.9939152267841347
762,[0.00017475 0.00311441 0.00247097 0.00296283],[0.08       0.23999999 0.17000002 0.50999999],[0.08012151 0.24064179 0.17238829 0.51487863],[ 2.03055370e-04 -3.30643583e-04 -5.67373261e-05  1.84325539e-04],84,2.7411673026702863e-06,0.008722975126825919,1.0030015177009988,0.014699652229286991,7.723900413119062,6.569968258766956,1.215303880903432,0.9942752112229117
763,[0.00051709 0.00461792 0.00058388 0.00300408],[0.08       0.23999999 0.17000002 0.50999999],[0.0800684  0.24511122 0.17097189 0.51055312],[ 0.00017442 -0.00022829  0.00087211 -0.00081824],84,7.427610569562563e-06,0.00872297512682596,1.0080302176740077,0.014708751453391063,7.732623388245888,6.57833887099963,1.225054008803202,0.9992981433230776
764,[ 0.00046519 -0.00013609  0.00176566  0.00662822],[0.08       0.23999999 0.17000002 0.50999999],[0.08005378 0.24072026 0.17142102 0.51092638],[ 0.00051676  0.00127522 -0.00101498 -0.00077699],84,1.2820338824537686e-05,0.008995152228024467,1.0067046341839623,0.014724562159863801,7.741618540473913,6.587174328244544,1.2332518421803529,0.9976936712494651
765,[0.00019566 0.0033715  0.00071127 0.00444455],[0.08       0.23999999 0.17000002 0.50999999],[0.08002712 0.24632763 0.17236163 0.51228536],[ 0.00046485 -0.00347879  0.00016679  0.00284715],84,2.5054935593962164e-05,0.008722975126825933,1.0031214524098941,0.014755556881067139,7.750341515600739,6.595816448022511,1.2370704800696561,0.9943674825618649
766,[ 0.00084407 -0.00030439  0.00111289  0.0070704 ],[0.08       0.23999999 0.17000002 0.50999999],[0.08006268 0.24127838 0.16968028 0.51165705],[ 1.95321285e-04  2.87934031e-05 -8.87589942e-04  6.63475253e-04],84,6.412386079928226e-06,0.00933174689539236,1.011001733722056,0.01476357667578837,7.759673262496131,6.604618147434429,1.2506724675132723,1.0016619670319424
767,[0.00015152 0.00270883 0.00237185 0.00349077],[0.08       0.23999999 0.17000002 0.50999999],[0.08006091 0.23933455 0.16929661 0.50877433],[ 0.00084374 -0.00364709 -0.00048597  0.00328933],84,3.0187601469763614e-05,0.008722975126825974,1.0026783982462533,0.014801431460475464,7.768396237622957,6.613120597505048,1.2539845116548787,0.9939175683347402
768,[-0.00026394  0.00340023  0.00187225  0.00371443],[0.08       0.23999999 0.17000002 0.50999999],[0.08003076 0.23853542 0.16824162 0.51067014],[ 0.00015118 -0.00063387  0.00077299 -0.0002903 ],84,6.767963827649304e-06,0.009250847829259085,0.9974663989270651,0.01480989682237738,7.777647085452216,6.621772349013016,1.2507989282288907,0.9882070857359041
769,[-0.00023278  0.00420416  0.00293187  0.00181972],[0.08       0.23999999 0.17000002 0.50999999],[0.08006962 0.24277517 0.17182526 0.51285753],[-2.64270613e-04  5.75253881e-05  2.73388436e-04 -6.66432118e-05],84,2.417214876337175e-06,0.009188534980388768,0.9974779396572094,0.014812912639522892,7.786835620432605,6.6301519999251655,1.247641314405423,0.9882863888596751
770,[0.00052894 0.00238138 0.00105739 0.00475526],[0.08       0.23999999 0.17000002 0.50999999],[0.08006751 0.24348451 0.16875888 0.50917458],[-0.00023311  0.00086146  0.00133301 -0.00196135],84,1.5989367316555036e-05,0.008722975126825905,1.0075275702946982,0.01483301148327051,7.795558595559431,6.638738901473946,1.257013073106924,0.9987844963241247
771,[5.15878223e-05 2.19347583e-04 3.09031573e-03 5.36172399e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.07999337 0.23349756 0.16882431 0.50718971],[ 0.00052861 -0.00096132 -0.00054148  0.00097419],84,1.1031980939407764e-05,0.008722975126826016,1.0014854762914696,0.014846899274160464,7.804281570686257,6.647499220402915,1.2588664688808284,0.9927486133737536
772,[-0.00084147  0.00736858  0.00098396  0.00121191],[0.08       0.23999999 0.17000002 0.50999999],[0.08003242 0.24486259 0.16748789 0.5087645 ],[ 5.12535610e-05 -3.12335753e-03  1.49145274e-03  1.58065123e-03],84,2.2962237995499547e-05,0.010405924293158786,0.9895049427785381,0.014875501627635549,7.814687494979416,6.655996444720994,1.2456256868642814,0.9790704161319042
773,[ 5.96394753e-05 -1.23925868e-03  4.30294712e-03  5.59964721e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08003208 0.23999999 0.16889182 0.51341571],[-0.00084181  0.00402588 -0.0006149  -0.00256917],84,2.928605046821701e-05,0.011201492478987246,1.0011473994297502,0.014912021872534202,7.825888987458403,6.664765251675384,1.2470184376103417,0.9899093867058643
774,[0.00015506 0.0039029  0.00310128 0.00156374],[0.08       0.23999999 0.17000002 0.50999999],[0.08001006 0.24322342 0.16917793 0.50577592],[ 5.93052140e-05 -4.58196379e-03  2.70408413e-03  1.81857445e-03],84,3.336855304066816e-05,0.008722975126825933,1.0023396047235107,0.014953729038668855,7.834611962585229,6.673004352364076,1.2498943566364016,0.9935749224305501
775,[-0.00015502 -0.0003224   0.00211373  0.00708667],[0.08       0.23999999 0.17000002 0.50999999],[0.07999861 0.23435579 0.16948195 0.51365887],[ 0.00015473  0.00056019  0.00150241 -0.00221734],84,1.6185188472928045e-05,0.009677826484803684,0.9981873315016625,0.014973921817102331,7.844289789070033,6.682060612837306,1.2476084827341436,0.9884893122384253
776,[-0.00019916  0.00839843  0.00169135 -0.00116764],[0.08       0.23999999 0.17000002 0.50999999],[0.08005938 0.2440445  0.16950841 0.50829659],[-0.00015536 -0.00366511  0.00051486  0.0033056 ],84,2.7836036534026353e-05,0.01145656879889917,0.9974952251771061,0.01500856233869419,7.855746357868933,6.690064018667033,1.2444487759424567,0.986004015856615
777,[ 9.34865500e-05 -2.36833002e-04  2.41342659e-03  6.45289499e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08000891 0.23856839 0.17021032 0.51397037],[-1.99491247e-04  5.05572042e-03  9.24834390e-05 -4.94871261e-03],85,3.7414987771142744e-05,0.009196641131327052,1.0019088756582928,0.015055210511575046,7.8649429990002595,6.69896603441251,1.246777712883112,0.9926655863540849
778,[0.00021148 0.00543047 0.00185671 0.00122431],[0.08       0.23999999 0.17000002 0.50999999],[0.07998897 0.24042663 0.17000002 0.50969995],[ 9.31522887e-05 -3.57953812e-03  8.14563598e-04  2.67182223e-03],85,2.606326795199498e-05,0.008722975126825863,1.0027579820748014,0.015087794387161705,7.873665974127086,6.7071666363143985,1.2501838083648977,0.9940024230723888
779,[2.06087207e-05 2.94385207e-03 1.61850527e-03 4.14000906e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08002411 0.23696815 0.17119282 0.5120689 ],[ 0.00021115  0.00208776  0.00025785 -0.00255676],85,1.866707998815966e-05,0.008722975126825905,1.0001155561916062,0.015111133929440794,7.882388949253912,6.715801227514995,1.2503049375634494,0.9913692415225012
780,[-3.45706250e-06  6.43471796e-03  4.49530010e-04  1.84218422e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08       0.24120525 0.17000002 0.50999999],[ 2.02744593e-05 -3.98853042e-04  1.96422847e-05  3.58936298e-04],85,2.912337497296034e-06,0.008729889251833878,1.0002539834070652,0.015114776153621098,7.891118838505745,6.724163449541395,1.2506188529614093,0.991520451931051
781,[9.66387315e-05 2.42781262e-03 1.80351001e-03 4.39501376e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08007509 0.23491094 0.17026157 0.50771843],[-3.79132387e-06  3.09201285e-03 -1.14933298e-03 -1.93888854e-03],85,2.2582868636744414e-05,0.008722975126826071,1.0012052567994445,0.015143052116633117,7.899841813632571,6.7328075824150915,1.2520979272761836,0.9924540057096064
782,[-0.00064199  0.0067677   0.00013121  0.00246606],[0.08       0.23999999 0.17000002 0.50999999],[0.08005592 0.23739748 0.17158785 0.51263786],[ 9.63044702e-05 -9.14892494e-04  2.04647024e-04  6.13941000e-04],85,6.6899243706416615e-06,0.01000695554233394,0.9929660342828792,0.015151369581438605,7.909848769174905,6.741428145462994,1.2432823369408068,0.9829507612757398
783,[7.86135652e-05 6.34316789e-03 2.98663567e-04 2.00253011e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08003426 0.24717334 0.16786343 0.50462148],[-0.00064232  0.00342499 -0.00146765 -0.00131501],85,2.4868065915924245e-05,0.008722975126825988,1.001679098203383,0.015182338754077986,7.918571744301731,6.749791596169091,1.2453390120519547,0.9929251539039176
784,[-5.85437258e-05 -3.90667008e-03  3.68382148e-03  9.00436746e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08002348 0.24528721 0.16736036 0.51206469],[ 7.82793038e-05  3.00046277e-03 -1.30019942e-03 -1.77854265e-03],85,2.2391013274504396e-05,0.016653402743358775,0.9996925139139695,0.015210213958002336,7.93522514704509,6.759044677931383,1.2449282032310076,0.9830112359666864
785,[ 0.00035404 -0.00078837  0.00502736  0.00412995],[0.08       0.23999999 0.17000002 0.50999999],[0.07993805 0.24378201 0.16945382 0.50780958],[-5.88779872e-05 -7.24937520e-03  2.08495849e-03  5.22329470e-03],86,5.3133782959948084e-05,0.010299709706524662,1.0047357419115912,0.01527667144692173,7.945524856751614,6.767531247826171,1.2507577141550195,0.9943695747161472
786,[ 0.00014082 -0.0001998   0.00231154  0.0064704 ],[0.08       0.23999999 0.17000002 0.50999999],[0.08006795 0.24671267 0.1698853  0.51321441],[ 0.0003537  -0.00413107  0.00342849  0.00034888],86,3.0175108765605526e-05,0.009122565630178686,1.0009834545755527,0.015314449175421154,7.954647422381793,6.776424484729708,1.251950035801849,0.9918231112168746
787,[ 0.00071574 -0.00095621  0.00337568  0.00558777],[0.08       0.23999999 0.17000002 0.50999999],[0.08008403 0.23999563 0.16805179 0.51180759],[ 0.00014049 -0.0035425   0.00071268  0.00268933],86,2.5900595417106078e-05,0.010635396083226376,1.0098803347746852,0.015347194969140594,7.9652828184650195,6.785030473702987,1.2642872950253907,0.9992121928977393
788,[-8.85837934e-05  3.33243967e-03  3.53684581e-03  1.94227344e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08015503 0.24174246 0.17175323 0.51621645],[ 0.0007154  -0.00429892  0.00177682  0.0018067 ],86,3.174077590808972e-05,0.00890014271357896,0.9999390379024163,0.015387320708739213,7.974182961178599,6.793377094057627,1.2641700919602228,0.9909987694492388
789,[0.00062848 0.00396225 0.00152381 0.00260844],[0.08       0.23999999 0.17000002 0.50999999],[0.0801748  0.24471452 0.17117939 0.51181163],[-8.89180547e-05 -1.02654417e-05  1.93798282e-03 -1.83879932e-03],86,1.4307649113941506e-05,0.008722975126826155,1.009867166542992,0.015405586222470643,7.982905936305425,6.801650637089546,1.2766257814941677,1.0011259259024343
790,[0.0004524  0.00054154 0.0017579  0.00597115],[0.08       0.23999999 0.17000002 0.50999999],[0.08005725 0.23886599 0.16725283 0.50855325],[ 6.28145215e-04  6.19542445e-04 -7.50540323e-05 -1.17263363e-03],86,9.302128566968175e-06,0.00872297512682596,1.0078803420488933,0.015417555030874793,7.991628911432251,6.8104043493804935,1.2866741539836262,0.9991453981136632
791,[-0.00048111  0.00321105  0.00345984  0.00253319],[0.08       0.23999999 0.17000002 0.50999999],[0.07992383 0.2362718  0.17107392 0.49828718],[ 0.00045206 -0.00280117  0.00015903  0.00219007],86,2.104846558642513e-05,0.009685188070067435,0.994729317469278,0.01544449423413304,8.001314099502318,6.818934728636252,1.2798654204808422,0.9850171901959522
792,[-0.00109478  0.00360835 -0.00198212  0.00819152],[0.08       0.23999999 0.17000002 0.50999999],[0.08000422 0.23901979 0.17358498 0.51729669],[-0.00048144 -0.00013165  0.00186097 -0.00124788],86,1.3909696671165183e-05,0.014876765199620279,0.9855567340201759,0.015462039399466772,8.016190864701938,6.828455978345646,1.2613621812546791,0.9706624236552218
793,[ 0.00078084  0.00666734 -0.00028349  0.00155829],[0.08       0.23999999 0.17000002 0.50999999],[0.07995458 0.24293069 0.16987513 0.50269285],[-0.00109511  0.00026565 -0.00358098  0.00441045],86,3.444575645260746e-05,0.009289959095925338,1.009905681246163,0.015505916865071323,8.025480823797864,6.836582285196824,1.273813384383659,1.0005718446846332
794,[-0.00031944 -0.00069758  0.00094784  0.00879216],[0.08       0.23999999 0.17000002 0.50999999],[0.08001323 0.23708009 0.17258934 0.50658249],[ 0.00078051  0.00332463 -0.00188235 -0.00222278],86,3.053839458757592e-05,0.01075701262725115,0.9954532568085943,0.015544639023593263,8.036237836425116,6.845923753498248,1.267982781835328,0.9846575220228212
795,[-0.00031285  0.00537383 -0.00163747  0.00529947],[0.08       0.23999999 0.17000002 0.50999999],[0.08002458 0.24175024 0.17000002 0.51451242],[-0.00031978 -0.00404028 -0.00065102  0.00501108],87,3.7107165634610915e-05,0.012623624325810961,0.9962651383522143,0.01559151279486394,8.048861460750926,6.854853076586851,1.2631999903262912,0.9835946402551327
796,[0.00047574 0.00310291 0.00266102 0.00248331],[0.08       0.23999999 0.17000002 0.50999999],[0.08009644 0.24453975 0.17137109 0.51237742],[-0.00031319  0.00203113 -0.00323634  0.0015184 ],87,2.618513485159348e-05,0.00872297512682603,1.0062872574192003,0.015624796954831873,8.057584435877752,6.863132538364127,1.2711089767753128,0.9975309981324064
797,[0.00056989 0.00083629 0.00165274 0.00566405],[0.08       0.23999999 0.17000002 0.50999999],[0.08014023 0.23931511 0.17008453 0.51531378],[ 0.00047541 -0.0002398   0.00106216 -0.00129776],87,1.141375584380695e-05,0.008722975126825933,1.0083847010777625,0.015639426563063816,8.066307411004578,6.871816476447615,1.2817523374553226,0.9996470963427045
798,[0.00024719 0.00518353 0.00233589 0.00095635],[0.08       0.23999999 0.17000002 0.50999999],[0.08012721 0.24556661 0.17000002 0.51000322],[ 5.69559050e-04 -2.50641440e-03  5.38773282e-05  1.88297803e-03],87,1.876159872034703e-05,0.008722975126825905,1.0048536527033503,0.015663590554200107,8.075030386131404,6.879964665973748,1.2879494704300238,0.996106513585388
799,[ 0.00032703 -0.00083283  0.00256188  0.0066669 ],[0.08       0.23999999 0.17000002 0.50999999],[0.08014073 0.24143235 0.17201642 0.51205771],[ 0.00024686  0.00184083  0.00073703 -0.00282472],87,2.1246475762595084e-05,0.010388636202932552,1.0056970603113589,0.015691110256574558,8.085419022334337,6.888829078396778,1.2952596318538396,0.9952809044060519
800,[0.00030963 0.00326611 0.00054842 0.00459882],[0.08       0.23999999 0.17000002 0.50999999],[0.08009003 0.23927703 0.1689477  0.50906053],[ 0.00032669 -0.00417554  0.00096301  0.00288583],87,3.15850721986636e-05,0.008722975126825919,1.0056472119285895,0.015732250865737284,8.094141997461163,6.897463243793056,1.302533326628477,0.9968830961926008
801,[-0.00030046  0.00343598  0.00220657  0.00338089],[0.08       0.23999999 0.17000002 0.50999999],[0.08017922 0.23999999 0.17088833 0.51366486],[ 3.09294259e-04 -7.65952591e-05 -1.05044400e-03  8.17745003e-04],87,8.57315620464408e-06,0.009323902844876178,0.9973752944955483,0.015743388282055012,8.10346590030604,6.906075946132199,1.2991033934146727,0.9880402542343544
802,[0.00019877 0.00447313 0.00151545 0.00253562],[0.08       0.23999999 0.17000002 0.50999999],[0.08014708 0.23959775 0.17102313 0.5112673 ],[-3.00798120e-04  9.32755842e-05  6.07709184e-04 -4.00186648e-04],87,5.318205875326094e-06,0.008722975126826002,1.0047323961116832,0.015750329840259758,8.112188875432865,6.914455936641723,1.3052443563630434,0.9960024794266524
803,[1.60372439e-05 4.23160351e-03 9.23120842e-04 3.55221353e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08018731 0.23893495 0.17000002 0.50525297],[ 1.98434758e-04  1.13042542e-03 -8.34086597e-05 -1.24545152e-03],87,1.0129405534333078e-05,0.008722975126825905,1.0020352672501753,0.0157635779647218,8.120911850559692,6.923027042343328,1.3078876561056183,0.9932990439988874
804,[-0.00064056  0.00305619  0.00063725  0.0056701 ],[0.08       0.23999999 0.17000002 0.50999999],[0.08012023 0.23816843 0.17201857 0.51479806],[ 1.57029825e-05  8.88898399e-04 -6.75742149e-04 -2.28859233e-04],87,6.909403166737404e-06,0.010004095712263905,0.9943752452413659,0.015772563796044938,8.130915946271955,6.932054806425303,1.3005220720650665,0.9843621636977788
805,[0.00028706 0.00638401 0.00045405 0.00159785],[0.08       0.23999999 0.17000002 0.50999999],[0.08016454 0.23999999 0.16862069 0.51537265],[-0.00064089 -0.00028651 -0.00096162  0.00188902],87,1.4347217238757668e-05,0.008722975126826016,1.005105293968986,0.015791317660063975,8.139638921398781,6.9403069628156455,1.3071429606834217,0.9963635649781409
806,[0.00016772 0.00433646 0.00367639 0.0005424 ],[0.08       0.23999999 0.17000002 0.50999999],[0.08008728 0.23999999 0.17085107 0.51097297],[ 0.00028672  0.00304131 -0.00114481 -0.00218322],87,2.5405256807400084e-05,0.008722975126826057,1.0041578722785596,0.015824663194879466,8.148361896525607,6.948400437215035,1.3125446858611616,0.995401551616918
