model,return,sharpe,cost,n_trade,start,end
a2c_14, 109.36,0.0260, 10.68, 268, 2017-10-29, 2019-10-29
a2c_14, 110.85,0.0302, 10.52, 260, 2017-10-29, 2019-10-29
a2c_14, 109.23,0.0278, 10.60, 264, 2017-10-29, 2019-10-29
a2c_14, 109.42,0.0260, 10.85, 261, 2017-10-29, 2019-10-29
a2c_14, 108.52,0.0253, 10.60, 253, 2017-10-29, 2019-10-29
a2c_14, 110.22,0.0299, 10.88, 261, 2017-10-29, 2019-10-29
a2c_14, 110.87,0.0291, 11.14, 259, 2017-10-29, 2019-10-29
a2c_14, 108.61,0.0255, 9.16, 235, 2017-10-29, 2019-10-29
a2c_14, 108.02,0.0253, 10.97, 257, 2017-10-29, 2019-10-29
a2c_14, 108.02,0.0231, 10.52, 259, 2017-10-29, 2019-10-29
a2c_14, 110.44,0.0293, 9.92, 255, 2017-10-29, 2019-10-29
a2c_14, 110.26,0.0299, 11.35, 282, 2017-10-29, 2019-10-29
a2c_14, 109.76,0.0269, 9.73, 251, 2017-10-29, 2019-10-29
a2c_14, 108.71,0.0256, 10.91, 273, 2017-10-29, 2019-10-29
a2c_14, 110.79,0.0309, 9.67, 250, 2017-10-29, 2019-10-29
a2c_14, 106.97,0.0209, 10.70, 262, 2017-10-29, 2019-10-29
a2c_14, 109.81,0.0279, 10.75, 266, 2017-10-29, 2019-10-29
a2c_14, 107.43,0.0240, 10.44, 260, 2017-10-29, 2019-10-29
a2c_14, 108.76,0.0246, 10.79, 265, 2017-10-29, 2019-10-29
a2c_14, 109.62,0.0276, 10.42, 258, 2017-10-29, 2019-10-29
a2c_14, 109.42,0.0282, 9.98, 250, 2017-10-29, 2019-10-29
a2c_14, 110.51,0.0285, 11.45, 272, 2017-10-29, 2019-10-29
a2c_14, 109.62,0.0276, 10.76, 261, 2017-10-29, 2019-10-29
a2c_14, 108.15,0.0256, 10.33, 252, 2017-10-29, 2019-10-29
a2c_14, 109.77,0.0270, 11.13, 270, 2017-10-29, 2019-10-29
a2c_14, 109.23,0.0268, 9.85, 252, 2017-10-29, 2019-10-29
a2c_14, 107.73,0.0246, 8.73, 235, 2017-10-29, 2019-10-29
a2c_14, 111.17,0.0298, 10.06, 260, 2017-10-29, 2019-10-29
a2c_14, 110.24,0.0288, 10.20, 252, 2017-10-29, 2019-10-29
a2c_14, 108.86,0.0270, 10.96, 275, 2017-10-29, 2019-10-29
a2c_14, 107.73,0.0225, 10.58, 266, 2017-10-29, 2019-10-29
a2c_14, 111.27,0.0311, 11.25, 273, 2017-10-29, 2019-10-29
a2c_14, 108.21,0.0256, 11.56, 272, 2017-10-29, 2019-10-29
a2c_14, 112.11,0.0318, 12.94, 290, 2017-10-29, 2019-10-29
a2c_14, 107.18,0.0224, 11.05, 258, 2017-10-29, 2019-10-29
a2c_14, 109.36,0.0281, 10.76, 267, 2017-10-29, 2019-10-29
a2c_14, 109.27,0.0257, 11.43, 285, 2017-10-29, 2019-10-29
a2c_15, 90.82,-0.0125, 1.40, 43, 2017-10-29, 2019-10-29
a2c_15, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_15, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_15, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_15, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_15, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_15, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_15, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_15, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_15, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_15, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_15, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_15, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_15, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_15, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_15, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_15, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_15, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_15, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_15, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_15, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_15, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_15, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_15, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_15, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_15, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_15, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_15, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_15, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_15, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_15, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_15, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_15, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_15, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_15, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_15, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_15, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_15, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_15, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_15, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_15, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_15, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_15, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_15, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_15, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_15, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_15, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_15, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_15, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_15, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_15, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_15, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_15, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_16, 116.18,0.0430, 5.19, 87, 2017-10-29, 2019-10-29
a2c_16, 115.15,0.0410, 4.46, 87, 2017-10-29, 2019-10-29
a2c_16, 117.39,0.0466, 4.38, 83, 2017-10-29, 2019-10-29
a2c_16, 115.67,0.0431, 3.93, 75, 2017-10-29, 2019-10-29
a2c_16, 115.92,0.0441, 3.67, 70, 2017-10-29, 2019-10-29
a2c_16, 115.45,0.0436, 3.90, 75, 2017-10-29, 2019-10-29
a2c_16, 116.38,0.0434, 3.97, 77, 2017-10-29, 2019-10-29
a2c_16, 116.11,0.0432, 4.10, 76, 2017-10-29, 2019-10-29
a2c_16, 116.51,0.0444, 4.97, 85, 2017-10-29, 2019-10-29
a2c_16, 116.21,0.0444, 4.64, 83, 2017-10-29, 2019-10-29
a2c_16, 116.36,0.0452, 4.58, 86, 2017-10-29, 2019-10-29
a2c_16, 116.74,0.0464, 4.45, 83, 2017-10-29, 2019-10-29
a2c_16, 116.82,0.0443, 3.74, 74, 2017-10-29, 2019-10-29
a2c_16, 117.22,0.0455, 4.36, 82, 2017-10-29, 2019-10-29
a2c_16, 116.26,0.0440, 3.84, 77, 2017-10-29, 2019-10-29
a2c_16, 117.27,0.0468, 3.48, 70, 2017-10-29, 2019-10-29
a2c_16, 115.93,0.0441, 4.07, 81, 2017-10-29, 2019-10-29
a2c_16, 114.48,0.0413, 4.42, 81, 2017-10-29, 2019-10-29
a2c_16, 116.63,0.0437, 4.46, 82, 2017-10-29, 2019-10-29
a2c_16, 116.81,0.0448, 4.68, 85, 2017-10-29, 2019-10-29
a2c_16, 115.89,0.0431, 4.53, 82, 2017-10-29, 2019-10-29
a2c_16, 115.99,0.0438, 4.83, 87, 2017-10-29, 2019-10-29
a2c_16, 114.60,0.0410, 4.96, 94, 2017-10-29, 2019-10-29
a2c_16, 116.43,0.0456, 4.66, 85, 2017-10-29, 2019-10-29
a2c_16, 115.31,0.0408, 4.53, 88, 2017-10-29, 2019-10-29
a2c_16, 115.98,0.0429, 4.77, 88, 2017-10-29, 2019-10-29
a2c_16, 116.06,0.0436, 3.48, 70, 2017-10-29, 2019-10-29
a2c_16, 115.11,0.0419, 5.49, 101, 2017-10-29, 2019-10-29
a2c_16, 114.97,0.0420, 4.49, 77, 2017-10-29, 2019-10-29
a2c_16, 115.23,0.0430, 4.49, 84, 2017-10-29, 2019-10-29
a2c_16, 115.59,0.0415, 4.56, 85, 2017-10-29, 2019-10-29
a2c_16, 117.08,0.0454, 3.88, 71, 2017-10-29, 2019-10-29
a2c_16, 115.93,0.0433, 4.58, 84, 2017-10-29, 2019-10-29
a2c_16, 114.30,0.0401, 5.49, 98, 2017-10-29, 2019-10-29
a2c_16, 115.38,0.0430, 4.17, 74, 2017-10-29, 2019-10-29
a2c_16, 118.07,0.0492, 4.51, 84, 2017-10-29, 2019-10-29
a2c_16, 114.70,0.0395, 4.45, 82, 2017-10-29, 2019-10-29
a2c_16, 117.86,0.0472, 4.08, 76, 2017-10-29, 2019-10-29
a2c_16, 116.36,0.0443, 4.77, 86, 2017-10-29, 2019-10-29
a2c_16, 116.86,0.0442, 4.87, 90, 2017-10-29, 2019-10-29
a2c_16, 114.81,0.0397, 4.25, 77, 2017-10-29, 2019-10-29
a2c_16, 115.06,0.0408, 4.60, 85, 2017-10-29, 2019-10-29
a2c_16, 116.45,0.0444, 4.01, 76, 2017-10-29, 2019-10-29
a2c_16, 115.35,0.0425, 4.39, 83, 2017-10-29, 2019-10-29
a2c_16, 115.74,0.0437, 4.27, 84, 2017-10-29, 2019-10-29
a2c_16, 116.61,0.0462, 4.38, 81, 2017-10-29, 2019-10-29
a2c_16, 116.88,0.0445, 4.25, 86, 2017-10-29, 2019-10-29
a2c_16, 116.99,0.0452, 4.56, 86, 2017-10-29, 2019-10-29
a2c_16, 116.23,0.0438, 4.90, 88, 2017-10-29, 2019-10-29
a2c_16, 114.47,0.0403, 4.42, 88, 2017-10-29, 2019-10-29
a2c_16, 117.56,0.0478, 4.14, 82, 2017-10-29, 2019-10-29
a2c_16, 115.90,0.0445, 4.49, 80, 2017-10-29, 2019-10-29
a2c_16, 115.48,0.0413, 4.70, 85, 2017-10-29, 2019-10-29
a2c_16, 116.98,0.0451, 3.76, 74, 2017-10-29, 2019-10-29
a2c_16, 116.35,0.0443, 4.84, 91, 2017-10-29, 2019-10-29
a2c_16, 115.63,0.0430, 4.30, 79, 2017-10-29, 2019-10-29
a2c_16, 116.27,0.0451, 4.00, 76, 2017-10-29, 2019-10-29
a2c_16, 114.08,0.0403, 4.38, 76, 2017-10-29, 2019-10-29
a2c_16, 116.80,0.0444, 4.15, 76, 2017-10-29, 2019-10-29
a2c_16, 116.95,0.0452, 4.73, 87, 2017-10-29, 2019-10-29
a2c_16, 114.02,0.0389, 3.60, 66, 2017-10-29, 2019-10-29
a2c_16, 115.40,0.0424, 4.96, 91, 2017-10-29, 2019-10-29
a2c_16, 115.60,0.0435, 4.59, 82, 2017-10-29, 2019-10-29
a2c_16, 114.64,0.0417, 5.37, 100, 2017-10-29, 2019-10-29
a2c_16, 116.45,0.0435, 4.72, 89, 2017-10-29, 2019-10-29
a2c_16, 114.93,0.0405, 4.36, 84, 2017-10-29, 2019-10-29
a2c_16, 117.02,0.0456, 5.11, 93, 2017-10-29, 2019-10-29
a2c_16, 116.81,0.0458, 4.00, 75, 2017-10-29, 2019-10-29
a2c_16, 114.62,0.0410, 4.09, 78, 2017-10-29, 2019-10-29
a2c_16, 114.25,0.0407, 4.81, 89, 2017-10-29, 2019-10-29
a2c_16, 117.68,0.0462, 4.51, 90, 2017-10-29, 2019-10-29
a2c_16, 116.14,0.0433, 4.08, 74, 2017-10-29, 2019-10-29
a2c_16, 114.85,0.0409, 4.26, 84, 2017-10-29, 2019-10-29
a2c_16, 116.13,0.0443, 4.78, 89, 2017-10-29, 2019-10-29
a2c_16, 114.67,0.0413, 3.93, 77, 2017-10-29, 2019-10-29
a2c_16, 115.35,0.0433, 4.79, 88, 2017-10-29, 2019-10-29
a2c_16, 117.20,0.0452, 4.64, 88, 2017-10-29, 2019-10-29
a2c_16, 115.38,0.0416, 4.18, 77, 2017-10-29, 2019-10-29
a2c_16, 114.34,0.0397, 4.35, 84, 2017-10-29, 2019-10-29
a2c_16, 114.46,0.0404, 4.53, 79, 2017-10-29, 2019-10-29
a2c_16, 113.28,0.0382, 4.25, 77, 2017-10-29, 2019-10-29
a2c_16, 116.30,0.0456, 4.17, 79, 2017-10-29, 2019-10-29
a2c_16, 115.93,0.0423, 4.58, 86, 2017-10-29, 2019-10-29
a2c_16, 116.12,0.0433, 4.16, 80, 2017-10-29, 2019-10-29
a2c_16, 116.10,0.0435, 4.37, 84, 2017-10-29, 2019-10-29
a2c_16, 114.89,0.0414, 4.32, 79, 2017-10-29, 2019-10-29
a2c_16, 115.54,0.0433, 4.81, 89, 2017-10-29, 2019-10-29
a2c_16, 115.26,0.0430, 3.77, 71, 2017-10-29, 2019-10-29
a2c_16, 115.76,0.0418, 4.62, 89, 2017-10-29, 2019-10-29
a2c_16, 115.38,0.0416, 3.81, 74, 2017-10-29, 2019-10-29
a2c_16, 115.00,0.0411, 4.23, 86, 2017-10-29, 2019-10-29
a2c_16, 115.85,0.0435, 4.35, 84, 2017-10-29, 2019-10-29
a2c_16, 115.62,0.0435, 4.32, 84, 2017-10-29, 2019-10-29
a2c_16, 114.88,0.0423, 4.41, 80, 2017-10-29, 2019-10-29
a2c_16, 115.48,0.0414, 4.37, 83, 2017-10-29, 2019-10-29
a2c_16, 117.81,0.0470, 4.95, 88, 2017-10-29, 2019-10-29
a2c_16, 115.84,0.0431, 4.53, 81, 2017-10-29, 2019-10-29
a2c_16, 114.66,0.0409, 4.19, 80, 2017-10-29, 2019-10-29
a2c_16, 113.44,0.0384, 4.38, 80, 2017-10-29, 2019-10-29
a2c_16, 115.40,0.0433, 4.54, 85, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 1.29, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.25,0.0445, 0.82, 20, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.42,0.0444, 0.82, 20, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.60,0.0443, 0.83, 19, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.62,0.0448, 0.87, 20, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_17, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_17, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_17, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_18, 110.29,0.0282, 10.95, 264, 2017-10-29, 2019-10-29
a2c_18, 110.20,0.0278, 10.23, 250, 2017-10-29, 2019-10-29
a2c_18, 111.25,0.0311, 9.75, 271, 2017-10-29, 2019-10-29
a2c_18, 113.36,0.0365, 10.09, 246, 2017-10-29, 2019-10-29
a2c_18, 110.99,0.0297, 10.24, 252, 2017-10-29, 2019-10-29
a2c_18, 110.86,0.0303, 8.84, 239, 2017-10-29, 2019-10-29
a2c_18, 110.73,0.0313, 9.26, 240, 2017-10-29, 2019-10-29
a2c_18, 112.34,0.0324, 10.34, 254, 2017-10-29, 2019-10-29
a2c_18, 109.40,0.0272, 9.57, 250, 2017-10-29, 2019-10-29
