model,return,sharpe,cost,n_trade,start,end
a2c_18, 110.22,0.0299, 9.66, 242, 2017-10-29, 2019-10-29
a2c_18, 111.61,0.0309, 8.77, 238, 2017-10-29, 2019-10-29
a2c_18, 112.84,0.0344, 12.44, 290, 2017-10-29, 2019-10-29
a2c_18, 108.42,0.0262, 10.94, 265, 2017-10-29, 2019-10-29
a2c_18, 111.29,0.0303, 9.42, 234, 2017-10-29, 2019-10-29
a2c_18, 112.38,0.0335, 10.51, 258, 2017-10-29, 2019-10-29
a2c_18, 109.54,0.0285, 9.93, 243, 2017-10-29, 2019-10-29
a2c_18, 112.10,0.0319, 10.16, 260, 2017-10-29, 2019-10-29
a2c_18, 111.28,0.0313, 10.20, 251, 2017-10-29, 2019-10-29
a2c_18, 107.69,0.0246, 9.98, 257, 2017-10-29, 2019-10-29
a2c_18, 111.47,0.0306, 10.56, 263, 2017-10-29, 2019-10-29
a2c_18, 110.65,0.0298, 9.08, 244, 2017-10-29, 2019-10-29
a2c_18, 112.55,0.0349, 10.28, 251, 2017-10-29, 2019-10-29
a2c_18, 111.04,0.0297, 9.86, 233, 2017-10-29, 2019-10-29
a2c_18, 112.28,0.0334, 10.26, 251, 2017-10-29, 2019-10-29
a2c_18, 111.36,0.0323, 11.35, 272, 2017-10-29, 2019-10-29
a2c_18, 110.56,0.0285, 9.81, 251, 2017-10-29, 2019-10-29
a2c_18, 114.22,0.0373, 9.89, 249, 2017-10-29, 2019-10-29
a2c_18, 110.49,0.0307, 9.48, 250, 2017-10-29, 2019-10-29
a2c_18, 115.15,0.0381, 10.83, 271, 2017-10-29, 2019-10-29
a2c_18, 113.16,0.0352, 10.21, 243, 2017-10-29, 2019-10-29
a2c_18, 110.43,0.0304, 9.86, 253, 2017-10-29, 2019-10-29
a2c_18, 109.14,0.0256, 10.38, 255, 2017-10-29, 2019-10-29
a2c_18, 111.64,0.0321, 10.11, 249, 2017-10-29, 2019-10-29
a2c_18, 109.25,0.0280, 9.36, 248, 2017-10-29, 2019-10-29
a2c_18, 112.11,0.0320, 10.16, 249, 2017-10-29, 2019-10-29
a2c_18, 112.26,0.0332, 10.68, 247, 2017-10-29, 2019-10-29
a2c_18, 111.33,0.0324, 10.07, 256, 2017-10-29, 2019-10-29
a2c_18, 109.76,0.0269, 11.43, 264, 2017-10-29, 2019-10-29
a2c_18, 111.16,0.0309, 10.78, 260, 2017-10-29, 2019-10-29
a2c_18, 112.64,0.0351, 10.13, 255, 2017-10-29, 2019-10-29
a2c_18, 110.42,0.0284, 10.17, 257, 2017-10-29, 2019-10-29
a2c_18, 109.78,0.0280, 9.91, 262, 2017-10-29, 2019-10-29
a2c_18, 111.35,0.0324, 9.47, 250, 2017-10-29, 2019-10-29
a2c_18, 110.53,0.0286, 10.12, 257, 2017-10-29, 2019-10-29
a2c_18, 110.88,0.0304, 10.38, 257, 2017-10-29, 2019-10-29
a2c_18, 112.06,0.0339, 10.52, 256, 2017-10-29, 2019-10-29
a2c_18, 112.27,0.0322, 9.28, 236, 2017-10-29, 2019-10-29
a2c_18, 109.21,0.0268, 9.21, 251, 2017-10-29, 2019-10-29
a2c_18, 110.27,0.0303, 9.92, 261, 2017-10-29, 2019-10-29
a2c_18, 111.89,0.0314, 9.48, 261, 2017-10-29, 2019-10-29
a2c_18, 111.63,0.0319, 10.49, 270, 2017-10-29, 2019-10-29
a2c_18, 107.94,0.0252, 9.36, 242, 2017-10-29, 2019-10-29
a2c_18, 111.24,0.0301, 11.04, 276, 2017-10-29, 2019-10-29
a2c_18, 110.58,0.0298, 11.13, 272, 2017-10-29, 2019-10-29
a2c_18, 109.78,0.0289, 10.18, 258, 2017-10-29, 2019-10-29
a2c_18, 112.06,0.0317, 10.82, 255, 2017-10-29, 2019-10-29
a2c_18, 111.49,0.0315, 10.41, 254, 2017-10-29, 2019-10-29
a2c_18, 110.33,0.0304, 10.99, 265, 2017-10-29, 2019-10-29
a2c_18, 113.15,0.0341, 10.42, 263, 2017-10-29, 2019-10-29
a2c_18, 110.52,0.0295, 10.05, 245, 2017-10-29, 2019-10-29
a2c_18, 112.96,0.0358, 9.65, 250, 2017-10-29, 2019-10-29
a2c_18, 109.79,0.0270, 10.09, 249, 2017-10-29, 2019-10-29
a2c_18, 109.99,0.0284, 9.83, 235, 2017-10-29, 2019-10-29
a2c_18, 109.91,0.0294, 10.51, 264, 2017-10-29, 2019-10-29
a2c_18, 113.65,0.0351, 10.27, 241, 2017-10-29, 2019-10-29
a2c_18, 111.01,0.0308, 9.52, 236, 2017-10-29, 2019-10-29
a2c_18, 112.83,0.0355, 10.94, 263, 2017-10-29, 2019-10-29
a2c_18, 111.23,0.0301, 8.66, 234, 2017-10-29, 2019-10-29
a2c_18, 111.52,0.0318, 8.80, 242, 2017-10-29, 2019-10-29
a2c_18, 110.29,0.0302, 9.78, 261, 2017-10-29, 2019-10-29
a2c_18, 111.95,0.0316, 10.99, 259, 2017-10-29, 2019-10-29
a2c_18, 112.08,0.0329, 10.21, 251, 2017-10-29, 2019-10-29
a2c_18, 112.18,0.0342, 10.68, 258, 2017-10-29, 2019-10-29
a2c_18, 112.12,0.0319, 9.41, 243, 2017-10-29, 2019-10-29
a2c_18, 107.75,0.0237, 9.17, 246, 2017-10-29, 2019-10-29
a2c_18, 110.55,0.0307, 9.82, 256, 2017-10-29, 2019-10-29
a2c_18, 112.35,0.0325, 9.55, 238, 2017-10-29, 2019-10-29
a2c_18, 114.41,0.0377, 10.74, 255, 2017-10-29, 2019-10-29
a2c_18, 112.15,0.0339, 8.81, 240, 2017-10-29, 2019-10-29
a2c_18, 110.90,0.0292, 9.00, 234, 2017-10-29, 2019-10-29
a2c_18, 112.04,0.0328, 11.12, 271, 2017-10-29, 2019-10-29
a2c_18, 109.89,0.0294, 10.13, 256, 2017-10-29, 2019-10-29
a2c_18, 109.98,0.0274, 9.57, 246, 2017-10-29, 2019-10-29
a2c_18, 110.88,0.0305, 10.21, 253, 2017-10-29, 2019-10-29
a2c_18, 111.84,0.0336, 9.50, 244, 2017-10-29, 2019-10-29
a2c_18, 110.28,0.0280, 9.87, 254, 2017-10-29, 2019-10-29
a2c_18, 111.58,0.0318, 11.31, 270, 2017-10-29, 2019-10-29
a2c_18, 111.28,0.0323, 10.35, 248, 2017-10-29, 2019-10-29
a2c_18, 112.56,0.0328, 9.97, 247, 2017-10-29, 2019-10-29
a2c_18, 111.18,0.0310, 10.41, 255, 2017-10-29, 2019-10-29
a2c_18, 111.20,0.0322, 9.25, 246, 2017-10-29, 2019-10-29
a2c_18, 113.30,0.0343, 10.51, 261, 2017-10-29, 2019-10-29
a2c_18, 110.24,0.0289, 9.78, 263, 2017-10-29, 2019-10-29
a2c_18, 111.77,0.0335, 10.73, 275, 2017-10-29, 2019-10-29
a2c_18, 111.19,0.0299, 9.41, 244, 2017-10-29, 2019-10-29
a2c_18, 112.47,0.0336, 9.42, 242, 2017-10-29, 2019-10-29
a2c_18, 111.79,0.0333, 11.07, 259, 2017-10-29, 2019-10-29
a2c_18, 110.56,0.0288, 9.70, 245, 2017-10-29, 2019-10-29
a2c_18, 110.62,0.0298, 9.57, 239, 2017-10-29, 2019-10-29
a2c_18, 109.56,0.0286, 10.45, 261, 2017-10-29, 2019-10-29
a2c_19, 90.97,-0.0123, 1.40, 47, 2017-10-29, 2019-10-29
a2c_19, 91.06,-0.0123, 0.79, 46, 2017-10-29, 2019-10-29
a2c_19, 91.15,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.32,-0.0122, 0.99, 50, 2017-10-29, 2019-10-29
a2c_19, 91.34,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.43,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.36,-0.0126, 0.88, 50, 2017-10-29, 2019-10-29
a2c_19, 91.67,-0.0122, 0.91, 50, 2017-10-29, 2019-10-29
a2c_19, 90.97,-0.0123, 0.79, 47, 2017-10-29, 2019-10-29
a2c_19, 91.06,-0.0123, 0.79, 46, 2017-10-29, 2019-10-29
a2c_19, 91.15,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.24,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.34,-0.0123, 0.84, 47, 2017-10-29, 2019-10-29
a2c_19, 91.43,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.36,-0.0126, 1.02, 50, 2017-10-29, 2019-10-29
a2c_19, 91.63,-0.0123, 0.80, 48, 2017-10-29, 2019-10-29
a2c_19, 91.42,-0.0113, 0.93, 50, 2017-10-29, 2019-10-29
a2c_19, 91.07,-0.0123, 0.89, 48, 2017-10-29, 2019-10-29
a2c_19, 91.14,-0.0123, 0.81, 47, 2017-10-29, 2019-10-29
a2c_19, 91.18,-0.0124, 0.90, 46, 2017-10-29, 2019-10-29
a2c_19, 91.34,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.43,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.53,-0.0123, 0.79, 48, 2017-10-29, 2019-10-29
a2c_19, 91.63,-0.0123, 0.80, 48, 2017-10-29, 2019-10-29
a2c_19, 90.97,-0.0123, 0.79, 47, 2017-10-29, 2019-10-29
a2c_19, 91.06,-0.0123, 0.79, 46, 2017-10-29, 2019-10-29
a2c_19, 91.35,-0.0119, 0.89, 47, 2017-10-29, 2019-10-29
a2c_19, 91.11,-0.0126, 0.91, 48, 2017-10-29, 2019-10-29
a2c_19, 91.34,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.43,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.53,-0.0123, 0.79, 48, 2017-10-29, 2019-10-29
a2c_19, 91.63,-0.0123, 0.80, 48, 2017-10-29, 2019-10-29
a2c_19, 90.48,-0.0133, 0.88, 49, 2017-10-29, 2019-10-29
a2c_19, 91.19,-0.0120, 0.88, 48, 2017-10-29, 2019-10-29
a2c_19, 91.12,-0.0124, 0.90, 47, 2017-10-29, 2019-10-29
a2c_19, 91.15,-0.0125, 0.87, 41, 2017-10-29, 2019-10-29
a2c_19, 91.34,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.43,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.53,-0.0123, 0.79, 48, 2017-10-29, 2019-10-29
a2c_19, 91.63,-0.0123, 0.80, 48, 2017-10-29, 2019-10-29
a2c_19, 90.97,-0.0123, 0.79, 47, 2017-10-29, 2019-10-29
a2c_19, 91.15,-0.0121, 0.90, 46, 2017-10-29, 2019-10-29
a2c_19, 91.15,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.24,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.34,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.43,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.53,-0.0123, 0.79, 48, 2017-10-29, 2019-10-29
a2c_19, 90.97,-0.0123, 0.90, 48, 2017-10-29, 2019-10-29
a2c_19, 90.97,-0.0123, 0.85, 47, 2017-10-29, 2019-10-29
a2c_19, 91.06,-0.0123, 0.79, 46, 2017-10-29, 2019-10-29
a2c_19, 91.15,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.24,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.34,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.43,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.53,-0.0123, 0.79, 48, 2017-10-29, 2019-10-29
a2c_19, 91.61,-0.0123, 0.98, 46, 2017-10-29, 2019-10-29
a2c_19, 90.91,-0.0124, 0.90, 48, 2017-10-29, 2019-10-29
a2c_19, 91.06,-0.0123, 0.79, 46, 2017-10-29, 2019-10-29
a2c_19, 91.15,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.24,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.34,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.40,-0.0124, 0.84, 44, 2017-10-29, 2019-10-29
a2c_19, 91.53,-0.0123, 0.79, 48, 2017-10-29, 2019-10-29
a2c_19, 91.63,-0.0123, 0.80, 48, 2017-10-29, 2019-10-29
a2c_19, 90.89,-0.0125, 0.86, 49, 2017-10-29, 2019-10-29
a2c_19, 91.26,-0.0119, 0.91, 46, 2017-10-29, 2019-10-29
a2c_19, 91.15,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.41,-0.0120, 0.91, 47, 2017-10-29, 2019-10-29
a2c_19, 91.34,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.43,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.53,-0.0123, 0.79, 48, 2017-10-29, 2019-10-29
a2c_19, 91.63,-0.0123, 0.80, 48, 2017-10-29, 2019-10-29
a2c_19, 90.97,-0.0123, 0.79, 47, 2017-10-29, 2019-10-29
a2c_19, 91.06,-0.0123, 0.79, 46, 2017-10-29, 2019-10-29
a2c_19, 91.15,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.24,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.34,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.43,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.53,-0.0123, 0.79, 48, 2017-10-29, 2019-10-29
a2c_19, 91.75,-0.0120, 0.84, 50, 2017-10-29, 2019-10-29
a2c_19, 90.97,-0.0123, 0.79, 47, 2017-10-29, 2019-10-29
a2c_19, 91.06,-0.0123, 0.79, 46, 2017-10-29, 2019-10-29
a2c_19, 91.00,-0.0126, 0.87, 41, 2017-10-29, 2019-10-29
a2c_19, 91.24,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.34,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.43,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.53,-0.0123, 0.79, 48, 2017-10-29, 2019-10-29
a2c_19, 91.47,-0.0126, 0.91, 50, 2017-10-29, 2019-10-29
a2c_19, 90.87,-0.0125, 0.85, 42, 2017-10-29, 2019-10-29
a2c_19, 91.06,-0.0123, 0.79, 46, 2017-10-29, 2019-10-29
a2c_19, 91.15,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.24,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.34,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.43,-0.0123, 0.81, 46, 2017-10-29, 2019-10-29
a2c_19, 91.29,-0.0128, 0.90, 49, 2017-10-29, 2019-10-29
a2c_19, 91.63,-0.0123, 0.80, 48, 2017-10-29, 2019-10-29
a2c_19, 90.97,-0.0123, 0.79, 47, 2017-10-29, 2019-10-29
a2c_19, 91.06,-0.0123, 0.79, 46, 2017-10-29, 2019-10-29
a2c_19, 91.15,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_19, 91.24,-0.0123, 0.80, 46, 2017-10-29, 2019-10-29
a2c_20, 90.75,-0.0126, 1.50, 45, 2017-10-29, 2019-10-29
a2c_20, 90.91,-0.0125, 0.91, 44, 2017-10-29, 2019-10-29
a2c_20, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_20, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_20, 91.12,-0.0126, 1.02, 46, 2017-10-29, 2019-10-29
a2c_20, 91.27,-0.0125, 0.88, 48, 2017-10-29, 2019-10-29
a2c_20, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_20, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_20, 90.79,-0.0125, 1.01, 48, 2017-10-29, 2019-10-29
a2c_20, 90.92,-0.0125, 0.86, 46, 2017-10-29, 2019-10-29
a2c_20, 91.09,-0.0123, 0.91, 44, 2017-10-29, 2019-10-29
a2c_20, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_20, 91.19,-0.0125, 0.81, 46, 2017-10-29, 2019-10-29
a2c_20, 91.37,-0.0123, 0.92, 43, 2017-10-29, 2019-10-29
a2c_20, 91.30,-0.0126, 0.89, 48, 2017-10-29, 2019-10-29
a2c_20, 91.49,-0.0125, 0.91, 46, 2017-10-29, 2019-10-29
a2c_20, 90.78,-0.0125, 0.90, 45, 2017-10-29, 2019-10-29
a2c_20, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_20, 91.06,-0.0124, 0.90, 45, 2017-10-29, 2019-10-29
a2c_20, 91.13,-0.0124, 1.12, 49, 2017-10-29, 2019-10-29
a2c_20, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_20, 91.25,-0.0125, 0.85, 44, 2017-10-29, 2019-10-29
a2c_20, 91.46,-0.0123, 1.06, 49, 2017-10-29, 2019-10-29
a2c_20, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_20, 90.95,-0.0122, 0.90, 45, 2017-10-29, 2019-10-29
a2c_20, 91.01,-0.0123, 0.89, 46, 2017-10-29, 2019-10-29
a2c_20, 90.88,-0.0127, 0.92, 45, 2017-10-29, 2019-10-29
a2c_20, 91.02,-0.0127, 1.13, 50, 2017-10-29, 2019-10-29
a2c_20, 91.34,-0.0122, 1.15, 48, 2017-10-29, 2019-10-29
a2c_20, 91.11,-0.0128, 0.98, 47, 2017-10-29, 2019-10-29
a2c_20, 91.25,-0.0128, 0.98, 50, 2017-10-29, 2019-10-29
a2c_20, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_20, 90.90,-0.0123, 0.91, 47, 2017-10-29, 2019-10-29
a2c_20, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_20, 90.96,-0.0126, 1.10, 48, 2017-10-29, 2019-10-29
a2c_20, 91.17,-0.0123, 0.90, 43, 2017-10-29, 2019-10-29
a2c_20, 91.25,-0.0124, 0.93, 45, 2017-10-29, 2019-10-29
a2c_20, 91.12,-0.0128, 1.01, 45, 2017-10-29, 2019-10-29
a2c_20, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_20, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_20, 90.95,-0.0122, 0.99, 47, 2017-10-29, 2019-10-29
a2c_20, 90.91,-0.0125, 0.81, 44, 2017-10-29, 2019-10-29
a2c_20, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_20, 90.87,-0.0129, 0.90, 45, 2017-10-29, 2019-10-29
a2c_20, 91.15,-0.0126, 0.92, 45, 2017-10-29, 2019-10-29
a2c_20, 91.25,-0.0125, 1.03, 49, 2017-10-29, 2019-10-29
a2c_20, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_20, 91.39,-0.0126, 0.95, 48, 2017-10-29, 2019-10-29
a2c_20, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_20, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_20, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_20, 90.63,-0.0134, 1.15, 48, 2017-10-29, 2019-10-29
a2c_20, 91.25,-0.0124, 0.92, 43, 2017-10-29, 2019-10-29
a2c_20, 91.20,-0.0127, 0.92, 43, 2017-10-29, 2019-10-29
a2c_20, 91.31,-0.0126, 1.11, 49, 2017-10-29, 2019-10-29
a2c_20, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_20, 91.00,-0.0121, 0.90, 46, 2017-10-29, 2019-10-29
a2c_20, 90.88,-0.0125, 0.93, 47, 2017-10-29, 2019-10-29
a2c_20, 91.00,-0.0125, 0.92, 45, 2017-10-29, 2019-10-29
a2c_20, 91.16,-0.0124, 0.90, 45, 2017-10-29, 2019-10-29
a2c_20, 91.22,-0.0124, 0.79, 43, 2017-10-29, 2019-10-29
a2c_20, 91.09,-0.0129, 1.05, 48, 2017-10-29, 2019-10-29
a2c_20, 91.37,-0.0125, 0.93, 46, 2017-10-29, 2019-10-29
a2c_20, 91.41,-0.0126, 0.92, 45, 2017-10-29, 2019-10-29
a2c_20, 91.02,-0.0121, 0.90, 45, 2017-10-29, 2019-10-29
a2c_20, 90.96,-0.0124, 0.89, 43, 2017-10-29, 2019-10-29
a2c_20, 91.16,-0.0122, 0.90, 46, 2017-10-29, 2019-10-29
a2c_20, 91.04,-0.0126, 0.91, 44, 2017-10-29, 2019-10-29
a2c_20, 91.13,-0.0126, 0.92, 43, 2017-10-29, 2019-10-29
a2c_20, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_20, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_20, 91.57,-0.0123, 0.82, 46, 2017-10-29, 2019-10-29
a2c_20, 90.81,-0.0125, 0.79, 47, 2017-10-29, 2019-10-29
a2c_20, 91.01,-0.0123, 1.11, 50, 2017-10-29, 2019-10-29
a2c_20, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_20, 90.94,-0.0128, 0.99, 46, 2017-10-29, 2019-10-29
a2c_20, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_20, 91.11,-0.0128, 0.93, 47, 2017-10-29, 2019-10-29
a2c_20, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_20, 91.58,-0.0123, 0.93, 47, 2017-10-29, 2019-10-29
a2c_20, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_20, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_20, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_20, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_20, 91.19,-0.0125, 0.84, 44, 2017-10-29, 2019-10-29
a2c_20, 91.40,-0.0123, 0.96, 45, 2017-10-29, 2019-10-29
a2c_20, 91.34,-0.0126, 0.91, 46, 2017-10-29, 2019-10-29
a2c_20, 91.28,-0.0129, 1.04, 52, 2017-10-29, 2019-10-29
a2c_20, 90.76,-0.0126, 0.81, 45, 2017-10-29, 2019-10-29
a2c_20, 90.92,-0.0125, 1.01, 47, 2017-10-29, 2019-10-29
a2c_20, 91.09,-0.0123, 0.94, 45, 2017-10-29, 2019-10-29
a2c_20, 91.16,-0.0124, 1.04, 46, 2017-10-29, 2019-10-29
a2c_20, 91.30,-0.0123, 0.93, 45, 2017-10-29, 2019-10-29
a2c_20, 91.24,-0.0126, 0.82, 46, 2017-10-29, 2019-10-29
a2c_20, 91.61,-0.0120, 0.90, 46, 2017-10-29, 2019-10-29
a2c_20, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_20, 90.93,-0.0122, 0.90, 44, 2017-10-29, 2019-10-29
a2c_20, 90.85,-0.0126, 0.96, 46, 2017-10-29, 2019-10-29
a2c_20, 90.84,-0.0128, 0.92, 44, 2017-10-29, 2019-10-29
a2c_20, 91.06,-0.0125, 0.89, 45, 2017-10-29, 2019-10-29
a2c_21, 116.86,0.0445, 1.29, 18, 2017-10-29, 2019-10-29
a2c_21, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_21, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_21, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_21, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_21, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_21, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_21, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_21, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 115.85,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
a2c_21, 116.86,0.0445, 0.74, 18, 2017-10-29, 2019-10-29
a2c_21, 116.67,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.46,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.26,0.0445, 0.75, 17, 2017-10-29, 2019-10-29
a2c_21, 116.05,0.0445, 0.76, 17, 2017-10-29, 2019-10-29
