,Observation,Next State,Current Weight,Action,# Rebalance,Trading Cost,Trace Error,Daily Return,Total Cost,Total Error,Total UE,Total Return,Reward
175,"[[0.39158259]
 [0.26785448]
 [0.23636206]
 [0.10420087]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.48976975 0.16938722 0.23768588 0.10220465],[-0.00070347  0.00027123  0.00141467 -0.00098243],94,1.1011349073896518e-05,2.003456311556217,0.9988535755711387,0.05255696175562763,352.6083108338934,-3.0500460394252817,1.1171143703086428,-1.0046137473341523
176,"[[0.4902367 ]
 [0.16954871]
 [0.23791249]
 [0.10230209]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.39473273 0.37062675 0.13834464 0.10411104],[ 0.09891741 -0.09845448  0.00113795 -0.00160089],95,0.0006527560151759845,2.003456311556217,0.9990475110841655,0.05320971777080361,354.6117671454496,-3.083164417404885,1.1160503312532044,-1.0050615564872276
177,"[[0.39167175]
 [0.3677527 ]
 [0.13727184]
 [0.1033037 ]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.36939996 0.13750005 0.10259998],[0.49215004 0.16955398 0.23955975 0.10219135],[-0.09973669  0.19985125 -0.10041245  0.00029789],96,0.00130451882284223,2.003456311556217,1.0078151495145817,0.05451423659364584,356.6152234570058,-3.0392618540345397,1.1247724314577467,-0.9969456808644777
178,"[[0.49045546]
 [0.16897017]
 [0.23873489]
 [0.10183948]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.43749467 0.22304337 0.23770495 0.10202203],[ 0.09882825 -0.1983527   0.10022817 -0.00070373],97,0.001307536143811663,2.003456311556217,1.00345512625642,0.0558217727374575,358.618679768562,-3.0726920227548606,1.1286586622181738,-1.001308721443609
179,"[[0.43737876]
 [0.22298427]
 [0.23764197]
 [0.101995  ]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.43716371 0.2227363  0.23750001 0.10259998],[0.4899601  0.16876323 0.23790969 0.10265515],[-0.05329175  0.05376613 -0.00123487  0.00076049],98,0.0003594049603983171,2.003456311556217,1.0002650181714865,0.05618117769785582,360.6221360801182,-3.0875769241525264,1.1289577772730672,-1.0035506983451288
180,"[[0.49030912]
 [0.16888345]
 [0.23807916]
 [0.10272828]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.39122135 0.2679771  0.23772601 0.10362447],[ 0.05312124 -0.05358426 -0.00014196  0.00060498],99,0.0003542231006528216,2.003456311556217,0.9992881728468088,0.05653540079850864,362.6255923916744,-3.1209023383745067,1.1281541544723979,-1.0045223618100612
181,"[[0.39100672]
 [0.26783008]
 [0.23759558]
 [0.10356762]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.39157597 0.26856801 0.23870837 0.10378391],[-0.09980911  0.10051655 -0.00057915 -0.0001283 ],100,0.000662245290581825,2.003456311556217,1.000548926924622,0.05719764608909047,364.6290487032306,-3.1203485140381977,1.1287734286629119,-1.003569629922177
182,"[[0.39054639]
 [0.26786186]
 [0.23808073]
 [0.10351103]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.4910446  0.16909701 0.23734333 0.10247388],[-5.06711698e-04  1.56992026e-03 -9.55719339e-05 -9.67636624e-04],100,1.0348972137462975e-05,2.003456311556217,1.0026362685524304,0.05720799506122793,366.6325050147868,-3.1198333601404773,1.131749178555715,-1.0008303919759243
183,"[[0.49106482]
 [0.16910397]
 [0.23735311]
 [0.1024781 ]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.49137631 0.16956501 0.23733948 0.10281872],[ 0.09995361 -0.09846185 -0.00058072 -0.00091105],101,0.0006606349365456719,2.003456311556217,0.9999588131463135,0.057868629997773605,368.63596132634297,-3.1530371986842747,1.131702565367888,-1.0041581333464495
184,"[[0.49083662]
 [0.16937878]
 [0.23707881]
 [0.1027058 ]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.48934155 0.16896695 0.23685586 0.10197189],[-0.00056482  0.00029603  0.0001469   0.00012188],101,3.7329654881638342e-06,2.003456311556217,1.0010995311862039,0.057872362963261766,370.63941763789916,-3.1861030277550553,1.1329469076320169,-1.0023605133355016
185,"[[0.49074693]
 [0.16945222]
 [0.2375361 ]
 [0.10226475]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.39075299 0.26897614 0.23421596 0.10274739],[-3.36616884e-04  2.12307677e-05  4.21203637e-04 -1.05817521e-04],101,2.9273273927355737e-06,2.003456311556217,0.9971362483953086,0.0578752902906545,372.64287394945535,-3.2192226500647494,1.1297024291072555,-1.0063229904883015
186,"[[0.39204971]
 [0.26986874]
 [0.2349932 ]
 [0.10308836]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.39117856 0.26898488 0.23281563 0.1017082 ],[-1.00246919e-01  9.99477791e-02 -3.60877379e-05  3.35227870e-04],102,0.0006616133465903418,2.003456311556217,0.9966924782653828,0.05853690363724485,374.64633026101154,-3.2177724574530346,1.1259659137693334,-1.0074254466374248
187,"[[0.39326789]
 [0.27042156]
 [0.23405913]
 [0.10225143]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.39329624 0.27058616 0.23386027 0.1013784 ],[-0.0015497  -0.00046874  0.00250681 -0.00048838],102,1.648388442205172e-05,2.003456311556217,0.9946872674232612,0.0585533875216669,376.64978657256773,-3.216116771009655,1.1199839579789537,-1.0087855280173779
188,"[[0.39364222]
 [0.2708242 ]
 [0.234066  ]
 [0.10146759]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.49250378 0.16948558 0.2341934  0.10163275],[-0.00276788 -0.00102156  0.00344089  0.00034855],102,2.4785583634637364e-05,2.003456311556217,0.9991210756140455,0.05857817310530154,378.6532428841239,-3.214389364376033,1.118999576766408,-1.0043600215258066
189,"[[0.493582  ]
 [0.16985663]
 [0.23470611]
 [0.10185526]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.39097041 0.26894661 0.238435   0.10237566],[ 0.09685778 -0.10142419  0.00343402  0.00113239],103,0.0006628027775107624,2.003456311556217,0.9978155086646038,0.059240975882812304,380.6566991956801,-3.2471434765547387,1.1165551318866498,-1.0063036056691241
190,"[[0.39068611]
 [0.26875104]
 [0.23826162]
 [0.10230122]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.49231735 0.16987179 0.23750943 0.10375036],[-0.10308199  0.09954337  0.0027939   0.00074472],104,0.0006721648894698367,2.003456311556217,1.00072767748254,0.05991314077228214,382.6601555072363,-3.246441989991002,1.1173676239141381,-1.003400798963147
191,"[[0.49062522]
 [0.16928793]
 [0.23669309]
 [0.10339376]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.4925259  0.16928793 0.23669309 0.10348203],[ 0.09981389 -0.09935104 -0.00076161  0.00029876],105,0.0006532777824388772,2.003456311556217,1.0034489238640147,0.060566418554721016,384.6636118187925,-3.2794460865236714,1.1212213397771331,-1.0006606654746415
192,"[[0.49154824]
 [0.16895189]
 [0.23622325]
 [0.10327662]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.49260942 0.16895189 0.2378366  0.10579063],[-0.00012522  0.00011208  0.00080692 -0.00079378],105,6.017546605142922e-06,2.003456311556217,1.0019889503082073,0.060572436101326156,386.6670681303487,-3.3125311521514336,1.1234513933064514,-1.0014733787946148
193,"[[0.49006669]
 [0.1680798 ]
 [0.23660894]
 [0.10524457]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.39098687 0.2694     0.23881451 0.1028755 ],[-0.00104823  0.00044811  0.00127676 -0.00067664],105,1.1316814126978477e-05,2.003456311556217,1.0051885413035064,0.060583752915453135,388.6705244419049,-3.3457861222418703,1.1292804672631038,-0.9982790870668379
194,"[[0.39017652]
 [0.26884165]
 [0.23831955]
 [0.10266228]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.49326974 0.16940001 0.23690251 0.10265952],[-0.09956668  0.1013202   0.00089107 -0.00264459],106,0.0006740830819978054,2.003456311556217,1.0020768832803868,0.06125783599745094,390.6739807534611,-3.3450291008156894,1.13162585098443,-1.0020535113578282
195,"[[0.49217132]
 [0.16902279]
 [0.23637497]
 [0.10243092]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.4166591  0.24279308 0.23917037 0.10101618],[ 1.00323487e-01 -9.94416413e-02 -8.19540363e-04 -6.23056483e-05],107,0.0006630073260463147,2.003456311556217,1.002231771764296,0.06192084332349725,392.6774370650173,-3.378174174155464,1.1341513816064044,-1.0018875471179676
196,"[[0.41680968]
 [0.24288083]
 [0.23925681]
 [0.10105268]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.41710693 0.24279308 0.23750001 0.10259998],[0.38979539 0.27144608 0.2377439  0.10173991],[-0.0750644   0.0737703   0.00112504  0.00016906],108,0.0004971848331350329,2.003456311556217,0.9996387384160764,0.062418028156632284,394.68089337657347,-3.386496759635921,1.133741656281876,-1.004314757973276
197,"[[0.38951289]
 [0.27124934]
 [0.23757159]
 [0.10166617]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.46836759 0.19310913 0.23807812 0.10387892],[-0.02630967  0.02651917 -0.0017568   0.0015473 ],109,0.00018582953084853002,2.003456311556217,1.000725278798313,0.06260385768748081,396.68434968812966,-3.384931639445432,1.1345639350679415,-1.0029168622887528
198,"[[0.46676483]
 [0.19244831]
 [0.23726341]
 [0.10352344]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.46728235 0.19261765 0.23750001 0.10259998],[0.4913846  0.1696652  0.23682734 0.10227441],[ 7.77694677e-02 -7.86316895e-02 -7.15829533e-05  9.33804732e-04],110,0.0005214763439466065,2.003456311556217,1.0034337676945304,0.06312533403142741,398.68780599968585,-3.4100747627614885,1.1384597640555572,-1.0005440202056333
199,"[[0.49131015]
 [0.16963949]
 [0.23679145]
 [0.10225891]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.38984134 0.26922635 0.24009801 0.10240735],[ 0.02373517 -0.02304831  0.0002366  -0.00092346],111,0.00015937882680790147,2.003456311556217,1.0001515463534054,0.06328471285823531,400.69126231124204,-3.4430621623843027,1.1386322934812985,-1.0034641440296195
200,"[[0.38922907]
 [0.26880351]
 [0.23972092]
 [0.10224651]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.38957085 0.26915463 0.24158663 0.10276736],[-0.10081014  0.09976051  0.00070856  0.00034107],112,0.0006703483718554618,2.003456311556217,1.0015730479230247,0.06395506123009077,402.69471862279823,-3.442482123257376,1.1404234166456482,-1.0025536120050478
201,"[[0.38837486]
 [0.26832832]
 [0.24084496]
 [0.10245186]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.38905481 0.26737444 0.24233721 0.10196094],[ 0.00127094  0.00059649 -0.00222091  0.00035347],112,1.4791389508723814e-05,2.003456311556217,1.003079472577061,0.06396985261959949,404.6981749343544,-3.4421510500153145,1.1439353192834467,-1.0003916303686649
202,"[[0.38877202]
 [0.26718009]
 [0.24216106]
 [0.10188682]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.38903347 0.26667166 0.24197941 0.10119326],[ 0.00212515  0.00107168 -0.00334495  0.00014812],112,2.234618777193485e-05,2.003456311556217,1.0007273994776555,0.06399219880737142,406.7016312459106,-3.4423803086136147,1.1447674172371651,-1.0027512582663334
203,"[[0.38947053]
 [0.26697126]
 [0.24225126]
 [0.10130695]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.38975966 0.26774342 0.24206695 0.10204587],[ 0.00172799  0.00221991 -0.00466105  0.00071315],112,3.116118994410131e-05,2.003456311556217,0.9988778044754554,0.06402335999731552,408.7050875574668,-3.4427372926590056,1.143482764364897,-1.0046096682707057
204,"[[0.38913086]
 [0.26731147]
 [0.24167642]
 [0.10188124]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.38925848 0.26639282 0.24023464 0.1016611 ],[ 0.00102948  0.00242874 -0.00475125  0.00129303],112,3.1728551669836635e-05,2.003456311556217,1.0016159096144324,0.06405508854898537,410.708543869023,-3.4428774061772627,1.145330529157772,-1.0018721304934548
205,"[[0.39021567]
 [0.26704788]
 [0.24082538]
 [0.10191108]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.49300984 0.16982605 0.23750001 0.10199543],[ 0.00136915  0.00208853 -0.00417641  0.00071874],112,2.7934878588110773e-05,2.003456311556217,0.9975470411632021,0.06408302342757348,412.7120001805792,-3.443026378929733,1.1425210805152202,-1.0059372052716031
206,"[[0.49186315]
 [0.16943105]
 [0.23694761]
 [0.1017582 ]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.48990922 0.1695339  0.23780176 0.10044107],[ 0.10028434 -0.09764787 -0.00332536  0.0006889 ],113,0.0006737260407704312,2.003456311556217,1.0023313280577115,0.06475674946834391,414.7154564921354,-3.4761408830354,1.1451846719667522,-1.0017987095392762
207,"[[0.49104552]
 [0.16992712]
 [0.23835332]
 [0.10067404]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.49184001 0.17030656 0.23909111 0.100385  ],[-1.36314330e-03 -3.10425335e-05  5.52402610e-04  8.41783219e-04],113,9.324145407584373e-06,2.003456311556217,0.9976859620230806,0.06476607361375149,416.7189128036916,-3.509305976020759,1.142534671145235,-1.0057796736785445
208,"[[0.4910432 ]
 [0.17003066]
 [0.23870377]
 [0.10022237]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.38867909 0.27008776 0.24066956 0.10262667],[-0.00054552 -0.00052711 -0.00085331  0.00192594],113,1.285065894456023e-05,2.003456311556217,1.0016226777907113,0.06477892427269605,418.7223691152478,-3.5425056029342925,1.1443886367812202,-1.0018464844244503
209,"[[0.38787886]
 [0.2695317 ]
 [0.24017406]
 [0.10241538]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.4911234  0.16993206 0.23825206 0.10175132],[-0.10054319  0.09936934 -0.00120376  0.00237761],114,0.0006799982535393126,2.003456311556217,1.002063080205292,0.06545892252623536,420.72582542680397,-3.541704903585389,1.1467496023249244,-1.0020732296044645
210,"[[0.49060393]
 [0.16975232]
 [0.23800006]
 [0.1016437 ]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.3936525  0.27013098 0.23757231 0.10231868],[ 0.10262114 -0.10013169 -0.00267405  0.0001846 ],115,0.000688491857911394,2.003456311556217,1.0010588450722553,0.06614741438414676,422.72928173836016,-3.574816534891074,1.1479638324904569,-1.0030859583418734
211,"[[0.39221133]
 [0.26914203]
 [0.23670255]
 [0.10194409]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.48893409 0.16808737 0.23828033 0.1018009 ],[-0.10010392  0.09964768 -0.00050005  0.00095628],116,0.0006744599240784964,2.003456311556217,1.0036744693527417,0.06682187430822525,424.73273804991635,-3.573867225229863,1.152181990410999,-1.0004563021275539
212,"[[0.4903548 ]
 [0.16857579]
 [0.23897271]
 [0.1020967 ]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.39086883 0.26963878 0.23712141 0.10186823],[ 0.09828867 -0.09974202  0.00079746  0.00065589],117,0.0006711384185964461,2.003456311556217,0.9971026915485749,0.0674930127268217,426.73619436147254,-3.607432596393579,1.1488437637926012,-1.0070247584262386
213,"[[0.39106544]
 [0.26977441]
 [0.23724068]
 [0.10191947]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.49128091 0.16952835 0.24026837 0.10213177],[-0.09985479  0.10082421 -0.0014727   0.00050328],118,0.0006798312330183872,2.003456311556217,0.9994972546117888,0.0681728439598401,428.73965067302873,-3.6063192327642337,1.1482661878885794,-1.0046388881774466
214,"[[0.48970924]
 [0.16898601]
 [0.23949971]
 [0.10180504]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.39057419 0.26840012 0.23730881 0.10265795],[ 0.09943457 -0.1003744   0.00025933  0.00068051],119,0.0006730981503720819,2.003456311556217,1.0032094101366502,0.06884594211021218,430.7431069845849,-3.6398175270798174,1.1519514450315618,-1.0009199995699392
215,"[[0.39098822]
 [0.26868464]
 [0.23756037]
 [0.10276677]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.49201912 0.16882095 0.23829472 0.10167117],[-0.09920923  0.10041399 -0.0019997   0.00079494],120,0.0006808725985814693,2.003456311556217,0.9989410678239179,0.06952681470879365,432.7465632961411,-3.6390352823370176,1.1507316065811335,-1.0051961163308807
216,"[[0.49162289]
 [0.168685  ]
 [0.23810281]
 [0.1015893 ]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.4922479  0.16950698 0.23842534 0.10287421],[ 9.95117809e-02 -9.92846293e-02 -6.03602117e-05 -1.66791409e-04],121,0.000668746292799048,2.003456311556217,1.0008059654173513,0.0701955610015927,434.7500196076973,-3.6725251124786444,1.151659056460691,-1.003319092431665
217,"[[0.49074894]
 [0.16899081]
 [0.23769931]
 [0.10256095]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.39042616 0.27141968 0.23496224 0.10107257],[-0.00112289  0.00071501 -0.0006028   0.00101068],121,1.1606434541714159e-05,2.003456311556217,1.0030544380977289,0.07020716743613442,436.7534759192535,-3.705792680504295,1.1551767277583391,-1.0004134798930302
218,"[[0.39125537]
 [0.27199614]
 [0.23546126]
 [0.10128723]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.49120812 0.16949355 0.23641858 0.10465642],[-1.00248933e-01  1.00409195e-01 -1.99293752e-04  3.90315911e-05],122,0.0006776470528327356,2.003456311556217,0.997880649978734,0.07088481448896716,438.7569322308097,-3.703809195313519,1.1527285039357986,-1.0062533086303158
219,"[[0.49033695]
 [0.16919295]
 [0.23599929]
 [0.10447081]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.38903096 0.27037294 0.23772966 0.10130323],[ 0.09924463 -0.10259613  0.00203875  0.00131275],123,0.0006906704212374064,2.003456311556217,1.0017766722216788,0.07157548491020457,440.7603885423659,-3.736692213530007,1.1547765246478787,-1.0023703097557757
220,"[[0.38964005]
 [0.27079626]
 [0.23810186]
 [0.10146184]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.3892903  0.27118162 0.2385575  0.10035754],[-0.09983694  0.10020705  0.00150072 -0.00187083],124,0.0006859065356761233,2.003456311556217,0.9984367849734543,0.0722613914458807,442.7638448539221,-3.7353476636842844,1.152971360632247,-1.005705433118439
221,"[[0.3895291 ]
 [0.27134797]
 [0.23870383]
 [0.1004191 ]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.38991224 0.27254658 0.23669043 0.09980649],[ 0.00085996 -0.00139626 -0.00060185  0.00113814],124,1.345394247147934e-05,2.003456311556217,0.9993869629591905,0.07227484538835217,444.7673011654783,-3.733956982907178,1.152264546481187,-1.0040828025394983
222,"[[0.39031984]
 [0.27283149]
 [0.23693785]
 [0.09991082]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.38941835 0.27138433 0.23628019 0.09815314],[ 0.00097091 -0.00194797 -0.00120382  0.00218087],124,2.120908252580904e-05,2.003456311556217,0.998955738791531,0.07229605447087799,446.77075747703446,-3.731939060499194,1.1510612813134025,-1.0045217818472119
223,"[[0.39128241]
 [0.2726834 ]
 [0.23741122]
 [0.09862297]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.48778966 0.16806518 0.23619196 0.1021172 ],[ 0.00018017 -0.00343149  0.00056216  0.00268916],124,2.3067129466996556e-05,2.003456311556217,0.9952360123044912,0.07231912160034498,448.77421378859066,-3.7301222882680576,1.1455776395324488,-1.008243366381193
224,"[[0.49065311]
 [0.16905176]
 [0.23757847]
 [0.10271665]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.3937006  0.26914078 0.24001113 0.10489312],[ 9.92175892e-02 -1.03283389e-01  8.87958363e-05  3.97700376e-03],125,0.0006909837817026415,2.003456311556217,0.994163992688862,0.07301010538204762,450.77767010014685,-3.7633449698701504,1.1388920400526612,-1.009983302649058
225,"[[0.39067459]
 [0.26707214]
 [0.23816638]
 [0.1040869 ]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.48921193 0.16858556 0.23919287 0.10402673],[-1.00153105e-01  1.00348237e-01 -7.84592665e-05 -1.16672976e-04],126,0.0006674291231783525,2.003456311556217,1.007745624062788,0.07367753450522598,452.78112641170304,-3.7630594417200722,1.147713469643011,-0.9963781166166075
226,"[[0.48871486]
 [0.16841427]
 [0.23894984]
 [0.10392103]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.48933834 0.16888682 0.23907238 0.1034684 ],[ 0.09982542 -0.09767213 -0.00066637 -0.00148692],127,0.0006690945009037787,2.003456311556217,1.001017095708077,0.07434662900612975,454.78458272325923,-3.796526422976288,1.148880804087087,-1.003108310349044
227,"[[0.48896383]
 [0.16875756]
 [0.23888941]
 [0.10338921]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.49216218 0.16965791 0.23973763 0.10515161],[ 0.00178514  0.00098574 -0.00144983 -0.00132106],127,1.8591136753417223e-05,2.003456311556217,1.0007659412420224,0.07436522014288316,456.7880390348154,-3.8299148161756595,1.1497607792771052,-1.0027089614509483
228,"[[0.48888211]
 [0.1685272 ]
 [0.23813987]
 [0.10445082]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.39020702 0.27097714 0.23809024 0.10275949],[ 0.00153618  0.00064245 -0.0013894  -0.00078923],127,1.4628607141443511e-05,2.003456311556217,1.0067093241302438,0.0743798487500246,458.7914953463716,-3.8632244551586323,1.157474897017517,-0.996761616033115
229,"[[0.38941499]
 [0.27042712]
 [0.23760697]
 [0.10255092]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.38941499 0.26423525 0.2377948  0.10273925],[-0.0983821   0.1008728  -0.00063986 -0.00185084],128,0.0006818651479567134,2.003456311556217,1.002033906393036,0.07506171389798132,460.7949516579278,-3.8618697757453053,1.1598290926103396,-1.0021042703111378
230,"[[0.39169296]
 [0.26578096]
 [0.23918583]
 [0.10334025]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.39249834 0.26593185 0.239835   0.10325084],[ 1.08501795e-03 -1.02711878e-03 -1.06961881e-04  4.90627092e-05],128,7.681584109455772e-06,2.003456311556217,0.9941842961265959,0.07506939548209077,462.798407969484,-3.8621810307747357,1.153083870063959,-1.0092796970137305
231,"[[0.3919042 ]
 [0.2655293 ]
 [0.23947195]
 [0.10309455]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.49031152 0.16780436 0.23781875 0.10221475],[-0.00119295  0.00361904 -0.00168582 -0.00074027],128,2.4370667308157647e-05,2.003456311556217,1.0015160334368964,0.07509376614939893,464.8018642810402,-3.862624991994581,1.154831983766522,-1.001964648786629
232,"[[0.49122058]
 [0.16811547]
 [0.23825968]
 [0.10240426]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.39434584 0.27032662 0.23675458 0.1025839 ],[ 0.0985958  -0.09612929 -0.00197194 -0.00049457],129,0.0006649516465523481,2.003456311556217,0.9981493924236404,0.07575871779595128,466.8053205925964,-3.8962560218039655,1.1526948429479413,-1.005971870779129
233,"[[0.39277046]
 [0.26924669]
 [0.23580877]
 [0.10217408]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.39050001 0.2694     0.23750001 0.10259998],[0.49031889 0.16961368 0.23738818 0.10165288],[-0.10072057  0.10128453 -0.00075967  0.00019571],130,0.0006831383738259465,2.003456311556217,1.0040109273080216,0.07644185616977722,468.8087769041526,-3.8951693368662177,1.1573182181713368,-1.0001285226220218
234,"[[0.49082266]
 [0.16978795]
 [0.23763208]
 [0.10175732]
 [0.39019906]
 [0.26996434]
 [0.23968577]
 [0.10360714]]",[0.4905     0.16940001 0.23750001 0.10259998],[0.39369857 0.26773139 0.23429537 0.10032472],[ 0.09772954 -0.09984668  0.00169125  0.00042589],131,0.0006748376021229503,2.003456311556217,0.9989736323532918,0.07711669377190017,470.8122332157088,-3.928225379459277,1.15613038419526,-1.0051575168050482
