a2c, 63.01,-0.0407, 1.10, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
a2c, 63.01,-0.0407, 0.83, 90, 2000-01-01, 2002-01-01
