model,return,sharpe,cost,n_trade,start,end
a2c_1, 129.93,0.0711, 2.06, 88, 2015-10-29, 2017-10-29
a2c_1, 128.93,0.0705, 2.09, 87, 2015-10-29, 2017-10-29
a2c_1, 130.12,0.0715, 1.87, 86, 2015-10-29, 2017-10-29
a2c_1, 128.28,0.0692, 1.90, 85, 2015-10-29, 2017-10-29
a2c_1, 129.99,0.0711, 1.87, 85, 2015-10-29, 2017-10-29
a2c_1, 128.74,0.0702, 1.63, 86, 2015-10-29, 2017-10-29
a2c_1, 130.12,0.0714, 2.11, 89, 2015-10-29, 2017-10-29
a2c_1, 129.24,0.0711, 1.90, 86, 2015-10-29, 2017-10-29
a2c_1, 129.86,0.0709, 2.11, 89, 2015-10-29, 2017-10-29
a2c_1, 129.56,0.0717, 2.09, 90, 2015-10-29, 2017-10-29
a2c_1, 130.21,0.0717, 2.11, 89, 2015-10-29, 2017-10-29
a2c_2, 134.56,0.0675, 1.97, 136, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.42, 135, 2015-10-29, 2017-10-29
a2c_2, 134.30,0.0671, 1.36, 136, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.44,0.0674, 1.48, 137, 2015-10-29, 2017-10-29
a2c_2, 134.30,0.0671, 1.36, 136, 2015-10-29, 2017-10-29
a2c_2, 134.27,0.0671, 1.36, 136, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.30,0.0671, 1.36, 136, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.47,0.0674, 1.48, 137, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.27,0.0671, 1.36, 136, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.47,0.0674, 1.48, 137, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.44,0.0674, 1.48, 137, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.30,0.0671, 1.36, 136, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.27,0.0671, 1.36, 136, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.34,0.0672, 1.41, 137, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.46,0.0674, 1.48, 137, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.37,0.0673, 1.36, 136, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.44,0.0674, 1.48, 137, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.52,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_2, 134.49,0.0675, 1.36, 135, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 1.41, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.60,0.0593, 1.09, 72, 2015-10-29, 2017-10-29
a2c_3, 118.30,0.0596, 1.10, 71, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.67,0.0594, 1.09, 72, 2015-10-29, 2017-10-29
a2c_3, 118.34,0.0597, 1.08, 70, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.34,0.0597, 1.30, 75, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.91,0.0597, 1.08, 71, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.29,0.0595, 1.11, 70, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.72,0.0596, 1.09, 73, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.99, 71, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.70,0.0591, 1.05, 69, 2015-10-29, 2017-10-29
a2c_3, 118.63,0.0594, 1.07, 72, 2015-10-29, 2017-10-29
a2c_3, 118.45,0.0600, 1.21, 72, 2015-10-29, 2017-10-29
a2c_3, 117.78,0.0593, 1.08, 71, 2015-10-29, 2017-10-29
a2c_3, 118.76,0.0597, 1.11, 72, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.73,0.0596, 1.09, 71, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.76,0.0592, 1.09, 69, 2015-10-29, 2017-10-29
a2c_3, 118.47,0.0589, 1.22, 75, 2015-10-29, 2017-10-29
a2c_3, 118.16,0.0592, 1.20, 71, 2015-10-29, 2017-10-29
a2c_3, 117.71,0.0591, 1.07, 70, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.86,0.0595, 1.17, 72, 2015-10-29, 2017-10-29
a2c_3, 118.42,0.0588, 1.25, 72, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.64,0.0594, 1.06, 72, 2015-10-29, 2017-10-29
a2c_3, 118.27,0.0595, 1.07, 71, 2015-10-29, 2017-10-29
a2c_3, 117.87,0.0596, 1.23, 74, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 1.11, 73, 2015-10-29, 2017-10-29
a2c_3, 118.31,0.0596, 1.09, 72, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.87,0.0596, 1.10, 72, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.09,0.0590, 1.08, 71, 2015-10-29, 2017-10-29
a2c_3, 117.53,0.0586, 1.07, 70, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.37,0.0597, 1.17, 72, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.41,0.0599, 1.07, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.41,0.0599, 1.08, 70, 2015-10-29, 2017-10-29
a2c_3, 117.88,0.0596, 1.05, 71, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.95,0.0598, 1.08, 72, 2015-10-29, 2017-10-29
a2c_3, 118.60,0.0593, 1.07, 71, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.88,0.0596, 1.09, 71, 2015-10-29, 2017-10-29
a2c_3, 118.66,0.0594, 0.97, 70, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.94,0.0602, 1.08, 72, 2015-10-29, 2017-10-29
a2c_3, 118.24,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 117.82,0.0594, 0.97, 69, 2015-10-29, 2017-10-29
a2c_3, 118.58,0.0592, 1.11, 73, 2015-10-29, 2017-10-29
a2c_4, 119.97,0.0583, 2.38, 39, 2015-10-29, 2017-10-29
a2c_4, 119.30,0.0568, 1.55, 35, 2015-10-29, 2017-10-29
a2c_4, 118.75,0.0571, 1.47, 34, 2015-10-29, 2017-10-29
a2c_4, 119.53,0.0574, 1.48, 35, 2015-10-29, 2017-10-29
a2c_4, 119.12,0.0582, 1.48, 35, 2015-10-29, 2017-10-29
a2c_4, 119.66,0.0577, 1.43, 35, 2015-10-29, 2017-10-29
a2c_4, 118.73,0.0570, 1.48, 35, 2015-10-29, 2017-10-29
a2c_4, 119.24,0.0567, 1.48, 35, 2015-10-29, 2017-10-29
a2c_4, 118.90,0.0575, 1.79, 42, 2015-10-29, 2017-10-29
a2c_4, 119.56,0.0575, 1.87, 43, 2015-10-29, 2017-10-29
a2c_4, 118.57,0.0566, 1.53, 34, 2015-10-29, 2017-10-29
a2c_4, 119.27,0.0568, 1.76, 40, 2015-10-29, 2017-10-29
a2c_4, 118.72,0.0570, 1.48, 35, 2015-10-29, 2017-10-29
a2c_4, 119.49,0.0573, 1.57, 39, 2015-10-29, 2017-10-29
a2c_4, 118.89,0.0574, 1.77, 40, 2015-10-29, 2017-10-29
a2c_4, 119.20,0.0566, 1.55, 36, 2015-10-29, 2017-10-29
a2c_4, 118.71,0.0570, 1.52, 36, 2015-10-29, 2017-10-29
a2c_4, 119.51,0.0573, 1.45, 35, 2015-10-29, 2017-10-29
a2c_4, 118.82,0.0573, 1.81, 41, 2015-10-29, 2017-10-29
a2c_4, 119.31,0.0568, 1.54, 36, 2015-10-29, 2017-10-29
a2c_4, 118.60,0.0567, 1.55, 37, 2015-10-29, 2017-10-29
a2c_4, 119.21,0.0566, 1.57, 40, 2015-10-29, 2017-10-29
a2c_4, 118.76,0.0571, 1.57, 40, 2015-10-29, 2017-10-29
a2c_4, 119.26,0.0567, 1.34, 33, 2015-10-29, 2017-10-29
a2c_4, 118.75,0.0571, 1.35, 34, 2015-10-29, 2017-10-29
a2c_4, 119.55,0.0575, 1.50, 37, 2015-10-29, 2017-10-29
a2c_4, 118.67,0.0568, 1.68, 36, 2015-10-29, 2017-10-29
a2c_4, 119.25,0.0567, 1.67, 39, 2015-10-29, 2017-10-29
a2c_4, 118.57,0.0566, 1.50, 37, 2015-10-29, 2017-10-29
a2c_4, 119.45,0.0572, 1.64, 39, 2015-10-29, 2017-10-29
a2c_4, 118.82,0.0573, 1.55, 36, 2015-10-29, 2017-10-29
a2c_4, 119.56,0.0574, 1.49, 36, 2015-10-29, 2017-10-29
a2c_4, 118.76,0.0571, 1.60, 37, 2015-10-29, 2017-10-29
a2c_4, 119.13,0.0564, 1.46, 36, 2015-10-29, 2017-10-29
a2c_4, 118.65,0.0568, 1.22, 34, 2015-10-29, 2017-10-29
a2c_4, 119.43,0.0571, 1.58, 33, 2015-10-29, 2017-10-29
a2c_4, 118.97,0.0577, 1.75, 44, 2015-10-29, 2017-10-29
a2c_4, 119.38,0.0570, 1.71, 39, 2015-10-29, 2017-10-29
a2c_4, 118.83,0.0573, 1.79, 39, 2015-10-29, 2017-10-29
a2c_4, 119.89,0.0583, 1.47, 31, 2015-10-29, 2017-10-29
a2c_4, 118.77,0.0571, 1.48, 35, 2015-10-29, 2017-10-29
a2c_4, 119.45,0.0572, 1.75, 39, 2015-10-29, 2017-10-29
a2c_4, 118.76,0.0571, 1.58, 37, 2015-10-29, 2017-10-29
a2c_4, 119.05,0.0562, 1.87, 43, 2015-10-29, 2017-10-29
a2c_4, 118.45,0.0563, 1.56, 37, 2015-10-29, 2017-10-29
a2c_4, 119.04,0.0562, 1.55, 36, 2015-10-29, 2017-10-29
a2c_4, 118.64,0.0568, 1.47, 35, 2015-10-29, 2017-10-29
a2c_4, 119.32,0.0569, 1.42, 37, 2015-10-29, 2017-10-29
