model,return,sharpe,cost,n_trade,start,end
a2c_4, 118.89,0.0575, 1.68, 39, 2015-10-29, 2017-10-29
a2c_4, 119.43,0.0571, 1.49, 35, 2015-10-29, 2017-10-29
a2c_4, 118.59,0.0567, 1.55, 40, 2015-10-29, 2017-10-29
a2c_4, 119.43,0.0571, 1.31, 35, 2015-10-29, 2017-10-29
a2c_4, 118.78,0.0571, 1.84, 39, 2015-10-29, 2017-10-29
a2c_4, 119.38,0.0570, 1.97, 45, 2015-10-29, 2017-10-29
a2c_4, 118.54,0.0566, 1.81, 40, 2015-10-29, 2017-10-29
a2c_4, 119.12,0.0564, 1.46, 35, 2015-10-29, 2017-10-29
a2c_4, 118.90,0.0574, 1.77, 40, 2015-10-29, 2017-10-29
a2c_4, 119.54,0.0574, 1.87, 43, 2015-10-29, 2017-10-29
a2c_4, 118.97,0.0576, 1.48, 33, 2015-10-29, 2017-10-29
a2c_4, 119.51,0.0573, 1.54, 36, 2015-10-29, 2017-10-29
a2c_4, 118.85,0.0574, 1.53, 37, 2015-10-29, 2017-10-29
a2c_4, 119.35,0.0569, 1.49, 34, 2015-10-29, 2017-10-29
a2c_4, 118.57,0.0567, 1.83, 41, 2015-10-29, 2017-10-29
a2c_4, 119.87,0.0582, 1.55, 36, 2015-10-29, 2017-10-29
a2c_4, 118.60,0.0567, 1.61, 35, 2015-10-29, 2017-10-29
a2c_4, 119.26,0.0567, 1.75, 40, 2015-10-29, 2017-10-29
a2c_4, 118.54,0.0565, 1.60, 37, 2015-10-29, 2017-10-29
a2c_4, 119.37,0.0570, 1.44, 36, 2015-10-29, 2017-10-29
a2c_4, 118.61,0.0567, 1.29, 33, 2015-10-29, 2017-10-29
a2c_4, 119.31,0.0568, 1.73, 43, 2015-10-29, 2017-10-29
a2c_4, 118.67,0.0569, 1.93, 43, 2015-10-29, 2017-10-29
a2c_4, 119.29,0.0568, 1.40, 35, 2015-10-29, 2017-10-29
a2c_4, 118.38,0.0562, 1.50, 36, 2015-10-29, 2017-10-29
a2c_4, 119.43,0.0571, 1.74, 39, 2015-10-29, 2017-10-29
a2c_4, 118.84,0.0573, 1.53, 35, 2015-10-29, 2017-10-29
a2c_4, 119.26,0.0567, 1.56, 37, 2015-10-29, 2017-10-29
a2c_4, 118.74,0.0571, 1.48, 35, 2015-10-29, 2017-10-29
a2c_4, 119.24,0.0567, 1.60, 38, 2015-10-29, 2017-10-29
a2c_4, 118.35,0.0560, 1.76, 40, 2015-10-29, 2017-10-29
a2c_4, 119.28,0.0568, 1.97, 46, 2015-10-29, 2017-10-29
a2c_4, 118.84,0.0573, 1.40, 32, 2015-10-29, 2017-10-29
a2c_4, 119.32,0.0569, 1.66, 38, 2015-10-29, 2017-10-29
a2c_4, 119.33,0.0583, 1.85, 43, 2015-10-29, 2017-10-29
a2c_4, 119.35,0.0569, 1.70, 38, 2015-10-29, 2017-10-29
a2c_4, 118.43,0.0563, 1.73, 39, 2015-10-29, 2017-10-29
a2c_4, 119.10,0.0563, 1.76, 43, 2015-10-29, 2017-10-29
a2c_4, 118.70,0.0570, 1.64, 38, 2015-10-29, 2017-10-29
a2c_4, 119.50,0.0573, 1.53, 39, 2015-10-29, 2017-10-29
a2c_4, 118.41,0.0563, 1.44, 37, 2015-10-29, 2017-10-29
a2c_4, 119.58,0.0575, 1.63, 39, 2015-10-29, 2017-10-29
a2c_4, 118.72,0.0570, 1.40, 33, 2015-10-29, 2017-10-29
a2c_4, 119.40,0.0571, 1.41, 34, 2015-10-29, 2017-10-29
a2c_4, 118.81,0.0573, 1.53, 37, 2015-10-29, 2017-10-29
a2c_4, 119.43,0.0571, 1.58, 38, 2015-10-29, 2017-10-29
a2c_4, 118.73,0.0570, 1.32, 32, 2015-10-29, 2017-10-29
a2c_4, 119.34,0.0569, 1.56, 37, 2015-10-29, 2017-10-29
a2c_4, 118.49,0.0564, 1.91, 44, 2015-10-29, 2017-10-29
a2c_4, 119.44,0.0572, 1.47, 35, 2015-10-29, 2017-10-29
a2c_4, 118.67,0.0569, 1.58, 33, 2015-10-29, 2017-10-29
a2c_4, 119.41,0.0571, 1.43, 37, 2015-10-29, 2017-10-29
a2c_5, 103.74,0.0123, 8.37, 129, 2015-10-29, 2017-10-29
a2c_5, 102.51,0.0102, 8.36, 136, 2015-10-29, 2017-10-29
a2c_5, 104.46,0.0139, 7.77, 132, 2015-10-29, 2017-10-29
a2c_5, 102.59,0.0108, 7.02, 123, 2015-10-29, 2017-10-29
a2c_5, 102.87,0.0115, 7.37, 126, 2015-10-29, 2017-10-29
a2c_5, 102.54,0.0111, 8.19, 137, 2015-10-29, 2017-10-29
a2c_5, 103.13,0.0112, 8.10, 134, 2015-10-29, 2017-10-29
a2c_5, 104.16,0.0132, 7.72, 126, 2015-10-29, 2017-10-29
a2c_5, 103.94,0.0130, 7.38, 127, 2015-10-29, 2017-10-29
a2c_5, 105.24,0.0155, 7.75, 130, 2015-10-29, 2017-10-29
a2c_5, 102.83,0.0114, 7.78, 131, 2015-10-29, 2017-10-29
a2c_5, 101.43,0.0091, 7.53, 133, 2015-10-29, 2017-10-29
a2c_5, 104.41,0.0134, 8.29, 142, 2015-10-29, 2017-10-29
a2c_5, 103.18,0.0114, 6.98, 122, 2015-10-29, 2017-10-29
a2c_5, 103.20,0.0117, 7.97, 123, 2015-10-29, 2017-10-29
a2c_5, 102.35,0.0103, 7.99, 131, 2015-10-29, 2017-10-29
a2c_5, 103.09,0.0119, 7.84, 130, 2015-10-29, 2017-10-29
a2c_5, 104.19,0.0140, 7.82, 122, 2015-10-29, 2017-10-29
a2c_5, 105.95,0.0162, 7.89, 128, 2015-10-29, 2017-10-29
a2c_5, 104.38,0.0136, 7.61, 131, 2015-10-29, 2017-10-29
a2c_5, 102.19,0.0099, 7.43, 125, 2015-10-29, 2017-10-29
a2c_5, 101.37,0.0086, 7.78, 124, 2015-10-29, 2017-10-29
a2c_5, 105.06,0.0154, 8.16, 135, 2015-10-29, 2017-10-29
a2c_5, 102.53,0.0111, 7.65, 125, 2015-10-29, 2017-10-29
a2c_5, 104.10,0.0129, 7.67, 124, 2015-10-29, 2017-10-29
a2c_5, 103.55,0.0121, 7.90, 130, 2015-10-29, 2017-10-29
a2c_5, 102.86,0.0111, 8.18, 135, 2015-10-29, 2017-10-29
a2c_5, 103.63,0.0126, 8.48, 139, 2015-10-29, 2017-10-29
a2c_5, 104.17,0.0138, 8.10, 134, 2015-10-29, 2017-10-29
a2c_5, 102.53,0.0111, 7.09, 126, 2015-10-29, 2017-10-29
a2c_5, 103.00,0.0109, 7.66, 132, 2015-10-29, 2017-10-29
a2c_5, 103.19,0.0115, 7.47, 126, 2015-10-29, 2017-10-29
a2c_5, 103.23,0.0117, 7.63, 128, 2015-10-29, 2017-10-29
a2c_5, 103.45,0.0123, 7.96, 129, 2015-10-29, 2017-10-29
a2c_5, 102.72,0.0112, 7.52, 130, 2015-10-29, 2017-10-29
a2c_5, 104.19,0.0140, 7.58, 123, 2015-10-29, 2017-10-29
a2c_5, 105.47,0.0153, 7.73, 127, 2015-10-29, 2017-10-29
a2c_5, 102.70,0.0106, 7.71, 130, 2015-10-29, 2017-10-29
a2c_5, 102.49,0.0104, 7.70, 130, 2015-10-29, 2017-10-29
a2c_5, 101.46,0.0087, 7.87, 134, 2015-10-29, 2017-10-29
a2c_5, 104.11,0.0137, 6.95, 124, 2015-10-29, 2017-10-29
a2c_5, 101.71,0.0096, 8.06, 132, 2015-10-29, 2017-10-29
a2c_5, 102.76,0.0105, 6.63, 121, 2015-10-29, 2017-10-29
a2c_5, 104.61,0.0140, 7.02, 113, 2015-10-29, 2017-10-29
a2c_5, 102.89,0.0111, 7.62, 124, 2015-10-29, 2017-10-29
a2c_5, 102.48,0.0106, 8.44, 133, 2015-10-29, 2017-10-29
a2c_5, 103.05,0.0118, 7.00, 124, 2015-10-29, 2017-10-29
a2c_5, 102.91,0.0117, 6.58, 120, 2015-10-29, 2017-10-29
a2c_5, 103.73,0.0122, 7.57, 125, 2015-10-29, 2017-10-29
a2c_5, 104.25,0.0134, 7.84, 130, 2015-10-29, 2017-10-29
a2c_5, 103.46,0.0121, 7.49, 129, 2015-10-29, 2017-10-29
a2c_5, 102.87,0.0113, 8.00, 137, 2015-10-29, 2017-10-29
a2c_5, 101.25,0.0086, 6.95, 123, 2015-10-29, 2017-10-29
a2c_5, 102.98,0.0119, 7.89, 136, 2015-10-29, 2017-10-29
a2c_5, 102.05,0.0092, 7.58, 129, 2015-10-29, 2017-10-29
a2c_5, 104.24,0.0133, 7.85, 126, 2015-10-29, 2017-10-29
a2c_5, 103.54,0.0123, 7.78, 132, 2015-10-29, 2017-10-29
a2c_5, 101.81,0.0094, 7.19, 122, 2015-10-29, 2017-10-29
a2c_5, 102.89,0.0115, 8.31, 137, 2015-10-29, 2017-10-29
a2c_5, 103.94,0.0136, 8.26, 141, 2015-10-29, 2017-10-29
a2c_5, 104.60,0.0138, 7.67, 130, 2015-10-29, 2017-10-29
a2c_5, 102.46,0.0102, 7.64, 127, 2015-10-29, 2017-10-29
a2c_5, 103.18,0.0116, 8.64, 139, 2015-10-29, 2017-10-29
a2c_5, 103.30,0.0121, 7.23, 127, 2015-10-29, 2017-10-29
a2c_5, 102.52,0.0108, 8.27, 131, 2015-10-29, 2017-10-29
a2c_5, 102.43,0.0109, 7.28, 121, 2015-10-29, 2017-10-29
a2c_5, 102.46,0.0100, 7.99, 128, 2015-10-29, 2017-10-29
a2c_5, 103.46,0.0119, 7.74, 122, 2015-10-29, 2017-10-29
a2c_5, 102.03,0.0096, 8.10, 129, 2015-10-29, 2017-10-29
a2c_5, 100.88,0.0077, 6.92, 125, 2015-10-29, 2017-10-29
a2c_5, 102.79,0.0113, 7.41, 120, 2015-10-29, 2017-10-29
a2c_5, 102.52,0.0110, 7.60, 129, 2015-10-29, 2017-10-29
a2c_5, 104.06,0.0128, 7.50, 123, 2015-10-29, 2017-10-29
a2c_5, 102.23,0.0098, 7.26, 125, 2015-10-29, 2017-10-29
a2c_5, 105.29,0.0154, 7.70, 128, 2015-10-29, 2017-10-29
a2c_5, 104.46,0.0141, 8.90, 141, 2015-10-29, 2017-10-29
a2c_5, 103.67,0.0129, 7.36, 126, 2015-10-29, 2017-10-29
a2c_5, 102.08,0.0103, 8.38, 135, 2015-10-29, 2017-10-29
a2c_5, 104.99,0.0145, 7.00, 115, 2015-10-29, 2017-10-29
a2c_5, 102.82,0.0108, 7.73, 124, 2015-10-29, 2017-10-29
a2c_5, 104.36,0.0138, 7.72, 125, 2015-10-29, 2017-10-29
a2c_5, 103.83,0.0130, 6.84, 121, 2015-10-29, 2017-10-29
a2c_5, 103.36,0.0124, 8.14, 133, 2015-10-29, 2017-10-29
a2c_5, 102.03,0.0102, 8.38, 138, 2015-10-29, 2017-10-29
a2c_5, 102.58,0.0102, 7.25, 122, 2015-10-29, 2017-10-29
a2c_5, 104.22,0.0133, 6.71, 114, 2015-10-29, 2017-10-29
a2c_5, 103.79,0.0127, 6.97, 118, 2015-10-29, 2017-10-29
a2c_5, 102.85,0.0113, 7.73, 124, 2015-10-29, 2017-10-29
a2c_5, 102.26,0.0104, 8.28, 141, 2015-10-29, 2017-10-29
a2c_5, 102.41,0.0108, 7.71, 130, 2015-10-29, 2017-10-29
a2c_5, 103.93,0.0126, 8.77, 136, 2015-10-29, 2017-10-29
a2c_5, 102.30,0.0099, 7.56, 128, 2015-10-29, 2017-10-29
a2c_5, 102.36,0.0102, 8.41, 134, 2015-10-29, 2017-10-29
a2c_5, 103.93,0.0132, 7.80, 130, 2015-10-29, 2017-10-29
a2c_5, 101.89,0.0097, 8.49, 135, 2015-10-29, 2017-10-29
a2c_5, 102.72,0.0114, 8.41, 135, 2015-10-29, 2017-10-29
a2c_5, 104.95,0.0144, 7.78, 126, 2015-10-29, 2017-10-29
a2c_5, 103.56,0.0121, 6.45, 116, 2015-10-29, 2017-10-29
a2c_5, 103.43,0.0121, 8.13, 129, 2015-10-29, 2017-10-29
a2c_5, 102.12,0.0099, 8.17, 143, 2015-10-29, 2017-10-29
a2c_6, 146.24,0.0565, 18.49, 265, 2015-10-29, 2017-10-29
a2c_6, 143.52,0.0527, 17.56, 253, 2015-10-29, 2017-10-29
a2c_6, 143.23,0.0536, 17.11, 248, 2015-10-29, 2017-10-29
a2c_6, 145.67,0.0548, 20.51, 281, 2015-10-29, 2017-10-29
a2c_6, 148.38,0.0582, 18.72, 257, 2015-10-29, 2017-10-29
a2c_6, 146.27,0.0565, 20.46, 287, 2015-10-29, 2017-10-29
a2c_6, 144.62,0.0538, 21.47, 307, 2015-10-29, 2017-10-29
a2c_6, 146.94,0.0569, 19.63, 276, 2015-10-29, 2017-10-29
a2c_6, 143.80,0.0541, 20.07, 296, 2015-10-29, 2017-10-29
a2c_6, 145.39,0.0556, 21.09, 303, 2015-10-29, 2017-10-29
a2c_6, 145.17,0.0543, 16.24, 248, 2015-10-29, 2017-10-29
a2c_6, 150.21,0.0599, 18.39, 272, 2015-10-29, 2017-10-29
a2c_6, 140.90,0.0514, 19.90, 286, 2015-10-29, 2017-10-29
a2c_6, 141.50,0.0521, 18.93, 275, 2015-10-29, 2017-10-29
a2c_6, 145.66,0.0559, 21.32, 295, 2015-10-29, 2017-10-29
a2c_6, 146.00,0.0561, 18.83, 278, 2015-10-29, 2017-10-29
a2c_6, 149.60,0.0583, 21.26, 282, 2015-10-29, 2017-10-29
a2c_6, 141.38,0.0519, 17.65, 256, 2015-10-29, 2017-10-29
a2c_6, 143.17,0.0537, 18.15, 271, 2015-10-29, 2017-10-29
a2c_6, 143.54,0.0529, 19.05, 280, 2015-10-29, 2017-10-29
a2c_6, 142.80,0.0532, 20.12, 283, 2015-10-29, 2017-10-29
a2c_6, 143.06,0.0524, 19.61, 280, 2015-10-29, 2017-10-29
a2c_6, 143.02,0.0536, 19.66, 283, 2015-10-29, 2017-10-29
a2c_6, 148.53,0.0575, 18.33, 248, 2015-10-29, 2017-10-29
a2c_6, 146.69,0.0567, 20.13, 287, 2015-10-29, 2017-10-29
a2c_6, 148.08,0.0582, 20.08, 272, 2015-10-29, 2017-10-29
a2c_6, 143.08,0.0535, 18.48, 263, 2015-10-29, 2017-10-29
a2c_6, 144.84,0.0541, 18.43, 263, 2015-10-29, 2017-10-29
a2c_6, 143.32,0.0537, 20.62, 301, 2015-10-29, 2017-10-29
a2c_6, 148.31,0.0584, 20.14, 280, 2015-10-29, 2017-10-29
a2c_6, 141.38,0.0519, 20.58, 294, 2015-10-29, 2017-10-29
a2c_6, 145.09,0.0554, 20.10, 283, 2015-10-29, 2017-10-29
a2c_6, 142.43,0.0528, 18.78, 278, 2015-10-29, 2017-10-29
a2c_6, 142.74,0.0521, 17.17, 249, 2015-10-29, 2017-10-29
a2c_6, 140.34,0.0509, 18.29, 268, 2015-10-29, 2017-10-29
a2c_6, 143.23,0.0536, 19.35, 268, 2015-10-29, 2017-10-29
a2c_6, 146.78,0.0559, 19.23, 281, 2015-10-29, 2017-10-29
a2c_6, 142.83,0.0532, 20.10, 286, 2015-10-29, 2017-10-29
a2c_6, 144.84,0.0542, 19.30, 282, 2015-10-29, 2017-10-29
a2c_6, 147.17,0.0572, 20.56, 290, 2015-10-29, 2017-10-29
a2c_6, 144.01,0.0543, 17.95, 267, 2015-10-29, 2017-10-29
a2c_6, 144.49,0.0538, 19.32, 276, 2015-10-29, 2017-10-29
a2c_6, 146.42,0.0565, 21.38, 296, 2015-10-29, 2017-10-29
a2c_6, 142.04,0.0514, 19.75, 284, 2015-10-29, 2017-10-29
a2c_6, 145.35,0.0557, 20.35, 288, 2015-10-29, 2017-10-29
a2c_6, 149.02,0.0579, 20.21, 277, 2015-10-29, 2017-10-29
a2c_6, 140.90,0.0514, 18.54, 266, 2015-10-29, 2017-10-29
a2c_6, 144.42,0.0536, 20.56, 293, 2015-10-29, 2017-10-29
a2c_6, 147.40,0.0574, 18.83, 273, 2015-10-29, 2017-10-29
a2c_6, 138.45,0.0491, 19.94, 297, 2015-10-29, 2017-10-29
a2c_6, 143.86,0.0533, 17.92, 266, 2015-10-29, 2017-10-29
a2c_6, 144.58,0.0548, 21.13, 309, 2015-10-29, 2017-10-29
a2c_6, 145.66,0.0560, 19.42, 274, 2015-10-29, 2017-10-29
a2c_6, 142.35,0.0528, 19.04, 267, 2015-10-29, 2017-10-29
a2c_6, 146.86,0.0569, 18.10, 259, 2015-10-29, 2017-10-29
a2c_6, 141.01,0.0516, 19.43, 281, 2015-10-29, 2017-10-29
a2c_6, 143.30,0.0536, 21.34, 299, 2015-10-29, 2017-10-29
a2c_6, 145.93,0.0550, 19.20, 282, 2015-10-29, 2017-10-29
a2c_6, 143.36,0.0537, 19.03, 275, 2015-10-29, 2017-10-29
a2c_6, 141.43,0.0520, 18.26, 265, 2015-10-29, 2017-10-29
a2c_6, 145.79,0.0560, 19.32, 272, 2015-10-29, 2017-10-29
a2c_6, 146.96,0.0559, 19.84, 283, 2015-10-29, 2017-10-29
a2c_6, 143.54,0.0539, 20.37, 286, 2015-10-29, 2017-10-29
a2c_6, 144.32,0.0546, 22.04, 315, 2015-10-29, 2017-10-29
a2c_6, 146.56,0.0555, 20.31, 280, 2015-10-29, 2017-10-29
a2c_6, 145.34,0.0557, 20.39, 296, 2015-10-29, 2017-10-29
a2c_6, 150.48,0.0591, 20.82, 288, 2015-10-29, 2017-10-29
a2c_6, 146.67,0.0568, 19.15, 274, 2015-10-29, 2017-10-29
a2c_6, 148.93,0.0578, 23.05, 309, 2015-10-29, 2017-10-29
a2c_6, 145.51,0.0559, 19.88, 274, 2015-10-29, 2017-10-29
a2c_6, 139.38,0.0499, 17.99, 268, 2015-10-29, 2017-10-29
a2c_6, 147.22,0.0562, 21.54, 302, 2015-10-29, 2017-10-29
a2c_6, 142.03,0.0526, 17.84, 266, 2015-10-29, 2017-10-29
a2c_6, 143.88,0.0531, 19.04, 273, 2015-10-29, 2017-10-29
a2c_6, 143.33,0.0536, 19.93, 275, 2015-10-29, 2017-10-29
a2c_6, 143.04,0.0535, 21.00, 301, 2015-10-29, 2017-10-29
a2c_6, 144.27,0.0546, 18.90, 273, 2015-10-29, 2017-10-29
a2c_6, 144.73,0.0539, 19.62, 268, 2015-10-29, 2017-10-29
a2c_6, 145.77,0.0561, 19.63, 282, 2015-10-29, 2017-10-29
a2c_6, 146.42,0.0555, 20.57, 286, 2015-10-29, 2017-10-29
a2c_6, 143.42,0.0539, 21.80, 300, 2015-10-29, 2017-10-29
a2c_6, 144.63,0.0539, 20.62, 304, 2015-10-29, 2017-10-29
a2c_6, 144.35,0.0546, 19.33, 289, 2015-10-29, 2017-10-29
a2c_6, 141.86,0.0514, 17.49, 266, 2015-10-29, 2017-10-29
a2c_6, 146.54,0.0567, 20.09, 282, 2015-10-29, 2017-10-29
a2c_6, 146.73,0.0568, 20.66, 293, 2015-10-29, 2017-10-29
a2c_6, 145.37,0.0557, 18.95, 262, 2015-10-29, 2017-10-29
a2c_6, 145.66,0.0558, 17.39, 250, 2015-10-29, 2017-10-29
a2c_6, 146.18,0.0563, 21.84, 302, 2015-10-29, 2017-10-29
a2c_6, 139.43,0.0499, 20.13, 293, 2015-10-29, 2017-10-29
a2c_6, 140.82,0.0502, 17.98, 252, 2015-10-29, 2017-10-29
a2c_6, 143.03,0.0533, 17.96, 255, 2015-10-29, 2017-10-29
a2c_6, 143.82,0.0530, 18.86, 271, 2015-10-29, 2017-10-29
a2c_6, 145.77,0.0560, 21.48, 297, 2015-10-29, 2017-10-29
a2c_6, 145.02,0.0552, 18.13, 261, 2015-10-29, 2017-10-29
a2c_6, 143.85,0.0532, 18.64, 264, 2015-10-29, 2017-10-29
a2c_6, 143.07,0.0535, 20.05, 292, 2015-10-29, 2017-10-29
a2c_6, 141.28,0.0517, 21.18, 302, 2015-10-29, 2017-10-29
a2c_6, 143.62,0.0528, 21.31, 293, 2015-10-29, 2017-10-29
a2c_6, 144.69,0.0552, 21.66, 305, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.72, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
