model,return,sharpe,cost,n_trade,start,end
a2c_6, 113.64,0.0394, 5.41, 97, 2017-10-29, 2019-10-29
a2c_6, 114.79,0.0399, 5.40, 95, 2017-10-29, 2019-10-29
a2c_6, 118.81,0.0488, 4.84, 88, 2017-10-29, 2019-10-29
a2c_6, 116.87,0.0448, 4.80, 84, 2017-10-29, 2019-10-29
a2c_6, 117.09,0.0451, 5.67, 100, 2017-10-29, 2019-10-29
a2c_6, 116.82,0.0443, 4.39, 74, 2017-10-29, 2019-10-29
a2c_6, 116.33,0.0438, 5.40, 92, 2017-10-29, 2019-10-29
a2c_6, 117.63,0.0468, 5.79, 101, 2017-10-29, 2019-10-29
a2c_6, 116.45,0.0449, 5.58, 89, 2017-10-29, 2019-10-29
a2c_6, 114.94,0.0419, 4.86, 86, 2017-10-29, 2019-10-29
a2c_6, 115.35,0.0411, 4.14, 68, 2017-10-29, 2019-10-29
a2c_6, 116.02,0.0425, 6.01, 102, 2017-10-29, 2019-10-29
a2c_6, 116.65,0.0440, 5.88, 106, 2017-10-29, 2019-10-29
a2c_6, 115.88,0.0422, 5.19, 91, 2017-10-29, 2019-10-29
a2c_6, 116.49,0.0440, 4.41, 78, 2017-10-29, 2019-10-29
a2c_6, 116.27,0.0439, 4.91, 91, 2017-10-29, 2019-10-29
a2c_6, 115.35,0.0425, 4.99, 85, 2017-10-29, 2019-10-29
a2c_6, 116.96,0.0446, 5.98, 97, 2017-10-29, 2019-10-29
a2c_6, 115.73,0.0419, 5.71, 101, 2017-10-29, 2019-10-29
a2c_6, 115.65,0.0421, 5.65, 90, 2017-10-29, 2019-10-29
a2c_6, 113.88,0.0385, 4.87, 86, 2017-10-29, 2019-10-29
a2c_6, 115.16,0.0420, 5.71, 100, 2017-10-29, 2019-10-29
a2c_6, 115.29,0.0426, 5.73, 95, 2017-10-29, 2019-10-29
a2c_6, 116.26,0.0452, 6.60, 113, 2017-10-29, 2019-10-29
a2c_6, 118.01,0.0468, 5.02, 90, 2017-10-29, 2019-10-29
a2c_6, 114.34,0.0392, 5.64, 97, 2017-10-29, 2019-10-29
a2c_6, 116.92,0.0454, 4.83, 76, 2017-10-29, 2019-10-29
a2c_7, 117.02,0.0390, 5.57, 87, 2017-10-29, 2019-10-29
a2c_7, 117.77,0.0404, 4.76, 87, 2017-10-29, 2019-10-29
a2c_7, 116.25,0.0372, 4.50, 83, 2017-10-29, 2019-10-29
a2c_7, 115.45,0.0353, 3.91, 72, 2017-10-29, 2019-10-29
a2c_7, 115.44,0.0350, 4.88, 87, 2017-10-29, 2019-10-29
a2c_7, 118.37,0.0403, 5.27, 94, 2017-10-29, 2019-10-29
a2c_7, 115.90,0.0352, 5.05, 88, 2017-10-29, 2019-10-29
a2c_7, 118.06,0.0391, 4.18, 75, 2017-10-29, 2019-10-29
a2c_7, 117.44,0.0376, 3.72, 68, 2017-10-29, 2019-10-29
a2c_7, 115.00,0.0350, 4.47, 85, 2017-10-29, 2019-10-29
a2c_7, 117.92,0.0404, 5.52, 97, 2017-10-29, 2019-10-29
a2c_7, 116.46,0.0372, 5.04, 90, 2017-10-29, 2019-10-29
a2c_7, 117.37,0.0386, 5.26, 98, 2017-10-29, 2019-10-29
a2c_7, 116.19,0.0360, 6.49, 112, 2017-10-29, 2019-10-29
a2c_7, 114.80,0.0332, 4.59, 82, 2017-10-29, 2019-10-29
a2c_7, 117.11,0.0373, 5.64, 98, 2017-10-29, 2019-10-29
a2c_7, 117.09,0.0369, 3.78, 73, 2017-10-29, 2019-10-29
a2c_7, 114.92,0.0349, 4.34, 80, 2017-10-29, 2019-10-29
a2c_7, 115.92,0.0364, 4.45, 82, 2017-10-29, 2019-10-29
a2c_7, 117.53,0.0392, 4.47, 82, 2017-10-29, 2019-10-29
a2c_7, 117.36,0.0387, 3.89, 78, 2017-10-29, 2019-10-29
a2c_7, 117.28,0.0382, 4.81, 88, 2017-10-29, 2019-10-29
a2c_7, 117.65,0.0386, 4.15, 76, 2017-10-29, 2019-10-29
a2c_7, 117.35,0.0377, 5.60, 94, 2017-10-29, 2019-10-29
a2c_7, 116.32,0.0354, 4.78, 85, 2017-10-29, 2019-10-29
a2c_7, 116.01,0.0370, 5.16, 98, 2017-10-29, 2019-10-29
a2c_7, 116.66,0.0379, 4.79, 88, 2017-10-29, 2019-10-29
a2c_7, 115.83,0.0360, 4.61, 89, 2017-10-29, 2019-10-29
a2c_7, 117.54,0.0389, 4.53, 86, 2017-10-29, 2019-10-29
a2c_7, 115.00,0.0338, 5.38, 91, 2017-10-29, 2019-10-29
a2c_7, 116.81,0.0370, 4.60, 79, 2017-10-29, 2019-10-29
a2c_7, 116.82,0.0368, 5.22, 98, 2017-10-29, 2019-10-29
a2c_7, 117.15,0.0371, 5.11, 94, 2017-10-29, 2019-10-29
a2c_7, 115.65,0.0362, 5.17, 97, 2017-10-29, 2019-10-29
a2c_7, 116.04,0.0368, 4.43, 85, 2017-10-29, 2019-10-29
a2c_7, 117.43,0.0391, 5.55, 101, 2017-10-29, 2019-10-29
a2c_7, 116.71,0.0375, 4.05, 71, 2017-10-29, 2019-10-29
a2c_7, 116.34,0.0365, 4.77, 90, 2017-10-29, 2019-10-29
a2c_7, 117.01,0.0374, 5.37, 90, 2017-10-29, 2019-10-29
a2c_7, 117.05,0.0372, 3.79, 74, 2017-10-29, 2019-10-29
a2c_7, 117.31,0.0374, 4.80, 88, 2017-10-29, 2019-10-29
a2c_7, 115.72,0.0364, 4.45, 80, 2017-10-29, 2019-10-29
a2c_7, 116.94,0.0385, 4.69, 83, 2017-10-29, 2019-10-29
a2c_7, 117.36,0.0389, 3.21, 63, 2017-10-29, 2019-10-29
a2c_7, 116.72,0.0374, 5.45, 96, 2017-10-29, 2019-10-29
a2c_7, 116.40,0.0365, 6.15, 106, 2017-10-29, 2019-10-29
a2c_7, 116.00,0.0354, 4.28, 75, 2017-10-29, 2019-10-29
a2c_7, 117.50,0.0380, 5.50, 97, 2017-10-29, 2019-10-29
a2c_7, 118.48,0.0396, 3.66, 67, 2017-10-29, 2019-10-29
a2c_7, 116.13,0.0371, 5.14, 95, 2017-10-29, 2019-10-29
a2c_7, 116.92,0.0385, 5.17, 95, 2017-10-29, 2019-10-29
a2c_7, 118.16,0.0404, 5.25, 98, 2017-10-29, 2019-10-29
a2c_7, 116.18,0.0364, 4.92, 94, 2017-10-29, 2019-10-29
a2c_7, 116.91,0.0374, 4.42, 80, 2017-10-29, 2019-10-29
a2c_7, 117.98,0.0392, 3.87, 68, 2017-10-29, 2019-10-29
a2c_7, 116.07,0.0354, 4.83, 90, 2017-10-29, 2019-10-29
a2c_7, 116.43,0.0357, 3.67, 67, 2017-10-29, 2019-10-29
a2c_7, 116.46,0.0378, 5.26, 93, 2017-10-29, 2019-10-29
a2c_7, 117.13,0.0388, 5.17, 94, 2017-10-29, 2019-10-29
a2c_7, 117.47,0.0392, 4.38, 79, 2017-10-29, 2019-10-29
a2c_7, 115.96,0.0360, 5.12, 97, 2017-10-29, 2019-10-29
a2c_7, 117.36,0.0383, 5.15, 94, 2017-10-29, 2019-10-29
a2c_7, 115.64,0.0348, 4.34, 78, 2017-10-29, 2019-10-29
a2c_7, 116.76,0.0366, 3.70, 63, 2017-10-29, 2019-10-29
a2c_7, 117.81,0.0383, 4.55, 81, 2017-10-29, 2019-10-29
a2c_7, 115.76,0.0365, 4.61, 86, 2017-10-29, 2019-10-29
a2c_7, 115.45,0.0356, 4.29, 73, 2017-10-29, 2019-10-29
a2c_7, 117.32,0.0387, 4.30, 77, 2017-10-29, 2019-10-29
a2c_7, 118.54,0.0408, 6.04, 107, 2017-10-29, 2019-10-29
a2c_7, 116.67,0.0370, 4.19, 80, 2017-10-29, 2019-10-29
a2c_7, 117.14,0.0376, 5.46, 95, 2017-10-29, 2019-10-29
a2c_7, 118.96,0.0408, 5.07, 91, 2017-10-29, 2019-10-29
a2c_7, 118.62,0.0398, 4.44, 82, 2017-10-29, 2019-10-29
a2c_7, 115.65,0.0362, 4.57, 77, 2017-10-29, 2019-10-29
a2c_7, 117.67,0.0398, 4.31, 80, 2017-10-29, 2019-10-29
a2c_7, 116.92,0.0381, 5.22, 92, 2017-10-29, 2019-10-29
a2c_7, 117.30,0.0386, 5.04, 90, 2017-10-29, 2019-10-29
a2c_7, 117.18,0.0380, 5.31, 95, 2017-10-29, 2019-10-29
a2c_7, 116.13,0.0357, 4.08, 74, 2017-10-29, 2019-10-29
a2c_7, 116.72,0.0366, 4.64, 83, 2017-10-29, 2019-10-29
a2c_7, 117.98,0.0387, 4.39, 76, 2017-10-29, 2019-10-29
a2c_7, 114.52,0.0342, 3.58, 70, 2017-10-29, 2019-10-29
a2c_7, 116.30,0.0372, 5.28, 95, 2017-10-29, 2019-10-29
a2c_7, 117.25,0.0387, 4.59, 88, 2017-10-29, 2019-10-29
a2c_7, 115.98,0.0360, 5.04, 93, 2017-10-29, 2019-10-29
a2c_7, 116.62,0.0370, 4.17, 79, 2017-10-29, 2019-10-29
a2c_7, 117.85,0.0390, 4.32, 80, 2017-10-29, 2019-10-29
a2c_7, 117.75,0.0384, 4.48, 84, 2017-10-29, 2019-10-29
a2c_7, 118.37,0.0394, 5.03, 87, 2017-10-29, 2019-10-29
a2c_7, 115.99,0.0370, 5.19, 99, 2017-10-29, 2019-10-29
a2c_7, 117.61,0.0397, 4.37, 81, 2017-10-29, 2019-10-29
a2c_7, 117.10,0.0385, 4.16, 84, 2017-10-29, 2019-10-29
a2c_7, 118.12,0.0400, 5.28, 95, 2017-10-29, 2019-10-29
a2c_7, 116.50,0.0368, 3.92, 72, 2017-10-29, 2019-10-29
a2c_7, 116.19,0.0358, 4.21, 74, 2017-10-29, 2019-10-29
a2c_7, 117.09,0.0373, 4.09, 79, 2017-10-29, 2019-10-29
a2c_7, 116.29,0.0355, 5.18, 97, 2017-10-29, 2019-10-29
a2c_7, 116.81,0.0385, 4.69, 87, 2017-10-29, 2019-10-29
a2c_7, 115.04,0.0348, 5.39, 100, 2017-10-29, 2019-10-29
a2c_7, 117.17,0.0386, 5.43, 97, 2017-10-29, 2019-10-29
a2c_8, 119.17,0.0463, 18.00, 283, 2017-10-29, 2019-10-29
a2c_8, 115.18,0.0381, 17.32, 289, 2017-10-29, 2019-10-29
a2c_8, 114.08,0.0364, 16.56, 279, 2017-10-29, 2019-10-29
a2c_8, 114.99,0.0384, 15.79, 261, 2017-10-29, 2019-10-29
a2c_8, 117.42,0.0426, 17.75, 279, 2017-10-29, 2019-10-29
a2c_8, 116.21,0.0401, 15.43, 259, 2017-10-29, 2019-10-29
a2c_8, 119.38,0.0467, 16.71, 261, 2017-10-29, 2019-10-29
a2c_8, 116.23,0.0402, 15.72, 267, 2017-10-29, 2019-10-29
a2c_8, 118.34,0.0447, 16.51, 256, 2017-10-29, 2019-10-29
a2c_8, 118.92,0.0455, 16.17, 263, 2017-10-29, 2019-10-29
a2c_8, 116.23,0.0406, 14.91, 256, 2017-10-29, 2019-10-29
a2c_8, 115.52,0.0393, 17.23, 275, 2017-10-29, 2019-10-29
a2c_8, 116.07,0.0409, 17.46, 288, 2017-10-29, 2019-10-29
a2c_8, 117.07,0.0418, 18.06, 286, 2017-10-29, 2019-10-29
a2c_8, 117.74,0.0436, 16.00, 271, 2017-10-29, 2019-10-29
a2c_8, 113.91,0.0359, 16.08, 269, 2017-10-29, 2019-10-29
a2c_8, 114.66,0.0371, 16.92, 271, 2017-10-29, 2019-10-29
a2c_8, 117.26,0.0422, 17.17, 273, 2017-10-29, 2019-10-29
a2c_8, 114.98,0.0382, 16.31, 260, 2017-10-29, 2019-10-29
a2c_8, 119.03,0.0458, 15.85, 259, 2017-10-29, 2019-10-29
a2c_8, 119.06,0.0462, 17.63, 277, 2017-10-29, 2019-10-29
a2c_8, 118.04,0.0440, 16.73, 270, 2017-10-29, 2019-10-29
a2c_8, 116.83,0.0417, 14.88, 256, 2017-10-29, 2019-10-29
a2c_8, 117.04,0.0418, 16.53, 268, 2017-10-29, 2019-10-29
a2c_8, 119.66,0.0471, 16.26, 258, 2017-10-29, 2019-10-29
a2c_8, 115.67,0.0394, 15.71, 260, 2017-10-29, 2019-10-29
a2c_8, 117.18,0.0427, 17.19, 287, 2017-10-29, 2019-10-29
a2c_8, 114.66,0.0379, 16.73, 276, 2017-10-29, 2019-10-29
a2c_8, 115.40,0.0394, 16.72, 264, 2017-10-29, 2019-10-29
a2c_8, 117.88,0.0435, 15.62, 260, 2017-10-29, 2019-10-29
a2c_8, 117.00,0.0422, 16.67, 279, 2017-10-29, 2019-10-29
a2c_8, 113.92,0.0360, 15.58, 263, 2017-10-29, 2019-10-29
a2c_8, 115.84,0.0403, 16.92, 276, 2017-10-29, 2019-10-29
a2c_8, 116.24,0.0412, 15.84, 261, 2017-10-29, 2019-10-29
a2c_8, 117.41,0.0426, 14.80, 252, 2017-10-29, 2019-10-29
a2c_8, 115.80,0.0396, 16.40, 270, 2017-10-29, 2019-10-29
a2c_8, 116.46,0.0409, 16.13, 267, 2017-10-29, 2019-10-29
a2c_8, 118.90,0.0459, 16.16, 259, 2017-10-29, 2019-10-29
a2c_8, 114.36,0.0369, 16.31, 272, 2017-10-29, 2019-10-29
a2c_8, 119.10,0.0462, 16.00, 258, 2017-10-29, 2019-10-29
a2c_8, 116.51,0.0412, 15.81, 267, 2017-10-29, 2019-10-29
a2c_8, 116.39,0.0411, 16.36, 264, 2017-10-29, 2019-10-29
a2c_8, 117.31,0.0424, 16.60, 280, 2017-10-29, 2019-10-29
a2c_8, 116.55,0.0411, 16.26, 263, 2017-10-29, 2019-10-29
a2c_8, 116.51,0.0407, 15.75, 251, 2017-10-29, 2019-10-29
a2c_8, 118.54,0.0451, 16.73, 272, 2017-10-29, 2019-10-29
a2c_8, 113.58,0.0353, 16.44, 272, 2017-10-29, 2019-10-29
a2c_8, 114.74,0.0370, 17.98, 286, 2017-10-29, 2019-10-29
a2c_8, 116.62,0.0409, 16.19, 274, 2017-10-29, 2019-10-29
a2c_8, 115.28,0.0381, 16.09, 268, 2017-10-29, 2019-10-29
a2c_8, 118.72,0.0454, 18.23, 292, 2017-10-29, 2019-10-29
a2c_8, 114.00,0.0359, 16.50, 276, 2017-10-29, 2019-10-29
a2c_8, 116.15,0.0402, 18.09, 290, 2017-10-29, 2019-10-29
a2c_8, 118.55,0.0448, 15.87, 268, 2017-10-29, 2019-10-29
a2c_8, 120.64,0.0492, 18.09, 285, 2017-10-29, 2019-10-29
a2c_8, 116.83,0.0415, 16.00, 271, 2017-10-29, 2019-10-29
a2c_8, 116.37,0.0405, 16.23, 275, 2017-10-29, 2019-10-29
a2c_8, 120.60,0.0491, 16.03, 261, 2017-10-29, 2019-10-29
a2c_8, 119.29,0.0463, 16.79, 265, 2017-10-29, 2019-10-29
a2c_8, 116.05,0.0400, 16.23, 266, 2017-10-29, 2019-10-29
a2c_8, 115.39,0.0388, 15.63, 248, 2017-10-29, 2019-10-29
a2c_8, 115.45,0.0385, 16.12, 263, 2017-10-29, 2019-10-29
a2c_8, 116.12,0.0400, 17.38, 276, 2017-10-29, 2019-10-29
a2c_8, 117.33,0.0422, 15.81, 261, 2017-10-29, 2019-10-29
a2c_8, 119.55,0.0471, 15.97, 256, 2017-10-29, 2019-10-29
a2c_8, 119.94,0.0480, 17.28, 271, 2017-10-29, 2019-10-29
a2c_8, 118.67,0.0456, 16.64, 269, 2017-10-29, 2019-10-29
a2c_8, 115.37,0.0390, 15.32, 250, 2017-10-29, 2019-10-29
a2c_8, 114.28,0.0374, 16.40, 273, 2017-10-29, 2019-10-29
a2c_8, 116.87,0.0429, 17.25, 283, 2017-10-29, 2019-10-29
a2c_8, 118.50,0.0448, 16.49, 263, 2017-10-29, 2019-10-29
a2c_8, 114.47,0.0364, 17.35, 286, 2017-10-29, 2019-10-29
a2c_8, 117.66,0.0432, 16.28, 271, 2017-10-29, 2019-10-29
a2c_8, 117.31,0.0427, 15.95, 254, 2017-10-29, 2019-10-29
a2c_8, 117.21,0.0431, 16.92, 276, 2017-10-29, 2019-10-29
a2c_8, 118.11,0.0451, 18.10, 297, 2017-10-29, 2019-10-29
a2c_8, 116.53,0.0408, 15.18, 244, 2017-10-29, 2019-10-29
a2c_8, 114.66,0.0373, 17.50, 281, 2017-10-29, 2019-10-29
a2c_8, 115.81,0.0400, 16.35, 267, 2017-10-29, 2019-10-29
a2c_8, 117.71,0.0442, 15.46, 247, 2017-10-29, 2019-10-29
a2c_8, 116.74,0.0423, 17.90, 292, 2017-10-29, 2019-10-29
a2c_8, 117.42,0.0425, 16.54, 275, 2017-10-29, 2019-10-29
a2c_8, 119.85,0.0479, 17.54, 278, 2017-10-29, 2019-10-29
a2c_8, 119.35,0.0466, 15.64, 251, 2017-10-29, 2019-10-29
a2c_8, 116.40,0.0404, 17.42, 288, 2017-10-29, 2019-10-29
a2c_8, 115.51,0.0390, 17.16, 276, 2017-10-29, 2019-10-29
a2c_8, 118.63,0.0449, 16.22, 264, 2017-10-29, 2019-10-29
a2c_8, 119.17,0.0463, 16.72, 270, 2017-10-29, 2019-10-29
a2c_8, 116.83,0.0417, 18.80, 301, 2017-10-29, 2019-10-29
a2c_8, 119.16,0.0463, 16.92, 274, 2017-10-29, 2019-10-29
a2c_8, 116.69,0.0414, 14.37, 244, 2017-10-29, 2019-10-29
a2c_8, 118.21,0.0442, 18.39, 298, 2017-10-29, 2019-10-29
a2c_8, 118.09,0.0439, 16.71, 266, 2017-10-29, 2019-10-29
a2c_8, 116.00,0.0401, 15.52, 250, 2017-10-29, 2019-10-29
a2c_8, 117.45,0.0432, 16.40, 281, 2017-10-29, 2019-10-29
a2c_8, 118.27,0.0445, 17.20, 272, 2017-10-29, 2019-10-29
a2c_8, 119.64,0.0473, 16.93, 282, 2017-10-29, 2019-10-29
a2c_8, 120.79,0.0492, 17.43, 277, 2017-10-29, 2019-10-29
a2c_8, 118.80,0.0458, 16.45, 265, 2017-10-29, 2019-10-29
a2c_8, 117.53,0.0430, 17.38, 270, 2017-10-29, 2019-10-29
a2c_9, 90.82,-0.0125, 1.40, 43, 2017-10-29, 2019-10-29
a2c_9, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_9, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_9, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_9, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_9, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_9, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_9, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_9, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_9, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_9, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_9, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_9, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_9, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_9, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_9, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_9, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_9, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_9, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_9, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_9, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_9, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_9, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_9, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_9, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_9, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_9, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_9, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_9, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_9, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_9, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_9, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_9, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_9, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_9, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_9, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_9, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_9, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_9, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_9, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_9, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_9, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_9, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_9, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_9, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_9, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_9, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.18,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.28,-0.0125, 0.81, 42, 2017-10-29, 2019-10-29
a2c_9, 91.38,-0.0125, 0.79, 44, 2017-10-29, 2019-10-29
a2c_9, 91.48,-0.0125, 0.80, 44, 2017-10-29, 2019-10-29
a2c_9, 90.82,-0.0125, 0.79, 43, 2017-10-29, 2019-10-29
a2c_9, 90.91,-0.0125, 0.79, 42, 2017-10-29, 2019-10-29
a2c_9, 91.00,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_9, 91.09,-0.0125, 0.80, 42, 2017-10-29, 2019-10-29
a2c_10, 118.52,0.0419, 1.44, 25, 2017-10-29, 2019-10-29
a2c_10, 118.65,0.0419, 0.83, 24, 2017-10-29, 2019-10-29
a2c_10, 118.79,0.0419, 0.86, 24, 2017-10-29, 2019-10-29
a2c_10, 118.86,0.0418, 0.84, 27, 2017-10-29, 2019-10-29
a2c_10, 119.02,0.0419, 0.84, 27, 2017-10-29, 2019-10-29
a2c_10, 119.15,0.0419, 0.83, 27, 2017-10-29, 2019-10-29
a2c_10, 119.28,0.0419, 0.83, 27, 2017-10-29, 2019-10-29
a2c_10, 119.42,0.0419, 0.84, 27, 2017-10-29, 2019-10-29
a2c_10, 118.52,0.0419, 0.83, 25, 2017-10-29, 2019-10-29
a2c_10, 118.65,0.0419, 0.83, 24, 2017-10-29, 2019-10-29
a2c_10, 118.79,0.0419, 0.86, 24, 2017-10-29, 2019-10-29
a2c_10, 118.86,0.0418, 0.84, 27, 2017-10-29, 2019-10-29
a2c_10, 119.02,0.0419, 0.84, 27, 2017-10-29, 2019-10-29
a2c_10, 119.15,0.0419, 0.83, 27, 2017-10-29, 2019-10-29
a2c_10, 119.28,0.0419, 0.83, 27, 2017-10-29, 2019-10-29
a2c_10, 119.42,0.0419, 0.84, 27, 2017-10-29, 2019-10-29
a2c_10, 118.52,0.0419, 0.83, 25, 2017-10-29, 2019-10-29
a2c_10, 118.65,0.0419, 0.83, 24, 2017-10-29, 2019-10-29
a2c_10, 118.79,0.0419, 0.86, 24, 2017-10-29, 2019-10-29
